,minimum,maximum
MMTSADm,0.0,0.8034188
PCC,0.0,0.8034188
MMALH,0.0,0.8034188
MMEm,0.0,0.8034188
MMMm,0.0,0.8034188
ILEtmi,0.0,0.0
LEUt5m,0.0,0.0003827659
VALt5m,0.0,0.8034188
PGCD,0.0,243.0740926833
PSERT,0.0,243.0740926833
PSP_L,0.0,243.0740926833
GHMT2r,-186.6201819322,121.7008370627
SERD_L,0.0,338.9954462291
ALATA_L,-0.078431375,262.8328733921
r1435,0.0,0.009070295
GLYtm,-0.009070295,0.0
GHMT2rm,0.0,0.009070295
MLTHFtm,-0.009070295,0.0
r0962,0.0,0.009070295
FORtm,-0.009070295,0.0
r0514,0.0,0.009070295
DHFRim,0.0,0.009070295
FTHFLmi,0.0,0.009070295
MTHFCm,0.0,0.009070295
MTHFDm,0.0,0.009070295
FOLR2,0.0,0.009070295
DHFR,0.0,0.0091112308
FTHFLi,0.0,0.8746147562
FTHFDH,0.0,377.7975762515
MTHFC,-377.6695157232,0.87460677
MTHFD,0.0,1000.0
MTHFD2i,-1000.0,183.7044722243
ACACT1r,0.0,0.0003827659
HMGCOAS,0.0,0.0003827659
HMGCOAR,0.0,0.0003827659
MEVK1,0.0,0.0003827659
PMEVK,0.0,0.0003827659
IPDDI,0.0,0.0001275886
DPMVD,0.0,0.0003827659
DMATT,0.0,0.0001275886
GRTT,0.0,0.0001275886
HMR_1465,0.0,6.37943e-05
HMR_1467,0.0,6.37943e-05
SMO,0.0,6.37943e-05
LNSTLS,0.0,6.37943e-05
HMR_1477,0.0,6.37943e-05
HMR_1478,0.0,6.37943e-05
HMR_1479,0.0,6.37943e-05
C14STR,0.0,6.37943e-05
HMR_1490,0.0,6.37943e-05
HMR_1493,0.0,6.37943e-05
HMR_1494,0.0,6.37943e-05
C3STDH1,0.0,6.37943e-05
HMR_1495,0.0,6.37943e-05
HMR_1500,0.0,6.37943e-05
HMR_1502,0.0,6.37943e-05
HMR_1503,0.0,6.37943e-05
HMR_1504,0.0,6.37943e-05
HMR_1505,0.0,6.37943e-05
HMR_1509,0.0,6.37943e-05
CHLSTI_1,0.0,6.37943e-05
HMR_1516,0.0,6.37943e-05
RE2410C,0.0,6.37943e-05
DSMSTOLR,0.0,6.37943e-05
ACCOAC,0.0,444.8592766034
FASN,0.0,63.5513252291
MCAT,0.0,444.8592766034
AcetoacetylACPsynthesis,0.0,63.5513252291
r0691,0.0,63.5513252291
r0681,0.0,63.5513252291
r0682,0.0,63.5513252291
r0760,0.0,63.5513252291
r0761,0.0,63.5513252291
r0762,0.0,63.5513252291
r0763,0.0,63.5513252291
r0764,0.0,63.5513252291
r0694,0.0,63.5513252291
r0695,0.0,63.5513252291
r0765,0.0,63.5513252291
r0766,0.0,63.5513252291
r0692,0.0,63.5513252291
r0693,0.0,63.5513252291
r0767,0.0,63.5513252291
r0768,0.0,63.5513252291
r0769,0.0,63.5513252291
r0770,0.0,63.5513252291
r0712,0.0,63.5513252291
r0713,0.0,63.5513252291
r0701,0.0,63.5513252291
r0702,0.0,63.5513252291
r0771,0.0,63.5513252291
r0772,0.0,63.5513252291
r0696,0.0,63.5513252291
r0697,0.0,63.5513252291
r0773,0.0,63.5513252291
FA160ACPH,0.0,63.5513252291
TMLYStd,-186.4330962503,0.0
TMLYSOX,0.0,186.4330962503
GHMT3,0.0,186.4330962503
TMABADH,0.0,186.4330962503
BBHOX,0.0,186.4330962503
SUCFUMtm,-372.8661925006,0.0
palmitateActivation,0.0,55.6770525869
carnitineAcylTransferaseI,0.0,55.6770525869
CARN160t_m,0.0,55.6770525869
carnitineAcylTransferaseII,0.0,55.6770525869
betaOxidation,0.0,55.6770525869
Biomass,0.0,0.0031270192
GLCt1,-13.6356088561,0.0
O2t,-841.2807265191,0.0
GLNt,-2.0,0.0
r0963,-0.009070295,0.0
THBPTt,-0.0008820602,0.0
ARGt5r,-0.39810428,0.0
PHEtec,-0.0016934153,0.0
ILEtec,-0.0008945714,0.0
LEUtec,-0.0020886925,0.0
VALtec,-0.8034188,0.0
METtec,-0.20134228,0.0
r2526,-0.60127796,0.0
GLYt4,-0.4,0.0
r2532,0.0,0.0
PROPAT4te,0.0,0.0
HDCAt,0.0,0.0
CRNt,0.0,186.4330962503
GTHRDt2,-30.8751520283,0.0
DmLact,0.0,22.1475
UREAt,0.0,195.474435404
DmBiomass,0.0,0.0031270192
NH4t,0.0,861.0002848363
PTRCtex2,0.0,0.39810428
GUDACtr2,0.0,134.044749292
CE2705t,0.0,0.0008820602
Dm2oxobutyrate,0.0,0.99966162
H2Ot,-191.4589160645,1000.0
PHLACHt,-677.1668762013,700.3956416782
CO2t,0.0,1000.0
DmGSSG,0.0,15.4375760142
GLUt4,0.0,0.5925
ALAPAT4te,0.0,0.0
DmAla,0.0,262.8895395899
ASPte,-1000.0,0.0
DmAsp,0.0,1000.0
DmPalm,0.0,51.5727447905
ATPM,0.0,909.283306934
GACMTRc,0.0,113.0925564212
CKc_cho,0.0,113.0925564212
CRTNsyn_cho,0.0,113.0925564212
CRTNtr,0.0,113.0925564212
NDPK1,0.0,625.9913344529
NDPK5,0.0,3.09512e-05
NDPK8,0.0,4.12235e-05
NDPK7,0.0,2.95253e-05
DTMPK,0.0,4.09358e-05
NDPK4,0.0,4.09358e-05
HIStiDF,-0.2,0.0
PTRCOX1,0.0,0.39810428
ABUTD,0.0,0.39810428
r0465_1,0.0,454.641653467
ABUTH,0.0,454.641653467
GLUDC,0.0,242.6353750725
HISDr,0.0,291.0158601209
URCN,0.0,291.0158601209
IZPN,0.0,291.0158601209
GluForTx,0.0,291.0158601209
FTCD,0.0,291.0158601209
CARPEPT1tc,-475.8131480895,0.0
NBAHH_ir,0.0,621.2534503336
r0283,0.0,454.641653467
ASP1DC,0.0,262.8895395899
CSNt,-300.4695829795,0.0
bAlaSynthesis,0.0,300.4695829795
LYSt5r,-0.7978142,0.0
LYStm,0.0,0.7978142
SACCD3m,0.0,0.7978142
r0525,0.0,0.7978142
AASAD3m,0.0,0.7978142
r0450,0.0,0.7978142
2OXOADOXm,0.0,0.876245575
GLUTCOADHm,0.0,0.876245575
3HBCDm,0.0,0.876245575
HACD1m,0.0,0.876245575
HMGCOASm,0.0,0.0003827659
CYStec,0.0,0.0
CYSTA,0.0,0.6038982
CYANt,-0.6038982,0.0
MCPST,0.0,0.6038982
TCYNTt,0.0,0.6038982
CYSO,0.0,0.6038982
3SALATAi,0.0,0.6038982
3SALAASPm,0.0,0.6038982
3SALATAim,0.0,0.6038982
3SPYRSP,0.0,0.6038982
3SPYRSPm,0.0,0.6038982
HMR_3951,0.0,0.6038982
ExSulfitem,0.0,0.6038982
PHETHPTOX2,0.0,0.0008820602
TYRt,-0.0008820602,0.0
TYRTA,0.0,0.0003827659
34HPPOR,0.0,0.0003827659
HGNTOR,0.0,0.0003827659
MACACI,0.0,0.0003827659
FUMAC,0.0,0.0003827659
AACOAT,0.0,0.0003827659
r2534,-0.79831934,0.0
THRD_L,0.0,0.79831934
OBDHc,0.0,0.0003827659
PPCOAtm,0.0,0.0003827659
r1616,-0.078431375,0.0
TRPO2,0.0,0.078431375
FKYNH,0.0,0.078431375
KYN,0.0,0.078431375
ANTHte,0.0,0.078431375
KYN3OX,0.0,0.078431375
HKYNH,0.0,0.078431375
3HAO,0.0,0.078431375
PCLAD,0.0,0.078431375
AM6SAD,0.0,0.078431375
AMCOXO,0.0,0.078431375
2OXOADPTm,0.0,0.078431375
ExCystineGlu,0.0,0.20127796
ExCystineSer,0.0,0.20127796
CystinePyruvate,0.0,0.20127796
CystineReductaseNADPH,0.0,0.20127796
CystineReductaseNADH,0.0,0.20127796
CystineGSH,0.0,0.20127796
Ex3HB,0.0,25.0
Transport3HB_forward,0.0,25.0
bBDH,0.0,25.0
OCOAT1m,0.0,25.0
ACACT1m,0.0,25.876245575
G3PD1ir,0.0,832.0509134557
GLYC3Ptm,0.0,832.0509134557
G3PDm,0.0,832.0509134557
DHAPtm,0.0,832.0509134557
CMPuptake,-0.0001515916,0.0
UMPuptake,-0.0003596541,0.0
Transport_ala_B_c_e,0.0,522.5435319383
EX_ala_B,0.0,522.5435319383
Transport_octanoyl_ACP_c_e,0.0,0.0
EX_octanoyl_ACP,0.0,0.0
TMDK1,0.0,0.0
THYMDt1,0.0,0.0
EX_thymd,0.0,0.0
Transport_HC00576_c_e,0.0,238.5917182352
EX_HC00576,0.0,238.5917182352
Transport_4abut_c_e,0.0,242.9547267833
EX_4abut,0.0,242.9547267833
