,minimum,maximum
GND,0.0,11.6570012545
RPI,0.0,4.8182038919
TKT2,-0.4663599346,3.8856436994
RPE,-0.9327198692,7.7712873987
TKT1,-0.4663599346,3.8856436994
TALA,-11.656977869,3.8856436994
r0408,0.0,11.6569544836
PDHm,0.0,388.1672456389
PCm,0.0,1000.0
PEPCK_re,0.0,808.5781580059
CSm,0.0,536.203455744
ACONTm,-1000.0,203.1907218154
ICDHxm,0.0,1000.0
ICDHym,-1000.0,199.4222707126
AKGDm,0.0,267.1502908287
SUCOAS1m,-25.0,256.3038919426
SUCD1m,0.0,373.2646778532
FUMm,-555.9442791385,318.3892703988
MDHm,-1000.0,1000.0
ME1m,0.0,1000.0
ME2m,0.0,1000.0
ME2,0.0,643.7994296365
ACITL,0.0,507.0525734169
FUM,-136.1416731869,802.9744529678
MDH,-1000.0,606.4131704725
AKGMALtm,-657.761366105,999.7917036514
ACONT,0.0,1000.0
ICDHyr,0.0,1000.0
PPA,0.0,452.8243908008
Complex1ROS,0.0,616.9607270388
FADH2ETC,0.0,1000.0
CYOR_u10mi,0.0,1000.0
CYOOm2i,0.0,500.0
ATPS4mi,0.0,1000.0
GLUCYS,0.0,0.41541351
GTHS,0.0,0.41541351
SPODMm,0.0,15.424018176
GTHPi,0.0,0.69955516
GTHPm,0.0,15.424018176
GDR,0.0,0.79952321
GTHOr,0.0,0.79952321
GDRm,0.0,15.2810127255
GTHOm,0.0,15.2810127255
r0885,0.0,30.8480363519
PYRt2m,-182.8848284202,748.8339908007
HMR_4964,0.0,1000.0
r2420,0.0,1000.0
ATPtm,0.0,1000.0
FUMtm,-694.7521642512,291.6574264698
CO2tm,-301.5983814076,1000.0
O2tm,0.0,502.3009806241
r0801,-25.0,256.3038919426
THD1m,0.0,1000.0
H2Otm,-1000.0,78.7167685785
NH4tm,-490.3991393151,194.8210247451
HCO3E,0.0,443.6709387906
HCO3Em,0.0,1000.0
GLUN,0.0,907.2250654341
GLNS,0.0,924.5528518971
GLUt2m,0.0,244.790692844
GLNtm_1,0.0,244.8205756177
GLUNm,0.0,244.8205756177
GLUPRT,0.0,0.0003016188
PRAGSr,0.0,0.0003016188
GARFT,0.0,0.0003016188
PRFGS,0.0,0.0003016188
PRAIS,0.0,0.0003016188
AIRCr,0.0,0.0003016188
PRASCSi,0.0,0.0003016188
ADSL2r,0.0,0.0003016188
AICART,0.0,0.0003016188
IMPC,0.0,0.0003016188
ADSS,0.0,0.0001786065
ADSL1r,0.0,0.0001786065
IMPDH2,0.0,0.0001230123
GMPS,0.0,0.0001230123
GMPS2,0.0,0.0001230123
GK1,0.0,0.0001230123
RNDR2,0.0,2.64604e-05
ADK1,0.0,452.8243562312
RNDR1,0.0,3.52422e-05
CBPS,0.0,0.0003074707
ASPCT,0.0,0.0003074707
DHORTS,0.0,0.0003074707
DHORD9,0.0,0.0003074707
ORPT,0.0,0.0003074707
OMPDC,0.0,0.0003074707
UMPK,0.0,0.0003074707
RNDR4,0.0,3.49963e-05
TMDS,0.0,3.49963e-05
URIDK2r,0.0,3.49963e-05
NDPK2,0.0,0.0002724744
NDPK3,-0.0001043553,2.52414e-05
CYTK1,-0.0001295967,0.0
CTPS1,0.0,0.0001295967
RNDR3,0.0,2.52414e-05
GDHm,0.0,1000.0
GLUDym,-244.0419554907,1000.0
ASPTA,-276.6015087563,1000.0
ASPTAm,0.0,1000.0
ASPGLUm,0.0,1000.0
ASPT,0.0,247.7821450956
CBPSam,0.0,194.8218721859
OCBTm,0.0,194.8218721859
ORNt4m,0.0,194.8218721859
ARGSS,0.0,227.7190504349
ARGSL,0.0,227.7190504349
ARGN,0.0,195.5045373892
ORNDC,0.0,0.69905216
SPMS,0.0,0.6995439884
SPRMS,0.0,0.6995328171
ADMDC,0.0,1.3990656342
MTAP,0.0,1.3990656342
ADPT,0.0,1.3990656342
MTRI,0.0,1.3990656342
MDRPD,0.0,1.3990656342
DKMPPD,0.0,1.3990656342
SPMDtex2,0.0,0.6995439884
SPRMti,0.0,0.6995328171
GLYAMDTRc,0.0,133.4925601839
ARGDr,0.0,227.7190504349
r0074,-0.15,0.0011026974
GLU5SAtmc,-0.15,0.0011026974
G5SADs,-0.15,0.0011026974
PRO1x,0.0,831.5155008569
P5CR,0.0,858.589136403
PROD2,0.0,858.607172599
EXRiboflavin,0.0,0.0
RBFK,0.0,0.0
FMNAT,0.0,0.0
TransportFAD,0.0,858.607172599
ASNS1,0.0,302.4083551447
ASNN,0.0,302.4581813953
METS,0.0,301.8827927916
METAT,0.0,301.8975832929
HMR_3915,0.0,301.8844969481
AHCi,0.0,301.8975832929
ADNK1,0.0,301.8975832929
CYSTS,0.0,0.11570469
CYSTGL,0.0,0.11570469
MTHFR3,0.0,112.7741767708
MetSynthesis,0.0,1.3990656342
UNK3,0.0,1.3990656342
5MTHFt,0.0,0.006009071
ILETA,0.0,0.0
3MOPt2im,0.0,0.0
ILETAm,0.0,0.0
LEUTA,0.0,0.0003272291
4MOPt2im,0.0,0.0003272291
LEUTAm,0.0,0.0003272291
OIVD1m,0.0,0.0003272291
ACOAD8m,0.0,0.0003272291
MCCCrm,0.0,0.0003272291
MGCHrm,0.0,0.0003272291
HMGCOAtm,0.0,0.0003272291
VALTA,0.0,0.22094017
3MOBt2im,0.0,0.22094017
VALTAim,0.0,0.22094017
OIVD2m,0.0,0.22094017
ACOAD9m,0.0,0.22094017
ECOAH12m,0.0,0.22094017
3HBCOAHLm,0.0,0.22094017
HIBDm,0.0,0.22094017
r0643,0.0,0.22094017
MMSAD1m,0.0,0.22094017
MMTSADm,0.0,0.22094017
PCC,0.0,0.22094017
MMALH,0.0,0.22094017
MMEm,0.0,0.22094017
MMMm,0.0,0.22094017
ILEtmi,0.0,0.0
LEUt5m,0.0,0.0003272291
VALt5m,0.0,0.22094017
PGCD,0.0,243.0940343476
PSERT,0.0,243.0940343476
PSP_L,0.0,243.0940343476
GHMT2r,-186.6617343694,121.615255267
SERD_L,0.0,337.3294778111
ALATA_L,-0.094215687,262.8040239594
r1435,0.0,0.006009071
GLYtm,-0.006009071,0.0
GHMT2rm,0.0,0.006009071
MLTHFtm,-0.006009071,0.0
r0962,0.0,0.006009071
FORtm,-0.006009071,0.0
r0514,0.0,0.006009071
DHFRim,0.0,0.006009071
FTHFLmi,0.0,0.006009071
MTHFCm,0.0,0.006009071
MTHFDm,0.0,0.006009071
FOLR2,0.0,0.006009071
DHFR,0.0,0.0060440673
FTHFLi,0.0,1.4432817655
FTHFDH,0.0,377.1625009031
MTHFC,-376.9809734634,1.4432677319
MTHFD,0.0,1000.0
MTHFD2i,-1000.0,183.6670727331
ACACT1r,0.0,0.0003272291
HMGCOAS,0.0,0.0003272291
HMGCOAR,0.0,0.0003272291
MEVK1,0.0,0.0003272291
PMEVK,0.0,0.0003272291
IPDDI,0.0,0.0001090764
DPMVD,0.0,0.0003272291
DMATT,0.0,0.0001090764
GRTT,0.0,0.0001090764
HMR_1465,0.0,5.45382e-05
HMR_1467,0.0,5.45382e-05
SMO,0.0,5.45382e-05
LNSTLS,0.0,5.45382e-05
HMR_1477,0.0,5.45382e-05
HMR_1478,0.0,5.45382e-05
HMR_1479,0.0,5.45382e-05
C14STR,0.0,5.45382e-05
HMR_1490,0.0,5.45382e-05
HMR_1493,0.0,5.45382e-05
HMR_1494,0.0,5.45382e-05
C3STDH1,0.0,5.45382e-05
HMR_1495,0.0,5.45382e-05
HMR_1500,0.0,5.45382e-05
HMR_1502,0.0,5.45382e-05
HMR_1503,0.0,5.45382e-05
HMR_1504,0.0,5.45382e-05
HMR_1505,0.0,5.45382e-05
HMR_1509,0.0,5.45382e-05
CHLSTI_1,0.0,5.45382e-05
HMR_1516,0.0,5.45382e-05
RE2410C,0.0,5.45382e-05
DSMSTOLR,0.0,5.45382e-05
ACCOAC,0.0,443.6709387906
FASN,0.0,63.3815626844
MCAT,0.0,443.6709387906
AcetoacetylACPsynthesis,0.0,63.3815626844
r0691,0.0,63.3815626844
r0681,0.0,63.3815626844
r0682,0.0,63.3815626844
r0760,0.0,63.3815626844
r0761,0.0,63.3815626844
r0762,0.0,63.3815626844
r0763,0.0,63.3815626844
r0764,0.0,63.3815626844
r0694,0.0,63.3815626844
r0695,0.0,63.3815626844
r0765,0.0,63.3815626844
r0766,0.0,63.3815626844
r0692,0.0,63.3815626844
r0693,0.0,63.3815626844
r0767,0.0,63.3815626844
r0768,0.0,63.3815626844
r0769,0.0,63.3815626844
r0770,0.0,63.3815626844
r0712,0.0,63.3815626844
r0713,0.0,63.3815626844
r0701,0.0,63.3815626844
r0702,0.0,63.3815626844
r0771,0.0,63.3815626844
r0772,0.0,63.3815626844
r0696,0.0,63.3815626844
r0697,0.0,63.3815626844
r0773,0.0,63.3815626844
FA160ACPH,0.0,63.3815626844
TMLYStd,-186.6323154528,0.0
TMLYSOX,0.0,186.6323154528
GHMT3,0.0,186.6323154528
TMABADH,0.0,186.6323154528
BBHOX,0.0,186.6323154528
SUCFUMtm,-373.2646309056,0.0
palmitateActivation,0.0,55.6074635279
carnitineAcylTransferaseI,0.0,55.6074635279
CARN160t_m,0.0,55.6074635279
carnitineAcylTransferaseII,0.0,55.6074635279
betaOxidation,0.0,55.6074635279
Biomass,0.0,0.0026733094
GLCt1,-11.6571723731,0.0
O2t,-842.2099048304,0.0
GLNt,-2.5,0.0
r0963,-0.006009071,0.0
THBPTt,-0.0007540791,0.0
ARGt5r,-0.69905216,0.0
PHEtec,-0.001447712,0.0
ILEtec,-0.000764775,0.0
LEUtec,-0.001785637,0.0
VALtec,-0.22094017,0.0
METtec,-0.11570469,0.0
r2526,-0.34996805,0.0
GLYt4,-0.25,0.0
r2532,-0.05,0.0
PROPAT4te,-0.15,0.0
HDCAt,0.0,0.00015
CRNt,0.0,186.6323154528
GTHRDt2,-30.8480363519,0.0
DmLact,0.0,19.74025
UREAt,0.0,195.5045373892
DmBiomass,0.0,0.0026733094
NH4t,0.0,860.6350298567
PTRCtex2,-0.000503,0.69905216
GUDACtr2,0.0,133.4925601839
CE2705t,0.0,0.0007540791
Dm2oxobutyrate,0.0,0.56486437
H2Ot,-185.9711185534,1000.0
PHLACHt,-677.5078007666,694.3320128185
CO2t,0.0,1000.0
DmGSSG,0.0,15.424018176
GLUt4,0.0,0.1595
ALAPAT4te,0.0,0.049999997
DmAla,0.0,262.8858604009
ASPte,-1000.0,0.0
DmAsp,0.0,1000.0
DmPalm,0.0,51.3246216059
ATPM,0.0,905.6483783747
GACMTRc,0.0,112.7681676998
CKc_cho,0.0,112.7681676998
CRTNsyn_cho,0.0,112.7681676998
CRTNtr,0.0,112.7681676998
NDPK1,0.0,624.47032969
NDPK5,0.0,2.64604e-05
NDPK8,0.0,3.52422e-05
NDPK7,0.0,2.52414e-05
DTMPK,0.0,3.49963e-05
NDPK4,0.0,3.49963e-05
HIStiDF,-0.14990476,0.0
PTRCOX1,0.0,0.69955516
ABUTD,0.0,0.69955516
r0465_1,0.0,452.8241891873
ABUTH,0.0,452.8241891873
GLUDC,0.0,241.5774515788
HISDr,0.0,290.5003257336
URCN,0.0,290.5003257336
IZPN,0.0,290.5003257336
GluForTx,0.0,290.5003257336
FTCD,0.0,290.5003257336
CARPEPT1tc,-474.2272963643,0.0
NBAHH_ir,0.0,619.9003381141
r0283,0.0,452.8241891873
ASP1DC,0.0,262.8858604009
CSNt,-299.1006415197,0.0
bAlaSynthesis,0.0,299.1006415197
LYSt5r,-0.4986339,0.0
LYStm,0.0,0.4986339
SACCD3m,0.0,0.4986339
r0525,0.0,0.4986339
AASAD3m,0.0,0.4986339
r0450,0.0,0.4986339
2OXOADOXm,0.0,0.54284959
GLUTCOADHm,0.0,0.54284959
3HBCDm,0.0,0.54284959
HACD1m,0.0,0.54284959
HMGCOASm,0.0,0.0003272291
CYStec,-0.09977272,0.0
CYSTA,0.0,0.41541351
CYANt,-0.41541351,0.0
MCPST,0.0,0.41541351
TCYNTt,0.0,0.41541351
CYSO,0.0,0.41541351
3SALATAi,0.0,0.41541351
3SALAASPm,0.0,0.41541351
3SALATAim,0.0,0.41541351
3SPYRSP,0.0,0.41541351
3SPYRSPm,0.0,0.41541351
HMR_3951,0.0,0.41541351
ExSulfitem,0.0,0.41541351
PHETHPTOX2,0.0,0.0007540791
TYRt,-0.0007540791,0.0
TYRTA,0.0,0.0003272291
34HPPOR,0.0,0.0003272291
HGNTOR,0.0,0.0003272291
MACACI,0.0,0.0003272291
FUMAC,0.0,0.0003272291
AACOAT,0.0,0.0003272291
r2534,-0.44915968,0.0
THRD_L,0.0,0.44915968
OBDHc,0.0,0.0003272291
PPCOAtm,0.0,0.0003272291
r1616,-0.04421569,0.0
TRPO2,0.0,0.04421569
FKYNH,0.0,0.04421569
KYN,0.0,0.04421569
ANTHte,0.0,0.04421569
KYN3OX,0.0,0.04421569
HKYNH,0.0,0.04421569
3HAO,0.0,0.04421569
PCLAD,0.0,0.04421569
AM6SAD,0.0,0.04421569
AMCOXO,0.0,0.04421569
2OXOADPTm,0.0,0.04421569
ExCystineGlu,0.0,0.09996805
ExCystineSer,0.0,0.09996805
CystinePyruvate,0.0,0.09996805
CystineReductaseNADPH,0.0,0.09996805
CystineReductaseNADH,0.0,0.09996805
CystineGSH,0.0,0.09996805
Ex3HB,0.0,25.0
Transport3HB_forward,0.0,25.0
bBDH,0.0,25.0
OCOAT1m,0.0,25.0
ACACT1m,0.0,25.54284959
G3PD1ir,0.0,831.5152735531
GLYC3Ptm,0.0,831.5152735531
G3PDm,0.0,831.5152735531
DHAPtm,0.0,831.5152735531
CMPuptake,-0.0001295967,0.0
UMPuptake,-0.0003074707,0.0
Transport_ala_B_c_e,0.0,522.4834108966
EX_ala_B,0.0,522.4834108966
Transport_octanoyl_ACP_c_e,0.0,0.0
EX_octanoyl_ACP,0.0,0.0
TMDK1,0.0,3.49963e-05
THYMDt1,-3.49963e-05,0.0
EX_thymd,0.0,3.49963e-05
Transport_HC00576_c_e,0.0,237.6867036628
EX_HC00576,0.0,237.6867036628
Transport_4abut_c_e,0.0,242.1389099731
EX_4abut,0.0,242.1389099731
