	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
EX_gudac_e	4076278120.0	0.0	4076278120.0	1.0	0.04431014900978622	0.04262050986799975	0.027268664121074117	0.06188954924616679	0.0529074760233682	0.04567572690691097
EX_hdca_e_f	4732793579.0	1.8176799150497943e-95	4732793579.0	1.0	1.9522255719191557	1.9406209511286665	0.8291049652975679	2.0018064561303803	2.0024337380892345	0.16416069996608693
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.00034823930487123386	0.00035244349942885	7.319233853920855e-05	0.0	0.0	0.0
EX_ptrcOUT_e	569431890.0	0.0	569431890.0	1.0	0.03916897283474641	0.0349595530713147	0.027020951488291884	0.15397874346437618	0.16243093418063625	0.06111574122374428
EX_biomassx	19669520.0	0.0	19669520.0	1.0	0.00023146996628964687	0.0002365158543652	1.9640610469534202e-05	0.0004464089010812109	0.00045665940607205	7.078501100841108e-05
EX_gthox_e	7267007928.0	1.0	7267007928.0	0.0	0.7121838139407489	0.63546354010769	0.49339923387747797	0.33506742433370257	0.34433837101144255	0.13812352608921086
EX_2obut_e	94700869.0	0.0	94700869.0	1.0	0.01394144081353108	0.0141714982430475	0.0026344112837705836	0.2564028015694635	0.2406719177227338	0.1430642458146213
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	18.485505260958472	18.743933915141838	2.395977780445277	3.666412695069005e-17	-8.327382905664181e-18	1.7866081315918413e-16
EX_val__L_e_r	0.0	0.0	0.0	1.0	0.020625532766611842	0.0214960638985475	0.0057346928480387	0.23742795436250072	0.24635625167274244	0.05524567233131348
EX_spmd_e	3165302378.0	0.0	3165302378.0	1.0	0.0016157010668231343	0.0014406422774154	0.001176759157273862	0.0027799159619393134	0.00246920188078255	0.0018892451110872849
EX_sprm_e	3469349264.0	0.0	3469349264.0	1.0	0.001467648806126102	0.00135914585648145	0.0008942114997665465	0.0020993841388336583	0.0020480887392468	0.0011900830556334304
EX_5mthf_e	5204597608.0	1.0	5204597608.0	7.253682520578427e-57	0.0001672790835875819	0.00017392331821410002	5.122785159422388e-05	0.00016669010520313604	0.00017103610524095	4.021793422256683e-05
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	18.48550526095852	18.743933915141945	2.3959777804452758	0.0	0.0	0.0
EX_thbpt_e_r	3986377539.0	0.0	3986377539.0	1.0	3.8195281557031605e-05	3.892335781700535e-05	3.229766483620767e-06	4.2456774204852925e-05	4.33889141756219e-05	1.8133885097247204e-05
EX_CE2705_e	3986377539.0	0.0	3986377539.0	1.0	3.8195281557031605e-05	3.892335781700535e-05	3.229766483620767e-06	4.2456774204852925e-05	4.33889141756219e-05	1.8133885097247204e-05
EX_crtn_e	4621334962.0	2.0758119139565663e-189	4621334962.0	1.0	0.05175274959399556	0.0493991983764014	0.02525177659001638	0.0571640081992517	0.05148201665675605	0.031137387657913566
EX_his__L_e_r	1836112495.0	0.0	1836112495.0	1.0	0.08957751489886062	0.09404022062990265	0.038862772775461005	0.14193247925400387	0.15345613035639938	0.04567558885470133
EX_lys__L_e_r	7040994877.0	1.0	7040994877.0	0.0	0.008010275198042748	0.007015672405662549	0.00533040807867229	0.004255980878978456	0.00445331426080865	0.0019459305222341624
EX_carn_e_r	9999992964.0	1.0	9999992964.0	0.0	24.02042983496746	23.735406888656335	3.0460527096052603	5.254727005717929	5.062979462463633	1.2372523917140168
EX_csn_e_r	9266738135.0	1.0	9266738135.0	0.0	12.275416125133914	9.913669249920671	9.655542229924134	1.2875133424054515	0.9905842376490381	1.1191600462384093
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03845506591697009	0.03943399559534935	0.008242207082882865	0.0	0.0	0.0
EX_cyan_e_r	796045586.0	0.0	796045586.0	1.0	0.09762898058563191	0.0971464922149281	0.04079027372535355	0.19764612645864402	0.19703869495600307	0.057276680661309226
EX_tcyntc	2591920671.0	0.0	2591920671.0	1.0	0.04336935717634226	0.034643081689837096	0.034178512915955896	0.09804188302845578	0.08746854743700955	0.06914148577076623
EX_tcynt_e	2751635791.0	0.0	2751635791.0	1.0	0.0542596234092851	0.04833662074767805	0.038169928161560646	0.09960424343019068	0.09657008906620554	0.060619510708959476
EX_so3_e	479252651.0	0.0	479252651.0	1.0	0.031658160734835995	0.032274924692201945	0.010532248635933961	0.07785842698522688	0.0826438640919123	0.022750582431398894
EX_thr__L_e_r	170338288.0	0.0	170338288.0	1.0	0.011200681241173575	0.011334651822451199	0.0023436916836078407	0.24178018744203245	0.22428230761042625	0.14039669297002672
EX_trp__L_e_r	9088553258.0	1.0	9088553258.0	0.0	0.028588867793472115	0.0289509384231674	0.008296114065637607	0.012190525573884963	0.01162418746605335	0.008368863759617998
EX_anth_e	9051685545.0	1.0	9051685545.0	0.0	0.02831933589759423	0.028690096615132797	0.00832144181229725	0.0121845856461811	0.0116177985177476	0.008368876093659182
EX_tyr__L_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.906944579829458e-05	2.738405233618283e-05	1.7188306450202615e-05
EX_cystinex_r	0.0	0.0	0.0	1.0	0.08288198477821133	0.086247032192977	0.013964220376654903	0.17552631008971234	0.1799377537663434	0.020198927797624423
EX_3hydroxybutanoatex_r	2278063769.0	0.0	2278063769.0	1.0	8.388519874095792	8.10845207973835	4.382738817832372	11.872819763514055	12.025721300055555	0.5445047961921998
EX_gthrd_e_r	7272091349.0	1.0	7272091349.0	0.0	1.3840793383857506	1.2261749811821798	0.9823482914946812	0.6328666174795855	0.6504217674678775	0.2792860798688115
EX_cmp_e_r	1465240957.0	0.0	1465240957.0	1.0	4.729242370533237e-06	4.28982408054487e-06	3.1088860496981573e-06	1.187267599050325e-05	1.17385515028383e-05	5.689865316646395e-06
HEX1	8495174017.0	1.0	8495174017.0	0.0	16.695872184624395	13.201433119934599	12.626543934130051	5.531800832065406	4.762412657675887	2.700981043862027
G6PP	8408602392.0	1.0	8408602392.0	0.0	13.766760382705428	10.283499907313853	12.562730391826006	2.8473489009257436	2.0775675686275688	2.6749387190805525
PGI	9417103174.0	1.0	9417103174.0	0.0	2.1577407599744034	2.1616626669331933	0.7435502039700786	0.6165652232912522	0.445116785906169	0.5642744317019195
PFK	2471862073.0	0.0	2471862073.0	1.0	1.8835578778391326	1.8945749714283342	0.7346999759245949	3.9720161899068316	3.1725079212929783	2.8742387518248975
FBP	988502346.0	0.0	988502346.0	1.0	0.33093510381229213	0.2920054690245849	0.23155840879050574	2.9628427502329964	2.120611533518046	2.8126364416309446
FBA	7065884375.0	1.0	7065884375.0	0.0	1.5526227740501712	1.57109426715899	0.7615218249265794	1.0091734396738585	0.9949116609985116	0.5734642950887693
TPI	8273012389.0	1.0	8273012389.0	0.0	2.6688883860839985	2.7207732531501723	0.6422223759317572	1.9903759950643303	1.971703366709638	0.2548688966345634
GAPD	7527506413.0	1.0	7527506413.0	0.0	5.593350585217525	5.711165336916288	1.2636377005302533	4.667657376031584	4.726833285904418	0.44021803148564514
PGK	4096715515.0	0.0	4096715515.0	1.0	2.5954204412939195	2.325611777812656	1.7716535213315177	2.9580859957391663	3.152377174848437	1.3539339649762987
DPGM	7236043007.0	1.0	7236043007.0	0.0	2.997930143937373	3.1042880095266754	1.6540910804435458	1.7095713802925099	1.4497380685334846	1.2968196772183016
DPGase	7236043007.0	1.0	7236043007.0	0.0	2.9979301439374217	3.1042880095267478	1.6540910804435394	1.7095713802925467	1.4497380685334973	1.2968196772183058
PGM_f	6652120422.0	1.0	6652120422.0	0.0	7.1798452173275	7.363289699423123	1.5673566265089762	6.4095738845442956	6.427526456543452	1.098139787392617
ENO_f	6798073124.0	1.0	6798073124.0	0.0	7.154705573333392	7.298475710706239	1.622626829758501	6.333959952144863	6.5021366234642475	0.765649333409527
PYK	5956732277.0	1.0	5956732277.0	0.0	4.752045593733792	4.798110281926668	1.3399231754379295	4.421375576434597	4.4656968791658	0.4901540057638765
LDH_L	6580437754.0	1.0	6580437754.0	0.0	4.9624537207226656	5.071919975220656	1.064235352917457	4.550033102934031	4.647309009379306	0.3792861601997253
r0407	5375866566.0	1.0	5375866566.0	1.1788891965364005e-186	1.1162656120338594	1.035438096432264	0.7217316059886949	0.9812025553974911	0.9710261023357771	0.5291593872607775
PRPPS	1755234378.0	0.0	1755234378.0	1.0	0.004585903854431	0.00470265555644935	0.0017266785228797945	0.007047701154027929	0.0072999459933377	0.0018988223676287335
G6PDH2r	507903780.0	0.0	507903780.0	1.0	0.7713073430413596	0.768037895468815	0.3966701680820089	2.0677638588024876	2.1983384597295554	0.5806389566357778
PGL	507903780.0	0.0	507903780.0	1.0	0.7713073430564021	0.7680378955278311	0.39667016807844835	2.0677638588025005	2.198338459729552	0.580638956635779
GND	507903780.0	0.0	507903780.0	1.0	0.7713073430667625	0.7680378955233595	0.3966701680776608	2.0677638588025093	2.1983384597295745	0.5806389566357879
RPI	502281056.0	0.0	502281056.0	1.0	0.2601597169265564	0.2591968132446518	0.13225492200623204	0.6939530870447813	0.7373592839951877	0.1934430806843175
TKT2_f	1732307374.0	0.0	1732307374.0	1.0	0.5151903750601331	0.5081596867523355	0.1674816004022597	0.7505622039321092	0.7855495151239571	0.1891444651307142
RPE_f	787794316.0	0.0	787794316.0	1.0	0.8198261961263875	0.815229209281066	0.2996213951394565	1.610166808138468	1.6606182556053364	0.43653978596904514
TKT1_f	1560708586.0	0.0	1560708586.0	1.0	0.4842280988120804	0.47477430953061805	0.17555509057889762	0.748820717633033	0.7867590873436747	0.19732028113857208
TALA_f	2538951188.0	0.0	2538951188.0	1.0	1.1268573450551136	1.1741969105365955	0.3235338206086414	1.6443476331614304	1.7093803079030305	0.646055387437841
r0408	5375866566.0	1.0	5375866566.0	1.1788891965364005e-186	1.1162656120498122	1.0354380965293357	0.7217316059930777	0.9812025553974983	0.9710261023357762	0.5291593872607776
PDHm	10000000000.0	1.0	10000000000.0	0.0	28.063309323221745	28.055766470221254	4.5632581028132	1.7320694151873701	1.68879195654657	0.5789705027440081
PCm	9950092184.0	1.0	9950092184.0	0.0	85.44518392780826	81.95570373455567	40.618055554362535	8.095040750323415	7.296351099044616	5.088269669784475
PEPCK_re					0.0	0.0	0.0	0.0	0.0	0.0
CSm	9993078987.0	1.0	9993078987.0	0.0	50.01603773358448	49.67237680744989	8.991941415211343	26.305142663175747	26.403126001535224	1.5114573894465533
ACONTm_f	1935510839.0	0.0	1935510839.0	1.0	12.012692841215454	10.769189846882126	8.30588153191563	23.244103499319415	23.553752594307923	9.515985617433243
ICDHxm	6771498690.0	1.0	6771498690.0	0.0	20.648979598458187	16.83718001054197	16.61706415222386	11.678382967414905	8.162575802043722	11.979616853890638
ICDHym_f	194667606.0	0.0	194667606.0	1.0	6.065865412573232	5.004811690906991	4.389806629696785	50.613123950565864	51.72050902403369	23.139213729612376
AKGDm	1437393494.0	0.0	1437393494.0	1.0	6.815623026034178	6.512245677655331	4.129517661262419	11.463728925778373	11.60277311015879	0.5744153922972698
SUCOAS1m_f	4478695604.0	0.0	4478695604.0	1.0	9.243044010308806	9.368135744035367	3.076598550685601	10.05190242706153	10.088491325648185	4.721077750841982
SUCD1m	10000000000.0	1.0	10000000000.0	0.0	43.80719656352919	43.81395785945251	4.8151072267698085	11.701031368254684	11.843472374822586	0.5733329450300249
FUMm_f	9244367797.0	1.0	9244367797.0	0.0	181.61168082720104	191.11539554283797	64.0046135941703	65.9791854069903	61.72580744400142	36.04605121191344
MDHm_f	2036505980.0	0.0	2036505980.0	1.0	224.8028890991132	231.02908472435843	74.75020028862824	480.9048372294411	486.45769086888424	254.36355457807704
ME1m	9748601167.0	1.0	9748601167.0	0.0	61.95725744806435	55.72348148457736	41.15637672906131	3.0332492374464213	2.1541596803905483	2.923548086004156
ME2m	6838949731.0	1.0	6838949731.0	0.0	6.627359796824326	5.76622380556131	4.879278657336289	3.699846923422951	2.7811434473443226	3.160529297402649
ME2	9613411303.0	1.0	9613411303.0	0.0	27.663439869198474	26.325650369243426	16.054572569056198	2.961725860950655	1.9904514826654953	3.206203860222309
ACITL	6903066324.0	1.0	6903066324.0	0.0	20.77700010076575	20.58479798977529	7.3130963643425995	16.834937761005513	16.80015555062065	1.4989359751722522
FUM_f	9881600250.0	1.0	9881600250.0	0.0	109.31942701176715	107.9011584112036	28.993823374088468	39.524629005941705	41.60932280938087	17.473741342185164
MDH_f	7423213626.0	1.0	7423213626.0	0.0	252.36306508421305	248.73160214217933	109.79807919251547	159.10610459292067	158.98384456577475	76.494300380492
AKGMALtm_f	546523918.0	0.0	546523918.0	1.0	57.970770453822595	57.15829774946725	31.02201148311508	234.42101805397877	238.27481826510788	108.89505302899963
ACONT	6833117434.0	1.0	6833117434.0	0.0	55.147913910155204	54.90100959415754	19.416106292371367	44.37139788324761	44.026757447607416	7.989767893732624
ICDHyr	6833117434.0	1.0	6833117434.0	0.0	55.14791391015656	54.90100959416523	19.416106292370973	44.371397883244214	44.026757447602535	7.98976789373336
PPA	9861163433.0	1.0	9861163433.0	0.0	23.200277747073294	22.234910022013043	8.61574834048847	6.606241846591692	6.331777375477756	2.4749269408944947
Complex1ROS	9999451179.0	1.0	9999451179.0	0.0	73.61402938975914	73.31320587102321	14.142342226962837	23.891742955410777	24.107953541400803	3.1489346595394
FADH2ETC	9999982395.0	1.0	9999982395.0	0.0	59.16700102699283	57.396265799135094	12.080149200019639	15.251469233985492	14.685923432493185	2.608669560705411
CYOR_u10mi	9999999265.0	1.0	9999999265.0	0.0	129.10033773658645	128.9985106841495	15.874683159389681	37.94864369201769	38.073633679458	2.616379661540002
CYOOm2i	9999999265.0	1.0	9999999265.0	0.0	64.55016886829338	64.49925534207496	7.937341579694833	18.974321846008856	19.036816839729088	1.3081898307699988
ATPS4mi	9999995212.0	1.0	9999995212.0	0.0	219.50029741841976	216.0235963708349	35.45726363287922	63.78537631220746	63.745578137985135	7.247676130212023
GLUCYS	5215228380.0	1.0	5215228380.0	1.0565412920314359e-62	0.040288289496341806	0.03309278044886485	0.03185616596521177	0.03726823118781461	0.030706809589828597	0.02913680067086661
GTHS	5215228380.0	1.0	5215228380.0	1.0565412920314359e-62	0.04028828949633623	0.033092780448855	0.03185616596521269	0.03726823118781803	0.03070680958982695	0.02913680067086689
SPODMm	9999451179.0	1.0	9999451179.0	0.0	1.8403507347440224	1.8328301467755663	0.3535585556740736	0.5972935738852724	0.6026988385350247	0.07872336648848914
GTHPi	7971263166.0	1.0	7971263166.0	0.0	0.05415881519911068	0.05320063474920255	0.02877102253630117	0.024869736992017326	0.0234598538811764	0.015470491726231486
GTHPm	9999451179.0	1.0	9999451179.0	0.0	1.8403507347440242	1.8328301467755668	0.35355855567407396	0.5972935738852752	0.6026988385350251	0.07872336648848917
GDR	3701856046.0	0.0	3701856046.0	1.0	0.03444887412935423	0.02915477419699155	0.025391167197260263	0.05425000752092948	0.04484912801032525	0.041790456852836416
GTHOr	5260538191.0	1.0	5260538191.0	7.168436152868764e-91	0.0479309657165966	0.04179124166497755	0.033224601043481065	0.0445970785023305	0.039607098818068495	0.03145396889674794
GDRm	8259627945.0	1.0	8259627945.0	0.0	0.5814454221123426	0.46572775956542845	0.46886493641679056	0.14489477967392203	0.1138389236377331	0.12004369615371135
GTHOm	8597965955.0	1.0	8597965955.0	0.0	0.5467214986909374	0.4617409372482456	0.4128734676676085	0.11733136987764972	0.0977772893235473	0.09035375224059268
r0885	7267007928.0	1.0	7267007928.0	0.0	1.4243676278820374	1.270927080214648	0.9867984677546197	0.6701348486673881	0.6886767420226526	0.27624705217845197
PYRt2m_f	9813348585.0	1.0	9813348585.0	0.0	103.8659666388536	99.7252097624639	37.57816998834041	29.375631270260733	28.410795766803176	15.849182968504556
HMR_4964	7122466587.0	1.0	7122466587.0	0.0	75.92491401091597	76.27683875688363	23.18699431425553	61.20633564425011	61.07389059599562	8.70242252172592
r2420	9522317938.0	1.0	9522317938.0	0.0	112.72674275152141	115.47979311000864	30.505607925666798	53.97292784415151	54.04541487431095	8.168855009988887
ATPtm	9999114153.0	1.0	9999114153.0	0.0	134.05074553207075	134.6891089223595	19.834586386300764	55.599994680536405	55.344311095957146	6.864151289088566
FUMtm_f	948804125.0	0.0	948804125.0	1.0	21.269793866475542	21.58227926729354	11.424787471930351	52.40552348641642	55.07390218495392	18.797302188015404
CO2tm_f	5995245186.0	1.0	5995245186.0	0.0	163.63546193513784	159.46865111963064	68.02597199083384	140.01660614764708	133.50586423600242	73.51596071578685
O2tm	9999999239.0	1.0	9999999239.0	0.0	66.39051960303564	66.31945364995707	8.17907057518729	19.57161541989398	19.633686343726296	1.3549310159298313
r0801_f	4176491903.0	0.0	4176491903.0	1.0	10.764406673547574	11.153527381838963	4.8883260322184245	12.257674356511771	12.9957990785426	5.806744914620054
THD1m	8922496764.0	1.0	8922496764.0	0.0	142.78613832395067	135.43658320294617	71.70348520966867	54.464537185700586	52.25014419006105	18.284032927161054
H2Otm_f	648578261.0	0.0	648578261.0	1.0	8.734083630401786	8.5388497846089	5.119761219953521	31.4968686561123	32.74593397190659	13.063932302243478
NH4tm_f	6577969217.0	1.0	6577969217.0	0.0	104.72975132556684	106.08316314338039	41.00886280441771	81.95974340353341	79.44752158646392	41.63666595179848
HCO3E	6903081863.0	1.0	6903081863.0	0.0	18.179861805342895	18.01167712533421	6.398958540490404	14.730529910854036	14.70009773784694	1.3115660806355007
HCO3Em	9949278065.0	1.0	9949278065.0	0.0	85.44948760333614	81.96272598984459	40.61832270365351	8.185328879279936	7.389272912010488	5.090205759369211
GLUN	8330163889.0	1.0	8330163889.0	0.0	14.239049956797857	10.83431344115247	12.30071531034919	3.2237278781653878	2.4262052240024303	2.767309139565658
GLNS	8915507282.0	1.0	8915507282.0	0.0	15.970748484565126	12.791485338926234	12.296764693598245	3.288162981770651	2.578959067475579	2.743140317253886
GLUt2m	8962792027.0	1.0	8962792027.0	0.0	2.270481452228989	1.6792567857541818	2.0550836480551418	0.2958199853099553	0.2036801874074477	0.2751854362601654
GLNtm_1	8962370291.0	1.0	8962370291.0	0.0	2.061995762703481	1.5100453741786013	1.951049789256243	0.26693196861610763	0.18557414337089925	0.29387326419629833
GLUNm	8962370291.0	1.0	8962370291.0	0.0	2.0619957627106222	1.5100453741974165	1.9510497892555552	0.26693196861611096	0.1855741433708761	0.29387326419629944
GLUPRT	19669800.0	0.0	19669800.0	1.0	2.611585473030932e-05	2.6685177861731534e-05	2.215974061113274e-06	5.0366522084636535e-05	5.152304910984916e-05	7.986388339466976e-06
PRAGSr	19669800.0	0.0	19669800.0	1.0	2.6115854730387572e-05	2.668517786067814e-05	2.215974061128783e-06	5.036652208464367e-05	5.152304910982861e-05	7.986388339451633e-06
GARFT	19669800.0	0.0	19669800.0	1.0	2.6115854731055013e-05	2.6685177862713814e-05	2.2159740611212e-06	5.036652208204554e-05	5.15230491033251e-05	7.98638834131368e-06
PRFGS	19669800.0	0.0	19669800.0	1.0	2.6115854730842764e-05	2.6685177862384834e-05	2.2159740611484144e-06	5.036652208203253e-05	5.152304910334627e-05	7.986388341339984e-06
PRAIS	19669800.0	0.0	19669800.0	1.0	2.6115854730369598e-05	2.668517786142181e-05	2.2159740611772267e-06	5.0366522082057726e-05	5.1523049104188124e-05	7.986388341755217e-06
AIRCr	19669800.0	0.0	19669800.0	1.0	2.6115854730369598e-05	2.6685177861421825e-05	2.2159740611772297e-06	5.0366522082057746e-05	5.152304910418818e-05	7.986388341755235e-06
PRASCSi	19669800.0	0.0	19669800.0	1.0	2.6115854730690694e-05	2.6685177861775993e-05	2.2159740612018737e-06	5.036652208230656e-05	5.152304910435897e-05	7.98638834190058e-06
ADSL2r	19669800.0	0.0	19669800.0	1.0	2.6115854731729306e-05	2.6685177862797515e-05	2.2159740612250866e-06	5.0366522083123016e-05	5.152304910520841e-05	7.986388341751894e-06
AICART	19669800.0	0.0	19669800.0	1.0	2.61158547321287e-05	2.6685177863142955e-05	2.215974061230011e-06	5.0366522084877905e-05	5.1523049106309135e-05	7.986388341579198e-06
IMPC	19669800.0	0.0	19669800.0	1.0	2.6115854732128682e-05	2.6685177863142915e-05	2.21597406123001e-06	5.036652208487815e-05	5.152304910630931e-05	7.986388341579245e-06
ADSS	19669985.0	0.0	19669985.0	1.0	1.5464764232520993e-05	1.5801902838749582e-05	1.312211370704296e-06	2.9825016503711033e-05	3.050986653537404e-05	4.729216060730499e-06
ADSL1r	19669985.0	0.0	19669985.0	1.0	1.546476423334138e-05	1.5801902839883746e-05	1.3122113707156417e-06	2.982501650377025e-05	3.050986653519136e-05	4.729216060952653e-06
IMPDH2	19669520.0	0.0	19669520.0	1.0	1.0651090499356786e-05	1.0883277038588282e-05	9.037626907941415e-07	2.054150557937813e-05	2.101318257005195e-05	3.257172281074963e-06
GMPS	6409727145.0	1.0	6409727145.0	0.0	6.172239510538449e-06	6.472775846304609e-06	2.8476883078924812e-06	4.8514745433879366e-06	4.286665432182992e-06	3.2916309565855285e-06
GMPS2	322472466.0	0.0	322472466.0	1.0	4.478850988719998e-06	4.143471735159703e-06	2.8672625977369147e-06	1.5690031035960647e-05	1.6179330978380244e-05	4.5506883149196636e-06
GK1	19669520.0	0.0	19669520.0	1.0	1.0651090499452604e-05	1.0883277038594716e-05	9.037626908000389e-07	2.0541505579348964e-05	2.1013182569898297e-05	3.2571722810170208e-06
RNDR2	19669520.0	0.0	19669520.0	1.0	2.29108972633298e-06	2.3410339265062637e-06	1.9440276242526645e-07	4.4185553029020725e-06	4.520014801301647e-06	7.0063003896131e-07
ADK1	9861164077.0	1.0	9861164077.0	0.0	23.20026487859918	22.234896710296702	8.615748481317505	6.606217028488215	6.3317530697169495	2.4749268751702354
RNDR1	19669520.0	0.0	19669520.0	1.0	3.051468564408527e-06	3.1179885074213218e-06	2.5892216781287906e-07	5.885008542954056e-06	6.020140950248029e-06	9.331588001240069e-07
CBPS	2241704445.0	0.0	2241704445.0	1.0	8.789320625713926e-06	8.127536956166554e-06	5.799349026809586e-06	1.865039233619398e-05	1.8102572865954188e-05	1.0565209017712551e-05
ASPCT	2241704445.0	0.0	2241704445.0	1.0	8.789320625667424e-06	8.127536956315263e-06	5.799349026833874e-06	1.865039233621403e-05	1.8102572865951396e-05	1.0565209017705875e-05
DHORTS	2241704445.0	0.0	2241704445.0	1.0	8.78932062579194e-06	8.127536956563958e-06	5.799349026720823e-06	1.8650392336214345e-05	1.810257286595198e-05	1.0565209017705822e-05
DHORD9	2241704444.0	0.0	2241704444.0	1.0	8.789320625572264e-06	8.127536956542842e-06	5.799349026630575e-06	1.8650392336214087e-05	1.810257286595147e-05	1.0565209017705868e-05
ORPT	2241704444.0	0.0	2241704444.0	1.0	8.789320625572258e-06	8.12753695654284e-06	5.799349026630577e-06	1.865039233621435e-05	1.8102572865952006e-05	1.0565209017705819e-05
