	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF7	median_MCF7	std_MCF7	mean_SKBR3	median_SKBR3	std_SKBR3
EX_thr__L_e_r	9623913728.0	1.0	9623913728.0	0.0	0.23983285132944177	0.23709353096058006	0.1383001023912635	0.02112498771603824	0.022022021389378497	0.007440046469235836
EX_trp__L_e_r	6152851044.0	1.0	6152851044.0	0.0	0.012471684644300526	0.0107584222838829	0.008974705789088442	0.007956256289487105	0.0080583495776817	0.002880698906618385
EX_anth_e	7363604214.0	1.0	7363604214.0	0.0	0.012465649565144149	0.01075238478663415	0.00897468704375003	0.005162728298867784	0.00523497789409695	0.00264218311576401
EX_tyr__L_e_r	7946894749.0	1.0	7946894749.0	0.0	3.974696163275882e-05	4.13996643906956e-05	1.967295541194636e-05	1.9761581170126983e-05	2.0638802807075864e-05	1.1050475419062341e-05
EX_cystinex_r	4687619177.0	1.2005070582139284e-129	4687619177.0	1.0	0.18080122004911814	0.1833847263623174	0.015409267912258991	0.1824023697635076	0.18582573779475225	0.014805005036036515
EX_3hydroxybutanoatex_r	10000000000.0	1.0	10000000000.0	0.0	11.807440519197925	11.990537354991886	0.6033731025047667	3.0340480306541906	3.2540900432492537	0.8867131071371942
EX_gthrd_e_r	4121577339.0	0.0	4121577339.0	1.0	0.6274771759001632	0.6388268670516442	0.2898410269727221	0.8825061080203759	0.7620356488796219	0.6458167223060853
EX_cmp_e_r	7294971990.0	1.0	7294971990.0	0.0	1.1377365561985227e-05	1.0945317493523772e-05	6.298373561108164e-06	6.29241542826552e-06	6.3321331600351255e-06	2.9214019775838856e-06
HEX1	1622511265.0	0.0	1622511265.0	1.0	5.41745995139685	4.635377878892465	2.5759298814765397	18.949680249431882	13.486636880387552	15.788007942491838
G6PP	1460270441.0	0.0	1460270441.0	1.0	2.720587090412147	1.9173436095580922	2.558078212465202	16.539961658103277	11.11397153602028	15.731034749583754
PGI	2927420676.0	0.0	2927420676.0	1.0	0.7565841405968311	0.6018506802280099	0.6433047495404915	1.2401681628689114	1.2195086863284932	0.6879490555774016
PFK	1768479369.0	0.0	1768479369.0	1.0	3.831609115651659	3.0310494392181853	2.8893855733465705	13.825602548729202	10.437486001889416	11.375518826012728
FBP	1771600746.0	0.0	1771600746.0	1.0	2.9299628312297665	2.0520036689943693	2.8553267819341457	12.865754885939078	9.497691580716051	11.339486899454425
FBA	4743160819.0	2.2647960352845938e-88	4743160819.0	1.0	0.901646284421887	0.8518052066224705	0.5691956368348482	0.9598476627902452	0.9132088764351147	0.5984440000977397
TPI	5483534486.0	1.0	5483534486.0	2.5537484658615735e-307	2.045221346006589	2.0108681172624427	0.26460060763560167	1.9697075483888542	1.9793491737777273	0.4452519231754542
GAPD	6439879389.0	1.0	6439879389.0	0.0	4.734761294763791	4.786433876120215	0.42888972560340893	4.304184789538075	4.35642511283924	0.8941900457294856
PGK	5177775857.0	1.0	5177775857.0	1.9197599463658073e-43	2.9256904657804657	3.1045156581270152	1.36483791927067	2.901739831198417	2.8856647136931914	1.1523675963273763
DPGM	5752883622.0	1.0	5752883622.0	0.0	1.8090708289835926	1.5786329390354723	1.2739827597100475	1.4024449583393148	1.3768377508055158	0.8510983313902291
DPGase	5752883622.0	1.0	5752883622.0	0.0	1.809070828983706	1.57863293903557	1.2739827597100462	1.402444958339352	1.3768377508055987	0.8510983313902278
PGM_f	9996037435.0	1.0	9996037435.0	0.0	6.789330963929466	6.688447492901626	1.2300182581492278	2.7904327310464714	2.933660656076789	0.6059373349857687
ENO_f	2787668566.0	0.0	2787668566.0	1.0	6.28108550716691	6.344621401387105	0.6549326470520386	7.901337011346884	8.229753115306892	2.817946447473697
PYK	0.0	0.0	0.0	1.0	4.486411590449451	4.534883809758817	0.47523473806838645	24.057149160793713	22.344866875676114	8.394084179851681
LDH_L	7522267867.0	1.0	7522267867.0	0.0	4.554994056102771	4.639876453586419	0.3593644863601411	3.9178813942731043	3.9931716962565664	0.7758689269231062
r0407	5759790696.0	1.0	5759790696.0	0.0	1.1435750616086333	1.1959672940793067	0.5437193337310079	1.00985988559864	0.9093988093493692	0.6155286369754346
PRPPS	13790355.0	0.0	13790355.0	1.0	0.007208095891153969	0.00755667550090505	0.0019195551069889558	0.07518142017219633	0.07472450488095915	0.02941962897187132
G6PDH2r	7848177364.0	1.0	7848177364.0	0.0	1.9401639039624563	2.070211367769623	0.667632269851881	1.1694904984521761	1.1303684439802053	0.7129573592751118
PGL	7848177364.0	1.0	7848177364.0	0.0	1.9401639039624712	2.0702113677695975	0.6676322698518837	1.1694904984521788	1.1303684439802097	0.7129573592751121
GND	7848177364.0	1.0	7848177364.0	0.0	1.9401639039624503	2.070211367769601	0.6676322698518775	1.169490498452093	1.1303684439801096	0.7129573592751025
RPI	7449407526.0	1.0	7449407526.0	0.0	0.651526698602113	0.6947896765950516	0.22246814716445296	0.4399511129322036	0.428687499721932	0.23952396309384463
TKT2_f	7097898277.0	1.0	7097898277.0	0.0	0.7034932505598727	0.7455388185227623	0.22381042960778744	0.527186706265221	0.5078356357114079	0.24161279278531322
RPE_f	8448206829.0	1.0	8448206829.0	0.0	1.5225840144951246	1.6073727193876766	0.4871717323943152	0.816334900247631	0.7897808980004513	0.47231980225246833
TKT1_f	7869775539.0	1.0	7869775539.0	0.0	0.7235027492291245	0.7629186574341297	0.220392837208773	0.463894319659053	0.44992438896408826	0.23826441098449688
TALA_f	3978274959.0	0.0	3978274959.0	1.0	1.6079501725443555	1.7405500500082556	0.7596382563809831	2.0394825480163266	1.9509513797004376	1.0859140260940399
r0408	5759790696.0	1.0	5759790696.0	0.0	1.1435750616086255	1.1959672940792956	0.5437193337310042	1.0098598855986474	0.9093988093493732	0.6155286369754315
PDHm	421330.0	0.0	421330.0	1.0	1.6903576479043587	1.636267903725586	0.555161590114793	9.454496154793393	9.61029705310279	1.8216262533108616
PCm	34929930.0	0.0	34929930.0	1.0	8.249229665015216	7.449162425660515	5.0676566736588615	49.00814845869866	47.02841957278822	18.518312104801108
PEPCK_re	0.0	0.0	0.0	1.0	0.0	0.0	0.0	22.17017312634368	20.448939925672093	8.411913811328226
CSm	9334554711.0	1.0	9334554711.0	0.0	26.093314465938654	26.279023448131625	1.5734282321825224	19.510197527079104	19.16163300850488	3.742918132889382
ACONTm_f	8187100446.0	1.0	8187100446.0	0.0	21.82645248031789	21.589608920470504	10.821975663563927	10.457585861405231	11.037511663425818	4.335842177356915
ICDHxm	2995085835.0	0.0	2995085835.0	1.0	12.255075639892357	8.588697342832834	11.84916730966691	19.38810631376651	19.648764159716848	11.010787322582093
ICDHym_f	5877295920.0	1.0	5877295920.0	0.0	43.25933801489466	40.18422505595127	20.186563658471265	36.31534324361014	36.42887872134678	16.23873071222839
AKGDm	774131401.0	0.0	774131401.0	1.0	11.393588598466398	11.555756172087161	0.6347579030258889	15.55709773310818	15.531580952240896	2.8637180845871857
SUCOAS1m_f	1725499685.0	0.0	1725499685.0	1.0	10.485736954246601	10.388460685256204	5.016655431405908	16.720102286102357	16.582038882416647	3.5787624967790608
SUCD1m	431576.0	0.0	431576.0	1.0	11.628619949829625	11.788533807360938	0.6259300829262029	21.5722344985092	21.732161563227947	2.429305709541129
FUMm_f	2913810346.0	0.0	2913810346.0	1.0	85.3325991682326	91.27691394266833	36.6796772313069	138.88857616386605	136.65546504517025	76.42635670198838
MDHm_f	7201368636.0	1.0	7201368636.0	0.0	499.82208164157623	499.8524710575988	233.1953871893713	323.52156918487276	305.77520335014526	165.430515234271
ME1m	1397019541.0	0.0	1397019541.0	1.0	2.9755843128930795	2.161509879351872	2.7629559820500593	16.9448941842684	12.561638819577698	15.325818665409368
ME2m	5157836782.0	1.0	5157836782.0	1.1295696326180186e-34	3.9826802633895633	2.850436290253807	3.6162218108036677	3.333323608839764	2.9110823322243897	2.395755369129587
ME2	1105094464.0	0.0	1105094464.0	1.0	2.723916470758237	1.8816902034107452	2.7248612476103276	13.05791008304882	11.212985382648402	9.281438426533017
ACITL	9980363596.0	1.0	9980363596.0	0.0	16.466570602867616	16.39688149661514	1.438931290698437	5.0472118246091195	4.4442944292190205	3.115095531254719
FUM_f	128962440.0	0.0	128962440.0	1.0	27.637512418238245	26.641595594030434	16.567306081638122	111.47886883946074	113.62204445927584	39.225689342676056
MDH_f	3984907350.0	0.0	3984907350.0	1.0	130.41848278499634	124.69044897680992	86.41011245559507	172.25219055646352	159.68553197258376	112.68707543113061
AKGMALtm_f	5055048657.0	0.9999899618266516	5055048657.0	1.0038176830259599e-05	265.882238503872	249.81351702787782	116.81451002363715	274.44201128515795	244.80300260280453	174.9762022209783
ACONT	10000000000.0	1.0	10000000000.0	0.0	43.702969855950045	43.24535272350989	7.315457464443074	7.766340418703194	7.734434376427444	3.9992139153405017
ICDHyr	10000000000.0	1.0	10000000000.0	0.0	43.702969855946584	43.24535272350849	7.315457464442985	7.7663404187032	7.734434376427503	3.9992139153405537
PPA	142987543.0	0.0	142987543.0	1.0	6.574719946210202	6.337316166644455	2.3946121236574696	24.429722039306768	23.37378485493445	9.662622352296088
Complex1ROS	82977996.0	0.0	82977996.0	1.0	23.84390700399356	23.880142966588593	2.950247231584366	52.419194971264766	53.22686370559613	11.033072523856138
FADH2ETC	17876805.0	0.0	17876805.0	1.0	14.956585533919222	14.468688487937161	2.428527589745132	38.602562089745554	37.18103550423552	10.881740031663695
CYOR_u10mi	339.0	0.0	339.0	1.0	37.6083198056895	37.77251890542831	2.637620807902649	88.40080605628863	89.18399925910835	10.390109055018085
CYOOm2i	339.0	0.0	339.0	1.0	18.804159902844646	18.886259452714114	1.318810403951334	44.20040302814431	44.59199962955418	5.195054527509043
ATPS4mi	143.0	0.0	143.0	1.0	63.44884635541591	63.360981342311085	7.002539251888403	163.4449695880143	165.22878862337325	21.540347277902832
GLUCYS	3756085406.0	0.0	3756085406.0	1.0	0.04037875767050669	0.03305112805632805	0.031679205619408145	0.060464588674210354	0.0497894235808065	0.04721648338915625
GTHS	3756085406.0	0.0	3756085406.0	1.0	0.0403787576705085	0.03305112805633375	0.03167920561940995	0.06046458867421027	0.04978942358080615	0.04721648338915634
SPODMm	82977996.0	0.0	82977996.0	1.0	0.5960976750998346	0.5970035741647295	0.07375618078960053	1.310479874281533	1.330671592639792	0.2758268130963931
GTHPi	7275025751.0	1.0	7275025751.0	0.0	0.02978181052690148	0.031642721158425355	0.01585116888256581	0.0170207593627153	0.0140402428267719	0.0132429856167767
GTHPm	82977996.0	0.0	82977996.0	1.0	0.596097675099833	0.5970035741647283	0.07375618078960093	1.3104798742815247	1.3306715926397676	0.27582681309638557
GDR	5648340436.0	1.0	5648340436.0	0.0	0.04877894523730366	0.043430772064908	0.03273979246643506	0.041779401750331124	0.0356979926901347	0.030997109849781112
GTHOr	4015487066.0	0.0	4015487066.0	1.0	0.04425823187050518	0.039121276228894206	0.031120671593276975	0.06012928299847068	0.05523721566176165	0.04277149551218414
GDRm	2324731577.0	0.0	2324731577.0	1.0	0.13269602707903463	0.11146134169896355	0.0968079683529134	0.3855620945235305	0.31159150734979035	0.3094084696540417
GTHOm	1726617512.0	0.0	1726617512.0	1.0	0.12947368123539493	0.1011681296707203	0.1046986917187402	0.4534324314107574	0.39066182077078415	0.32880240862907
r0885	4024090981.0	0.0	4024090981.0	1.0	0.6678559335707002	0.6831017990845482	0.28963765409667774	0.9429706966945414	0.8215046228694235	0.6533307299994464
PYRt2m_f	683518770.0	0.0	683518770.0	1.0	40.629820078939716	37.646884221601894	19.06041537884213	108.05620729589354	105.31045765824283	42.98087046779945
HMR_4964	9999999982.0	1.0	9999999982.0	0.0	60.16954045881475	59.84757987222084	8.022216595698804	12.813552243311952	12.5190922298379	5.47545113621907
r2420	1053879362.0	0.0	1053879362.0	1.0	53.62683545634123	53.490781278853646	7.955144809608816	97.47067921749273	98.02235279289181	32.422083091378
ATPtm	165584977.0	0.0	165584977.0	1.0	55.10272723242632	54.72499063631588	6.99290992956773	114.41250563303585	115.46988253679501	25.629535007443152
FUMtm_f	1293352953.0	0.0	1293352953.0	1.0	37.063220877510815	33.02187746049716	22.140092852893083	140.64793017524195	137.88501917560848	81.6907375415145
CO2tm_f	2987684475.0	0.0	2987684475.0	1.0	173.93683464116904	167.97256918820122	74.61585669286576	223.11820340337792	228.37058263865868	54.17258158845597
O2tm	284.0	0.0	284.0	1.0	19.400257577943663	19.48088537337277	1.3645506439413593	45.510882902426765	45.93784497967839	5.326593290370677
r0801_f	429540445.0	0.0	429540445.0	1.0	10.278719832076487	9.340527381927867	6.312314517355916	27.902566713168326	28.63103521197474	7.457270598755222
THD1m	9545566273.0	1.0	9545566273.0	0.0	54.07926293032149	51.38619238601124	18.960310499841388	24.223337086241507	25.898477321947325	7.629717745011603
H2Otm_f	6729737057.0	1.0	6729737057.0	0.0	18.981117147922976	14.151103469272515	15.466167159104563	8.879342688054502	8.205629245835802	5.678527999228529
NH4tm_f	6167340311.0	1.0	6167340311.0	0.0	99.3043035880209	96.07311160919352	49.76695379961495	78.52568782457033	75.80458135290775	46.806335138772894
HCO3E	9980363375.0	1.0	9980363375.0	0.0	14.40821910772017	14.347220929561978	1.259064633413004	4.41629125200547	3.888728235460386	2.7257094384433302
HCO3Em	35650682.0	0.0	35650682.0	1.0	8.346062053027536	7.544582658240967	5.072476894846683	49.03208365161135	47.054684609656626	18.517296888661868
GLUN	1770453268.0	0.0	1770453268.0	1.0	3.674689765724748	2.5893740749842253	3.5311691847301807	15.46620739490231	11.48156320387801	14.147472156056088
GLNS	748742851.0	0.0	748742851.0	1.0	3.7718827481322745	2.7353365808406753	3.5374106480667185	19.36709081540324	15.857940947874955	14.174214181458055
GLUt2m	1882134552.0	0.0	1882134552.0	1.0	0.2366588911115916	0.1713852297081188	0.22413628022441842	0.8687164744176687	0.6784308637533745	0.7395640108459686
GLNtm_1	1761429339.0	0.0	1761429339.0	1.0	0.23415741221503075	0.16809687311212063	0.2552866235881948	0.9112798813053279	0.7147143010929964	0.7534767652064794
GLUNm	1761429339.0	0.0	1761429339.0	1.0	0.2341574122150242	0.16809687311210844	0.25528662358819626	0.9112798813053273	0.7147143010929868	0.7534767652064773
GLUPRT	9966873426.0	1.0	9966873426.0	0.0	5.1173127731450043e-05	5.266889896966557e-05	7.771528772410646e-06	2.4570532366185745e-05	2.532457146068131e-05	3.163945419638921e-06
PRAGSr	9966873426.0	1.0	9966873426.0	0.0	5.1173127731459916e-05	5.26688989696619e-05	7.771528772407603e-06	2.45705323654703e-05	2.5324571459570653e-05	3.163945419639982e-06
GARFT	9966873426.0	1.0	9966873426.0	0.0	5.1173127729254365e-05	5.266889896142575e-05	7.771528771485984e-06	2.457053236714129e-05	2.532457146353466e-05	3.163945419669467e-06
PRFGS	9966873426.0	1.0	9966873426.0	0.0	5.117312772892724e-05	5.2668898961115554e-05	7.771528771391809e-06	2.4570532367141226e-05	2.5324571463534622e-05	3.1639454196694644e-06
PRAIS	9966873426.0	1.0	9966873426.0	0.0	5.117312772949253e-05	5.266889896114384e-05	7.771528771522011e-06	2.4570532367141317e-05	2.53245714635347e-05	3.1639454196694644e-06
AIRCr	9966873426.0	1.0	9966873426.0	0.0	5.117312772949216e-05	5.2668898961143336e-05	7.771528771521964e-06	2.457053236714176e-05	2.5324571463535838e-05	3.163945419669498e-06
PRASCSi	9966873426.0	1.0	9966873426.0	0.0	5.117312772950584e-05	5.2668898961202846e-05	7.771528771484276e-06	2.4570532367141266e-05	2.532457146353467e-05	3.1639454196694677e-06
ADSL2r	9966873426.0	1.0	9966873426.0	0.0	5.1173127730185044e-05	5.266889896287523e-05	7.771528772039176e-06	2.457053236714172e-05	2.5324571463535818e-05	3.1639454196694927e-06
AICART	9966873426.0	1.0	9966873426.0	0.0	5.1173127731268473e-05	5.266889896388488e-05	7.771528772110056e-06	2.4570532367141324e-05	2.532457146353472e-05	3.163945419669463e-06
IMPC	9966873426.0	1.0	9966873426.0	0.0	5.117312773126857e-05	5.266889896388499e-05	7.771528772110073e-06	2.4570532367141656e-05	2.5324571463535703e-05	3.163945419669485e-06
ADSS	9966873387.0	1.0	9966873387.0	0.0	3.0302658509885457e-05	3.118839519378174e-05	4.601985636949264e-06	1.4549676673722307e-05	1.4996187934714942e-05	1.8735606423230818e-06
ADSL1r	9966873387.0	1.0	9966873387.0	0.0	3.0302658509270142e-05	3.118839519128722e-05	4.6019856364448695e-06	1.454967667372229e-05	1.4996187934714947e-05	1.8735606423230805e-06
IMPDH2	9966873457.0	1.0	9966873457.0	0.0	2.0870469220497653e-05	2.14805037697653e-05	3.16954313493581e-06	1.0020855685116026e-05	1.0328383504969802e-05	1.2903847770277375e-06
GMPS	4503838493.0	0.0	4503838493.0	1.0	6.790744910305669e-06	5.979326193648902e-06	4.693259472920223e-06	7.063642111993021e-06	7.370847789501565e-06	2.3204259148255505e-06
GMPS2	9715821625.0	1.0	9715821625.0	0.0	1.407972431009181e-05	1.432888379066976e-05	5.437299508436536e-06	2.957213573123284e-06	2.619318605609104e-06	2.0673287997578133e-06
GK1	9966873456.0	1.0	9966873456.0	0.0	2.0870469220398774e-05	2.148050376971816e-05	3.169543134912442e-06	1.0020855688265786e-05	1.032838351832811e-05	1.290384777206594e-06
RNDR2	9966873471.0	1.0	9966873471.0	0.0	4.489316622383307e-06	4.620537353918423e-06	6.817806789798455e-07	2.1555237859802786e-06	2.2216740977795733e-06	2.775666169939992e-07
ADK1	142986808.0	0.0	142986808.0	1.0	6.574694730655381	6.33729409404504	2.3946117344439153	24.429709932179627	23.37377477594675	9.662622287472688
RNDR1	9966873471.0	1.0	9966873471.0	0.0	5.979254499179142e-06	6.154025453293504e-06	9.080536159820208e-07	2.870910292036684e-06	2.959014915238332e-06	3.696868773319831e-07
CBPS	8451972462.0	1.0	8451972462.0	0.0	2.2617976778814435e-05	2.2710636524318593e-05	1.1726177760519586e-05	8.743845462667313e-06	8.257051541072255e-06	5.647894585685119e-06
ASPCT	8451972462.0	1.0	8451972462.0	0.0	2.2617976778812047e-05	2.2710636524302004e-05	1.1726177760516597e-05	8.7438454626675e-06	8.257051541072468e-06	5.6478945856850564e-06
DHORTS	8451972462.0	1.0	8451972462.0	0.0	2.261797677881211e-05	2.2710636524302096e-05	1.1726177760516589e-05	8.743845462667645e-06	8.257051541072587e-06	5.647894585685073e-06
DHORD9	8451972462.0	1.0	8451972462.0	0.0	2.2617976778812023e-05	2.271063652430206e-05	1.1726177760516599e-05	8.743845462667428e-06	8.257051541072145e-06	5.647894585685148e-06
ORPT	8451972462.0	1.0	8451972462.0	0.0	2.2617976778812047e-05	2.2710636524302035e-05	1.1726177760516594e-05	8.743845462667428e-06	8.257051541072158e-06	5.6478945856851505e-06
OMPDC	8451972462.0	1.0	8451972462.0	0.0	2.2617976778812047e-05	2.2710636524302055e-05	1.1726177760516592e-05	8.743845462667406e-06	8.25705154107214e-06	5.647894585685144e-06
UMPK	9917881145.0	1.0	9917881145.0	0.0	4.0788602444014674e-05	4.05358592191365e-05	8.299749432704479e-06	1.875482323050698e-05	1.842727751185741e-05	3.7137055822086135e-06
RNDR4	9966873471.0	1.0	9966873471.0	0.0	5.937527167470294e-06	6.111078450206965e-06	9.017165961330438e-07	2.85087511439372e-06	2.9383648832121173e-06	3.671069491885706e-07
