	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MCF7	median_MCF7	std_MCF7
EX_val__L_e_r	6793219997.0	1.0	6793219997.0	0.0	0.2961164425697055	0.30032824843247463	0.12583483801136466	0.2219767032905645	0.22722564490774785	0.05910248997804381
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0033097591533291417	0.0031158030249222503	0.00229883132295617
EX_sprm_e	1710993328.0	0.0	1710993328.0	1.0	0.0005540106714028828	0.0005762466196771	0.00023514435981140464	0.001776093186580328	0.0015938090580362	0.0011905683482870359
EX_5mthf_e	8838105945.0	1.0	8838105945.0	0.0	0.00027703183036610125	0.0002928439023481	7.834027712072681e-05	0.00016183265954580406	0.0001670602360388	4.408212044972735e-05
EX_tmlys_e_r					0.0	0.0	0.0	0.0	0.0	0.0
EX_thbpt_e_r	763815358.0	0.0	763815358.0	1.0	1.0927413968539978e-05	1.0017075188713646e-05	6.9604576371665725e-06	4.16513217671714e-05	4.317281176612764e-05	1.9159055257148863e-05
EX_CE2705_e	763815358.0	0.0	763815358.0	1.0	1.0927413968539978e-05	1.0017075188713646e-05	6.9604576371665725e-06	4.16513217671714e-05	4.317281176612764e-05	1.9159055257148863e-05
EX_crtn_e	2114189576.0	0.0	2114189576.0	1.0	0.03890551550700631	0.027259206660693702	0.03693674152634321	0.08379317084579363	0.07455310722312546	0.04936902855671245
EX_his__L_e_r	3399965741.0	0.0	3399965741.0	1.0	0.10580409530374327	0.11764080479069	0.05931739695796488	0.13827519806190006	0.14761722142502295	0.049131685047149924
EX_lys__L_e_r	9916234724.0	1.0	9916234724.0	0.0	0.1490455166985795	0.15542971381457882	0.07039143729928928	0.004470863905509107	0.0047429642353363	0.001946451807547319
EX_carn_e_r	7744665613.0	1.0	7744665613.0	0.0	7.156967882843191	7.1135121979866955	2.713471921151422	4.83066355586074	4.812138919483372	1.465458286898167
EX_csn_e_r	9948204360.0	1.0	9948204360.0	0.0	9.88807109527984	9.64728303628705	3.3940035670637902	1.1847487832311447	0.8931156332189218	1.0619171951473259
EX_cys__L_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_cyan_e_r	3125695044.0	0.0	3125695044.0	1.0	0.14393346471314578	0.1396144360276346	0.06317588915972637	0.1854662504161514	0.18473211631508268	0.05678902905367844
EX_tcyntc	4242253665.0	0.0	4242253665.0	1.0	0.07371698682696863	0.058050743335343755	0.05884578375955985	0.08758891496768871	0.07943546422098666	0.059683184577363116
EX_tcynt_e	3653907129.0	0.0	3653907129.0	1.0	0.07021647788617974	0.06295345467248915	0.0505534481479866	0.09787733544846564	0.09127324913986004	0.06047991710780085
EX_so3_e	9390986682.0	1.0	9390986682.0	0.0	0.17913710683111497	0.1788946036746363	0.0638639598974966	0.06988727811074719	0.07370308262197485	0.025666046711630402
EX_thr__L_e_r	8327246662.0	1.0	8327246662.0	0.0	0.5068389189642496	0.5541023695505595	0.1992156249896802	0.26474178026227224	0.2807329641657218	0.1195366546103325
EX_trp__L_e_r	2499625529.0	0.0	2499625529.0	1.0	0.005211554430041602	0.00530307980551445	0.0026742278007022987	0.012288285543407091	0.0104618619303203	0.00877537206206175
EX_anth_e	2501424858.0	0.0	2501424858.0	1.0	0.0052095226051130615	0.00530104919558005	0.002674228205626698	0.012282417444547597	0.0104560516501718	0.00877526363285485
EX_tyr__L_e_r	2413023938.0	0.0	2413023938.0	1.0	1.3454332475789696e-05	1.4326629260316874e-05	6.95884297317368e-06	2.901436395494986e-05	2.6900983477761116e-05	1.832689810355328e-05
EX_cystinex_r	6440794821.0	1.0	6440794821.0	0.0	0.1854309832814111	0.18789801948235246	0.012276354411571459	0.17628725630484024	0.1787842295545995	0.018071797110316246
EX_3hydroxybutanoatex_r	18335.0	0.0	18335.0	1.0	1.2367427523667212	1.0397179807902166	0.7640738592533141	11.890089189732713	12.027741331409064	0.5066508701932434
EX_gthrd_e_r	140692758.0	0.0	140692758.0	1.0	0.025609244703572853	0.0208431819598121	0.020389804318908335	0.6018056979447449	0.6205688676262373	0.31089193884392524
EX_cmp_e_r	747292883.0	0.0	747292883.0	1.0	3.7885414564423387e-06	3.828580724804575e-06	1.941011347224011e-06	1.267791594758346e-05	1.272108755882839e-05	5.73057570853871e-06
HEX1	878399457.0	0.0	878399457.0	1.0	2.9373540631703414	2.916957917655235	0.20718712946298612	5.5791990085662775	4.770835265649964	2.7909374639142963
G6PP	507135857.0	0.0	507135857.0	1.0	0.16917849207812863	0.12117190459604095	0.16435376961687317	2.899784235871695	2.079255645704057	2.7698754055972454
PGI	7022671071.0	1.0	7022671071.0	0.0	1.1882585940892534	1.09608793865529	0.7481501604238429	0.6896114631724919	0.4860953553700338	0.6295579402970503
PFK	964872242.0	0.0	964872242.0	1.0	0.9774729152053054	0.8818106318249336	0.6025938654279223	3.8085064029248636	3.0408027288850086	2.785254075915225
FBP	444979436.0	0.0	444979436.0	1.0	0.13892288898089583	0.0926052350881065	0.13543899545368782	2.8761638444249624	2.041202584557981	2.7832684643146637
FBA	4569735884.0	7.581239314482414e-244	4569735884.0	1.0	0.8385500262243325	0.7170818014447611	0.5730998065417271	0.9323425584999219	0.9079599431748291	0.60555311522693
TPI	7361424824.0	1.0	7361424824.0	0.0	2.2407540133494335	2.2143333021259854	0.26246522906174374	2.011444303778936	1.9819773138712202	0.2646315548914803
GAPD	7207897811.0	1.0	7207897811.0	0.0	5.0077557363289085	5.001447333744453	0.31938421444552545	4.683805027891243	4.735731764085587	0.4408504872668621
PGK	9399146193.0	1.0	9399146193.0	0.0	4.848738876459289	4.85403545391031	0.35046788489129016	2.8784119748730883	3.0560148442975583	1.3624167174091117
DPGM	589259551.0	0.0	589259551.0	1.0	0.15901685986965414	0.11448476389154	0.14961793400012835	1.8053930530183069	1.5619481751885291	1.2926886325387261
DPGase	589259551.0	0.0	589259551.0	1.0	0.1590168598696528	0.1144847638915392	0.1496179340001284	1.8053930530183815	1.5619481751885853	1.29268863253873
PGM_f	9543963353.0	1.0	9543963353.0	0.0	20.22749292375347	20.898811844831766	7.35276318718286	6.988491733323315	7.1824709489073735	1.253606373053811
ENO_f	9638496776.0	1.0	9638496776.0	0.0	17.794415848099234	16.849765025509626	7.167154958355548	6.346536844657427	6.481231024887046	0.7467834582038716
PYK	8139271249.0	1.0	8139271249.0	0.0	4.951645630620919	4.944615637574475	0.3263747986606436	4.427761328093986	4.4597733616084465	0.4911475307441237
LDH_L	7621392940.0	1.0	7621392940.0	0.0	4.843224634816756	4.888838764647302	0.20589034705146292	4.539129855980939	4.638763745732206	0.38237885380887376
r0407	6456227564.0	1.0	6456227564.0	0.0	1.4022039871250895	1.4822628111485083	0.6446048829300749	1.0791017452943787	1.0965217564915264	0.5765938067697843
PRPPS	71051048.0	0.0	71051048.0	1.0	0.001131826014584589	0.0011764052661795	0.0004708970351233403	0.00693268541825073	0.00732207842161725	0.0021043689473469536
G6PDH2r	3373370143.0	0.0	3373370143.0	1.0	1.5798749549057687	1.6679750115546093	0.7557695287869655	1.9896819463005293	2.164036565518005	0.657772132259438
PGL	3373370143.0	0.0	3373370143.0	1.0	1.5798749549057698	1.6679750115545797	0.7557695287869642	1.989681946300558	2.1640365655180087	0.6577721322594935
GND	3373370143.0	0.0	3373370143.0	1.0	1.5798749549051465	1.6679750115546437	0.7557695287870478	1.9896819463005466	2.1640365655180087	0.6577721322594988
RPI	3328410273.0	0.0	3328410273.0	1.0	0.527379535645198	0.556789006992552	0.2519484577940981	0.6678491057261259	0.7257676955704621	0.21910527988262854
TKT2_f	3335839795.0	0.0	3335839795.0	1.0	0.5810952523012708	0.6094791400193262	0.253554832344919	0.721847697777556	0.7767226902556822	0.21422612272708721
RPE_f	3233193411.0	0.0	3233193411.0	1.0	1.2324062442931936	1.288035514766467	0.5132492444333785	1.5403741926854295	1.6432269084701903	0.48334296818403655
TKT1_f	3542200190.0	0.0	3542200190.0	1.0	0.6052495797506785	0.637460842338115	0.25933372633145707	0.7309590282742775	0.785746427547142	0.21939906399405787
TALA_f	7070680294.0	1.0	7070680294.0	0.0	2.150621628063933	2.156946048888562	0.9355799350950434	1.5144042375500448	1.4708871817384506	0.6190366887034751
r0408	6456227564.0	1.0	6456227564.0	0.0	1.4022039871250926	1.4822628111485174	0.6446048829300784	1.0791017452943565	1.0965217564915317	0.5765938067697906
PDHm	493175326.0	0.0	493175326.0	1.0	0.7452678887553073	0.7196047298160511	0.32955780968635884	1.758208231317259	1.7249876901583137	0.5505395210880646
PCm	709722015.0	0.0	709722015.0	1.0	1.6228954009994916	1.412614481765058	1.0955995795048432	7.847872766696366	7.316148219674189	4.573380120905653
PEPCK_re					0.0	0.0	0.0	0.0	0.0	0.0
CSm	2642.0	0.0	2642.0	1.0	3.659373898285267	3.3108538797357	1.494112862452493	26.37689183534089	26.45286235052471	1.443770722347691
ACONTm_f	8235075472.0	1.0	8235075472.0	0.0	74.43014040382165	62.11107831654061	53.78962091117629	20.280119174938694	20.57754426116003	9.375553764052036
ICDHxm	1948132107.0	0.0	1948132107.0	1.0	2.8735939127639867	2.2035595683631977	2.466935661645323	11.783142369655696	8.487664774830215	11.178665637914621
ICDHym_f	76498530.0	0.0	76498530.0	1.0	4.750813832739588	5.448297570603499	2.414618472666609	55.462123029145275	56.98209543055942	22.080040603151367
AKGDm	18471.0	0.0	18471.0	1.0	0.8975676295981578	0.6897289444914136	0.7650360475224406	11.48445291959253	11.609309770336464	0.5464146441241193
SUCOAS1m_f	5477427682.0	1.0	5477427682.0	1.1442025903702525e-299	11.061826765329332	10.559299873438038	7.156125852966852	9.56247161404284	9.622814165475933	4.6046710709521586
SUCD1m	33181.0	0.0	33181.0	1.0	1.1936407124906867	0.9964704017235497	0.764980084979607	11.706308357160214	11.832713145058833	0.540738164208127
FUMm_f	8611679504.0	1.0	8611679504.0	0.0	171.36960373649708	175.0691902358114	76.88263262082376	72.00071577723908	70.09478778215981	34.7634651399552
MDHm_f	6837597696.0	1.0	6837597696.0	0.0	604.6958826768063	622.5955548021009	244.8394207248996	458.5524680431619	455.90923530840234	173.8812324263937
ME1m	1773852852.0	0.0	1773852852.0	1.0	0.6994886721214553	0.5082575266997158	0.6630111258993785	3.0477127221687317	2.1989856718777383	2.8750922786999906
ME2m	2135856966.0	0.0	2135856966.0	1.0	1.0541737330164493	0.7905746971219666	0.9347680795269246	3.5850439924316846	2.8315387031665162	2.9617239361367185
ME2	489606115.0	0.0	489606115.0	1.0	0.15246909938909206	0.1095279113830583	0.14412980639400286	2.761698491952847	1.9532755110565931	2.6212799036544827
ACITL	6.0	0.0	6.0	1.0	2.929817170978774	2.810958032441908	0.7880434605057633	16.764417831599257	16.724831561523107	1.4085828734137225
FUM_f	5865131679.0	1.0	5865131679.0	0.0	43.91987110805084	39.66465809713922	29.857405501993597	33.240262651637906	32.71514822719671	17.663140488057337
MDH_f	8928661677.0	1.0	8928661677.0	0.0	349.07709452257967	354.86779902043446	137.52208853582042	128.74620931419528	101.4148406563206	100.06004727587865
AKGMALtm_f	5933815210.0	1.0	5933815210.0	0.0	345.8969060290024	353.03020019428544	164.62356988592256	298.3090273240401	294.4316440878954	122.63172010094577
ACONT	1183275.0	0.0	1183275.0	1.0	9.21883149990516	8.5559448665957	3.707428263068354	45.02867142452123	44.77123575443218	7.3547182166408565
ICDHyr	1183275.0	0.0	1183275.0	1.0	9.218831499905155	8.555944866595677	3.707428263068347	45.02867142451953	44.77123575442977	7.354718216640895
PPA	3151481.0	0.0	3151481.0	1.0	0.4606297743222331	0.4487966943180257	0.1502985298936244	6.586430589887098	6.329845038844214	2.4491982054968826
Complex1ROS	0.0	0.0	0.0	1.0	1.895865941914243	1.8863182754300327	0.484967748136053	23.812985442507063	24.048405811617798	3.247403576189565
FADH2ETC	10050.0	0.0	10050.0	1.0	2.0804767114979423	1.9259841930876138	0.8539241142906056	15.152480157433148	14.496615152809266	2.854827921660502
CYOR_u10mi	0.0	0.0	0.0	1.0	3.8815559324687756	3.7024948498569823	1.0721912807780907	37.77483731034972	37.82727782186474	2.616001421796205
CYOOm2i	0.0	0.0	0.0	1.0	1.9407779662343878	1.8512474249284911	0.5360956403890453	18.88741865517485	18.913638910932143	1.3080007108980987
ATPS4mi	0.0	0.0	0.0	1.0	4.09882221262515	3.945970418974	1.5041901424481494	63.48314800004868	63.207195188349495	6.669157729984432
GLUCYS	2617662368.0	0.0	2617662368.0	1.0	0.01667509656652592	0.012566818597499	0.014957374746487019	0.03912336925999546	0.0340050489443185	0.02932119069936063
GTHS	2617662368.0	0.0	2617662368.0	1.0	0.016675096566524293	0.01256681859750615	0.014957374746486876	0.03912336925999601	0.03400504894431765	0.029321190699360417
SPODMm	0.0	0.0	0.0	1.0	0.047396648547852416	0.047157956885744604	0.012124193703401483	0.5953246360626986	0.6012101452904863	0.08118508940474105
GTHPi	8933113802.0	1.0	8933113802.0	0.0	0.09668666821266958	0.1011338714104355	0.04720760507462864	0.0272691225885542	0.0268732621754713	0.014916150884615348
GTHPm	0.0	0.0	0.0	1.0	0.04739664854785141	0.0471579568857447	0.012124193703401355	0.5953246360626964	0.6012101452904826	0.0811850894047401
GDR	7038098668.0	1.0	7038098668.0	0.0	0.09318221034974478	0.08619092974353709	0.05856466591536024	0.05362226212531321	0.04756104705790735	0.03705404049543264
GTHOr	7181854917.0	1.0	7181854917.0	0.0	0.08731021695834315	0.0741523093400477	0.06387491640532	0.04265197862177269	0.03348868277431275	0.034867704224296074
GDRm	591260724.0	0.0	591260724.0	1.0	0.012710699530448491	0.0099922900817439	0.010882458090406602	0.1338240338239083	0.11003751321633784	0.10284531704488045
GTHOm	827676591.0	0.0	827676591.0	1.0	0.013543778382350059	0.0110481511470049	0.0107744692650274	0.14103606863633253	0.1182134124555919	0.11162037000868508
r0885	84246794.0	0.0	84246794.0	1.0	0.042284341270089336	0.03975495617153525	0.02294245987726653	0.6409290672047374	0.656479096165512	0.31128322126725033
PYRt2m_f	1518970860.0	0.0	1518970860.0	1.0	14.812553246882326	14.430430626539852	7.236222537060738	37.24421064739035	36.21780349519893	19.452016669481143
HMR_4964	257794.0	0.0	257794.0	1.0	12.148648670883842	11.345568692855213	4.3653924226313725	61.79308925611924	61.74522934233519	7.911098500063517
r2420	0.0	0.0	0.0	1.0	2.2068225683887506	1.9852800923794371	1.359494251302502	54.04607797866342	54.13331547414634	7.381774213035362
ATPtm	0.0	0.0	0.0	1.0	2.4509942707566106	2.2127435501036334	1.3188525079155482	55.54639692465243	55.365356865424204	6.443459409493133
FUMtm_f	1017100769.0	0.0	1017100769.0	1.0	8.656093703356744	8.831855930916188	3.9678392287282525	30.83157468591112	26.711504789607986	19.192833229016028
CO2tm_f	5248917662.0	1.0	5248917662.0	3.8758040320524575e-83	159.30691206634393	152.76686944191255	55.07344706393355	151.3521819221434	155.75875393858638	64.428412489162
O2tm	0.0	0.0	0.0	1.0	1.9881746147821777	1.8982358512643023	0.5439394629744629	19.48274329123771	19.510526890554104	1.3511085354896804
r0801_f	2108997924.0	0.0	2108997924.0	1.0	7.249384179523846	7.9615520971930716	3.7218625462800414	12.687150320746095	13.224066764661218	5.254766366420677
THD1m	8119100.0	0.0	8119100.0	1.0	12.645637657605766	12.329388685446974	4.416278167809242	54.288938073365465	52.17105928894665	16.41425257856029
H2Otm_f	0.0	0.0	0.0	1.0	0.0	0.0	0.0	23.946438743351283	22.595940548468334	13.818901433371115
NH4tm_f	6463947527.0	1.0	6463947527.0	0.0	126.06583944711726	133.5218395447119	49.481160241262714	101.34098591149636	107.07260374884808	46.75015747646456
HCO3E	6.0	0.0	6.0	1.0	2.563575054741278	2.459586373374601	0.6895384488594158	14.668835191013692	14.634215156418348	1.2325093338655295
HCO3Em	677963158.0	0.0	677963158.0	1.0	1.6477447570479329	1.4372417098062376	1.0965198032127905	7.936682524864853	7.405420546418168	4.575171943617426
GLUN	1166363339.0	0.0	1166363339.0	1.0	0.6274934587282287	0.6190342849875965	0.20297204608446012	3.2611176335145124	2.4611505967288165	2.7657732366090513
GLNS	234900214.0	0.0	234900214.0	1.0	0.14637702423021542	0.1038232238822937	0.14530366846836237	3.442198732745907	2.7252772488030788	2.8120664210914805
GLUt2m	1927750389.0	0.0	1927750389.0	1.0	0.07082388455086285	0.0510916296659497	0.06854007422621114	0.2893982721600171	0.21288737991010176	0.2671012482384366
GLNtm_1	3199343640.0	0.0	3199343640.0	1.0	0.11923856971287816	0.08742297827035114	0.10920436051321547	0.26514292594023564	0.17992227598362065	0.29227474810468757
GLUNm	3199343640.0	0.0	3199343640.0	1.0	0.11923856971295607	0.0874229782704762	0.10920436051320659	0.26514292594023314	0.17992227598362276	0.2922747481046895
GLUPRT	97052.0	0.0	97052.0	1.0	1.7228519523254188e-05	1.7363099092777e-05	4.471778825870427e-07	4.975735700040609e-05	5.1535112038889485e-05	9.200058156302085e-06
PRAGSr	97052.0	0.0	97052.0	1.0	1.7228519523198463e-05	1.736309909286166e-05	4.471778825892372e-07	4.9757357000395945e-05	5.1535112038820415e-05	9.200058156304782e-06
GARFT	97052.0	0.0	97052.0	1.0	1.722851952296272e-05	1.7363099092437316e-05	4.47177882604473e-07	4.975735699667207e-05	5.1535112043914376e-05	9.200058159149292e-06
PRFGS	97052.0	0.0	97052.0	1.0	1.7228519522962775e-05	1.736309909243732e-05	4.471778826044705e-07	4.975735699668261e-05	5.153511204422839e-05	9.200058159138736e-06
PRAIS	97052.0	0.0	97052.0	1.0	1.7228519522371773e-05	1.736309909215888e-05	4.4717788260591073e-07	4.9757356996319e-05	5.1535112043191525e-05	9.200058159088199e-06
AIRCr	97052.0	0.0	97052.0	1.0	1.722851952237229e-05	1.7363099092159116e-05	4.471778826059564e-07	4.9757356996318905e-05	5.153511204319146e-05	9.200058159088224e-06
PRASCSi	97052.0	0.0	97052.0	1.0	1.7228519522347968e-05	1.7363099092288133e-05	4.4717788259743077e-07	4.975735699628609e-05	5.153511204328081e-05	9.20005815916069e-06
ADSL2r	97052.0	0.0	97052.0	1.0	1.7228519522164632e-05	1.736309909457394e-05	4.471778825474163e-07	4.975735699637957e-05	5.153511204239016e-05	9.200058158795606e-06
AICART	97052.0	0.0	97052.0	1.0	1.7228519522500942e-05	1.7363099094090453e-05	4.4717788256233126e-07	4.9757356997886586e-05	5.153511204379415e-05	9.200058158953695e-06
IMPC	97052.0	0.0	97052.0	1.0	1.7228519522631683e-05	1.7363099093930194e-05	4.4717788258410455e-07	4.975735699788646e-05	5.153511204379356e-05	9.20005815895373e-06
ADSS	97052.0	0.0	97052.0	1.0	1.0202033421081286e-05	1.0281726016791611e-05	2.6480068098603367e-07	2.9464295517501066e-05	3.051700867426069e-05	5.44790240608445e-06
ADSL1r	97053.0	0.0	97053.0	1.0	1.0202033419947377e-05	1.0281726015669413e-05	2.6480068093885086e-07	2.946429551806582e-05	3.0517008674885242e-05	5.4479024065563935e-06
IMPDH2	97052.0	0.0	97052.0	1.0	7.026486102137181e-06	7.08137307909906e-06	1.8237720166000612e-07	2.029306147954141e-05	2.1018103369936913e-05	3.7521557528749535e-06
GMPS	4302805429.0	0.0	4302805429.0	1.0	5.017120452640229e-06	5.006233360494922e-06	8.983069935000833e-07	6.76398884886187e-06	5.8226035765119325e-06	4.85596481108345e-06
GMPS2	99661934.0	0.0	99661934.0	1.0	2.0093656494970546e-06	2.0138533989429468e-06	8.840590278321303e-07	1.3529072630614971e-05	1.3847985128213479e-05	5.207213955351348e-06
GK1	97052.0	0.0	97052.0	1.0	7.026486102137362e-06	7.081373079099051e-06	1.823772016600149e-07	2.029306147947677e-05	2.101810336969544e-05	3.7521557528518706e-06
RNDR2	97052.0	0.0	97052.0	1.0	1.5114236543015542e-06	1.5232300500908765e-06	3.923002372745446e-08	4.365114039978484e-06	4.5210732851122244e-06	8.071028502375832e-07
ADK1	3151581.0	0.0	3151581.0	1.0	0.4606212849711041	0.4487884029100754	0.1502985140782368	6.586406071952246	6.329821166146752	2.4491980748602225
RNDR1	97052.0	0.0	97052.0	1.0	2.01304284043822e-06	2.0287676046018086e-06	5.224988914922492e-08	5.813830914228586e-06	6.0215507292019856e-06	1.0749683647891422e-06
CBPS	1210263734.0	0.0	1210263734.0	1.0	6.57615225556793e-06	6.444025494739462e-06	3.7566863089430508e-06	2.0982534760278058e-05	1.9637024017089165e-05	1.2135648021524948e-05
ASPCT	1210263734.0	0.0	1210263734.0	1.0	6.576152255568001e-06	6.444025494739821e-06	3.7566863089432773e-06	2.0982534760283103e-05	1.963702401707086e-05	1.2135648021527267e-05
DHORTS	1210263734.0	0.0	1210263734.0	1.0	6.576152255567929e-06	6.444025494739696e-06	3.7566863089433044e-06	2.0982534760283062e-05	1.9637024017071055e-05	1.2135648021527284e-05
DHORD9	1210263734.0	0.0	1210263734.0	1.0	6.576152255567941e-06	6.444025494739684e-06	3.756686308943318e-06	2.0982534760283103e-05	1.963702401707088e-05	1.2135648021527297e-05
ORPT	1210263734.0	0.0	1210263734.0	1.0	6.576152255567939e-06	6.444025494739678e-06	3.756686308943318e-06	2.0982534760283e-05	1.9637024017070818e-05	1.213564802152727e-05
OMPDC	1210263734.0	0.0	1210263734.0	1.0	6.576152255567936e-06	6.444025494739686e-06	3.7566863089433243e-06	2.0982534760283076e-05	1.9637024017070964e-05	1.2135648021527269e-05
UMPK	34643829.0	0.0	34643829.0	1.0	1.3774238054518171e-05	1.3717998181321925e-05	1.964573923205699e-06	3.804481503929474e-05	3.7572084111314416e-05	9.613577797316216e-06
RNDR4	97052.0	0.0	97052.0	1.0	1.998994449228235e-06	2.014609475221224e-06	5.188525364883169e-08	5.773258021555925e-06	5.979528225440224e-06	1.0674664995413193e-06
TMDS	97052.0	0.0	97052.0	1.0	1.9989944492282745e-06	2.0146094752212305e-06	5.188525364883304e-08	5.773258021555954e-06	5.9795282254402e-06	1.067466499541313e-06
