Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB361	median_MDAMB361	std_MDAMB361	mean_MCF7	median_MCF7	std_MCF7
DPGM	18687732675.5	0.0	18687732675.5	1.0	0.049051281349997575	0.04306	0.034894580191262174	1.7488619567400105	1.598405	1.1806892841462153
DPGase	18687732675.5	0.0	18687732675.5	1.0	0.049051281349997575	0.04306	0.034894580191262174	1.7488619567400105	1.598405	1.1806892841462153
PGM_f	0.0	0.0	0.0	1.0	0.404159662709987	0.41469	0.17975725643643437	6.237649448730051	6.06406	1.6308177353089477
ENO_f	0.0	0.0	0.0	1.0	0.4343408520900167	0.44769	0.19394980523317817	5.560721372670038	5.63444	1.0338300871500994
PYK	1000000000000.0	1.0	1000000000000.0	0.0	41.83166509756012	38.948835	16.082995650322804	3.5373822915200797	3.65099	0.7800409639028455
LDH_L	0.0	0.0	0.0	1.0	0.071200648019993	0.07344	0.008783480628157281	4.125009051619845	4.29911	0.70423992556512
r0407	12260065805.0	0.0	12260065805.0	1.0	0.021329985229996323	0.01819	0.015770510107881747	0.8354966915699932	0.7905	0.514625548789568
PRPPS	486226911185.5	8.28289621778776e-250	486226911185.5	1.0	0.0453320443599985	0.04347	0.01890484703786471	0.04468126758999842	0.0442	0.009476983642285948
G6PDH2r	3784339189.0	0.0	3784339189.0	1.0	0.04346211127000052	0.04143	0.028058172250732993	1.6953815247199662	1.78505	0.6733301738628106
PGL	3784339189.0	0.0	3784339189.0	1.0	0.04346211127000052	0.04143	0.028058172250732993	1.6953815247199662	1.78505	0.6733301738628106
GND	3784339189.0	0.0	3784339189.0	1.0	0.04346211127000052	0.04143	0.028058172250732993	1.6953815247199662	1.78505	0.6733301738628106
RPI	4902223017.5	0.0	4902223017.5	1.0	0.044708738779999285	0.04398	0.015213402434194563	0.5949146891200063	0.62522	0.2247997499840618
TKT2_f	25476009799.5	0.0	25476009799.5	1.0	0.11562137763999701	0.11463	0.06268426627614235	0.621398360790013	0.6502	0.23143112267277546
RPE_f	5629435760.0	0.0	5629435760.0	1.0	0.14834869076999796	0.15335	0.07515498127924586	1.3263019523100443	1.383115	0.4575404012242323
TKT1_f	23282050867.5	0.0	23282050867.5	1.0	0.12050769742000043	0.12338	0.04568098458112426	0.6117949309900008	0.64084	0.22496659996890836
TALA_f	8628474154.0	0.0	8628474154.0	1.0	0.16404857833999814	0.16279	0.0724736347556049	1.773164124400031	1.8799	0.6561465234676725
r0408	12260065805.0	0.0	12260065805.0	1.0	0.021329985229996323	0.01819	0.015770510107881747	0.8354966915699932	0.7905	0.514625548789568
PDHm	994767664219.5	1.0	994767664219.5	0.0	6.867177641619801	6.83355	1.9986453740116688	1.8874048204500462	1.83762	0.6812357268652778
PCm	262039398705.5	0.0	262039398705.5	1.0	97.17702477839094	96.51966	15.98448377612006	115.30144817830067	116.993065	24.338946983027068
PEPCK_re	1000000000000.0	1.0	1000000000000.0	0.0	42.935847282052045	40.004745	16.040942793249613	0.0	0.0	0.0
CSm	99707066.0	0.0	99707066.0	1.0	34.14833796840101	33.33410000000001	9.747726259972879	103.95942274092504	105.388835	13.719051335122188
ACONTm_f	561994092733.0	1.0	561994092733.0	0.0	27.838192390509686	27.779305	14.906149513812004	24.471643129328868	24.2856	13.590899156199708
ICDHxm	627502828303.0	1.0	627502828303.0	0.0	39.25065856912013	31.431855	32.17147271437277	26.027709914291595	19.10423	24.16151008358098
ICDHym_f	824166236126.0	1.0	824166236126.0	0.0	121.40040822782021	121.75173000000001	67.05491792817311	45.690439996329914	40.617385	32.144111026950384
AKGDm	119950603746.5	0.0	119950603746.5	1.0	37.044459800939535	36.447345	8.135263667173163	49.983523546328215	50.6551	6.823085652569143
SUCOAS1m_f	576297825224.5	1.0	576297825224.5	0.0	82.14576011105764	80.099955	32.857321412882875	73.24147844463157	68.44551	45.90209488003211
SUCD1m	146479481578.5	0.0	146479481578.5	1.0	38.7289249702196	38.14148	8.13845789084486	50.23098215801845	50.905215	6.819361165040747
FUMm_f	567302449371.5	1.0	567302449371.5	0.0	146.00027454905072	148.126595	76.65553084417189	130.10950999127533	138.75574	49.64851839429891
MDHm_f	181978490785.0	0.0	181978490785.0	1.0	176.0050907273924	151.25482499999998	120.11166134734	469.329734194529	458.20359	270.9703945254821
ME1m	750724924742.0	1.0	750724924742.0	0.0	15.93513710478045	12.828479999999999	12.835081577304084	6.277649186119955	4.557425	5.898199057399236
ME2m	830252082180.5	1.0	830252082180.5	0.0	23.994162731150723	22.14839	15.734953084949021	7.181041189790126	4.99101	7.025920886816959
ME2	4511750421.5	0.0	4511750421.5	1.0	21.404887793719887	16.84483	17.365345700116844	104.17334488935958	106.27701	22.632949935057656
ACITL	100663.0	0.0	100663.0	1.0	4.873068023649844	3.65728	4.286328680068148	57.118194985259905	57.88771	7.064194092173401
FUM_f	414117468787.0	0.0	414117468787.0	1.0	140.08007610029065	141.03814	26.18629698897453	150.40244909171588	149.28908	35.28072192488904
MDH_f	199170298444.5	0.0	199170298444.5	1.0	83.40011239950167	71.511665	57.94723373865433	197.9797711850613	200.58035	107.92032407706199
AKGMALtm_f	448807255368.0	0.0	448807255368.0	1.0	250.34474452929658	248.610665	118.97036996808191	277.94210839823495	266.12429	133.8051106074734
ACONT	699831967296.0	1.0	699831967296.0	0.0	79.89401297109218	78.95680999999999	36.70192726497745	56.14613722406807	58.28052	6.97712581357764
ICDHyr	699831967296.0	1.0	699831967296.0	0.0	79.89401297109218	78.95680999999999	36.70192726497745	56.14613722406807	58.28052	6.97712581357764
PPA	892716950711.5	1.0	892716950711.5	0.0	23.410638642190037	23.11288	7.749347967478459	12.032497197910239	11.380984999999999	4.893498559004314
Complex1ROS	36026884556.0	0.0	36026884556.0	1.0	66.17607536410092	67.878345	13.82262974440658	100.67053826433833	102.219165	13.123574536496017
FADH2ETC	537163085406.5	1.0	537163085406.5	0.0	58.96330169218899	55.663885	19.57849525496005	54.26166712430957	54.775774999999996	7.48117210153061
CYOR_u10mi	117284259985.5	0.0	117284259985.5	1.0	121.8315749916283	121.790255	12.800134544510243	149.90968726698713	151.98029	18.99592675977248
CYOOm2i	117284259823.5	0.0	117284259823.5	1.0	60.91578749764931	60.895129999999995	6.400067275296502	74.95484363201076	75.990145	9.4979633767737
ATPS4mi	17035591185.5	0.0	17035591185.5	1.0	186.7121666350348	190.178905	12.9489392050875	280.01212615850693	284.32306500000004	37.61476953445164
GLUCYS	368979943651.0	0.0	368979943651.0	1.0	0.03362142596999666	0.02616	0.02919399955812592	0.052649692079999824	0.04194	0.043060066767871545
GTHS	368979943651.0	0.0	368979943651.0	1.0	0.03362142596999666	0.02616	0.02919399955812592	0.052649692079999824	0.04194	0.043060066767871545
SPODMm	36026883915.5	0.0	36026883915.5	1.0	1.6544018815999566	1.69696	0.3455657458473702	2.5167634565399792	2.55548	0.3280893637613327
GTHPi	545702278059.5	1.0	545702278059.5	0.0	0.03181767217999779	0.03052	0.01809395930322579	0.02838249336999781	0.02852	0.015848381708560275
GTHPm	308361639416.0	0.0	308361639416.0	1.0	1.2218289560800148	1.24096	0.42606004484875015	1.6078081000400637	1.6447	0.6038132234582275
GDR	374347898666.0	0.0	374347898666.0	1.0	0.02805527333999747	0.02402	0.02074418424471188	0.04325929970999897	0.03538	0.033781074391619696
GTHOr	287662230202.5	0.0	287662230202.5	1.0	0.027732316489997612	0.02379	0.020535267739675237	0.05570777353999591	0.04892	0.04022552428092391
GDRm	502957416652.0	0.9999999999997824	502957416652.0	2.175638439905346e-13	0.42208490245000724	0.34114	0.33622834351541026	0.43725654441001865	0.330365	0.3861564822872822
GTHOm	424009383526.5	0.0	424009383526.5	1.0	0.36108569923000783	0.2772	0.30746933024264705	0.5361246755499981	0.35991	0.5256584712952571
r0885	389714631053.5	0.0	389714631053.5	1.0	0.877316700069996	0.69677	0.6985003784318085	1.2688537570399385	1.0229650000000001	0.9875516454013663
PYRt2m_f	51650151209.0	0.0	51650151209.0	1.0	84.04798168646883	82.486565	22.892666243706902	153.98166598785585	153.911245	35.73143310462163
HMR_4964	254295740968.5	0.0	254295740968.5	1.0	84.76708099562995	83.58935	37.25119374529522	113.26433221189863	114.65875	10.368276854382552
r2420	415758747152.0	0.0	415758747152.0	1.0	54.20866454432107	57.935625	26.08916707375444	62.93203143105942	63.006675	20.512941649737428
ATPtm	993148607.5	0.0	993148607.5	1.0	89.51425817327426	91.99996999999999	13.76238040656913	164.6010853258542	165.67229	19.72254218857377
FUMtm_f	457649951665.5	0.0	457649951665.5	1.0	29.700808545180504	25.184359999999998	21.66008167653444	32.81393275852009	30.096975	21.916989905421122
CO2tm_f	607958362775.5	1.0	607958362775.5	0.0	218.41613874793512	223.747375	83.00858221709633	188.0144509859345	184.39765	77.5200044073832
O2tm	109373944259.0	0.0	109373944259.0	1.0	62.570189379841736	62.613505	6.360924076872844	77.47160709107919	78.546295	9.81710441918834
r0801_f	567398894691.5	1.0	567398894691.5	0.0	120.44517548151286	126.975735	45.37082417864531	106.5379079231177	107.001535	56.1944193309314
THD1m	814935682211.5	1.0	814935682211.5	0.0	97.17963844274732	102.07168999999999	32.725802903765945	54.649886437329556	47.408645	37.021942421983454
H2Otm_f	546853819879.0	1.0	546853819879.0	0.0	30.860644353469567	27.507645	21.469884670681846	26.77506281549053	23.86192	18.275391041148353
NH4tm_f	433137014792.0	0.0	433137014792.0	1.0	98.26470951318109	98.400395	51.33846844347369	110.21375179474047	117.804975	57.56159288946446
HCO3E	102747.5	0.0	102747.5	1.0	4.2618055036800735	3.1979550000000003	3.750596769363652	49.95255171778052	50.626535000000004	6.181472100845086
HCO3Em	261132910534.0	0.0	261132910534.0	1.0	97.19760688152866	96.53930500000001	15.987264062331102	115.41098077515288	117.10487	24.341342340690353
GLUN	633593630629.5	1.0	633593630629.5	0.0	11.083973284110158	7.818910000000001	10.83111187587129	6.41202475798014	4.470695	6.178228791663542
GLNS	770810849853.0	1.0	770810849853.0	0.0	16.29748053112985	13.842759999999998	10.97121421155734	7.8852232135198665	6.14381	6.392084619979822
GLUt2m	794037873284.5	1.0	794037873284.5	0.0	1.2591711853599916	0.92604	1.1545492341384627	0.344259940370013	0.24267	0.3254945659215929
GLNtm_1	795993022841.5	1.0	795993022841.5	0.0	1.1436251752700166	0.86062	1.0220897251261865	0.31787201320998604	0.23183	0.29526354208804545
GLUNm	795993022841.5	1.0	795993022841.5	0.0	1.1436251752700166	0.86062	1.0220897251261865	0.31787201320998604	0.23183	0.29526354208804545
GLUPRT	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
PRAGSr	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
GARFT	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
PRFGS	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
PRAIS	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
AIRCr	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
PRASCSi	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
ADSL2r	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
AICART	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
IMPC	0.0	0.0	0.0	1.0	0.003220836870004717	0.00331	0.00030373881906324725	0.02654136196001394	0.02751	0.004030690611834756
ADSS	0.0	0.0	0.0	1.0	0.001907263459999818	0.00196	0.00017989043251161746	0.015716718709999355	0.01629	0.0023868128791994414
ADSL1r	0.0	0.0	0.0	1.0	0.001907263459999818	0.00196	0.00017989043251161746	0.015716718709999355	0.01629	0.0023868128791994414
IMPDH2	0.0	0.0	0.0	1.0	0.001313586550002824	0.00135	0.00012389878252041904	0.010824638589997609	0.01122	0.0016438811046809048
GMPS	70718695994.0	0.0	70718695994.0	1.0	0.000679654770000745	0.00069	0.0003870961412359835	0.0052121474000007256	0.00485	0.0033490222683092404
GMPS2	56979142940.5	0.0	56979142940.5	1.0	0.0006339328400005392	0.00061	0.00038579881416383663	0.005612491019998517	0.00552	0.0033226570336806487
GK1	0.0	0.0	0.0	1.0	0.001313586550002824	0.00135	0.00012389878252041904	0.010824638589997609	0.01122	0.0016438811046809048
RNDR2	0.0	0.0	0.0	1.0	0.0002825849900023567	0.00029	2.6813023806139628e-05	0.002328415100002809	0.00241	0.0003536056454992576
ADK1	892954963161.5	1.0	892954963161.5	0.0	23.409051576899962	23.111255	7.74934865294966	12.019418945389376	11.36779	4.893517396453425
RNDR1	0.0	0.0	0.0	1.0	0.0003762696999999811	0.00039	3.554300107227754e-05	0.003101180860003849	0.00321	0.0004709636512270186
CBPS	52586379182.0	0.0	52586379182.0	1.0	0.0010016927900007347	0.00087	0.0007327012503154731	0.01100879618999695	0.01059	0.007071088713036155
ASPCT	52586379182.0	0.0	52586379182.0	1.0	0.0010016927900007347	0.00087	0.0007327012503154731	0.01100879618999695	0.01059	0.007071088713036155
DHORTS	52586379182.0	0.0	52586379182.0	1.0	0.0010016927900007347	0.00087	0.0007327012503154731	0.01100879618999695	0.01059	0.007071088713036155
DHORD9	52586379182.0	0.0	52586379182.0	1.0	0.0010016927900007347	0.00087	0.0007327012503154731	0.01100879618999695	0.01059	0.007071088713036155
ORPT	52586379182.0	0.0	52586379182.0	1.0	0.0010016927900007347	0.00087	0.0007327012503154731	0.01100879618999695	0.01059	0.007071088713036155
OMPDC	52586379182.0	0.0	52586379182.0	1.0	0.0010016927900007347	0.00087	0.0007327012503154731	0.01100879618999695	0.01059	0.007071088713036155
UMPK	12748.0	0.0	12748.0	1.0	0.0024969500600030494	0.00251	0.0004801849662819777	0.02181195118000719	0.02198	0.004433555571312976
RNDR4	0.0	0.0	0.0	1.0	0.0001842312500002791	0.00018	0.00010752545645185834	0.003079553750004218	0.00319	0.00046768132899089714
TMDS	0.0	0.0	0.0	1.0	0.0001842312500002791	0.00018	0.00010752545645185834	0.003079553750004218	0.00319	0.00046768132899089714
URIDK2r	0.0	0.0	0.0	1.0	0.0001842312500002791	0.00018	0.00010752545645185834	0.003079553750004218	0.00319	0.00046768132899089714
NDPK2	442314.0	0.0	442314.0	1.0	0.0023127075000028436	0.00233	0.00045036153351419325	0.01873239657000361	0.01883	0.0040923954241559495
NDPK3_f	974414792384.0	1.0	974414792384.0	0.0	0.004055416770004622	0.00413	0.0011386561456557217	0.0013387162700012603	0.00134	0.0007741742117144824
CYTK1_r	34396169618.0	0.0	34396169618.0	1.0	0.0005969029900005551	0.00055	0.0003905195802192538	0.005244362749999966	0.00494	0.0030103510929336275
CTPS1	36187617222.0	0.0	36187617222.0	1.0	0.0007869920300007428	0.00082	0.00039706948117496907	0.006159676129999003	0.00624	0.003067723924660071
RNDR3	0.0	0.0	0.0	1.0	0.00026961464000127783	0.00028	2.5680914258984357e-05	0.002221155030002292	0.0023	0.000337333954709074
GDHm	592190055079.0	1.0	592190055079.0	0.0	33.4343928125991	27.62602	25.984016826986647	26.765021962481722	19.24113	26.21146022355114
GLUDym_f	423274441722.0	0.0	423274441722.0	1.0	114.91119122965341	114.24018000000001	51.448087157853	128.69586797020077	133.980005	54.4899714228599
ASPTA_f	456058525374.5	0.0	456058525374.5	1.0	110.70679467731102	106.815315	47.272562373831	124.33744557023758	118.77327	74.46245594100299
ASPTAm	995633003361.0	1.0	995633003361.0	0.0	80.35038965539287	76.026255	39.27863486015387	4.130908393659995	2.97145	3.9014874622335944
ASPGLUm	995627234205.0	1.0	995627234205.0	0.0	80.31501220163216	75.99242000000001	39.279179433306886	4.097253126210114	2.938465	3.90138397795162
ASPT	791318262193.0	1.0	791318262193.0	0.0	1.3226812727499762	0.91153	1.3325598104013516	0.34520523404000153	0.2472	0.3250222348018614
CBPSam	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	785548269627.0	1.0	785548269627.0	0.0	1.0751799283099737	0.7857	0.9898207848978816	0.3091446450600089	0.21879	0.29980719666057526
ARGSL	785548269627.0	1.0	785548269627.0	0.0	1.0751799283099737	0.7857	0.9898207848978816	0.3091446450600089	0.21879	0.29980719666057526
ARGN	226766988802.5	0.0	226766988802.5	1.0	0.025023122939997228	0.02174	0.01821330106650882	0.06807535737999902	0.05829	0.04954328938539321
