Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_tcynt_e	405065086711.0	0.0	405065086711.0	1.0	0.048794389469997	0.04099	0.036882729568712976	0.06718501255000027	0.05555	0.05179201285918976
EX_so3_e	11537042225.5	0.0	11537042225.5	1.0	0.032026379069999604	0.03325	0.011971651065388994	0.19827828930999258	0.20684	0.06588792467678314
EX_thr__L_e_r	752849303.5	0.0	752849303.5	1.0	0.01428501800999962	0.01472	0.0016072202701035289	0.48046135973000303	0.50922	0.21959286147523913
EX_trp__L_e_r	961579073400.5	1.0	961579073400.5	0.0	0.028203847209998	0.03018	0.011390306784324303	0.0049666279200019075	0.00491	0.00263061755316564
EX_anth_e	958360144255.0	1.0	958360144255.0	0.0	0.027379214369996366	0.02936	0.011390614925065864	0.00449273039000327	0.00443	0.002638260819346167
EX_tyr__L_e_r	616000000.0	0.0	616000000.0	1.0	0.0	0.0	0.0	0.0023829486400024085	0.00218	0.0016014606665159558
EX_cystinex_r	1163248.5	0.0	1163248.5	1.0	0.08450945338000278	0.08767	0.012748708826817813	0.19629046515999876	0.19777	0.004888891714252098
EX_3hydroxybutanoatex_r	965105900037.5	1.0	965105900037.5	0.0	10.218996973060156	9.14921	6.163011059703053	1.5606028040900224	1.30909	0.9931101749691177
EX_gthrd_e_r	978030215749.0	1.0	978030215749.0	0.0	0.9148299993500303	0.739635	0.7293021329607018	0.026724244329995442	0.02045	0.023438358412909432
EX_cmp_e_r	530617068817.0	1.0	530617068817.0	0.0	0.0009148386500008294	0.00088	0.0005827651010325909	0.0008431202900008657	0.0008	0.0005246209337393592
HEX1	901127827604.0	1.0	901127827604.0	0.0	15.316265944039554	11.90777	11.813692935752805	4.3920662346298736	4.3791	0.2771900505842065
G6PP	985416773225.5	1.0	985416773225.5	0.0	12.344795468999514	8.926565	11.808750788161419	0.2011192059299942	0.1432	0.19575368703555857
PGI	538527226018.0	1.0	538527226018.0	0.0	2.3071702210401637	2.38121	0.7723181972881193	2.232419703170081	2.130135	0.9638417144303412
PFK	550387550746.0	1.0	550387550746.0	0.0	2.0668851979300644	1.983995	0.8763759254321477	1.8949385492299804	1.8678	1.0639089842941434
FBP	854498690096.0	1.0	854498690096.0	0.0	0.6913484826700143	0.617355	0.45050302393527153	0.18316863547000575	0.12816	0.19974444285039009
FBA	409137498659.5	0.0	409137498659.5	1.0	1.375536716409983	1.36631	0.7214319759790591	1.7117699226899588	1.70439	1.0348305846129098
TPI	154114277695.0	0.0	154114277695.0	1.0	2.7354794161300773	2.82269	0.6745954856865995	3.526889373290085	3.506005	0.36837522335491985
GAPD	52263499167.5	0.0	52263499167.5	1.0	5.68511343286967	5.86407	1.3313474234270568	7.701013582200239	7.713865	0.4911288702062434
PGK	6520538857.0	0.0	6520538857.0	1.0	3.1258719662300605	3.04405	1.847265894388145	7.492535804869961	7.50875	0.5258973178790042
DPGM	952205510708.5	1.0	952205510708.5	0.0	2.5592414660200276	2.354125	1.7098929990338678	0.20847778443000048	0.14621	0.2045998883904074
DPGase	952205510708.5	1.0	952205510708.5	0.0	2.5592414660200276	2.354125	1.7098929990338678	0.20847778443000048	0.14621	0.2045998883904074
PGM_f	19873408792.0	0.0	19873408792.0	1.0	7.034490039120347	7.13644	1.5075386991914854	21.15784220524962	22.35636	7.041868196871469
ENO_f	41135919566.5	0.0	41135919566.5	1.0	7.162291527340308	7.7186	2.464426107785622	19.679085238239903	19.197725	7.668048152893159
PYK	8143560580.0	0.0	8143560580.0	1.0	4.02961459616007	4.223205	1.7827893207539092	7.627440004449939	7.64009	0.4937584840381721
LDH_L	3317585978.5	0.0	3317585978.5	1.0	5.03380838361007	5.18866	1.1247713809467832	7.33200739569999	7.37402	0.3230024996783662
r0407	368986280519.5	0.0	368986280519.5	1.0	1.3599427052499904	1.29936	0.8141157433726907	1.8151194522900211	1.81579	1.0040738883095717
PRPPS	932679300090.0	1.0	932679300090.0	0.0	0.01128700457999879	0.01137	0.002318255937028277	0.007021684699998978	0.00697	0.0015587746024887908
G6PDH2r	128390624526.0	0.0	128390624526.0	1.0	0.6537508008999801	0.61822	0.4103764712187031	1.9487261930499478	2.056905	0.9407720152590303
PGL	128390624526.0	0.0	128390624526.0	1.0	0.6537508008999801	0.61822	0.4103764712187031	1.9487261930499478	2.056905	0.9407720152590303
GND	128390624526.0	0.0	128390624526.0	1.0	0.6537508008999801	0.61822	0.4103764712187031	1.9487261930499478	2.056905	0.9407720152590303
RPI	130204841234.5	0.0	130204841234.5	1.0	0.22544160457999726	0.21343	0.13679716673891648	0.6542565278900256	0.69041	0.3135923915373557
TKT2_f	289514130230.5	0.0	289514130230.5	1.0	0.4922640416099877	0.48153	0.18685817560944581	0.7095829254500283	0.74304	0.3169036647193226
RPE_f	138515460975.0	0.0	138515460975.0	1.0	0.6970548594199808	0.67677	0.32122486569001624	1.5338718320098934	1.602525	0.6272705823090519
TKT1_f	260345816307.0	0.0	260345816307.0	1.0	0.478809891140017	0.4741	0.1788086201678666	0.7320044919700124	0.7655	0.31666160580012953
TALA_f	208533968785.0	0.0	208533968785.0	1.0	0.7061245442800095	0.602635	0.49893314181043935	1.7454376424899865	1.66371	1.0481993018059326
r0408	368986280519.5	0.0	368986280519.5	1.0	1.3599427052499904	1.29936	0.8141157433726907	1.8151194522900211	1.81579	1.0040738883095717
PDHm	999999963462.5	1.0	999999963462.5	0.0	28.381143964290505	28.402805	4.232621575426748	1.1065530678499762	1.09183	0.3950018943379947
PCm	999495195929.5	1.0	999495195929.5	0.0	84.60051241368075	80.60692499999999	38.07050809464291	2.2369601704999336	1.93529	1.5473594435916105
PEPCK_re	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
CSm	1000000000000.0	1.0	1000000000000.0	0.0	53.6064607517898	52.374085	12.079033719886546	4.686362380540127	4.21002	1.971620438877678
ACONTm_f	44747550390.5	0.0	44747550390.5	1.0	16.35860198185036	15.165495	10.36216515827596	134.73247300557082	142.08513499999998	68.2669353638942
ICDHxm	807283352505.5	1.0	807283352505.5	0.0	16.985647747809974	12.80873	14.932281748716376	4.553388154969999	3.35075	4.2615541228250615
ICDHym_f	758821789381.0	1.0	758821789381.0	0.0	9.580706432739987	9.373664999999999	6.023634463832706	4.150876642350047	3.92653	2.5167167389483676
AKGDm	914799613151.0	1.0	914799613151.0	0.0	8.061102125370004	6.85459	5.983693315099032	1.173494461099956	0.91505	0.9919870477809196
SUCOAS1m_f	254143089118.0	0.0	254143089118.0	1.0	81.21258170756734	86.43799000000001	45.64477666952136	134.15995163629546	140.42516	62.32987097684282
SUCD1m	1000000000000.0	1.0	1000000000000.0	0.0	46.38096307925198	45.930904999999996	6.241553145825948	1.5017064274799874	1.24677	0.9947720031935002
FUMm_f	585025381378.0	1.0	585025381378.0	0.0	230.70426040283598	252.91583	109.8092722328396	196.90383622381023	191.00956	116.33827325214548
MDHm_f	194008404869.0	0.0	194008404869.0	1.0	146.91861725484088	129.11121500000002	102.13159657467423	398.35945279077123	370.48576	249.8976273688886
ME1m	991186558251.0	1.0	991186558251.0	0.0	58.84462565942161	52.99604	39.71640602474214	1.0953476610100088	0.82171	0.97684976453993
ME2m	939177885371.5	1.0	939177885371.5	0.0	11.745299690620667	11.870915	6.697754431169868	1.4497520572699603	1.08586	1.286666386171626
ME2	996548813242.5	1.0	996548813242.5	0.0	24.65494647566102	22.179005	16.394376039631457	0.20150547166000252	0.14398	0.19279617525742646
ACITL	993838835175.0	1.0	993838835175.0	0.0	22.13052599806015	21.61748	8.547439721985715	3.941727100080181	3.776185	1.0515426321891952
FUM_f	712767697630.0	1.0	712767697630.0	0.0	128.16325425429167	118.83928	51.45581436404614	85.86169317556693	81.40639999999999	47.989618321632356
MDH_f	399465923694.5	0.0	399465923694.5	1.0	256.1411454507647	270.24131	132.35102355936286	312.3171313626747	314.820975	156.97476842871217
AKGMALtm_f	79674379846.5	0.0	79674379846.5	1.0	83.18628526664895	84.00135499999999	40.990756349534024	360.5721089804797	389.05310499999996	167.21674768399333
ACONT	994783441747.5	1.0	994783441747.5	0.0	66.03249142494866	66.71012999999999	22.102800565233547	11.270049723679762	10.332615	4.887988879330401
ICDHyr	994783441747.5	1.0	994783441747.5	0.0	66.03249142494866	66.71012999999999	22.102800565233547	11.270049723679762	10.332615	4.887988879330401
PPA	1000000000000.0	1.0	1000000000000.0	0.0	23.44612318659058	22.738455000000002	8.507410348153433	0.6001558941200196	0.57833	0.19834382691984226
Complex1ROS	1000000000000.0	1.0	1000000000000.0	0.0	77.85415494077397	76.93417	15.378475170558339	2.616900531759981	2.5922	0.6147902470952824
FADH2ETC	1000000000000.0	1.0	1000000000000.0	0.0	60.77712920776958	59.378385	11.589474951427771	2.4933325071100727	2.27613	1.0834718111940531
CYOR_u10mi	1000000000000.0	1.0	1000000000000.0	0.0	134.74060332863115	132.99698	18.278935416848658	4.9811231577199875	4.73143	1.3821619715189053
CYOOm2i	1000000000000.0	1.0	1000000000000.0	0.0	67.3703016610393	66.49849	9.139467710368313	2.4905615748599708	2.365715	0.6910809843847143
ATPS4mi	1000000000000.0	1.0	1000000000000.0	0.0	221.29893212625728	218.25433500000003	34.39269484041753	5.233295866600082	5.00382	2.023596618937669
GLUCYS	754822895096.0	1.0	754822895096.0	0.0	0.04534264149999742	0.03826	0.03431826107320723	0.018232193689996484	0.01346	0.016499155372499397
GTHS	754822895096.0	1.0	754822895096.0	0.0	0.04534264149999742	0.03826	0.03431826107320723	0.018232193689996484	0.01346	0.016499155372499397
SPODMm	1000000000000.0	1.0	1000000000000.0	0.0	1.9463538725900034	1.92335	0.38446187742261423	0.06542251000999702	0.064805	0.01536975580247332
GTHPi	241715651611.5	0.0	241715651611.5	1.0	0.04938711590000018	0.04902	0.02609490804477751	0.09114361516000376	0.09161	0.04712617129653204
GTHPm	999977338663.5	1.0	999977338663.5	0.0	1.4140948942199643	1.41514	0.472252556266198	0.05058006002999862	0.04996	0.016548430247415848
GDR	185264856446.5	0.0	185264856446.5	1.0	0.043920457519998735	0.03897	0.030716271397400068	0.11661576279999813	0.11199	0.07007544237596407
GTHOr	290983767371.0	0.0	290983767371.0	1.0	0.039494758519998514	0.03401	0.028900142148114507	0.08436170721999756	0.06912	0.0656173400298548
GDRm	973796244905.0	1.0	973796244905.0	0.0	0.41399275912999245	0.31966	0.35789581938293596	0.014227019249995924	0.01079	0.012397936065088341
GTHOm	982016836542.0	1.0	982016836542.0	0.0	0.520015813540004	0.43618	0.400780450817627	0.013874826079994662	0.01052	0.011925768118340301
r0885	985981737405.0	1.0	985981737405.0	0.0	0.9601726389799982	0.78635	0.730189908911423	0.044956438930000675	0.04041	0.02704964275352674
PYRt2m_f	996156390020.0	1.0	996156390020.0	0.0	166.41150065145192	167.42145	62.076779128882556	21.409519506070147	19.58503	13.539500510361913
HMR_4964	998704248944.5	1.0	998704248944.5	0.0	88.16301741701275	88.488485	27.208802780752816	15.211776821550032	14.08952	5.797121661283184
r2420	999857871415.5	1.0	999857871415.5	0.0	117.98806664822234	119.540325	31.91209310730571	2.835805893540003	2.5223750000000003	1.8292583527552557
ATPtm	1000000000000.0	1.0	1000000000000.0	0.0	136.68870789057817	137.44111	21.18697285320443	2.99052596992001	2.66403	1.7780373785420367
FUMtm_f	696500428648.0	1.0	696500428648.0	0.0	18.14539447084991	16.340305	12.104194258619302	9.675683474029823	10.923115	4.920710626965334
CO2tm_f	579166335570.5	1.0	579166335570.5	0.0	166.79746638329317	166.3867	85.37067531886697	143.0765777772109	134.05469	83.27757908482081
O2tm	1000000000000.0	1.0	1000000000000.0	0.0	69.31665553938963	68.40014	9.440077065831522	2.55598409531991	2.4311	0.7014329120813738
r0801_f	640495568837.5	1.0	640495568837.5	0.0	93.03045662519263	93.84638000000001	52.03842093208695	67.84896153814047	73.752555	37.546241712280164
THD1m	994792775962.0	1.0	994792775962.0	0.0	184.84867949259655	180.002635	88.01641624610144	17.13490635975973	16.59077	6.2788212958552405
H2Otm_f	1000000000000.0	1.0	1000000000000.0	0.0	7.540273229919788	6.610145	5.433303765297347	0.0	0.0	0.0
NH4tm_f	505974687501.0	1.0	505974687501.0	8.407174449863067e-49	97.17756667171824	95.361625	57.427802583491705	95.99600715561301	90.862465	60.2342516952269
HCO3E	993834106089.5	1.0	993834106089.5	0.0	19.36093429129136	18.91197	7.478923581094402	3.446818969070159	3.30196	0.9202222025869221
HCO3Em	999495895887.5	1.0	999495895887.5	0.0	84.6101541715606	80.61605499999999	38.07019422916817	2.242679119150084	1.9411049999999999	1.5472953863656844
GLUN	946457892982.5	1.0	946457892982.5	0.0	14.359501957900113	10.723425	12.706169450650451	0.9084193450700252	0.90255	0.2713205353169531
GLNS	998363734032.0	1.0	998363734032.0	0.0	16.168747079599953	12.73557	12.713346375480123	0.2002379960600012	0.14231	0.19159175408175075
GLUt2m	948109454030.5	1.0	948109454030.5	0.0	1.7091962391700608	1.25761	1.536841989502108	0.09873774045999989	0.0703	0.09580045480899672
GLNtm_1	922194726418.0	1.0	922194726418.0	0.0	1.8102518260100215	1.33733	1.6412592158681847	0.16900461016000223	0.12035	0.16160665778487435
GLUNm	922194726418.0	1.0	922194726418.0	0.0	1.8102518260100215	1.33733	1.6412592158681847	0.16900461016000223	0.12035	0.16160665778487435
GLUPRT	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
PRAGSr	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
GARFT	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
PRFGS	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
PRAIS	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
AIRCr	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
PRASCSi	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
ADSL2r	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
AICART	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
IMPC	607129707369.5	1.0	607129707369.5	0.0	0.004325134450003742	0.00439	0.000722802503846047	0.0040183278900044715	0.00417	0.0007523540609216045
ADSS	607122009235.5	1.0	607122009235.5	0.0	0.0025611763000032753	0.0026	0.00042802032021798314	0.0023795024800030437	0.00247	0.0004455293983236828
ADSL1r	607122009235.5	1.0	607122009235.5	0.0	0.0025611763000032753	0.0026	0.00042802032021798314	0.0023795024800030437	0.00247	0.0004455293983236828
IMPDH2	607133828330.5	1.0	607133828330.5	0.0	0.0017639665400021934	0.00179	0.00029480008254341997	0.0016388237500019366	0.0017	0.0003068449684932693
GMPS	606714247389.5	1.0	606714247389.5	0.0	0.0009528907200010287	0.00096	0.0005371370175791721	0.0007543841800006938	0.00069	0.0004973872762347543
GMPS2	456672618213.0	0.0	456672618213.0	1.0	0.0008110718000007088	0.00075	0.0005356016179154327	0.0008844485700009761	0.00089	0.0005191711968741689
GK1	607133828330.5	1.0	607133828330.5	0.0	0.0017639665400021934	0.00179	0.00029480008254341997	0.0016388237500019366	0.0017	0.0003068449684932693
RNDR2	606748629917.5	1.0	606748629917.5	0.0	0.0003794310500004933	0.00038	6.347424851761267e-05	0.00035255224000038947	0.00037	6.610361745515888e-05
ADK1	1000000000000.0	1.0	1000000000000.0	0.0	23.44399197801937	22.736514999999997	8.50741678535988	0.5981758622400101	0.57634	0.19837204553963955
RNDR1	607096385374.5	1.0	607096385374.5	0.0	0.0005053665900005549	0.00051	8.4507828947023e-05	0.000469495150000708	0.00049	8.793203147030811e-05
CBPS	574271017294.0	1.0	574271017294.0	0.0	0.0020269303900023418	0.00201	0.001120333113292542	0.0017351332800019175	0.0017	0.001033015594634458
ASPCT	574271017294.0	1.0	574271017294.0	0.0	0.0020269303900023418	0.00201	0.001120333113292542	0.0017351332800019175	0.0017	0.001033015594634458
DHORTS	574271017294.0	1.0	574271017294.0	0.0	0.0020269303900023418	0.00201	0.001120333113292542	0.0017351332800019175	0.0017	0.001033015594634458
DHORD9	574271017294.0	1.0	574271017294.0	0.0	0.0020269303900023418	0.00201	0.001120333113292542	0.0017351332800019175	0.0017	0.001033015594634458
ORPT	574271017294.0	1.0	574271017294.0	0.0	0.0020269303900023418	0.00201	0.001120333113292542	0.0017351332800019175	0.0017	0.001033015594634458
OMPDC	574271017294.0	1.0	574271017294.0	0.0	0.0020269303900023418	0.00201	0.001120333113292542	0.0017351332800019175	0.0017	0.001033015594634458
UMPK	548741474421.5	1.0	548741474421.5	0.0	0.0033975454800041784	0.00337	0.0007860231141411899	0.003253167100003941	0.00322	0.0008009444969466508
RNDR4	318472465204.0	0.0	318472465204.0	1.0	0.0004051713100004898	0.00041	0.00010232148905555746	0.0004662549900005913	0.00048	8.735426738787614e-05
TMDS	318472465204.0	0.0	318472465204.0	1.0	0.0004051713100004898	0.00041	0.00010232148905555746	0.0004662549900005913	0.00048	8.735426738787614e-05
URIDK2r	318472465204.0	0.0	318472465204.0	1.0	0.0004051713100004898	0.00041	0.00010232148905555746	0.0004662549900005913	0.00048	8.735426738787614e-05
NDPK2	576008538016.5	1.0	576008538016.5	0.0	0.002992373920003745	0.00296	0.0007313651447796932	0.0027869321500034916	0.00273	0.0007351771116413045
NDPK3_f	840757516695.5	1.0	840757516695.5	0.0	0.0010328556800011897	0.00106	0.0003223440581073846	0.0005669228600006146	0.00059	0.0003188854096652489
CYTK1_r	530617068817.0	1.0	530617068817.0	0.0	0.0009148386500008294	0.00088	0.0005827651010325909	0.0008431202900008657	0.0008	0.0005246209337393592
CTPS1	528968616190.5	1.0	528968616190.5	0.0	0.0009435364700009084	0.00092	0.0005711130462965127	0.0008834324500009737	0.00084	0.0005349653134315967
RNDR3	606748200217.5	1.0	606748200217.5	0.0	0.0003619555400003932	0.00037	6.055291842657302e-05	0.00033631081000040847	0.00035	6.307353926513667e-05
GDHm	990434400497.5	1.0	990434400497.5	0.0	148.0621957454347	141.96899000000002	85.53239685464332	4.002415818870137	2.9064750000000004	3.7239155237553256
GLUDym_f	758697213472.5	1.0	758697213472.5	0.0	226.0740627636552	219.954085	94.22802186938232	134.3498491664072	143.479495	76.04490118751431
ASPTA_f	536420167593.5	1.0	536420167593.5	0.0	157.4939064452054	149.289305	77.23865922995611	146.12477066863968	151.021905	78.27975205510472
ASPTAm	916462680311.0	1.0	916462680311.0	0.0	19.286584903820508	15.081375	16.180532418204425	2.1472311296200273	1.60829	1.857495276252314
ASPGLUm	920948055913.0	1.0	920948055913.0	0.0	19.2693103490212	15.06242	16.180711122490962	2.0148872618699576	1.4769	1.8549764746351873
ASPT	949504787486.0	1.0	949504787486.0	0.0	1.7192116223299254	1.25508	1.6075827846410087	0.09832050547000296	0.07059	0.09414818448182125
CBPSam	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
