Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
EX_urea_e	31000000.0	0.0	31000000.0	1.0	0.0	0.0	0.0	0.06807535737999902	0.05829	0.04954328938539321
EX_pyr_e	999990000000.0	1.0	999990000000.0	0.0	0.22061434041999348	0.20426	0.14462339463382823	0.0	0.0	0.0
PYRt2	999990000000.0	1.0	999990000000.0	0.0	0.22061434041999348	0.20426	0.14462339463382823	0.0	0.0	0.0
EX_gudac_e	449105082289.5	0.0	449105082289.5	1.0	0.047205488669997936	0.0467	0.026007150103422572	0.06188056385999931	0.05002	0.049191629480301105
EX_hdca_e_f	696670715.5	0.0	696670715.5	1.0	2.1594030124900976	2.07593	1.034243532502731	6.949538924259874	7.03926	0.8797183228267974
EX_ptrcIN_e	996891000000.0	1.0	996891000000.0	0.0	0.00027567956000052005	0.00028	0.0001408092320321834	0.0	0.0	0.0
EX_ptrcOUT_e	13318034719.5	0.0	13318034719.5	1.0	0.03629347598999821	0.03304	0.024161675874418923	0.1704473510599993	0.17693	0.0512399199621091
EX_biomassx	247876.5	0.0	247876.5	1.0	0.038334609559993044	0.0389	0.006406276628537286	0.23524151385000938	0.2438	0.03572480083601329
EX_h2o2_e	317910424039.0	0.0	317910424039.0	1.0	0.5322589724499831	0.43089	0.42567549870418614	0.90895534561998	0.815395	0.6152355833612164
EX_gthox_e	419926295185.5	0.0	419926295185.5	1.0	0.48008631872999147	0.39318	0.36509494867290065	0.6344268691399924	0.51148	0.49377582275242926
EX_2obut_e	1791181031.0	0.0	1791181031.0	1.0	0.002497611060002415	0.0021	0.001910784275071528	0.22823949227001078	0.22878	0.11650708731992626
EX_crn_e	1000000000000.0	1.0	1000000000000.0	0.0	19.14771640542024	19.42561	2.475789828638415	0.0	0.0	0.0
EX_val__L_e_r	0.0	0.0	0.0	1.0	0.03555348764999575	0.03649	0.005905154835111537	0.31574090031000157	0.32731	0.06238528420817989
EX_spmd_e	605000000.0	0.0	605000000.0	1.0	0.0	0.0	0.0	0.003237396540003312	0.00278	0.002352928365817923
EX_sprm_e	638411903452.5	1.0	638411903452.5	0.0	0.002467469020003107	0.00263	0.0008608235773711582	0.0019468585600020381	0.00183	0.0012369556066464619
EX_5mthf_e	549660667254.0	1.0	549660667254.0	0.0	0.00017664419000036684	0.00019	5.049095947378611e-05	0.0001714492800007591	0.00018	4.396126158417996e-05
EX_tmlys_e_r	1000000000000.0	1.0	1000000000000.0	0.0	19.14771640542024	19.42561	2.475789828638415	0.0	0.0	0.0
EX_thbpt_e_r	182667446602.0	0.0	182667446602.0	1.0	0.006541715139999317	0.00663	0.0010607328528192427	0.019149853499997285	0.01845	0.01174045905103223
EX_CE2705_e	182667446602.0	0.0	182667446602.0	1.0	0.006541715139999317	0.00663	0.0010607328528192427	0.019149853499997285	0.01845	0.01174045905103223
EX_crtn_e	272845227445.5	0.0	272845227445.5	1.0	0.04066689101000008	0.03713	0.02620176162820298	0.07405818655999984	0.06465	0.045368022230526064
EX_his__L_e_r	321711846978.5	0.0	321711846978.5	1.0	0.06722492515999762	0.06412	0.04186454604377733	0.10268373613999723	0.10452	0.05775307444862289
EX_lys__L_e_r	19049050.5	0.0	19049050.5	1.0	0.03274340863999951	0.03262	0.007370343479223222	0.14323836874000148	0.14832	0.02130599610306939
EX_carn_e_r	999987474277.5	1.0	999987474277.5	0.0	24.63768657499003	24.364134999999997	3.002081828589362	5.212680086249967	5.14187	0.9587688092511899
EX_csn_e_r	720007072405.5	1.0	720007072405.5	0.0	13.854191649239814	11.70978	10.454313794990316	6.2422121512602065	6.029955	3.6494683440422238
EX_cys__L_e	999922500000.0	1.0	999922500000.0	0.0	0.025537802089996144	0.02548	0.016583093418940723	0.0	0.0	0.0
EX_cyan_e_r	127809423556.5	0.0	127809423556.5	1.0	0.08926773256999639	0.08692	0.040827535190419	0.18493825563999536	0.18833	0.06955519945989752
EX_tcyntc	223087567447.5	0.0	223087567447.5	1.0	0.04047333844999714	0.03443	0.02997389135323379	0.10231155476000132	0.09388	0.06835360270513753
EX_tcynt_e	339880594045.5	0.0	339880594045.5	1.0	0.048794389469997	0.04099	0.036882729568712976	0.08262670141999749	0.0701	0.062037695957488
EX_so3_e	110212194533.5	0.0	110212194533.5	1.0	0.032026379069999604	0.03325	0.011971651065388994	0.07192594989999881	0.07661	0.026396151292709943
EX_thr__L_e_r	0.0	0.0	0.0	1.0	0.01428501800999962	0.01472	0.0016072202701035289	0.2999086249400026	0.30136	0.1145756848106968
EX_trp__L_e_r	772243575541.5	1.0	772243575541.5	0.0	0.028203847209998	0.03018	0.011390306784324303	0.01696863889999765	0.01553	0.009372161155187865
EX_anth_e	812205073183.0	1.0	812205073183.0	0.0	0.027379214369996366	0.02936	0.011390614925065864	0.013838518489996175	0.01236	0.009362483944218283
EX_tyr__L_e_r	90000000.0	0.0	90000000.0	1.0	0.0	0.0	0.0	0.01853261792999726	0.01797	0.011659937688826937
EX_cystinex_r	1421534886.0	0.0	1421534886.0	1.0	0.08450945338000278	0.08767	0.012748708826817813	0.17561273926999788	0.18045	0.020831129747641813
EX_3hydroxybutanoatex_r	90656665.5	0.0	90656665.5	1.0	10.218996973060156	9.14921	6.163011059703053	50.547230063510554	51.23193	6.834060446177377
EX_gthrd_e_r	422686758157.5	0.0	422686758157.5	1.0	0.9148299993500303	0.739635	0.7293021329607018	1.2162040593199361	0.96923	0.9860654337289774
EX_cmp_e_r	61143519381.0	0.0	61143519381.0	1.0	0.0009148386500008294	0.00088	0.0005827651010325909	0.005244362749999966	0.00494	0.0030103510929336275
HEX1	687686528755.0	1.0	687686528755.0	0.0	15.316265944039554	11.90777	11.813692935752805	8.904998777659975	7.11801	6.180235852212309
G6PP	662182615858.0	1.0	662182615858.0	0.0	12.344795468999514	8.926565	11.808750788161419	6.464436362259985	4.653905	6.152687239546
PGI	944926986155.0	1.0	944926986155.0	0.0	2.3071702210401637	2.38121	0.7723181972881193	0.6804438342600109	0.53068	0.5549465926419563
PFK	152078851141.5	0.0	152078851141.5	1.0	2.0668851979300644	1.983995	0.8763759254321477	7.433412962719912	5.652365	6.119509419225339
FBP	94727338623.5	0.0	94727338623.5	1.0	0.6913484826700143	0.617355	0.45050302393527153	6.4879989798500075	4.678965	6.101735316210946
FBA	671658277133.0	1.0	671658277133.0	0.0	1.375536716409983	1.36631	0.7214319759790591	0.9454139877100243	0.92969	0.5635640238396874
TPI	883229477879.5	1.0	883229477879.5	0.0	2.7354794161300773	2.82269	0.6745954856865995	1.780910675630024	1.81215	0.34242056185661757
GAPD	843203098310.0	1.0	843203098310.0	0.0	5.68511343286967	5.86407	1.3313474234270568	4.112054771660153	4.26754	0.7279540608188273
PGK	614981703158.5	1.0	614981703158.5	0.0	3.1258719662300605	3.04405	1.847265894388145	2.363192815140018	2.37726	1.2386875840250338
DPGM	632549389604.5	1.0	632549389604.5	0.0	2.5592414660200276	2.354125	1.7098929990338678	1.7488619567400105	1.598405	1.1806892841462153
DPGase	632549389604.5	1.0	632549389604.5	0.0	2.5592414660200276	2.354125	1.7098929990338678	1.7488619567400105	1.598405	1.1806892841462153
PGM_f	639081510005.5	1.0	639081510005.5	0.0	7.034490039120347	7.13644	1.5075386991914854	6.237649448730051	6.06406	1.6308177353089477
ENO_f	740883672163.5	1.0	740883672163.5	0.0	7.162291527340308	7.7186	2.464426107785622	5.560721372670038	5.63444	1.0338300871500994
PYK	614597003593.5	1.0	614597003593.5	0.0	4.02961459616007	4.223205	1.7827893207539092	3.5373822915200797	3.65099	0.7800409639028455
LDH_L	759828225851.0	1.0	759828225851.0	0.0	5.03380838361007	5.18866	1.1247713809467832	4.125009051619845	4.29911	0.70423992556512
r0407	685844439109.5	1.0	685844439109.5	0.0	1.3599427052499904	1.29936	0.8141157433726907	0.8354966915699932	0.7905	0.514625548789568
PRPPS	40425240.0	0.0	40425240.0	1.0	0.01128700457999879	0.01137	0.002318255937028277	0.04468126758999842	0.0442	0.009476983642285948
G6PDH2r	109503861015.0	0.0	109503861015.0	1.0	0.6537508008999801	0.61822	0.4103764712187031	1.6953815247199662	1.78505	0.6733301738628106
PGL	109503861015.0	0.0	109503861015.0	1.0	0.6537508008999801	0.61822	0.4103764712187031	1.6953815247199662	1.78505	0.6733301738628106
GND	109503861015.0	0.0	109503861015.0	1.0	0.6537508008999801	0.61822	0.4103764712187031	1.6953815247199662	1.78505	0.6733301738628106
RPI	96062278377.0	0.0	96062278377.0	1.0	0.22544160457999726	0.21343	0.13679716673891648	0.5949146891200063	0.62522	0.2247997499840618
TKT2_f	325331660391.5	0.0	325331660391.5	1.0	0.4922640416099877	0.48153	0.18685817560944581	0.621398360790013	0.6502	0.23143112267277546
RPE_f	140819798958.5	0.0	140819798958.5	1.0	0.6970548594199808	0.67677	0.32122486569001624	1.3263019523100443	1.383115	0.4575404012242323
TKT1_f	315254098956.5	0.0	315254098956.5	1.0	0.478809891140017	0.4741	0.1788086201678666	0.6117949309900008	0.64084	0.22496659996890836
TALA_f	112112059807.0	0.0	112112059807.0	1.0	0.7061245442800095	0.602635	0.49893314181043935	1.773164124400031	1.8799	0.6561465234676725
r0408	685844439109.5	1.0	685844439109.5	0.0	1.3599427052499904	1.29936	0.8141157433726907	0.8354966915699932	0.7905	0.514625548789568
PDHm	999999096019.0	1.0	999999096019.0	0.0	28.381143964290505	28.402805	4.232621575426748	1.8874048204500462	1.83762	0.6812357268652778
PCm	238351629861.0	0.0	238351629861.0	1.0	84.60051241368075	80.60692499999999	38.07050809464291	115.30144817830067	116.993065	24.338946983027068
PEPCK_re	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
CSm	6130317494.5	0.0	6130317494.5	1.0	53.6064607517898	52.374085	12.079033719886546	103.95942274092504	105.388835	13.719051335122188
ACONTm_f	327643572008.0	0.0	327643572008.0	1.0	16.35860198185036	15.165495	10.36216515827596	24.471643129328868	24.2856	13.590899156199708
ICDHxm	392450796398.5	0.0	392450796398.5	1.0	16.985647747809974	12.80873	14.932281748716376	26.027709914291595	19.10423	24.16151008358098
ICDHym_f	140193776036.0	0.0	140193776036.0	1.0	9.580706432739987	9.373664999999999	6.023634463832706	45.690439996329914	40.617385	32.144111026950384
AKGDm	60615250.0	0.0	60615250.0	1.0	8.061102125370004	6.85459	5.983693315099032	49.983523546328215	50.6551	6.823085652569143
SUCOAS1m_f	554071615769.5	1.0	554071615769.5	0.0	81.21258170756734	86.43799000000001	45.64477666952136	73.24147844463157	68.44551	45.90209488003211
SUCD1m	323247556207.0	0.0	323247556207.0	1.0	46.38096307925198	45.930904999999996	6.241553145825948	50.23098215801845	50.905215	6.819361165040747
FUMm_f	777881447910.5	1.0	777881447910.5	0.0	230.70426040283598	252.91583	109.8092722328396	130.10950999127533	138.75574	49.64851839429891
MDHm_f	150784713153.5	0.0	150784713153.5	1.0	146.91861725484088	129.11121500000002	102.13159657467423	469.329734194529	458.20359	270.9703945254821
ME1m	946292221573.0	1.0	946292221573.0	0.0	58.84462565942161	52.99604	39.71640602474214	6.277649186119955	4.557425	5.898199057399236
ME2m	706254304338.0	1.0	706254304338.0	0.0	11.745299690620667	11.870915	6.697754431169868	7.181041189790126	4.99101	7.025920886816959
ME2	4488141042.0	0.0	4488141042.0	1.0	24.65494647566102	22.179005	16.394376039631457	104.17334488935958	106.27701	22.632949935057656
ACITL	1715564589.5	0.0	1715564589.5	1.0	22.13052599806015	21.61748	8.547439721985715	57.118194985259905	57.88771	7.064194092173401
FUM_f	343163714137.5	0.0	343163714137.5	1.0	128.16325425429167	118.83928	51.45581436404614	150.40244909171588	149.28908	35.28072192488904
MDH_f	633539290358.0	1.0	633539290358.0	0.0	256.1411454507647	270.24131	132.35102355936286	197.9797711850613	200.58035	107.92032407706199
AKGMALtm_f	74636187241.0	0.0	74636187241.0	1.0	83.18628526664895	84.00135499999999	40.990756349534024	277.94210839823495	266.12429	133.8051106074734
ACONT	660768807295.5	1.0	660768807295.5	0.0	66.03249142494866	66.71012999999999	22.102800565233547	56.14613722406807	58.28052	6.97712581357764
ICDHyr	660768807295.5	1.0	660768807295.5	0.0	66.03249142494866	66.71012999999999	22.102800565233547	56.14613722406807	58.28052	6.97712581357764
PPA	882221989576.5	1.0	882221989576.5	0.0	23.44612318659058	22.738455000000002	8.507410348153433	12.032497197910239	11.380984999999999	4.893498559004314
Complex1ROS	132277716693.5	0.0	132277716693.5	1.0	77.85415494077397	76.93417	15.378475170558339	100.67053826433833	102.219165	13.123574536496017
FADH2ETC	662065779373.5	1.0	662065779373.5	0.0	60.77712920776958	59.378385	11.589474951427771	54.26166712430957	54.775774999999996	7.48117210153061
CYOR_u10mi	269890771090.5	0.0	269890771090.5	1.0	134.74060332863115	132.99698	18.278935416848658	149.90968726698713	151.98029	18.99592675977248
CYOOm2i	269890771208.0	0.0	269890771208.0	1.0	67.3703016610393	66.49849	9.139467710368313	74.95484363201076	75.990145	9.4979633767737
ATPS4mi	130717613150.0	0.0	130717613150.0	1.0	221.29893212625728	218.25433500000003	34.39269484041753	280.01212615850693	284.32306500000004	37.61476953445164
GLUCYS	465447723949.5	0.0	465447723949.5	1.0	0.04534264149999742	0.03826	0.03431826107320723	0.052649692079999824	0.04194	0.043060066767871545
GTHS	465447723949.5	0.0	465447723949.5	1.0	0.04534264149999742	0.03826	0.03431826107320723	0.052649692079999824	0.04194	0.043060066767871545
SPODMm	132277715890.5	0.0	132277715890.5	1.0	1.9463538725900034	1.92335	0.38446187742261423	2.5167634565399792	2.55548	0.3280893637613327
GTHPi	735596567814.0	1.0	735596567814.0	0.0	0.04938711590000018	0.04902	0.02609490804477751	0.02838249336999781	0.02852	0.015848381708560275
GTHPm	397381492951.5	0.0	397381492951.5	1.0	1.4140948942199643	1.41514	0.472252556266198	1.6078081000400637	1.6447	0.6038132234582275
GDR	518894538732.0	1.0	518894538732.0	0.0	0.043920457519998735	0.03897	0.030716271397400068	0.04325929970999897	0.03538	0.033781074391619696
GTHOr	387579761689.5	0.0	387579761689.5	1.0	0.039494758519998514	0.03401	0.028900142148114507	0.05570777353999591	0.04892	0.04022552428092391
GDRm	490003090108.5	1.0080372991872883e-132	490003090108.5	1.0	0.41399275912999245	0.31966	0.35789581938293596	0.43725654441001865	0.330365	0.3861564822872822
GTHOm	532477251832.5	1.0	532477251832.5	0.0	0.520015813540004	0.43618	0.400780450817627	0.5361246755499981	0.35991	0.5256584712952571
r0885	419926286143.0	0.0	419926286143.0	1.0	0.9601726389799982	0.78635	0.730189908911423	1.2688537570399385	1.0229650000000001	0.9875516454013663
PYRt2m_f	568645355915.0	1.0	568645355915.0	0.0	166.41150065145192	167.42145	62.076779128882556	153.98166598785585	153.911245	35.73143310462163
HMR_4964	205780872240.5	0.0	205780872240.5	1.0	88.16301741701275	88.488485	27.208802780752816	113.26433221189863	114.65875	10.368276854382552
r2420	920793420966.5	1.0	920793420966.5	0.0	117.98806664822234	119.540325	31.91209310730571	62.93203143105942	63.006675	20.512941649737428
ATPtm	167960384308.0	0.0	167960384308.0	1.0	136.68870789057817	137.44111	21.18697285320443	164.6010853258542	165.67229	19.72254218857377
FUMtm_f	307014412801.5	0.0	307014412801.5	1.0	18.14539447084991	16.340305	12.104194258619302	32.81393275852009	30.096975	21.916989905421122
CO2tm_f	432730196407.5	0.0	432730196407.5	1.0	166.79746638329317	166.3867	85.37067531886697	188.0144509859345	184.39765	77.5200044073832
O2tm	262751843367.5	0.0	262751843367.5	1.0	69.31665553938963	68.40014	9.440077065831522	77.47160709107919	78.546295	9.81710441918834
r0801_f	429539742158.0	0.0	429539742158.0	1.0	93.03045662519263	93.84638000000001	52.03842093208695	106.5379079231177	107.001535	56.1944193309314
THD1m	919398446473.0	1.0	919398446473.0	0.0	184.84867949259655	180.002635	88.01641624610144	54.649886437329556	47.408645	37.021942421983454
H2Otm_f	173698494245.0	0.0	173698494245.0	1.0	7.540273229919788	6.610145	5.433303765297347	26.77506281549053	23.86192	18.275391041148353
NH4tm_f	434793217655.0	0.0	434793217655.0	1.0	97.17756667171824	95.361625	57.427802583491705	110.21375179474047	117.804975	57.56159288946446
HCO3E	1728023257.5	0.0	1728023257.5	1.0	19.36093429129136	18.91197	7.478923581094402	49.95255171778052	50.626535000000004	6.181472100845086
HCO3Em	237735011667.5	0.0	237735011667.5	1.0	84.6101541715606	80.61605499999999	38.07019422916817	115.41098077515288	117.10487	24.341342340690353
GLUN	707639097296.5	1.0	707639097296.5	0.0	14.359501957900113	10.723425	12.706169450650451	6.41202475798014	4.470695	6.178228791663542
GLNS	717994825568.0	1.0	717994825568.0	0.0	16.168747079599953	12.73557	12.713346375480123	7.8852232135198665	6.14381	6.392084619979822
GLUt2m	839153778898.5	1.0	839153778898.5	0.0	1.7091962391700608	1.25761	1.536841989502108	0.344259940370013	0.24267	0.3254945659215929
GLNtm_1	861124837308.0	1.0	861124837308.0	0.0	1.8102518260100215	1.33733	1.6412592158681847	0.31787201320998604	0.23183	0.29526354208804545
GLUNm	861124837308.0	1.0	861124837308.0	0.0	1.8102518260100215	1.33733	1.6412592158681847	0.31787201320998604	0.23183	0.29526354208804545
GLUPRT	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
PRAGSr	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
GARFT	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
PRFGS	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
PRAIS	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
AIRCr	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
PRASCSi	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
ADSL2r	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
AICART	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
IMPC	244657.5	0.0	244657.5	1.0	0.004325134450003742	0.00439	0.000722802503846047	0.02654136196001394	0.02751	0.004030690611834756
ADSS	247555.5	0.0	247555.5	1.0	0.0025611763000032753	0.0026	0.00042802032021798314	0.015716718709999355	0.01629	0.0023868128791994414
ADSL1r	247555.5	0.0	247555.5	1.0	0.0025611763000032753	0.0026	0.00042802032021798314	0.015716718709999355	0.01629	0.0023868128791994414
IMPDH2	248246.5	0.0	248246.5	1.0	0.0017639665400021934	0.00179	0.00029480008254341997	0.010824638589997609	0.01122	0.0016438811046809048
GMPS	101396054287.0	0.0	101396054287.0	1.0	0.0009528907200010287	0.00096	0.0005371370175791721	0.0052121474000007256	0.00485	0.0033490222683092404
GMPS2	73198675150.0	0.0	73198675150.0	1.0	0.0008110718000007088	0.00075	0.0005356016179154327	0.005612491019998517	0.00552	0.0033226570336806487
GK1	248246.5	0.0	248246.5	1.0	0.0017639665400021934	0.00179	0.00029480008254341997	0.010824638589997609	0.01122	0.0016438811046809048
RNDR2	295946.0	0.0	295946.0	1.0	0.0003794310500004933	0.00038	6.347424851761267e-05	0.002328415100002809	0.00241	0.0003536056454992576
ADK1	882466960562.5	1.0	882466960562.5	0.0	23.44399197801937	22.736514999999997	8.50741678535988	12.019418945389376	11.36779	4.893517396453425
RNDR1	254459.5	0.0	254459.5	1.0	0.0005053665900005549	0.00051	8.4507828947023e-05	0.003101180860003849	0.00321	0.0004709636512270186
CBPS	106411050417.5	0.0	106411050417.5	1.0	0.0020269303900023418	0.00201	0.001120333113292542	0.01100879618999695	0.01059	0.007071088713036155
ASPCT	106411050417.5	0.0	106411050417.5	1.0	0.0020269303900023418	0.00201	0.001120333113292542	0.01100879618999695	0.01059	0.007071088713036155
DHORTS	106411050417.5	0.0	106411050417.5	1.0	0.0020269303900023418	0.00201	0.001120333113292542	0.01100879618999695	0.01059	0.007071088713036155
DHORD9	106411050417.5	0.0	106411050417.5	1.0	0.0020269303900023418	0.00201	0.001120333113292542	0.01100879618999695	0.01059	0.007071088713036155
ORPT	106411050417.5	0.0	106411050417.5	1.0	0.0020269303900023418	0.00201	0.001120333113292542	0.01100879618999695	0.01059	0.007071088713036155
OMPDC	106411050417.5	0.0	106411050417.5	1.0	0.0020269303900023418	0.00201	0.001120333113292542	0.01100879618999695	0.01059	0.007071088713036155
UMPK	4107219.5	0.0	4107219.5	1.0	0.0033975454800041784	0.00337	0.0007860231141411899	0.02181195118000719	0.02198	0.004433555571312976
RNDR4	24983.5	0.0	24983.5	1.0	0.0004051713100004898	0.00041	0.00010232148905555746	0.003079553750004218	0.00319	0.00046768132899089714
TMDS	24983.5	0.0	24983.5	1.0	0.0004051713100004898	0.00041	0.00010232148905555746	0.003079553750004218	0.00319	0.00046768132899089714
URIDK2r	24983.5	0.0	24983.5	1.0	0.0004051713100004898	0.00041	0.00010232148905555746	0.003079553750004218	0.00319	0.00046768132899089714
NDPK2	7127197.5	0.0	7127197.5	1.0	0.002992373920003745	0.00296	0.0007313651447796932	0.01873239657000361	0.01883	0.0040923954241559495
NDPK3_f	386005353990.5	0.0	386005353990.5	1.0	0.0010328556800011897	0.00106	0.0003223440581073846	0.0013387162700012603	0.00134	0.0007741742117144824
CYTK1_r	61143519381.0	0.0	61143519381.0	1.0	0.0009148386500008294	0.00088	0.0005827651010325909	0.005244362749999966	0.00494	0.0030103510929336275
CTPS1	45805030699.5	0.0	45805030699.5	1.0	0.0009435364700009084	0.00092	0.0005711130462965127	0.006159676129999003	0.00624	0.003067723924660071
RNDR3	254681.5	0.0	254681.5	1.0	0.0003619555400003932	0.00037	6.055291842657302e-05	0.002221155030002292	0.0023	0.000337333954709074
GDHm	923560242592.5	1.0	923560242592.5	0.0	148.0621957454347	141.96899000000002	85.53239685464332	26.765021962481722	19.24113	26.21146022355114
GLUDym_f	804019626961.5	1.0	804019626961.5	0.0	226.0740627636552	219.954085	94.22802186938232	128.69586797020077	133.980005	54.4899714228599
ASPTA_f	617187149255.5	1.0	617187149255.5	0.0	157.4939064452054	149.289305	77.23865922995611	124.33744557023758	118.77327	74.46245594100299
ASPTAm	847291978773.0	1.0	847291978773.0	0.0	19.286584903820508	15.081375	16.180532418204425	4.130908393659995	2.97145	3.9014874622335944
ASPGLUm	847894314563.0	1.0	847894314563.0	0.0	19.2693103490212	15.06242	16.180711122490962	4.097253126210114	2.938465	3.90138397795162
ASPT	840303133246.5	1.0	840303133246.5	0.0	1.7192116223299254	1.25508	1.6075827846410087	0.34520523404000153	0.2472	0.3250222348018614
CBPSam	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	827288654950.0	1.0	827288654950.0	0.0	1.3729213658800563	1.0119799999999999	1.255578226376931	0.3091446450600089	0.21879	0.29980719666057526
ARGSL	827288654950.0	1.0	827288654950.0	0.0	1.3729213658800563	1.0119799999999999	1.255578226376931	0.3091446450600089	0.21879	0.29980719666057526
ARGN	31000000.0	0.0	31000000.0	1.0	0.0	0.0	0.0	0.06807535737999902	0.05829	0.04954328938539321
