HGNC	Cellule361_Rep1	Cellule361_Rep2	Cellule361_Rep3	MDA-MB-231_Rep1	MDA-MB-231_Rep2	MDA-MB-231_Rep3	MCF-7_Rep1	MCF-7_Rep2	MCF-7_Rep3	SK-BR-3_Rep1	SK-BR-3_Rep2	SK-BR-3_Rep3	MCF102A_Rep1	MCF102A_Rep2	MCF102A_Rep3
HGNC:19979	31.50985482	35.72011381	31.67318681	18.96237552	23.01847661	22.51917726	16.24305429	30.53448319	22.21019646	30.79531786	21.90185375	33.63203942	24.23861443	27.25039482	32.12909258
HGNC:19980	7.850018094	6.527118097	8.610809777	42.9892318	48.78132484	54.06718359	78.29882437	55.801549	48.68951779	15.84207415	11.3737326	20.73442571	28.20621768	7.883841086	11.42820335
HGNC:19987	1.93132092	1.337791161	1.991813178	0.487780408	0.491468561	0.348514673	0.848943355	0.222356486	0.353212488	0.0	0.0	0.022340243	0.013948553	0.0	0.061370496
HGNC:20	96.86002589	100.9510945	102.9720731	65.78390754	64.12591236	59.77328716	173.8703816	134.1912632	136.6047802	24.33310448	24.28753123	27.38916168	56.90717142	43.82600457	43.52524963
HGNC:20059	4.940777672	3.842700885	4.961509476	24.4585361	24.6666097	28.44772321	7.33569406	5.868904622	4.461144251	4.998788035	5.762083478	6.645527653	10.13621136	6.212631169	9.871367356
HGNC:20060	2.589864479	2.23450006	2.680869549	1.584753752	1.415231324	1.612830103	2.420558785	1.979224714	2.153590518	2.119509263	2.318256987	2.445608192	4.926689066	4.292994898	3.186115336
HGNC:20061	7.394917208	6.91501505	7.013042066	7.013537992	6.483842894	4.996364961	3.041361328	2.998692003	2.546280184	3.736869141	5.606613651	4.71568311	6.610931748	9.548946519	7.165386932
HGNC:20062	7.401335428	6.133723476	8.510029014	9.793476638	8.890032521	7.974107174	11.78847951	10.39220687	11.30594008	29.45919264	35.26470574	31.75629116	11.00262145	11.8648327	10.29025009
HGNC:20063	0.292208435	0.336264109	0.561261559	2.181017167	2.07178189	2.534062472	1.680017534	0.468160482	0.868562618	0.32622267	0.282941381	0.32314992	0.314753028	0.13557905	0.110330862
HGNC:20064	0.0	0.053631999	0.025303661	0.036238816	0.034339439	0.102274604	0.010738348	0.036251338	0.0	0.052525981	0.056946432	0.109265581	0.051166523	0.025468268	0.025728137
HGNC:20065	4.088281892	3.611939119	4.512103008	1.691046662	1.767119604	1.625994401	3.026780079	2.561009064	3.099791587	1.723519162	1.488726416	1.757384042	1.07340256	0.808283162	1.141758873
HGNC:20066	1.208849255	0.875519214	1.575536448	6.00407611	5.824519726	5.925386694	3.758863682	1.744670398	1.815087901	0.683251108	0.978775303	0.757135151	2.099534139	1.306310611	1.673341239
HGNC:20067	8.420726656	6.8554997	7.983876981	6.798692964	7.29517024	8.578797948	14.06364535	12.10520428	10.5560527	5.339708217	4.263219662	7.150164816	5.612576323	2.503333284	4.122414921
HGNC:20068	3.900971282	2.954847124	3.641193535	3.42811903	3.512972871	3.599663739	6.326578153	5.667101037	5.688249243	3.277500134	4.611427611	4.531812776	3.487502694	2.464180848	3.107691666
HGNC:20069	8.66884555	7.242172035	7.733472783	10.04219944	9.463286036	10.45625198	4.673198328	3.866565212	3.811477123	2.362263371	3.047122856	2.48001525	7.203008256	11.03961427	8.769170989
HGNC:20070	0.396433413	0.279747047	0.406954045	0.039379871	0.08955807	0.029637177	0.084017597	0.021009855	0.278911955	0.114157502	0.039604705	0.15198252	0.035584935	0.0	0.0
HGNC:20072	2.6639604	2.340837411	2.766226579	0.30159336	0.366935129	0.224176088	0.909133038	0.928682241	0.851992039	2.471737851	2.742943596	2.496783709	2.384633905	2.674318108	3.002959167
HGNC:20074	60.5980224	47.15330626	54.84917505	17.4817762	13.99238823	13.4906614	28.81995882	31.10523364	29.32240746	22.79204116	31.45943673	26.6708429	29.46921443	61.26791426	45.89058622
HGNC:20075	3.633754115	2.921223197	3.529633098	4.809645945	4.281210407	4.482560428	4.905220584	3.877447987	3.190344451	1.979337028	2.164826044	2.718916652	2.400004987	1.034546682	1.33431366
HGNC:20076	5.951082101	5.812476552	7.080743386	8.957024117	8.797017177	10.10380195	5.519890712	4.89400973	5.323023823	6.267628554	5.746516911	5.849719784	3.735254033	3.618108214	3.84559051
HGNC:20078	0.88823152	0.781583177	0.993116637	1.371288237	1.398932785	1.253337623	1.14522781	0.816453575	0.89913464	0.239207842	0.241420991	0.238850338	0.352490802	0.210881248	0.238596963
HGNC:20080	2.092637793	1.421576182	1.755893545	1.87009811	1.960029061	2.096929164	1.519716233	1.497540264	1.138497207	1.160216616	1.068622255	1.089281236	1.756292665	1.259523856	1.99154438
HGNC:20091	0.105224472	0.14630524	0.108990066	0.061785976	0.041086036	0.057105198	8.256181711	7.781217034	7.458781728	0.028280543	0.020440373	0.039219828	0.022038877	0.027424769	0.0138523
HGNC:20093	9.75203639	8.614166757	9.224613148	0.423958517	0.276464635	0.360240269	7.326955755	8.190243032	8.084271651	1.248827327	1.564536024	1.286546972	9.052346839	19.01136809	17.94312061
HGNC:20113	14.69598546	13.0157968	17.37005471	0.01952641	0.0	0.0	2.36072842	2.239801967	2.234041197	2.349095424	1.595578789	2.826005566	0.110279375	0.109783682	0.055451937
HGNC:20116	47.22067396	42.66983502	48.58288761	4.756090461	4.998933526	3.985704638	29.40159933	32.83930111	32.16652149	30.3677902	45.92533419	41.14194476	2.871347167	2.564528536	1.688318772
HGNC:20123	0.063415723	0.087709831	0.088674934	0.0	0.0	0.0	0.112895398	0.268196214	0.201803084	0.030678946	0.066521613	0.0	0.01195397	0.0	0.0
HGNC:2014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HGNC:20151	0.0	0.011532105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HGNC:20157	7.673817333	6.711347859	8.970715188	30.44956819	29.5163472	32.77910829	23.14493678	14.91354841	15.69764985	6.256904397	6.453762207	7.864375216	10.85725387	8.834942814	10.43972815
HGNC:20194	6.899242077	7.547977347	6.698109447	2.917442929	2.768323858	3.072115612	7.776957488	9.56803559	10.31846161	7.796044018	8.210649239	6.088796635	4.963397749	5.332594814	4.44939474
HGNC:20197	10.17703231	9.886560072	10.17887582	38.8504072	39.16113519	36.03798969	41.56141764	30.95892352	36.91573355	19.33458071	21.08405211	23.81205118	28.77581482	14.62163618	13.76601163
HGNC:20207	0.908461553	0.753099262	0.844871179	1.379769138	1.534801649	1.520722128	1.261287489	0.931327104	1.139956176	0.894232588	0.676387598	0.790224608	0.448374185	0.238640621	0.319170542
HGNC:20233	4.083745541	3.516494668	3.665426313	2.302397375	2.763514948	2.281490502	4.175372009	3.992201106	5.205684788	3.77102054	2.547096844	2.332539145	1.716430075	1.229756951	0.882690352
HGNC:20244	0.585973034	0.372147752	0.373920143	0.023283146	0.0	0.014602357	0.04139581	0.0	0.047568824	0.337475176	0.30733602	0.224647205	2.445831347	2.372657626	3.537445614
HGNC:20254	14.06416803	11.62052227	15.28477024	7.2995629	6.785450723	5.313493412	10.78739609	9.118397421	8.472357449	4.243195978	7.91597481	6.846199133	6.157469235	5.500329841	5.683147564
HGNC:20263	2.134905395	1.790904533	2.365515236	2.456459728	2.50342331	2.916562789	2.281871992	2.117578855	1.617559248	1.956910766	1.823003856	2.510329357	2.026286698	1.678053772	2.032436168
HGNC:20266	5.123261359	5.150446762	6.162507773	3.898843879	4.537932313	6.093382702	6.426655661	7.29874988	6.941055292	12.00185709	7.730311098	10.19827652	5.600461841	4.308337603	4.530306412
HGNC:20274	6.015851833	3.933000733	6.803851687	1.771669806	1.585544351	2.31484994	2.362429023	1.378441548	1.91035747	1.71195245	1.763224644	1.958680485	1.417497697	4.669167605	2.096360036
HGNC:20286	7.926253113	8.306712295	7.748790652	7.902303008	7.829239023	8.286539536	5.897096304	6.606154353	5.680882667	5.592013708	6.844444018	5.138113537	11.23949119	12.36356169	12.43683723
HGNC:20289	0.0	0.0	0.0	0.394594164	0.498549848	0.494950708	0.623609693	0.175435783	0.179150861	0.0	0.0	0.0	0.297140122	0.0	0.0
HGNC:20302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HGNC:20305	6.083400927	4.717475422	4.878273542	0.818725041	0.758573088	0.479243407	4.269865679	4.877647308	5.5756766	0.712015581	3.636680839	1.974865135	7.151657415	15.11361826	10.3077242
HGNC:20324	4.184252592	3.813146962	4.617027682	6.598057926	9.236563694	9.974258612	9.627941701	8.135189597	6.793485853	9.232999866	7.864699935	10.14043342	6.519166225	4.426727765	5.544342234
HGNC:20344	29.95090811	26.20758115	28.02018216	37.87291989	38.30568165	42.63276684	59.09198536	51.86706674	57.34192214	23.86628101	16.26544582	24.99148457	13.92092084	6.844867669	10.30109319
HGNC:20371	18.20205382	19.15946896	21.59196923	3.753526227	4.177073139	2.494386727	3.682951363	5.83531026	5.857308634	22.59072773	33.21836679	21.58561254	6.06482337	14.15053756	7.412183056
HGNC:20372	473.1287571	613.3469004	536.5371806	108.9199865	105.6425462	107.4143862	373.7326641	462.9094763	466.6836907	488.8204286	418.2814889	477.9938593	350.1777813	333.1048621	316.4200839
HGNC:20422	7.622379862	7.105571218	6.967507526	6.098866	6.219528047	6.90748328	8.249457002	7.850944488	7.598363419	8.074801356	5.8244251	6.876564535	6.532893707	5.564882849	6.440353935
HGNC:20449	0.154255994	0.101595409	0.209706322	0.0	0.0	0.0	0.050854288	0.014306484	0.029218884	0.0	0.02696849	0.012936402	0.024231261	0.015076465	0.0152303
HGNC:20454	4.44534173	4.083284312	4.264387894	32.59307924	31.42094998	33.70631739	21.9082283	13.3567891	14.65496347	11.23438733	12.939144	13.09586226	19.07208493	15.30017689	16.3107264
HGNC:20455	7.341069264	6.704851606	6.593627466	1.300138311	1.413104339	1.248997878	3.076480066	2.920617682	3.454903483	2.989162759	3.74944973	3.355221032	1.37794029	1.800914914	1.263117178
HGNC:20456	52.68307972	51.3286168	60.4043952	53.62346814	50.14004192	40.66477242	88.49124962	54.6628087	59.60577248	17.23791667	24.58118208	24.82456771	45.28798535	31.62810155	24.77941579
HGNC:20457	0.600709851	0.444470743	0.571115764	0.0	0.0	0.0	1.019195497	0.758068139	0.699851276	0.170230893	0.435027413	0.207411772	0.014213575	0.011791406	0.032757232
HGNC:20460	0.0	0.034068364	0.0	0.0	0.109066279	0.072185937	0.0	0.0	0.0	0.291950702	3.400334705	0.208224551	0.487533506	0.808903499	0.286005039
HGNC:20461	0.096653645	0.109809363	0.099486818	1.69901567	1.903767262	2.159786054	0.425387805	0.326295042	0.302081238	0.116896561	0.168979031	0.176703919	0.815316994	0.190821406	0.190859879
HGNC:20476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HGNC:20485	4.170810971	3.089445743	3.610582052	7.52596346	8.174058413	8.768155573	4.717362172	3.12118597	3.065006886	2.025541612	1.508519723	1.887535716	1.757637695	0.853838163	0.820060246
HGNC:20499	2.938580869	2.883106085	3.029335105	6.583690954	7.027780354	7.342307881	7.84858281	5.561482303	6.403531155	1.688317388	1.660625413	1.761125519	2.941249732	1.672820547	1.839702285
HGNC:20567	20.33995563	17.80466036	20.7991248	18.41521007	17.0306338	20.45576562	14.95067838	11.81906582	13.52396192	10.24996202	10.23263802	10.40870165	15.19300966	10.54835542	7.828051968
HGNC:20581	0.403450955	0.518152259	0.634668876	12.08560847	10.86733131	8.973137002	1.296823572	1.391952908	3.003342555	0.024397439	0.402050106	0.081203256	11.61681799	10.81224017	10.18164638
HGNC:20582	2.249245926	2.256007727	1.980722001	4.942743407	5.249342377	4.834065635	3.871749764	3.267637397	4.234461633	2.761854431	1.909138078	3.231171059	1.553538792	1.369346295	1.362975682
HGNC:20583	0.074611282	0.036855118	0.060859058	0.006225695	0.0	0.0	0.007379234	0.008303795	0.016959277	0.397045865	0.360021274	0.458022736	0.049225231	0.017501418	0.04419999
HGNC:20584	6.635753041	5.785162204	6.058355541	27.44519134	26.74234337	26.66384455	12.86873269	9.791101428	8.194678371	4.46782071	5.511191833	4.929288074	9.787583363	5.102867921	7.100194477
HGNC:20588	31.22563969	22.39667087	32.35752862	42.48595326	42.30821426	44.20380114	26.18744203	15.92222328	17.70789545	24.08511822	17.27991649	27.86491623	25.18103389	12.83662166	16.74274067
HGNC:20610	0.782905559	0.629224112	0.638768525	1.049770221	1.041147825	0.89581401	0.53225124	0.391858488	0.395276637	0.763385904	0.599046829	0.736030222	0.651559983	0.501917075	0.510430014
HGNC:20661	0.271214783	0.247328718	0.331663761	1.053194795	1.046302961	0.96232496	0.714809796	0.545644735	0.582603695	0.254123355	0.261050344	0.259442291	0.641864553	0.288379674	0.41138225
HGNC:20667	1.048605551	0.623123017	1.194336067	1.118388663	1.122110263	1.402826782	3.828677535	1.746166645	2.249091137	0.219316771	0.231571106	0.2459659	1.122077052	0.721263318	0.382994049
HGNC:20675	0.0	0.028399664	0.0	0.0	0.0	0.0	0.0	0.0	0.016335511	0.147761856	0.143235064	0.159112865	0.0	0.016857713	0.0
HGNC:2068	123.9976346	116.1149655	118.1296192	24.72716122	23.37152072	26.41601187	30.4593961	40.35399712	29.78621205	29.43066491	38.64490823	31.35099523	38.31664404	47.49100975	57.62431275
HGNC:2069	64.69142015	68.15486163	63.55873256	21.79440749	19.39813298	19.53756462	44.03069999	54.92359435	56.19702462	24.39686327	44.10249782	30.97572087	21.48326503	31.51634341	20.88015654
HGNC:20692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003702552	0.00160566	0.003080849	0.0	0.0	0.0
HGNC:20696	0.923083693	0.967316758	1.09740605	5.519512425	5.385845548	6.313094231	2.868221146	2.732634804	2.95614809	1.518682188	1.505362792	1.320091208	3.001020363	1.617369403	1.868547894
