Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_SKBR3	median_SKBR3	std_SKBR3	mean_MDAMB231	median_MDAMB231	std_MDAMB231
EX_leu__L_e_r	5712.5	0.959259242344502	5712.5	0.04095493210361674	0.0124247	0.012844999999999999	0.01000551589844019	0.010775000000000002	0.010695	0.0024366069718675465
EX_ile__L_e_r	5862.0	0.9824617558671646	5862.0	0.01764431187978483	0.0061689	0.00655	0.005011949941102885	0.0049314	0.00492	0.000999502926964249
EX_met__L_e_r	6589.0	0.9999486045753281	6589.0	5.191466761880075e-05	0.0045881	0.00519	0.003394955763535607	0.0026378	0.00263	0.0005348474341134841
EX_gly_e_r	2608.0	2.557542293100661e-09	2608.0	0.9999999974797212	0.0644611	0.05357	0.021791799027119897	0.08475330000000002	0.08951	0.023868916986133012
EX_phe__L_e_r	5110.0	0.6064204732095819	5110.0	0.3945197407169452	0.006190299999999999	0.00659	0.004882313877453988	0.006502500000000001	0.00658	0.0016603251324528415
EX_ser__L_e_r	0.0	1.2725840432627806e-34	0.0	1.0	0.0037241000000000006	0.00405	0.0031938659943552715	0.1788724	0.164095	0.07013527777175486
EX_ala__L_e_f	7299.0	0.9999999903729336	7299.0	9.764124352928662e-09	1.0317793	1.09107	0.8341054758512018	0.2801845	0.153275	0.2967609329783348
EX_ala__L_e_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_ribflv_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	10000.0	1.0	10000.0	1.195239776672013e-34	0.0007977999999999999	0.000645	0.00030338354562760284	0.0001543	0.00016	6.133621534730776e-05
EX_urea_e	3738.0	0.0010268616731248608	3738.0	0.998981536372053	0.04488099999999998	0.03344	0.02427784572257788	0.048523300000000005	0.044785	0.015424190567305816
EX_pyr_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
PYRt2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	15.0	2.0083542716060936e-34	15.0	1.0	0.0150161	0.01319	0.012660681432424298	0.1154057	0.115675	0.019961686547185355
EX_hdca_e_f	6975.0	0.9999993066777747	6975.0	7.0187543668198e-07	1.3031131	0.977015	0.6210743071691555	0.8612872	0.83506	0.17526100678459974
EX_hdca_e_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcIN_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	48.0	5.371751940068135e-34	48.0	1.0	0.011824900000000003	0.011855000000000001	0.009818395175805609	0.09854020000000001	0.10246	0.020180697747495195
EX_biomassx	5862.5	0.9825132875048513	5862.5	0.017592512762874813	0.0215648	0.02289	0.017517721559793805	0.017238500000000004	0.01721	0.003495894670246023
EX_h2o2_e	7268.0	0.9999999851188913	7268.0	1.5090250221149405e-08	0.3815477	0.486825	0.282146678494654	0.0694953	0.068855	0.018521824007250356
EX_gthox_e	9929.0	1.0	9929.0	1.0651880249774552e-33	1.0036028999999997	0.647485	0.698057344954582	0.014009300000000002	0.010624999999999999	0.010914141993974903
EX_2obut_e	0.0	1.2762457569188126e-34	0.0	1.0	0.0049273	0.00614	0.003663507965893021	0.7039989999999997	0.6985399999999999	0.0419832526855722
EX_crn_e	10000.0	1.0	10000.0	2.8200076051853168e-39	3.1862990999999994	2.21916	1.6480600260993088	0.0	0.0	0.0
EX_val__L_e_r	2445.0	2.1649786693763484e-10	2445.0	0.999999999786859	0.14923779999999998	0.151215	0.012106426257458173	0.21463949999999998	0.17718499999999998	0.08254959150306701
EX_spmd_e	9600.0	1.0	9600.0	8.90172057871756e-35	0.0028253	0.00396	0.002186695516716555	0.0	0.0	0.0
EX_sprm_e	10000.0	1.0	10000.0	1.2334609228756126e-34	0.04645729999999999	0.039944999999999994	0.02516682355379556	0.00019959999999999995	0.00022	7.822423092003079e-05
EX_5mthf_e	10000.0	1.0	10000.0	1.195239776672013e-34	0.0007977999999999999	0.000645	0.00030338354562760284	0.0001543	0.00016	6.133621534730776e-05
EX_tmlys_e_r	10000.0	1.0	10000.0	2.8200076051853168e-39	3.1862990999999994	2.21916	1.6480600260993088	0.0	0.0	0.0
EX_thbpt_e_r	595.5	2.5748767374759954e-27	595.5	1.0	0.0005962	0.00051	0.0005158689442840766	0.0020299999999999997	0.00207	0.000785427889558914
EX_CE2705_e	595.5	2.5748767374759954e-27	595.5	1.0	0.0005962	0.00051	0.0005158689442840766	0.0020299999999999997	0.00207	0.000785427889558914
EX_crtn_e	583.5	1.9160505077324892e-27	583.5	1.0	0.0062353999999999994	0.00604	0.0057023109651644175	0.021932699999999996	0.02138	0.00976638533621081
EX_his__L_e_r	151.0	1.1178606543474951e-32	151.0	1.0	0.0692143	0.09187000000000001	0.04609372634747553	0.16818569999999997	0.173015	0.02075183157329648
EX_lys__L_e_r	0.0	1.2804946538696245e-34	0.0	1.0	0.0224541	0.02128	0.008688996419482389	0.2067295	0.200045	0.0301873353060317
EX_carn_e_r	8990.0	1.0	8990.0	9.416179507150968e-23	7.8880963	7.76172	0.571885558311594	5.891546099999999	6.120985	1.5768196391713782
EX_csn_e_r	9872.0	1.0	9872.0	5.710513133544974e-33	27.9241359	31.60911	8.838215344649516	14.411023899999998	14.22261	1.856031396784627
EX_cys__L_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_cyan_e_r	0.0	1.2804946538696245e-34	0.0	1.0	0.0192478	0.025165	0.013506862122789303	0.08648420000000001	0.08676	0.018050718398641943
EX_tcyntc	841.0	1.4642891341044896e-24	841.0	1.0	0.004862300000000001	0.00359	0.004612889901398498	0.0162414	0.016465	0.0058445232966989336
EX_tcynt_e	37.0	3.8710766519449095e-34	37.0	1.0	0.014386600000000001	0.014465	0.01138242577863175	0.0702428	0.06806999999999999	0.016145841011845682
EX_so3_e	5229.0	0.7125188686758137	5229.0	0.28831465575515125	0.31011639999999996	0.282285	0.06699149208034938	0.28207889999999997	0.283565	0.014664018142061442
EX_thr__L_e_r	0.0	1.2799177263043013e-34	0.0	1.0	0.011045899999999997	0.012074999999999999	0.008533332042495168	0.7107640000000001	0.7052499999999999	0.041496853087452504
EX_trp__L_e_r	10000.0	1.0	10000.0	1.2665752684705648e-34	0.013520200000000003	0.01372	0.0005978496483399501	0.0046942	0.004104999999999999	0.0019930090848064926
EX_anth_e	9984.0	1.0	9984.0	2.035409877788955e-34	0.0095315	0.009685	0.00045169797498556557	0.004464699999999999	0.00388	0.0019666812814043517
EX_tyr__L_e_r	6816.0	0.9999954846788194	6816.0	4.566865419318827e-06	0.0031723999999999997	0.002725	0.0027693069256557405	0.0007224000000000001	0.00072	0.00034152397611679665
EX_cystinex_r	2842.5	6.805982938735001e-08	2842.5	0.9999999328404232	0.17567710000000003	0.171005	0.01917615608541298	0.19451309999999997	0.19609	0.007421770010644974
EX_3hydroxybutanoatex_r	9933.0	1.0	9933.0	9.46321036954362e-34	12.348257500000003	11.327760000000001	3.618666896763512	4.393649099999999	4.425635	1.214978931721643
EX_gthrd_e_r	9946.0	1.0	9946.0	6.4318914420220554e-34	1.9878234999999997	1.253935	1.407421872938246	0.0104716	0.00681	0.011530731596543003
EX_cmp_e_r	5507.0	0.8926729993082012	5507.0	0.10777938204889043	0.0008330999999999999	0.00091	0.000674400137495942	0.0008137	0.00081	0.0001688263407568065
HEX1	6600.0	0.9999539748028262	6600.0	4.649305782465058e-05	10.769055099999997	9.95368	7.9863413315652645	4.5506	4.55225	0.2378143562410466
G6PP	8055.0	0.9999999999999586	8055.0	4.217643553597216e-14	8.778426500000002	7.292065	6.897890743801102	0.3451944999999999	0.37390999999999996	0.14415055889957765
PGI	0.0	1.2799177263043013e-34	0.0	1.0	0.162872	0.12763	0.15268790083901954	1.8050420000000003	1.739935	0.47550746876204253
PFK	8213.0	0.999999999999998	8213.0	2.090381700956631e-15	3.1101695	2.153205	2.9021694847518815	0.4968329	0.49822999999999995	0.22050442508349813
FBP	9126.0	1.0	9126.0	3.3680978994113674e-24	2.2601722	0.9501200000000001	2.65686765891853	0.05209389999999999	0.07166	0.037003343771785394
FBA	6683.0	0.9999805101189777	6683.0	1.969730624492004e-05	0.8499976000000001	0.96004	0.6093982517273275	0.4447388	0.46348500000000004	0.22101022553828784
TPI	0.0	1.2810718345817004e-34	0.0	1.0	1.3118978000000001	1.773045	0.8676043183801466	3.4004911999999994	3.3849	0.22552638220228807
GAPD	0.0	1.2810718345817004e-34	0.0	1.0	3.1983091999999997	4.35605	2.109599272669058	7.598706900000001	7.59543	0.3823907379924547
PGK	0.0	1.2810718345817004e-34	0.0	1.0	2.93562	4.06277	1.9114634730906044	7.3989037	7.376285	0.37315635934079266
DPGM	5195.0	0.6835629928179643	5195.0	0.3173071870913524	0.26268939999999996	0.20167	0.2518810629370597	0.19980340000000002	0.158635	0.18312535135124017
DPGase	5195.0	0.6835629928179643	5195.0	0.3173071870913524	0.26268939999999996	0.20167	0.2518810629370597	0.19980340000000002	0.158635	0.18312535135124017
PGM_f	0.0	1.2810718345817004e-34	0.0	1.0	3.3687020999999997	3.352005	0.15526183562812904	27.8425541	27.894869999999997	1.8117292752757241
ENO_f	0.0	1.2810718345817004e-34	0.0	1.0	9.168074500000003	7.95655	2.195816174400843	28.0217403	28.255335000000002	1.634417563118808
PYK	10000.0	1.0	10000.0	1.2810718345817004e-34	24.245114500000003	21.026764999999997	12.49139579854444	7.5127893	7.54119	0.40930499143381627
LDH_L	0.0	1.2809996731450625e-34	0.0	1.0	3.2482482999999998	4.352365	1.9448589993341472	7.357161500000001	7.39916	0.32339419176513395
r0407	0.0	1.2810718345817004e-34	0.0	1.0	0.46190029999999993	0.49326499999999995	0.33218425076069524	2.9557525999999994	2.9393399999999996	0.2747354903131668
PRPPS	10000.0	1.0	10000.0	1.2784765141992328e-34	0.09828350000000001	0.08651500000000001	0.046746139912480174	0.0024452	0.0023550000000000003	0.0005785989347317598
G6PDH2r	4194.0	0.024525405104262925	4194.0	0.9756147838919779	1.8218216999999999	2.459785	1.0861518371031442	2.3956199999999996	2.371265	0.46107542952221053
PGL	4194.0	0.024525405104262925	4194.0	0.9756147838919779	1.8218216999999999	2.459785	1.0861518371031442	2.3956199999999996	2.371265	0.46107542952221053
GND	4194.0	0.024525405104262925	4194.0	0.9756147838919779	1.8218216999999999	2.459785	1.0861518371031442	2.3956199999999996	2.371265	0.46107542952221053
RPI	4713.5	0.2423354685519462	4713.5	0.7584274729222339	0.6727962000000001	0.868865	0.33269298735305347	0.8001699000000001	0.7919700000000001	0.15380559915130831
TKT2_f	3602.0	0.0003193365365912841	3602.0	0.999683515871473	0.7104805000000001	0.8893	0.3142926858720654	0.9165297000000001	0.908785	0.1516103035293866
RPE_f	1604.0	5.359819491625007e-17	1604.0	1.0	1.2786959	1.68619	0.6986427746899374	1.9779353	1.964975	0.29481957937137954
TKT1_f	3790.0	0.0015619271688754014	3790.0	0.9984503993626158	0.7188734999999998	0.90513	0.32012445352423785	0.9148886	0.90875	0.14980875267426194
TALA_f	3824.0	0.0020380871532660813	3824.0	0.9979776168003764	3.2396996	2.839985	0.8711626436775354	3.1864515	3.19274	0.2591580267384744
r0408	0.0	1.2810718345817004e-34	0.0	1.0	0.46190029999999993	0.49326499999999995	0.33218425076069524	2.9557525999999994	2.9393399999999996	0.2747354903131668
PDHm	10000.0	1.0	10000.0	1.2810718345817004e-34	9.0096672	6.81985	3.5543846795114367	1.066757	1.01956	0.2707911586090065
PCm	10000.0	1.0	10000.0	1.2810718345817004e-34	84.04784880000001	75.993115	26.33445209435862	1.8371363000000003	1.558255	1.4660621630471522
PEPCK_re	10000.0	1.0	10000.0	2.8200076051853168e-39	22.1732721	18.158465	11.559686820589986	0.0	0.0	0.0
CSm	10000.0	1.0	10000.0	1.2810718345817004e-34	39.6823093	31.28763	16.471907605620654	10.420016	10.29113	2.5578365135470142
ACONTm_f	0.0	1.2810718345817004e-34	0.0	1.0	17.818753400000002	18.655075	2.2177818592505094	184.84074669999998	183.94912	15.139481120730514
ICDHxm	6895.0	0.9999981843757079	6895.0	1.837176655066511e-06	9.861258	10.78694	8.364283207986084	1.6663478999999994	1.850695	0.7725317124193188
ICDHym_f	10000.0	1.0	10000.0	1.2810718345817004e-34	48.16199149999999	38.791365	23.81883030347142	0.5904791	0.37334999999999996	0.8744356563389668
AKGDm	10000.0	1.0	10000.0	1.2810718345817004e-34	24.709316699999995	25.021475	3.2064110124218184	4.118153400000001	4.094385	1.2542930807432704
SUCOAS1m_f	0.0	1.2810718345817004e-34	0.0	1.0	64.33853659999998	52.71946	26.967978721014063	191.2155646	189.43850500000002	13.269357770029691
SUCD1m	10000.0	1.0	10000.0	1.2810718345817004e-34	31.224213000000006	29.216865	6.094401809241151	4.3280894	4.283799999999999	1.2182903458857517
FUMm_f	3400.0	4.649305782465058e-05	3400.0	0.9999539748028262	264.1857758	213.59353499999997	118.11330995038789	344.0612608999999	348.752925	32.3109903559327
MDHm_f	75.0	1.1993973235166141e-33	75.0	1.0	405.92363890000007	314.55420000000004	194.52418340153744	834.6505465	840.388765	86.11625135646072
ME1m	7522.0	0.9999999996441122	7522.0	3.614233640806441e-10	5.526801000000001	2.6275500000000003	5.418832659070316	1.4329072999999997	0.892185	1.2101314764331403
ME2m	10000.0	1.0	10000.0	1.2810718345817004e-34	3.2825542000000003	3.19941	0.3774181529927309	0.7310713	0.55735	0.6133960761429648
ME2	10000.0	1.0	10000.0	1.2810718345817004e-34	59.63342299999999	41.02245	37.15349326318988	0.32244659999999997	0.15979	0.3954742684582218
ACITL	8451.0	1.0	8451.0	1.7148881822597575e-17	16.4263098	9.822215	10.99318278188695	7.102806500000001	6.800235000000001	1.4774417164018327
FUM_f	3469.0	9.215420419778838e-05	3469.0	0.9999087374360249	174.56145329999998	111.41796	104.10390563142938	156.7848614	159.852815	13.366441081692598
MDH_f	55.0	6.627390250361464e-34	55.0	1.0	194.80558360000003	123.80492000000001	145.35038189150174	518.7905845	527.9038949999999	45.73581061763924
AKGMALtm_f	2694.0	8.843108345329933e-09	2694.0	0.9999999912813761	330.0075664	239.649695	199.6603668891053	563.5588551999999	577.6045799999999	45.370641922399656
ACONT	151.0	1.1182161982355906e-32	151.0	1.0	11.955967200000002	11.529125	1.8509127616024446	23.543638699999995	23.11052	5.465395584531043
ICDHyr	151.0	1.1182161982355906e-32	151.0	1.0	11.955967200000002	11.529125	1.8509127616024446	23.543638699999995	23.11052	5.465395584531043
PPA	10000.0	1.0	10000.0	1.2810718345817004e-34	19.038511	18.649675000000002	3.4558033781386555	0.5675864000000002	0.530545	0.17897911373840764
Complex1ROS	10000.0	1.0	10000.0	1.2810718345817004e-34	59.840149000000004	55.27849500000001	15.280276325286268	3.5451086999999997	3.50359	0.625841257719519
FADH2ETC	10000.0	1.0	10000.0	1.2810718345817004e-34	40.1191567	37.122905	9.003867032149037	5.1188094	5.14844	1.2626191412961048
CYOR_u10mi	10000.0	1.0	10000.0	1.2810718345817004e-34	96.96740839999998	86.65217	23.07172291846838	8.4867638	8.331265	1.7702402096723964
CYOOm2i	10000.0	1.0	10000.0	1.2810718345817004e-34	48.4837039	43.326085	11.535861244395202	4.243381899999999	4.16563	0.8851200376604694
ATPS4mi	10000.0	1.0	10000.0	1.2810718345817004e-34	174.690464	156.430925	40.90460878222078	10.487148900000001	9.962064999999999	2.3101524691554975
GLUCYS	4959.0	0.4605856645474838	4959.0	0.5403842380877604	0.0193816	0.019745	0.017297550169275006	0.017548	0.0112	0.015317714311122652
GTHS	4959.0	0.4605856645474838	4959.0	0.5403842380877604	0.0193816	0.019745	0.017297550169275006	0.017548	0.0112	0.015317714311122652
SPODMm	10000.0	1.0	10000.0	1.2809275156652627e-34	1.4960036999999997	1.3819599999999999	0.38200714832714894	0.08862790000000001	0.087585	0.015646190764669988
GTHPi	0.0	1.2778284842646121e-34	0.0	1.0	0.0050258	0.00696	0.0034415001955483884	0.0871219	0.08704999999999999	0.014597481842821903
GTHPm	10000.0	1.0	10000.0	1.2808553621421803e-34	1.1144560000000001	0.765565	0.6354365154916752	0.0191331	0.01638	0.010909593933225874
GDR	829.0	1.096916592181248e-24	829.0	1.0	0.0984797	0.05539	0.06587268556806755	0.20205930000000002	0.20640999999999998	0.02650812855150341
GTHOr	272.5	3.4437060108595523e-31	272.5	1.0	0.0070472	0.0077	0.005735213764916957	0.05461129999999999	0.04547	0.037422693883322304
GDRm	7025.0	0.9999996319447257	7025.0	3.7270783901180537e-07	0.0369952	0.048435000000000006	0.028167534484748482	0.0041513	0.0036550000000000003	0.0034417404145007918
GTHOm	9908.0	1.0	9908.0	1.9536986510609655e-33	0.0738572	0.038375	0.09489814647400664	0.0009715000000000001	0.000795	0.0005445828261572839
r0885	9929.0	1.0	9929.0	1.0652463482830783e-33	2.0072054999999995	1.29497	1.3961143521276898	0.0280192	0.021255	0.021828491837944095
PYRt2m_f	10000.0	1.0	10000.0	1.2810718345817004e-34	196.74084349999998	140.31366500000001	96.82132878749913	44.04237219999999	43.85080000000001	3.245961424389297
HMR_4964	3584.0	0.0002714782267382475	3584.0	0.9997309739194776	28.3822768	21.32871	12.668933587474845	30.646445700000005	29.82975	6.883332858883579
r2420	7247.0	0.9999999800751483	7247.0	2.0202415704093227e-08	26.028167000000003	22.33652	19.813593928959374	8.5061924	8.173295	1.872074424469219
ATPtm	10000.0	1.0	10000.0	1.2810718345817004e-34	90.6358127	85.07464999999999	16.136288123761116	8.6472307	8.150635000000001	2.008875292250531
FUMtm_f	10000.0	1.0	10000.0	1.2810718345817004e-34	159.5384174	123.23857000000001	92.24856229227044	12.5614268	12.65861	0.783410232171156
CO2tm_f	3400.0	4.649305782465058e-05	3400.0	0.9999539748028262	199.43102489999998	137.52834000000001	104.66478244985977	249.3546096	251.26411000000002	16.97127173503452
O2tm	10000.0	1.0	10000.0	1.2810718345817004e-34	49.97970759999999	44.67423	11.913521298623417	4.3320096	4.251035	0.8992171793859749
r0801_f	5750.0	0.9666554355870532	5750.0	0.03352639925587353	139.8007872	103.77638999999999	68.09765142929804	97.39841400000002	97.41566499999999	7.962801237263154
THD1m	23.0	2.5527404833573363e-34	23.0	1.0	4.8837127	5.8069500000000005	3.430688486896906	22.032128599999997	21.581925	4.658555553630834
H2Otm_f	10000.0	1.0	10000.0	2.8200076051853168e-39	1.6284942	1.84069	1.4571914924009186	0.0	0.0	0.0
NH4tm_f	3400.0	4.649305782465058e-05	3400.0	0.9999539748028262	116.11107369999999	91.173415	53.33266538225817	152.5358631	152.93932999999998	12.683858892441966
HCO3E	8447.0	1.0	8447.0	1.864195245760453e-17	14.368511000000002	8.58604	9.622034224663565	6.2131267	5.948885000000001	1.2920824957620376
HCO3Em	10000.0	1.0	10000.0	1.2810718345817004e-34	84.0545727	76.00051	26.329207448331335	1.8398816	1.5602049999999998	1.4667756019542741
GLUN	8079.0	0.9999999999999736	8079.0	2.6977928556947114e-14	4.119099899999999	3.809455	3.2327805087922776	0.8293567000000002	0.68908	0.8609850399515158
GLNS	10000.0	1.0	10000.0	1.2809996731450625e-34	11.3722527	11.257494999999999	3.0135090617689113	0.31162699999999993	0.15309499999999998	0.7931999927024915
GLUt2m	6509.0	0.999887147544452	6509.0	0.00011394088072292922	0.326558	0.18993	0.33739358478570014	0.10621959999999996	0.100915	0.06390514956756244
GLNtm_1	8722.0	1.0	8722.0	4.813983923757184e-20	3.5756761999999997	1.772825	3.380754367293982	0.39320389999999994	0.37661	0.15023233564221503
GLUNm	8722.0	1.0	8722.0	4.813983923757184e-20	3.5756761999999997	1.772825	3.380754367293982	0.39320389999999994	0.37661	0.15023233564221503
GLUPRT	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
PRAGSr	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
GARFT	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
PRFGS	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
PRAIS	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
AIRCr	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
PRASCSi	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
ADSL2r	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
AICART	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
IMPC	5861.0	0.9823606353773982	5861.0	0.017745959611575376	0.002433	0.002585	0.001976197501682604	0.0019449000000000003	0.00194	0.000394432196423869
ADSS	5858.5	0.9821026241168322	5858.5	0.018005310000660486	0.0014411	0.0015300000000000001	0.001170232554804058	0.0011522	0.00115	0.00023364732120670825
ADSL1r	5858.5	0.9821026241168322	5858.5	0.018005310000660486	0.0014411	0.0015300000000000001	0.001170232554804058	0.0011522	0.00115	0.00023364732120670825
IMPDH2	5859.0	0.9821704743224832	5859.0	0.017937127362012875	0.0009924	0.001055	0.0008066142231888209	0.0007929000000000001	0.00079	0.00016077649333183259
GMPS	6728.0	0.9999882272414413	6728.0	1.1901396302822452e-05	0.0007775999999999999	0.00066	0.0006829631221834941	0.00021319999999999995	0.000205	0.0001014528800413614
GMPS2	850.5	1.777058408048832e-24	850.5	1.0	0.0002143	0.00021	0.0001866734576686782	0.0005794000000000001	0.000525	0.0002139282424769879
GK1	5859.0	0.9821704743224832	5859.0	0.017937127362012875	0.0009924	0.001055	0.0008066142231888209	0.0007929000000000001	0.00079	0.00016077649333183259
RNDR2	5844.5	0.9807938995304625	5844.5	0.019321015143117123	0.00021419999999999998	0.00023	0.0001726512219604728	0.00017069999999999998	0.00017	3.453164264025596e-05
ADK1	10000.0	1.0	10000.0	1.2810718345817004e-34	19.0373122	18.64922	3.4560869321980694	0.5666276	0.529635	0.17899275096839068
RNDR1	5870.0	0.9834574746101135	5870.0	0.016643618422215102	0.0002845	0.00030000000000000003	0.0002306485147876252	0.0002279	0.00023	4.6085011476924706e-05
CBPS	4776.5	0.2921787592890883	4776.5	0.708663305500596	0.0001091	8e-05	0.0001516714617956599	0.00010049999999999998	5.5e-05	9.469115133640599e-05
ASPCT	4776.5	0.2921787592890883	4776.5	0.708663305500596	0.0001091	8e-05	0.0001516714617956599	0.00010049999999999998	5.5e-05	9.469115133640599e-05
DHORTS	4776.5	0.2921787592890883	4776.5	0.708663305500596	0.0001091	8e-05	0.0001516714617956599	0.00010049999999999998	5.5e-05	9.469115133640599e-05
DHORD9	4776.5	0.2921787592890883	4776.5	0.708663305500596	0.0001091	8e-05	0.0001516714617956599	0.00010049999999999998	5.5e-05	9.469115133640599e-05
ORPT	4776.5	0.2921787592890883	4776.5	0.708663305500596	0.0001091	8e-05	0.0001516714617956599	0.00010049999999999998	5.5e-05	9.469115133640599e-05
OMPDC	4776.5	0.2921787592890883	4776.5	0.708663305500596	0.0001091	8e-05	0.0001516714617956599	0.00010049999999999998	5.5e-05	9.469115133640599e-05
UMPK	6063.5	0.9953404117979695	6063.5	0.0046928766185992095	0.0016474	0.001655	0.0013528918670907902	0.0011687	0.001175	0.00023454083661572463
RNDR4	5849.5	0.9812928551572349	5849.5	0.01881943751565001	0.00028220000000000003	0.00030000000000000003	0.00022933624029165364	0.0002257	0.00023	4.5952434784527605e-05
TMDS	5849.5	0.9812928551572349	5849.5	0.01881943751565001	0.00028220000000000003	0.00030000000000000003	0.00022933624029165364	0.0002257	0.00023	4.5952434784527605e-05
URIDK2r	5849.5	0.9812928551572349	5849.5	0.01881943751565001	0.00028220000000000003	0.00030000000000000003	0.00022933624029165364	0.0002257	0.00023	4.5952434784527605e-05
NDPK2	6100.5	0.9964347559696188	6100.5	0.003591444644792696	0.0013647000000000002	0.001355	0.0011240775836842464	0.0009427000000000001	0.00095	0.00018858781412478282
NDPK3_f	10000.0	1.0	10000.0	1.2411347122499014e-34	0.0021804	0.00173	0.0009567367939664978	0.0007702000000000001	0.000775	0.0001215554078258848
CYTK1_r	5507.0	0.8926729993082012	5507.0	0.10777938204889043	0.0008330999999999999	0.00091	0.000674400137495942	0.0008137	0.00081	0.0001688263407568065
CTPS1	7492.5	0.9999999996389827	7492.5	3.6669557432928734e-10	0.00021260000000000002	0.00013	0.00021162010941087498	2.17e-05	2e-05	1.5702730895476672e-05
RNDR3	5882.0	0.984712565218117	5882.0	0.015382012243253054	0.00020500000000000005	0.00022	0.0001644611648611147	0.00016299999999999998	0.00016	3.3196689624421925e-05
