	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_SKBR3	median_SKBR3	std_SKBR3
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.26124765758864316	0.2709367612121497	0.14604748653689806	0.0	0.0	0.0
EX_gudac_e	6203829564.0	1.0	6203829564.0	0.0	0.03381510019423284	0.0287186857940224	0.024556369603008003	0.022846520660584495	0.02091123971122595	0.01543903586997
EX_hdca_e_f	9916760763.0	1.0	9916760763.0	0.0	2.028576568978885	2.0192340121114514	0.860791596549606	0.15873759745001534	0.12095213255494969	0.13836941660915786
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0003676038404638174	0.0003800217365795	7.325601536467542e-05	0.0	0.0	0.0
EX_ptrcOUT_e	7573800800.0	1.0	7573800800.0	0.0	0.03562761768635041	0.03124923710669085	0.02511112773138617	0.015107803080684433	0.012111746435695549	0.012388622622505646
EX_biomassx	6799886281.0	1.0	6799886281.0	0.0	0.0002303351826598921	0.00023610166138005002	2.1776094317634282e-05	0.00021342294046302555	0.00021894492176485	2.9478644608297565e-05
EX_gthox_e	5925593460.0	1.0	5925593460.0	0.0	0.6917082713140615	0.6177403553597733	0.45501470941856936	0.5341906256068626	0.4858676999747318	0.3471784207641299
EX_2obut_e	579549612.0	0.0	579549612.0	1.0	0.014487787244266978	0.01482506725286075	0.002703508520054415	0.02691759614765782	0.02827133652464095	0.006138521344884827
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	18.357774741243926	18.548167179712628	2.4877460238391538	2.6142063602262318	2.5344057260442554	1.4863516646414552
EX_val__L_e_r	6553.0	0.0	6553.0	1.0	0.02144023414451426	0.022403538146254398	0.005534423498729254	0.10836903554424923	0.10888162038756741	0.027096591261721606
EX_spmd_e	572230664.0	0.0	572230664.0	1.0	0.0013631454591184636	0.00117338647398105	0.0009619321946444211	0.014246004977891021	0.012841066790605149	0.009588300042356952
EX_sprm_e	112039819.0	0.0	112039819.0	1.0	0.0014393081241718864	0.0013791798492286001	0.0008445190818129073	0.028842621297398254	0.0289265500656057	0.014511741908694987
EX_5mthf_e	39289827.0	0.0	39289827.0	1.0	0.0001735188759312441	0.0001857655366844	5.3604299575150504e-05	0.0009331276902383459	0.00097549611712235	0.0002442631205632152
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	18.35777474124392	18.548167179712568	2.487746023839153	2.6142063602263237	2.534405726044282	1.4863516646414638
EX_thbpt_e_r	9801378007.0	1.0	9801378007.0	0.0	3.81535596962706e-05	3.899520076305248e-05	3.6630779708422964e-06	1.6087180658710695e-05	1.507375105979019e-05	1.0165836329130002e-05
EX_CE2705_e	9801378007.0	1.0	9801378007.0	0.0	3.81535596962706e-05	3.899520076305248e-05	3.6630779708422964e-06	1.6087180658710695e-05	1.507375105979019e-05	1.0165836329130002e-05
EX_crtn_e	8595063600.0	1.0	8595063600.0	0.0	0.06242482604398136	0.06434239730257806	0.028919752140534726	0.02406369088812864	0.02075275434219195	0.01744749943751532
EX_his__L_e_r	3846536608.0	0.0	3846536608.0	1.0	0.09682249406042874	0.10408647804208905	0.03822547261030174	0.11450377758458266	0.1184628487586099	0.046242178900421316
EX_lys__L_e_r	5523438426.0	1.0	5523438426.0	0.0	0.008801206607264378	0.0080521023712753	0.00586203190417089	0.007501733934666867	0.0078734794553898	0.0039951049636956105
EX_carn_e_r	10000000000.0	1.0	10000000000.0	0.0	23.662532762890585	23.501615542877666	2.705083675910625	8.120072707223411	8.121628019792386	0.5372398803061459
EX_csn_e_r	7008287202.0	1.0	7008287202.0	0.0	12.858746741912077	10.24425052357171	10.703418096032904	6.045406589648048	4.640884678006946	5.294181639606223
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.04006511299598007	0.0419512431046112	0.008912498740855122	0.0	0.0	0.0
EX_cyan_e_r	4649259876.0	7.728994562478568e-163	4649259876.0	1.0	0.09559820531271439	0.09502295507287026	0.03956744933845844	0.10594981785404621	0.099661383663022	0.058088671659043994
EX_tcyntc	4745032638.0	4.039781843972552e-87	4745032638.0	1.0	0.04316228069678873	0.03459049579849785	0.034216104219089244	0.045423907833676884	0.03973109787803435	0.0333899315416619
EX_tcynt_e	4742108732.0	4.443252618832895e-89	4742108732.0	1.0	0.052435924615920795	0.0468463628086489	0.03636381570666046	0.06052591002036867	0.04864747625130025	0.048469537477752046
EX_so3_e	343183587.0	0.0	343183587.0	1.0	0.031062913288017142	0.0319769369220983	0.011803330713547298	0.14850470361046228	0.1430846679214291	0.07083097491871639
EX_thr__L_e_r	400518398.0	0.0	400518398.0	1.0	0.011820403583256187	0.012217731260907	0.002347284473434739	0.025450186042644474	0.026750147051897752	0.0060928252346873326
EX_trp__L_e_r	9710821445.0	1.0	9710821445.0	0.0	0.03011037417161301	0.031651173323440904	0.009548996914932792	0.008135225540716148	0.0084490252891372	0.0029637958593979235
EX_anth_e	9835044275.0	1.0	9835044275.0	0.0	0.02980422952473522	0.0313444753495972	0.009540537186583105	0.005651795928066584	0.005736368308911751	0.0022523970892879626
EX_tyr__L_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0262288593608412e-05	2.1034744950443877e-05	9.80418166460367e-06
EX_cystinex_r	0.0	0.0	0.0	1.0	0.07994907719548187	0.0818402303669704	0.013756480938913353	0.17594053087989825	0.1803853140174767	0.019274375975320994
EX_3hydroxybutanoatex_r	8652238487.0	1.0	8652238487.0	0.0	8.682515092143598	8.58925002045249	4.515798503467262	3.1966215214840252	3.4082722610319447	0.8223761446978186
EX_gthrd_e_r	6023917299.0	1.0	6023917299.0	0.0	1.3454318879564557	1.1968522999352593	0.9050558456034465	1.0052434501180263	0.9086788657754801	0.6868214396639056
EX_cmp_e_r	3260651320.0	0.0	3260651320.0	1.0	4.235981367821036e-06	3.5977102383217187e-06	3.0926606046649563e-06	6.114383036897193e-06	6.439764992339163e-06	2.9681847660480736e-06
HEX1	5252526539.0	1.0	5252526539.0	1.6764530874503604e-85	17.273033409090388	13.53289592903753	13.233983854115893	16.471679306120272	12.758905525038955	13.160831359364467
G6PP	5061925882.0	0.9999991936815794	5061925882.0	8.063187322821089e-07	14.376044576002723	10.628689987097413	13.23191570885766	14.14097660988261	10.452148133293203	13.112773149185058
PGI	8126474681.0	1.0	8126474681.0	0.0	2.1213950420549836	2.170053987925473	0.7688824962735292	1.1739093852493978	1.1149752524059926	0.708413303664602
PFK	642508824.0	0.0	642508824.0	1.0	1.8911189504702695	1.8541933671784787	0.7835993686634753	15.008559749137957	10.985196071270066	13.122930742947498
FBP	235858052.0	0.0	235858052.0	1.0	0.3409635851536948	0.31110582433458056	0.2293187618197767	13.996736243706474	10.007291952855851	13.060930118682505
FBA	7044697320.0	1.0	7044697320.0	0.0	1.5501553653234208	1.4899382583972067	0.7640068192249312	1.011823505431361	0.9839125438002398	0.5633695968058278
TPI	8129877260.0	1.0	8129877260.0	0.0	2.6355627575268854	2.707477668807039	0.6678392903586029	1.8970891295249561	1.8785888787596927	0.4528009140510994
GAPD	7975409852.0	1.0	7975409852.0	0.0	5.528209372826589	5.671776374671309	1.3204543867828806	4.155768131187609	4.192256516622119	0.9170496477939916
PGK	4180709190.0	0.0	4180709190.0	1.0	2.760830479913661	2.6569784177158358	1.6825584101225217	3.1261397336076526	3.171572847814061	1.1663730877456284
DPGM	8250915856.0	1.0	8250915856.0	0.0	2.7673788928876024	2.573460313532877	1.64587208846972	1.0296283975802225	0.8386217236373898	0.8421772685978363
DPGase	8250915856.0	1.0	8250915856.0	0.0	2.7673788928876264	2.573460313532898	1.6458720884697118	1.0296283975802416	0.8386217236373807	0.8421772685978296
PGM_f	9994337597.0	1.0	9994337597.0	0.0	7.161687529609117	7.24941794654543	1.3726039721481174	2.7605689155154973	2.985281857727662	0.7144018057448643
ENO_f	3895521167.0	0.0	3895521167.0	1.0	7.184216317920979	7.260802033486138	1.520396326030774	8.010717719443896	8.175903599075152	2.623130398418444
PYK	11761.0	0.0	11761.0	1.0	4.730004505636124	4.869556155030658	1.3879764953918403	24.321889067678548	22.609724053932155	8.335976622262468
LDH_L	7865371433.0	1.0	7865371433.0	0.0	4.907378157855446	5.036152017084818	1.1178756671031673	3.7894054239410475	3.8449747471205953	0.8080134620000102
r0407	5596061916.0	1.0	5596061916.0	0.0	1.0854073922035226	0.9303392076597958	0.741143289233417	0.885265624093629	0.8621851710328745	0.524804289661329
PRPPS	9456775.0	0.0	9456775.0	1.0	0.004278831148250302	0.0042210866425048	0.0018333822861195594	0.07196496186237558	0.07238764537618719	0.027877962695814346
G6PDH2r	3635636590.0	0.0	3635636590.0	1.0	0.775530404386678	0.7947576982736558	0.4342702517584354	1.1567345782757865	1.0598886782858288	0.7557744529994541
PGL	3635636590.0	0.0	3635636590.0	1.0	0.7755304044060011	0.7947576982921377	0.43427025176490097	1.1567345782757916	1.0598886782858428	0.755774452999456
GND	3635636590.0	0.0	3635636590.0	1.0	0.7755304044133545	0.7947576982274582	0.4342702517591018	1.156734578275695	1.0598886782856571	0.7557744529994206
RPI	3051476116.0	0.0	3051476116.0	1.0	0.26136268890788145	0.2676871183207188	0.1448184883672887	0.43355483400019323	0.4018022867721571	0.25266976709656647
TKT2_f	4856383860.0	4.770660679414671e-29	4856383860.0	1.0	0.48732105126383385	0.48227026711169696	0.18338502951804644	0.5156200077849459	0.48363619695180005	0.25682040247423343
RPE_f	5267960230.0	1.0	5267960230.0	5.403828107707525e-96	0.8198067816471787	0.8087038691707524	0.33733197072465393	0.8152828465218035	0.7497116073497845	0.5069791969581172
TKT1_f	5463103606.0	1.0	5463103606.0	4.2110008298218214e-282	0.49458221650620054	0.5040189294374564	0.21011019242354076	0.4683896274166752	0.4371509821210944	0.2588135764191182
TALA_f	2140310808.0	0.0	2140310808.0	1.0	1.0690803117107106	1.1326348916699822	0.3596479714899036	2.2232525033664308	2.2419735263552796	1.1657495151429673
r0408	5596061916.0	1.0	5596061916.0	0.0	1.0854073922170764	0.9303392077226791	0.7411432892238624	0.8852656240936541	0.8621851710328863	0.5248042896613306
PDHm	9999188608.0	1.0	9999188608.0	0.0	28.07414692244469	28.02781917174342	4.752117499503956	9.129284833098616	9.155533804310053	1.7374324353690982
PCm	7414269329.0	1.0	7414269329.0	0.0	86.52568457140497	76.89351824863414	45.128552046860186	51.862129542922766	50.30392076598322	17.923886389943362
PEPCK_re	0.0	0.0	0.0	1.0	0.0	0.0	0.0	22.558158842949634	20.78865493662601	8.299830335354734
CSm	9994146668.0	1.0	9994146668.0	0.0	50.792466814407184	50.64253733810676	10.080385118640699	19.15812917352579	18.80694228486115	3.693929260488341
ACONTm_f	3038998878.0	0.0	3038998878.0	1.0	8.360267479313507	7.310477293409392	5.9416881061767555	11.624546883789126	12.223601989441477	3.790268893429019
ICDHxm	3617447835.0	0.0	3617447835.0	1.0	17.12650488887953	13.472223244474614	14.265990865620768	21.46780030884446	21.066973023207552	10.886167082549425
ICDHym_f	651150989.0	0.0	651150989.0	1.0	6.354332224479884	5.423022053367131	4.529046432387831	36.878218510862375	37.12437536040258	19.082899034381786
AKGDm	468157420.0	0.0	468157420.0	1.0	6.943123429151043	6.578469766376582	4.462857814275115	16.069903218374417	16.14011534518623	2.71372235604771
SUCOAS1m_f	280993992.0	0.0	280993992.0	1.0	8.884610330291085	8.990351631453425	3.2915254221293746	17.45899830352734	17.38871212108409	3.2594892915254916
SUCD1m	9999702162.0	1.0	9999702162.0	0.0	43.68004967250509	43.791006926973964	5.605927071062051	21.406625534731933	21.56768010078808	2.426492341138588
FUMm_f	6298847908.0	1.0	6298847908.0	0.0	157.02658454175562	156.87304567108225	54.55694102460901	127.41775269356023	128.68193738247442	71.19056788517928
MDHm_f	2479452006.0	0.0	2479452006.0	1.0	219.62906075893565	220.57458575544644	89.70266012219022	335.4755501297346	340.67915219900806	138.6536409684069
ME1m	8243488411.0	1.0	8243488411.0	0.0	64.92432112335662	55.04000117762274	46.90488431774231	18.866209537176314	14.619847913173654	15.650190342745045
ME2m	5282664134.0	1.0	5282664134.0	1.4490504964036056e-106	5.187623985954864	4.436549919242375	3.97283762480845	4.58717082770446	4.0457135710723575	3.192274532674093
ME2	7865132968.0	1.0	7865132968.0	0.0	27.47307966346267	25.944578464431547	16.479033039294865	12.369885703539811	10.702379417802328	9.15264344514625
ACITL	9830486837.0	1.0	9830486837.0	0.0	21.56378058410122	21.23412734419962	7.776357945508029	4.88627951310584	4.34427557592161	3.024655283431889
FUM_f	4910439194.0	1.997858658320353e-12	4910439194.0	0.9999999999980022	110.9697598171672	107.49834355873489	29.948840543685325	110.96944512610918	110.08852227700689	35.34889373939602
MDH_f	5501541922.0	1.0	5501541922.0	0.0	249.11911270925935	255.49909887189747	113.42356315005102	229.7131288513625	237.05738038214403	105.50869257651625
AKGMALtm_f	1075292132.0	0.0	1075292132.0	1.0	59.25430067247155	56.342759709496285	31.489274935817402	217.0851881812243	209.2369897223656	120.8346300494444
ACONT	9970311946.0	1.0	9970311946.0	0.0	58.46353611367648	57.75046601457789	20.357911355103717	6.936060728794008	6.79593609756677	3.8449409947523527
ICDHyr	9970311946.0	1.0	9970311946.0	0.0	58.46353611368094	57.75046601458745	20.357911355098114	6.936060728793999	6.7959360975667416	3.844940994752353
PPA	4300271918.0	0.0	4300271918.0	1.0	22.705088842504438	21.909612435980765	8.555462641591228	25.030028254821914	24.303358704242683	9.46642443197004
Complex1ROS	8312140537.0	1.0	8312140537.0	0.0	72.39708629034199	71.62284857990389	14.836860662018658	54.518333905649214	55.09191087432626	10.57905492519417
FADH2ETC	9331872440.0	1.0	9331872440.0	0.0	59.127798606974466	57.59221031796942	11.77575662968354	36.3378674355133	34.42446986514519	9.918656111713592
CYOR_u10mi	9777543545.0	1.0	9777543545.0	0.0	127.90504166440243	127.84379465544845	17.993112756048966	88.13029428051011	88.72006019660861	10.414889928564465
CYOOm2i	9777543545.0	1.0	9777543545.0	0.0	63.95252083220141	63.921897327724224	8.996556378024495	44.06514714025506	44.36003009830431	5.2074449642822325
ATPS4mi	8995825995.0	1.0	8995825995.0	0.0	221.37699292290282	216.22192059373646	39.644938110533744	165.48394051796396	166.74349402297997	22.02639692933352
GLUCYS	3442454528.0	0.0	3442454528.0	1.0	0.03798465467175714	0.03087577584514785	0.030534941813518564	0.06313780109575298	0.0541432725291567	0.04676199020829169
GTHS	3442454528.0	0.0	3442454528.0	1.0	0.03798465467175268	0.03087577584515845	0.03053494181351852	0.0631378010957523	0.0541432725291556	0.04676199020829177
SPODMm	8312140537.0	1.0	8312140537.0	0.0	1.809927157258496	1.7905712144973807	0.3709215165504645	1.3629583476411258	1.3772977718580872	0.26447637312984973
GTHPi	8905112875.0	1.0	8905112875.0	0.0	0.05817745880670425	0.059493945931138645	0.028305540649164636	0.017531360096477898	0.01499589725070095	0.01308058157665499
GTHPm	8312140537.0	1.0	8312140537.0	0.0	1.8099271572584956	1.790571214497378	0.3709215165504643	1.362958347641136	1.377297771858116	0.26447637312985417
GDR	4134145729.0	0.0	4134145729.0	1.0	0.03677493784397143	0.032649655431897906	0.025366682147718873	0.04984835432614871	0.04118441898381835	0.03778054797663368
GTHOr	4517929693.0	1.7804283789197094e-305	4517929693.0	1.0	0.04831397504260187	0.043656837535456045	0.03213365834950696	0.05543831546603988	0.050908772609321945	0.03753636829223896
GDRm	6458328366.0	1.0	6458328366.0	0.0	0.6145209362206234	0.5425121834362818	0.4284252026292251	0.3968752590196125	0.34230239143405805	0.2924426395718028
GTHOm	5461717213.0	1.0	5461717213.0	1.9778290158338963e-280	0.5036979497238154	0.4187487939868071	0.3889194096755613	0.4318924630147107	0.35724248224587624	0.3294562835109033
r0885	5925593460.0	1.0	5925593460.0	0.0	1.3834165426281892	1.2354807107208066	0.9100294188371546	1.0683812512137156	0.9717353999494118	0.6943568415282562
PYRt2m_f	4585770351.0	3.455171403240729e-226	4585770351.0	1.0	114.00477847210738	109.76073947923774	41.95323216405606	118.99073030595329	117.06950866527812	41.07659801452007
HMR_4964	9995907312.0	1.0	9995907312.0	0.0	80.02731669778186	78.12781356131178	25.047393697029758	11.822340241899424	11.791935443787315	5.266763677109417
r2420	6400763720.0	1.0	6400763720.0	0.0	113.4328822912073	115.48734235691549	32.50538743239566	97.45096773324794	98.52499367664151	32.4724996495666
ATPtm	7350104652.0	1.0	7350104652.0	0.0	134.8468368380735	136.41988760218652	22.095213824364286	113.60109415028992	114.15571972535105	25.464576277282596
FUMtm_f	577027974.0	0.0	577027974.0	1.0	20.44920478440979	19.755189826965236	10.058835469656234	114.56344620247184	108.52022126262347	62.78878503734422
CO2tm_f	4975459461.0	0.02865774037376947	4975459461.0	0.971342264700138	171.2072048317395	167.86847687902173	64.0444559380939	168.84180702879007	175.40964766489714	68.78555651398463
O2tm	9770058890.0	1.0	9770058890.0	0.0	65.76244798945739	65.73581913374876	9.280355238962064	45.42810548789675	45.75248857266962	5.35249509503714
r0801_f	12499295.0	0.0	12499295.0	1.0	10.338496963596953	10.40955192550862	4.875858946167241	30.43202191398939	30.85637556986175	5.375325365498482
THD1m	9806259139.0	1.0	9806259139.0	0.0	124.02171256332709	113.31483685951824	66.93111929447674	21.088808321722844	22.622463583155827	9.1258172425253
H2Otm_f	4358122253.0	0.0	4358122253.0	1.0	6.128803890926803	5.498174179568613	4.267915827744558	7.297764841842401	6.834399062611008	4.934234565968834
NH4tm_f	4866281022.0	1.9286281404266405e-25	4866281022.0	1.0	88.61895878675807	81.29722189610743	53.198476951365876	90.70165697682265	92.78377800031068	50.39513751260379
HCO3E	9830486642.0	1.0	9830486642.0	0.0	18.86829406907362	18.579861950999813	6.804313577003516	4.275481122282414	3.801232675938317	2.646575623788014
HCO3Em	7412947685.0	1.0	7412947685.0	0.0	86.53008495025409	76.8985452265868	45.12810788685384	51.88250550126577	50.32482259083256	17.921818335125405
GLUN	4965483408.0	0.003751681103183516	4965483408.0	0.9962483197632662	13.79077123148906	10.817878709625102	11.819935131497074	14.3991391489989	10.81471307599399	13.500468778194985
GLNS	4379132805.0	0.0	4379132805.0	1.0	15.914495068619491	13.172887099892261	11.78733954758555	18.698463512370175	15.481494255558633	13.780995215293903
GLUt2m	7195521188.0	1.0	7195521188.0	0.0	2.204743472851068	1.6622594055703783	1.985716471951554	0.9102594566075324	0.7042367156337299	0.7837680054652489
GLNtm_1	7492750607.0	1.0	7492750607.0	0.0	2.458218643901922	1.7513308264062077	2.289354873356634	0.8538200327269433	0.6546493788999443	0.7490719115001406
GLUNm	7492750607.0	1.0	7492750607.0	0.0	2.4582186439071125	1.7513308264046414	2.289354873358089	0.8538200327269435	0.6546493788999408	0.7490719115001415
GLUPRT	6799930504.0	1.0	6799930504.0	0.0	2.5987836099770832e-05	2.6638512600338727e-05	2.4569173017413115e-06	2.407965665316759e-05	2.470267912712936e-05	3.325957560591854e-06
PRAGSr	6799930503.0	1.0	6799930503.0	0.0	2.5987836100091695e-05	2.6638512601115195e-05	2.456917301791562e-06	2.4079656652361393e-05	2.470267912499511e-05	3.3259575605705133e-06
GARFT	6799930503.0	1.0	6799930503.0	0.0	2.5987836099824843e-05	2.663851260007422e-05	2.456917301541604e-06	2.4079656652972917e-05	2.4702679124910213e-05	3.32595756054575e-06
PRFGS	6799930503.0	1.0	6799930503.0	0.0	2.5987836099702748e-05	2.6638512599817175e-05	2.4569173014560325e-06	2.4079656652972866e-05	2.47026791249102e-05	3.325957560545762e-06
PRAIS	6799930503.0	1.0	6799930503.0	0.0	2.5987836099496495e-05	2.663851260004877e-05	2.456917301540867e-06	2.4079656652972944e-05	2.4702679124910186e-05	3.3259575605457516e-06
AIRCr	6799930503.0	1.0	6799930503.0	0.0	2.59878360994965e-05	2.663851260004877e-05	2.45691730154086e-06	2.4079656652973032e-05	2.470267912491018e-05	3.325957560545766e-06
PRASCSi	6799930503.0	1.0	6799930503.0	0.0	2.5987836099808983e-05	2.6638512600599708e-05	2.4569173015459798e-06	2.407965665297288e-05	2.4702679124910227e-05	3.325957560545765e-06
ADSL2r	6799930504.0	1.0	6799930504.0	0.0	2.5987836100700475e-05	2.663851260087872e-05	2.4569173015290493e-06	2.4079656652973043e-05	2.4702679124910206e-05	3.3259575605457723e-06
AICART	6799930504.0	1.0	6799930504.0	0.0	2.5987836101040416e-05	2.663851260181831e-05	2.456917301615073e-06	2.4079656652972866e-05	2.4702679124910132e-05	3.325957560545759e-06
IMPC	6799930504.0	1.0	6799930504.0	0.0	2.598783610104038e-05	2.6638512601818154e-05	2.456917301615073e-06	2.407965665297304e-05	2.4702679124910166e-05	3.325957560545773e-06
ADSS	6799960462.0	1.0	6799960462.0	0.0	1.538896267075868e-05	1.5774287540772058e-05	1.4548903222845447e-06	1.425900008660982e-05	1.4627929179251874e-05	1.96949772424645e-06
ADSL1r	6799960461.0	1.0	6799960461.0	0.0	1.538896267135533e-05	1.5774287541741887e-05	1.4548903223649874e-06	1.4259000086609797e-05	1.4627929179251879e-05	1.9694977242464745e-06
IMPDH2	6799886411.0	1.0	6799886411.0	0.0	1.0598873430342372e-05	1.086421794806271e-05	1.0020269796926904e-06	9.820656564080292e-06	1.0074749945423066e-05	1.3564598357468081e-06
GMPS	5237032557.0	1.0	5237032557.0	1.362533498499447e-75	6.419505479208351e-06	6.59268892831026e-06	2.7594283073321704e-06	6.25632268007851e-06	6.305630636502949e-06	2.390334639674421e-06
GMPS2	5587328257.0	1.0	5587328257.0	0.0	4.179367950989425e-06	4.015404690940548e-06	2.6369250132572936e-06	3.5643338840021227e-06	3.571394732872687e-06	2.08523454892606e-06
GK1	6799886412.0	1.0	6799886412.0	0.0	1.059887343040935e-05	1.0864217948178825e-05	1.0020269796996984e-06	9.820656564255689e-06	1.0074749943839565e-05	1.356459836093234e-06
RNDR2	6799886281.0	1.0	6799886281.0	0.0	2.279857637960048e-06	2.336934244322791e-06	2.1553978155423879e-07	2.112460264703491e-06	2.167116835629315e-06	2.917796243329192e-07
ADK1	4300271621.0	0.0	4300271621.0	1.0	22.705076037141065	21.90959909560394	8.555462637581279	25.03001638957256	24.303349194222328	9.466424546651787
RNDR1	6799886267.0	1.0	6799886267.0	0.0	3.036508711482136e-06	3.1125281990753704e-06	2.8707425134338753e-07	2.8135546241247288e-06	2.886350903627208e-06	3.8861697187118473e-07
CBPS	5639598467.0	1.0	5639598467.0	0.0	1.1081604688425001e-05	1.1016436499455586e-05	6.417023738246624e-06	9.634633045963577e-06	9.350999948951448e-06	5.2727820734370455e-06
ASPCT	5639598467.0	1.0	5639598467.0	0.0	1.1081604688418081e-05	1.1016436499135679e-05	6.417023738265299e-06	9.634633045963836e-06	9.350999948951515e-06	5.272782073437058e-06
DHORTS	5639598467.0	1.0	5639598467.0	0.0	1.108160468857404e-05	1.101643649836304e-05	6.417023738285043e-06	9.63463304596419e-06	9.350999948951861e-06	5.272782073437078e-06
