Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_SKBR3	median_SKBR3	std_SKBR3	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_met__L_e_r	4608.5	0.1696892243025756	4608.5	0.8309276567139952	0.0045881	0.00519	0.003394955763535607	0.005311100000000001	0.005765	0.001660874112683384
EX_gly_e_r	9080.5	1.0	9080.5	1.0408675271076129e-23	0.0644611	0.05357	0.021791799027119897	0.037264500000000006	0.041025	0.013398546383918675
EX_phe__L_e_r	6527.5	0.9999056290363701	6527.5	9.529114523857439e-05	0.006190299999999999	0.00659	0.004882313877453988	0.0041137	0.004665	0.0020616467160544704
EX_ser__L_e_r	2180.0	2.795390745151494e-12	2180.0	0.9999999999972522	0.0037241000000000006	0.00405	0.0031938659943552715	0.009424199999999999	0.009685	0.005863106388703221
EX_ala__L_e_f	4845.0	0.3528997010659377	4845.0	0.6480076106586983	1.0317793	1.09107	0.8341054758512018	1.0430031000000002	1.1660050000000002	0.7122368750544038
EX_ala__L_e_b	0.0	2.818971252286885e-39	0.0	1.0	0.0	0.0	0.0	0.038763599999999995	0.03652	0.005954267719947439
EX_ribflv_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	0.0	2.8117271908904383e-39	0.0	1.0	0.0	0.0	0.0	0.0111478	0.01097	0.0007546911603263599
EX_fol_e_r	1387.5	5.326279828101877e-19	1387.5	1.0	0.0007977999999999999	0.000645	0.00030338354562760284	0.0013705999999999998	0.001255	0.0003968049669777104
EX_urea_e	7173.0	0.9999999454135577	7173.0	5.532313059178627e-08	0.04488099999999998	0.03344	0.02427784572257788	0.0311287	0.023195	0.025024105092223914
EX_pyr_e	0.0	2.8181424378192464e-39	0.0	1.0	0.0	0.0	0.0	0.008255299999999998	0.008105000000000001	0.0022223731309870837
PYRt2	0.0	2.8181424378192464e-39	0.0	1.0	0.0	0.0	0.0	0.008255299999999998	0.008105000000000001	0.0022223731309870837
EX_gudac_e	3168.5	3.841029902715175e-06	3168.5	0.9999962026459093	0.0150161	0.01319	0.012660681432424298	0.0235473	0.026525	0.011290517685476634
EX_hdca_e_f	3312.0	1.8680729035717826e-05	3312.0	0.999981516518111	1.3031131	0.977015	0.6210743071691555	1.6801328000000004	1.8021	0.7800879165838691
EX_hdca_e_b	0.0	1.3195854386288611e-39	0.0	1.0	0.0	0.0	0.0	0.00011480000000000003	0.00011	1.7893060558820446e-05
EX_ptrcIN_e	0.0	2.1066156661136165e-39	0.0	1.0	0.0	0.0	0.0	0.0004652	0.00047	2.1949436844205774e-05
EX_ptrcOUT_e	2657.0	5.209768106544866e-09	2657.0	0.9999999948646773	0.011824900000000003	0.011855000000000001	0.009818395175805609	0.0199932	0.02281	0.010861001579648689
EX_biomassx	6952.5	0.9999990880181285	6952.5	9.231132451592635e-07	0.0215648	0.02289	0.017517721559793805	0.0103501	0.011885	0.005172097145142178
EX_h2o2_e	6936.0	0.9999988863484817	6936.0	1.1271369371946944e-06	0.3815477	0.486825	0.282146678494654	0.19241410000000006	0.131465	0.15032347970189774
EX_gthox_e	4340.0	0.053544653158770876	4340.0	0.9467209237835629	1.0036028999999997	0.647485	0.698057344954582	1.2367987999999999	1.083915	0.8254441346076313
EX_2obut_e	0.0	1.2762457569188126e-34	0.0	1.0	0.0049273	0.00614	0.003663507965893021	0.051971600000000014	0.04889	0.00796181045346909
EX_crn_e	9922.0	1.0	9922.0	1.3107422410844579e-33	3.1862990999999994	2.21916	1.6480600260993088	1.0273059	1.1730450000000001	0.3635578103255062
EX_val__L_e_r	10000.0	1.0	10000.0	1.2808553621421803e-34	0.14923779999999998	0.151215	0.012106426257458173	0.0501817	0.05678	0.021518660685248714
EX_spmd_e	3557.5	0.0002125136173527855	3557.5	0.9997894380327828	0.0028253	0.00396	0.002186695516716555	0.0048187	0.004425	0.004167035293996697
EX_sprm_e	7874.5	0.999999999998928	7874.5	1.090961652309177e-12	0.04645729999999999	0.039944999999999994	0.02516682355379556	0.0207697	0.02247	0.011024977743856232
EX_5mthf_e	1387.5	5.326279828101877e-19	1387.5	1.0	0.0007977999999999999	0.000645	0.00030338354562760284	0.0013705999999999998	0.001255	0.0003968049669777104
EX_tmlys_e_r	9922.0	1.0	9922.0	1.3107422410844579e-33	3.1862990999999994	2.21916	1.6480600260993088	1.0273059	1.1730450000000001	0.3635578103255062
EX_thbpt_e_r	1773.0	1.5598138617260145e-15	1773.0	0.9999999999999984	0.0005962	0.00051	0.0005158689442840766	0.001428	0.00155	0.0007533708759752243
EX_CE2705_e	1773.0	1.5598138617260145e-15	1773.0	0.9999999999999984	0.0005962	0.00051	0.0005158689442840766	0.001428	0.00155	0.0007533708759752243
EX_crtn_e	954.0	2.4215723691557927e-23	954.0	1.0	0.0062353999999999994	0.00604	0.0057023109651644175	0.025379199999999998	0.027855	0.010634944846062337
EX_his__L_e_r	3725.5	0.0009263500335349917	3725.5	0.999081289871018	0.0692143	0.09187000000000001	0.04609372634747553	0.09931690000000001	0.090335	0.0270869957130276
EX_lys__L_e_r	4396.5	0.07032570453060918	4396.5	0.9300029468024702	0.0224541	0.02128	0.008688996419482389	0.023030899999999997	0.025345	0.009346771829153775
EX_carn_e_r	26.0	2.7923040391419647e-34	26.0	1.0	7.8880963	7.76172	0.571885558311594	11.390668900000001	11.148454999999998	1.4850517661323182
EX_csn_e_r	2291.0	1.8214550863248354e-11	2291.0	0.999999999982084	27.9241359	31.60911	8.838215344649516	47.489865	52.229965	23.444384665791446
EX_cys__L_e	0.0	2.8195930193767757e-39	0.0	1.0	0.0	0.0	0.0	0.0849844	0.084385	0.011663539781833997
EX_cyan_e_r	892.0	5.280456706218171e-24	892.0	1.0	0.0192478	0.025165	0.013506862122789303	0.08637030000000001	0.09251000000000001	0.03191092746737836
EX_tcyntc	3645.5	0.00046844799900463334	3645.5	0.9995356240855393	0.004862300000000001	0.00359	0.004612889901398498	0.0092381	0.00722	0.01168059659253652
EX_tcynt_e	911.0	8.436288585530911e-24	911.0	1.0	0.014386600000000001	0.014465	0.01138242577863175	0.07713239999999999	0.084185	0.030148805129680923
EX_so3_e	9330.0	1.0	9330.0	1.871201801318322e-26	0.31011639999999996	0.282285	0.06699149208034938	0.1140844	0.089155	0.07556160719210878
EX_thr__L_e_r	0.0	1.2795572750790226e-34	0.0	1.0	0.011045899999999997	0.012074999999999999	0.008533332042495168	0.05179359999999999	0.04937	0.007043934351732358
EX_trp__L_e_r	10000.0	1.0	10000.0	1.2603810126161532e-34	0.013520200000000003	0.01372	0.0005978496483399501	0.0010502000000000003	0.00091	0.0004769261425572575
EX_anth_e	10000.0	1.0	10000.0	1.254004196405918e-34	0.0095315	0.009685	0.00045169797498556557	0.0007180999999999999	0.000505	0.0006080548470078147
EX_tyr__L_e_r	7219.0	0.9999999708356145	7219.0	2.956596652830198e-08	0.0031723999999999997	0.002725	0.0027693069256557405	0.0010718	0.00122	0.0006376271986391769
EX_cystinex_r	10000.0	1.0	10000.0	1.2806389253109373e-34	0.17567710000000003	0.171005	0.01917615608541298	0.0733407	0.07272999999999999	0.012117648391307346
EX_3hydroxybutanoatex_r	2285.0	1.649356915684633e-11	2285.0	0.9999999999837773	12.348257500000003	11.327760000000001	3.618666896763512	18.6525465	20.642879999999998	7.018435758838301
EX_gthrd_e_r	4342.0	0.05407895273987713	4342.0	0.9461887221785058	1.9878234999999997	1.253935	1.407421872938246	2.4550399	2.134145	1.662196599237332
EX_cmp_e_r	7051.0	0.9999997367600811	7051.0	2.666092201995847e-07	0.0008330999999999999	0.00091	0.000674400137495942	0.0003151	0.00032	0.00018492419959529254
HEX1	7193.0	0.99999995829068	7193.0	4.2277110718244086e-08	10.769055099999997	9.95368	7.9863413315652645	2.8506582000000003	1.96237	2.9652533460071893
G6PP	6828.0	0.9999960475765045	6828.0	3.9978025007188e-06	8.778426500000002	7.292065	6.897890743801102	2.7435761000000007	1.850055	2.9704342832822914
PGI	6908.0	0.9999984436335775	6908.0	1.5749592195078783e-06	0.162872	0.12763	0.15268790083901954	0.040067700000000005	0.053239999999999996	0.02368071916798836
PFK	4306.0	0.04508608682546007	4306.0	0.9551453909283782	3.1101695	2.153205	2.9021694847518815	5.9693819999999995	2.3148999999999997	6.986350892262727
FBP	3283.0	1.3699243921062356e-05	3283.0	0.9999864476479061	2.2601722	0.9501200000000001	2.65686765891853	5.957773599999999	2.31219	6.983397318381999
FBA	10000.0	1.0	10000.0	1.2804946538696245e-34	0.8499976000000001	0.96004	0.6093982517273275	0.0116083	0.01044	0.007568833898016099
TPI	10000.0	1.0	10000.0	1.2809996731450625e-34	1.3118978000000001	1.773045	0.8676043183801466	0.0509755	0.053245	0.015640965596726435
GAPD	10000.0	1.0	10000.0	1.2809996731450625e-34	3.1983091999999997	4.35605	2.109599272669058	0.10740400000000004	0.10352	0.047748634165245656
PGK	10000.0	1.0	10000.0	1.2809275156652627e-34	2.93562	4.06277	1.9114634730906044	0.032511200000000004	0.03483	0.020897602166833215
DPGM	6374.0	0.999608114238802	6374.0	0.00039536452667716053	0.26268939999999996	0.20167	0.2518810629370597	0.07489340000000001	0.061815	0.05707435848438457
DPGase	6374.0	0.999608114238802	6374.0	0.00039536452667716053	0.26268939999999996	0.20167	0.2518810629370597	0.07489340000000001	0.061815	0.05707435848438457
PGM_f	10000.0	1.0	10000.0	1.2810718345817004e-34	3.3687020999999997	3.352005	0.15526183562812904	0.4064701	0.37766500000000003	0.11113389957768709
ENO_f	10000.0	1.0	10000.0	1.2810718345817004e-34	9.168074500000003	7.95655	2.195816174400843	0.4600758	0.42762	0.12608064728801824
PYK	0.0	1.2810718345817004e-34	0.0	1.0	24.245114500000003	21.026764999999997	12.49139579854444	80.63811319999999	76.29106	20.857159693303046
LDH_L	10000.0	1.0	10000.0	1.2806389253109373e-34	3.2482482999999998	4.352365	1.9448589993341472	0.07817759999999999	0.07859	0.002868546290053869
r0407	9622.0	1.0	9622.0	7.176126720412381e-30	0.46190029999999993	0.49326499999999995	0.33218425076069524	0.039367	0.03686	0.017263406004282205
PRPPS	7937.0	0.999999999999645	7937.0	3.614558622622226e-13	0.09828350000000001	0.08651500000000001	0.046746139912480174	0.0478037	0.049735	0.024404664426450874
G6PDH2r	10000.0	1.0	10000.0	1.2809996731450625e-34	1.8218216999999999	2.459785	1.0861518371031442	0.06416470000000002	0.048045000000000004	0.031617558459492
PGL	10000.0	1.0	10000.0	1.2809996731450625e-34	1.8218216999999999	2.459785	1.0861518371031442	0.06416470000000002	0.048045000000000004	0.031617558459492
GND	10000.0	1.0	10000.0	1.2809996731450625e-34	1.8218216999999999	2.459785	1.0861518371031442	0.06416470000000002	0.048045000000000004	0.031617558459492
RPI	10000.0	1.0	10000.0	1.2809275156652627e-34	0.6727962000000001	0.868865	0.33269298735305347	0.053258	0.05484	0.00912534443794376
TKT2_f	10000.0	1.0	10000.0	1.2810718345817004e-34	0.7104805000000001	0.8893	0.3142926858720654	0.14589449999999998	0.13229000000000002	0.04474499839720252
RPE_f	9937.0	1.0	9937.0	8.404086883354516e-34	1.2786959	1.68619	0.6986427746899374	0.18056080000000002	0.16686	0.05732847295606912
TKT1_f	10000.0	1.0	10000.0	1.2809275156652627e-34	0.7188734999999998	0.90513	0.32012445352423785	0.1417457	0.129945	0.04489288828641982
TALA_f	10000.0	1.0	10000.0	1.2808553621421803e-34	3.2396996	2.839985	0.8711626436775354	0.18482189999999998	0.17512499999999998	0.04708147899153448
r0408	9622.0	1.0	9622.0	7.176126720412381e-30	0.46190029999999993	0.49326499999999995	0.33218425076069524	0.039367	0.03686	0.017263406004282205
PDHm	3880.0	0.0031154731300262494	3880.0	0.9969075782747393	9.0096672	6.81985	3.5543846795114367	10.0738123	10.58513	2.221770046273214
PCm	2662.0	5.601817935750403e-09	2662.0	0.999999994478066	84.04784880000001	75.993115	26.33445209435862	113.22681429999999	114.311515	5.47658671972103
PEPCK_re	0.0	1.2810718345817004e-34	0.0	1.0	22.1732721	18.158465	11.559686820589986	82.0277675	78.492985	20.77842418755801
CSm	3969.0	0.005902636435742873	3969.0	0.9941381841345844	39.6823093	31.28763	16.471907605620654	47.4124342	50.142485	12.619289120846608
ACONTm_f	90.0	1.8685399018680666e-33	90.0	1.0	17.818753400000002	18.655075	2.2177818592505094	30.572115999999998	28.38337	9.803643038095789
ICDHxm	3403.0	4.792373571798693e-05	3403.0	0.9999525577132949	9.861258	10.78694	8.364283207986084	15.346310600000002	13.91812	8.97791307563198
ICDHym_f	34.0	3.545946137531362e-34	34.0	1.0	48.16199149999999	38.791365	23.81883030347142	132.6890024	124.61011500000001	39.24408496572919
AKGDm	0.0	1.2810718345817004e-34	0.0	1.0	24.709316699999995	25.021475	3.2064110124218184	42.0525067	43.21904	6.207755664403964
SUCOAS1m_f	2924.0	1.9760181980474224e-07	2924.0	0.9999998049199504	64.33853659999998	52.71946	26.967978721014063	89.17553999999998	85.435625	18.76629011077296
SUCD1m	891.0	5.153064934740398e-24	891.0	1.0	31.224213000000006	29.216865	6.094401809241151	44.1539639	45.66556	6.648094097918256
FUMm_f	8640.0	1.0	8640.0	2.9817118860290683e-19	264.1857758	213.59353499999997	118.11330995038789	145.06849329999997	138.20682	39.630542973677805
MDHm_f	5422.0	0.8490416466768853	5422.0	0.15153119461194503	405.92363890000007	314.55420000000004	194.52418340153744	325.67119949999994	299.96655999999996	90.68677393369512
ME1m	1288.0	6.025706178747976e-20	1288.0	1.0	5.526801000000001	2.6275500000000003	5.418832659070316	16.9772369	16.91301	7.638851595401832
ME2m	4162.0	0.02036155424206684	4162.0	0.9797582612217376	3.2825542000000003	3.19941	0.3774181529927309	3.6445795	4.109215000000001	1.9894501808188998
ME2	8937.0	1.0	8937.0	3.343142586909935e-22	59.63342299999999	41.02245	37.15349326318988	20.421744699999998	23.298325	9.65667567535395
ACITL	4718.0	0.24578496826983515	4718.0	0.7549838214642155	16.4263098	9.822215	10.99318278188695	13.4637503	14.439345	6.251609312319001
FUM_f	3841.0	0.002322559806419871	3841.0	0.9976951197757844	174.56145329999998	111.41796	104.10390563142938	148.1150581	139.21438	36.91602976351928
MDH_f	7770.0	0.9999999999935345	7770.0	6.575569950643196e-12	194.80558360000003	123.80492000000001	145.35038189150174	76.5940876	65.40129	32.31269885481124
AKGMALtm_f	6327.0	0.9994098505509704	6327.0	0.0005952314272458889	330.0075664	239.649695	199.6603668891053	199.9416114	201.05361	84.28800022352065
ACONT	0.0	1.2810718345817004e-34	0.0	1.0	11.955967200000002	11.529125	1.8509127616024446	118.65523680000003	118.417355	18.14984239022226
ICDHyr	0.0	1.2810718345817004e-34	0.0	1.0	11.955967200000002	11.529125	1.8509127616024446	118.65523680000003	118.417355	18.14984239022226
PPA	5687.0	0.9535047881555055	5687.0	0.04673346659350873	19.038511	18.649675000000002	3.4558033781386555	20.193408299999998	16.697319999999998	11.030960346890968
Complex1ROS	4648.0	0.19521130958990934	4648.0	0.805462090714196	59.840149000000004	55.27849500000001	15.280276325286268	67.67309510000001	54.433125000000004	26.933073070069145
FADH2ETC	1349.0	2.340064099217749e-19	1349.0	1.0	40.1191567	37.122905	9.003867032149037	73.3114976	82.76461	24.268765561222764
CYOR_u10mi	624.0	5.60485002829214e-27	624.0	1.0	96.96740839999998	86.65217	23.07172291846838	137.6012173	136.54410000000001	10.51581127399962
CYOOm2i	624.0	5.60485002829214e-27	624.0	1.0	48.4837039	43.326085	11.535861244395202	68.80060909999999	68.27205000000001	5.257905635458481
ATPS4mi	3541.0	0.0001828439864076377	3541.0	0.999818851439497	174.690464	156.430925	40.90460878222078	185.2740607	187.93597999999997	12.504936429559155
GLUCYS	5159.0	0.6516323373433381	5159.0	0.349271600021341	0.0193816	0.019745	0.017297550169275006	0.0185589	0.016265	0.015882701910880873
GTHS	5159.0	0.6516323373433381	5159.0	0.349271600021341	0.0193816	0.019745	0.017297550169275006	0.0185589	0.016265	0.015882701910880873
SPODMm	4648.0	0.19521130958990934	4648.0	0.805462090714196	1.4960036999999997	1.3819599999999999	0.38200714832714894	1.6918267999999999	1.360825	0.6733266736332522
GTHPi	189.5	3.4120307916344676e-32	189.5	1.0	0.0050258	0.00696	0.0034415001955483884	0.0349393	0.025849999999999998	0.0253438621364207
GTHPm	3472.0	9.487851139462799e-05	3472.0	0.9999060378920686	1.1144560000000001	0.765565	0.6354365154916752	1.4994135999999998	1.241005	0.6973932142340047
GDR	7103.5	0.9999998632871175	7103.5	1.3850217513733314e-07	0.0984797	0.05539	0.06587268556806755	0.0629478	0.04877	0.046624805479703636
GTHOr	1885.0	1.3292740687357552e-14	1885.0	0.999999999999987	0.0070472	0.0077	0.005735213764916957	0.0222837	0.01489	0.020278953345722252
GDRm	1314.5	1.0395486237142946e-19	1314.5	1.0	0.0369952	0.048435000000000006	0.028167534484748482	0.2569276999999999	0.30254499999999995	0.169465244545299
GTHOm	8068.0	0.9999999999999676	8068.0	3.307116894421771e-14	0.0738572	0.038375	0.09489814647400664	0.0056865	0.0031799999999999997	0.005000004924239999
r0885	4340.0	0.053544653158770876	4340.0	0.9467209237835629	2.0072054999999995	1.29497	1.3961143521276898	2.4735988	2.1678249999999997	1.6508893251919978
PYRt2m_f	7804.0	0.9999999999963711	7804.0	3.69144786982653e-12	196.74084349999998	140.31366500000001	96.82132878749913	118.89420620000001	120.453915	11.123326453028247
HMR_4964	0.0	1.2810718345817004e-34	0.0	1.0	28.3822768	21.32871	12.668933587474845	132.1189866	133.87854	15.42743333869884
r2420	8695.0	1.0	8695.0	8.814045789067886e-20	26.028167000000003	22.33652	19.813593928959374	3.8618335999999998	2.7025550000000003	3.478212343466899
ATPtm	8255.0	0.9999999999999991	8255.0	9.175536064766457e-16	90.6358127	85.07464999999999	16.136288123761116	72.0466284	73.526545	8.06228602385702
FUMtm_f	9986.0	1.0	9986.0	1.949842121986505e-34	159.5384174	123.23857000000001	92.24856229227044	21.358364200000004	17.580685	11.395157725664088
CO2tm_f	3453.0	7.88243154633836e-05	3453.0	0.999921945425334	199.43102489999998	137.52834000000001	104.66478244985977	216.8711751	175.90615	109.60156290499317
O2tm	673.0	2.0237413309533452e-26	673.0	1.0	49.97970759999999	44.67423	11.913521298623417	70.49243659999999	69.807995	5.515281255395742
r0801_f	8899.0	1.0	8899.0	8.208388568940546e-22	139.8007872	103.77638999999999	68.09765142929804	67.1286154	50.11784	45.028258009920556
THD1m	0.0	1.2810718345817004e-34	0.0	1.0	4.8837127	5.8069500000000005	3.430688486896906	121.4018256	118.48503500000001	12.633700438240197
H2Otm_f	0.0	1.2810718345817004e-34	0.0	1.0	1.6284942	1.84069	1.4571914924009186	34.260002300000004	28.06571	16.726931389882125
NH4tm_f	7996.0	0.9999999999998775	7996.0	1.2475336319359988e-13	116.11107369999999	91.173415	53.33266538225817	73.9042475	62.89623	44.21296822111266
HCO3E	4718.0	0.24578496826983515	4718.0	0.7549838214642155	14.368511000000002	8.58604	9.622034224663565	11.780041200000003	12.634	5.469753175951626
HCO3Em	2662.0	5.601817935750403e-09	2662.0	0.999999994478066	84.0545727	76.00051	26.329207448331335	113.2272216	114.312045	5.47654604608713
GLUN	4447.0	0.08851242449327557	4447.0	0.9118788229583723	4.119099899999999	3.809455	3.2327805087922776	5.105093300000001	4.320805	4.166007875165083
GLNS	8007.0	0.9999999999998997	8007.0	1.020760172924303e-13	11.3722527	11.257494999999999	3.0135090617689113	7.1639558	5.667605	5.169197920698715
GLUt2m	2252.0	9.51214967436561e-12	2252.0	0.9999999999906459	0.326558	0.18993	0.33739358478570014	0.7637817000000002	0.80018	0.501948088066129
GLNtm_1	7802.0	0.999999999996245	7802.0	3.819614644414225e-12	3.5756761999999997	1.772825	3.380754367293982	0.7606512000000002	0.7744	0.4983235749166774
GLUNm	7802.0	0.999999999996245	7802.0	3.819614644414225e-12	3.5756761999999997	1.772825	3.380754367293982	0.7606512000000002	0.7744	0.4983235749166774
GLUPRT	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
PRAGSr	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
GARFT	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
PRFGS	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
PRAIS	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
AIRCr	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
PRASCSi	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
ADSL2r	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
AICART	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
IMPC	6953.0	0.9999990966984186	6953.0	9.143327911829783e-07	0.002433	0.002585	0.001976197501682604	0.0011679999999999998	0.00134	0.0005837046437292674
ADSS	6950.0	0.9999990659210145	6950.0	9.454724122319787e-07	0.0014411	0.0015300000000000001	0.001170232554804058	0.0006918999999999999	0.00079	0.0003450360689679977
ADSL1r	6950.0	0.9999990659210145	6950.0	9.454724122319787e-07	0.0014411	0.0015300000000000001	0.001170232554804058	0.0006918999999999999	0.00079	0.0003450360689679977
IMPDH2	6948.0	0.9999990457185044	6948.0	9.659129266786405e-07	0.0009924	0.001055	0.0008066142231888209	0.00047650000000000004	0.00055	0.0002384816237123625
GMPS	7058.5	0.9999997643037073	7058.5	2.387267617544392e-07	0.0007775999999999999	0.00066	0.0006829631221834941	0.00034930000000000003	0.00038	0.00018879872773925038
GMPS2	6227.5	0.9986796838550863	6227.5	0.0013309891626530376	0.0002143	0.00021	0.0001866734576686782	0.0001275	0.00015	6.339510544150387e-05
GK1	6948.0	0.9999990457185044	6948.0	9.659129266786405e-07	0.0009924	0.001055	0.0008066142231888209	0.00047650000000000004	0.00055	0.0002384816237123625
RNDR2	6971.5	0.9999993264128926	6971.5	6.819309435005452e-07	0.00021419999999999998	0.00023	0.0001726512219604728	0.0001021	0.00012	5.187971713979414e-05
ADK1	5687.0	0.9535047881555055	5687.0	0.04673346659350873	19.0373122	18.64922	3.4560869321980694	20.1928327	16.696894999999998	11.031187722763685
RNDR1	6940.0	0.999998990430775	6940.0	1.0218684418421264e-06	0.0002845	0.00030000000000000003	0.0002306485147876252	0.00013639999999999998	0.00016	6.934790056758253e-05
CBPS	1958.0	4.515450040845607e-14	1958.0	0.9999999999999557	0.0001091	8e-05	0.0001516714617956599	0.0002796000000000001	0.00026	0.00016271633618234545
ASPCT	1958.0	4.515450040845607e-14	1958.0	0.9999999999999557	0.0001091	8e-05	0.0001516714617956599	0.0002796000000000001	0.00026	0.00016271633618234545
DHORTS	1958.0	4.515450040845607e-14	1958.0	0.9999999999999557	0.0001091	8e-05	0.0001516714617956599	0.0002796000000000001	0.00026	0.00016271633618234545
DHORD9	1958.0	4.515450040845607e-14	1958.0	0.9999999999999557	0.0001091	8e-05	0.0001516714617956599	0.0002796000000000001	0.00026	0.00016271633618234545
ORPT	1958.0	4.515450040845607e-14	1958.0	0.9999999999999557	0.0001091	8e-05	0.0001516714617956599	0.0002796000000000001	0.00026	0.00016271633618234545
OMPDC	1958.0	4.515450040845607e-14	1958.0	0.9999999999999557	0.0001091	8e-05	0.0001516714617956599	0.0002796000000000001	0.00026	0.00016271633618234545
UMPK	6865.5	0.9999974442539855	6865.5	2.5856557470631117e-06	0.0016474	0.001655	0.0013528918670907902	0.0008215	0.00093	0.0004160428663811779
RNDR4	7127.5	0.9999999064649864	7127.5	9.477802429831744e-08	0.00028220000000000003	0.00030000000000000003	0.00022933624029165364	8.130000000000002e-05	9e-05	4.189103228447092e-05
TMDS	7127.5	0.9999999064649864	7127.5	9.477802429831744e-08	0.00028220000000000003	0.00030000000000000003	0.00022933624029165364	8.130000000000002e-05	9e-05	4.189103228447092e-05
URIDK2r	7127.5	0.9999999064649864	7127.5	9.477802429831744e-08	0.00028220000000000003	0.00030000000000000003	0.00022933624029165364	8.130000000000002e-05	9e-05	4.189103228447092e-05
