	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
PYRt2	10000000000.0	1.0	10000000000.0	0.0	0.291078102015995	0.3115450079724055	0.13122291166646693	0.0	0.0	0.0
EX_gudac_e	3460048941.0	0.0	3460048941.0	1.0	0.04046205541734331	0.03644458402702845	0.02767625576952729	0.06603457857538515	0.05868000696372635	0.047146079884905615
EX_hdca_e_f	6625487741.0	1.0	6625487741.0	0.0	2.331903655697955	2.3567294933601723	0.8643822125082075	1.9825258966276817	1.981546584710547	0.16067015503221346
EX_ptrcIN_e	10000000000.0	1.0	10000000000.0	0.0	0.0002840503653560598	0.00030974521701195	0.00011110866935411929	0.0	0.0	0.0
EX_ptrcOUT_e	409684103.0	0.0	409684103.0	1.0	0.04084566610659668	0.0379755640380255	0.026345035432570645	0.1596396017831741	0.1673624700373612	0.05614836323932008
EX_biomassx	91801629.0	0.0	91801629.0	1.0	0.00023035820174444868	0.00023501602318075002	2.019682059644794e-05	0.00043922568288783223	0.00044832106895784996	7.480662380591766e-05
EX_gthox_e	7213987883.0	1.0	7213987883.0	0.0	0.7135218854453157	0.6575600445246852	0.4496053091971327	0.39608757301756153	0.4032024792247108	0.13091332695600713
EX_2obut_e	47860370.0	0.0	47860370.0	1.0	0.011845794465352458	0.01284977168756975	0.004207297648297479	0.23977494869612845	0.22240012011031873	0.14129841080762445
EX_crn_e	10000000000.0	1.0	10000000000.0	0.0	18.383890905312462	18.788523054518233	2.6137205229625358	-2.6893386463623805e-16	-2.7306792019533793e-16	1.9910133418048968e-16
EX_val__L_e_r	0.0	0.0	0.0	1.0	0.020205022595400256	0.021089145299570948	0.00599631524335758	0.2342298857331564	0.2457004488565943	0.05925432875717989
EX_spmd_e	4990165998.0	0.22310862028365963	4990165998.0	0.7768914028362701	0.002287884613197986	0.0020592796636634504	0.0014156672986499212	0.002381090824470601	0.002097639896602	0.0016784229685324658
EX_sprm_e	3177502022.0	0.0	3177502022.0	1.0	0.001234750878198772	0.0011540165435992	0.0007629743945225224	0.0020370137708410423	0.00194229440360735	0.0012628503328437556
EX_5mthf_e	5999197676.0	1.0	5999197676.0	0.0	0.00017982294383850873	0.00018846934048555	4.671244154221152e-05	0.00016575901849522743	0.0001716938205769	4.3692968680666795e-05
EX_tmlys_e_r	10000000000.0	1.0	10000000000.0	0.0	18.38389090531248	18.78852305451828	2.6137205229625105	0.0	0.0	0.0
EX_thbpt_e_r	5399586270.0	1.0	5399586270.0	1.2035738052126117e-210	3.829875351572634e-05	3.8938541349036676e-05	3.3465311642753205e-06	3.6258099609135316e-05	3.6799917456661936e-05	1.546041445420741e-05
EX_CE2705_e	5399586270.0	1.0	5399586270.0	1.2035738052126117e-210	3.829875351572634e-05	3.8938541349036676e-05	3.3465311642753205e-06	3.6258099609135316e-05	3.6799917456661936e-05	1.546041445420741e-05
EX_crtn_e	3563692321.0	0.0	3563692321.0	1.0	0.05161588586452843	0.04893876241210835	0.02836287340711557	0.07157445740244964	0.06734952188637855	0.03881314998064417
EX_his__L_e_r	1905137842.0	0.0	1905137842.0	1.0	0.06917679530772071	0.06757628542206155	0.04060361677183311	0.13056262596557888	0.14518468032961465	0.05446743679852899
EX_lys__L_e_r	7793913857.0	1.0	7793913857.0	0.0	0.00951013811509083	0.00910964795951345	0.005734813256301766	0.004048824706510007	0.0040749187782241	0.002101391350951593
EX_carn_e_r	10000000000.0	1.0	10000000000.0	0.0	24.490347363757255	24.139066063125178	2.751164426982298	5.082948187504792	4.976665451990792	1.3474945774009297
EX_csn_e_r	9413324870.0	1.0	9413324870.0	0.0	13.946154361932235	12.322103319885269	10.029563250203474	1.348099099561217	1.0569671059299532	1.1690640983200946
EX_cys__L_e	10000000000.0	1.0	10000000000.0	0.0	0.03558926703015385	0.0378519435504311	0.011735454820863998	0.0	0.0	0.0
EX_cyan_e_r	1325451564.0	0.0	1325451564.0	1.0	0.10366893200306769	0.1048796360557741	0.04078899605177224	0.19484118711342951	0.1985697393160235	0.06734276141364082
EX_tcyntc	2968150896.0	0.0	2968150896.0	1.0	0.04918755606898905	0.0421818980873536	0.03571869786036988	0.09420238933763658	0.0860047325638339	0.0672311234146649
EX_tcynt_e	2947553215.0	0.0	2947553215.0	1.0	0.054481375934076676	0.04807113787568885	0.037613121353572254	0.1006387977757994	0.09250034718537585	0.06563769032773215
EX_so3_e	950885844.0	0.0	950885844.0	1.0	0.029228549823386355	0.02979398261048445	0.010786354905901185	0.07016105461788329	0.072710058221571	0.02582845953035402
EX_thr__L_e_r	200598178.0	0.0	200598178.0	1.0	0.009144306499682422	0.00996911359928415	0.0035601943201186556	0.22261087775473465	0.2065949363038823	0.14039366378367485
EX_trp__L_e_r	7330921717.0	1.0	7330921717.0	0.0	0.024494664817947483	0.0256991329389397	0.011354743196314923	0.015286730859284108	0.014490797377275	0.008888764371375828
EX_anth_e	7276281721.0	1.0	7276281721.0	0.0	0.024238828138179024	0.0254476612604344	0.011367001872864555	0.015280886436989717	0.0144856982054504	0.008888604518551642
EX_tyr__L_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.411025845460855e-05	3.4530093449072776e-05	1.4082140732361591e-05
EX_cystinex_r	0.0	0.0	0.0	1.0	0.08638737476352217	0.0888110212306151	0.01068972879595308	0.18045291261713484	0.1848301349717508	0.017302206973944013
EX_3hydroxybutanoatex_r	3169152289.0	0.0	3169152289.0	1.0	9.588783221294495	9.469223907836454	4.351554094032769	11.800390860549943	11.968630789096984	0.6003501613627186
EX_gthrd_e_r	7283837869.0	1.0	7283837869.0	0.0	1.3840892460103407	1.2683442436086634	0.8987396366738502	0.7287237419619743	0.736523307184292	0.27293099484595723
EX_cmp_e_r	2251378881.0	0.0	2251378881.0	1.0	4.799389848516236e-06	4.6279050167499864e-06	2.8951604128341684e-06	9.806931529948717e-06	9.394337856766869e-06	5.402622358708491e-06
HEX1	8691346160.0	1.0	8691346160.0	0.0	17.215803350202144	13.844215186075566	12.447499195257967	5.377273518007705	4.695044711174496	2.40630909212379
G6PP	8556590406.0	1.0	8556590406.0	0.0	14.21922014589426	10.818769259228826	12.433986835806667	2.693042197742183	2.0139675487937865	2.3924148651585817
PGI	9578185610.0	1.0	9578185610.0	0.0	2.251949246156538	2.3136495455322557	0.7085038165602896	0.609077451871651	0.4752879452213036	0.5167263896175011
PFK	2581544213.0	0.0	2581544213.0	1.0	1.8802613615511	1.8121174814454741	0.7858688995108134	3.831793093839003	3.037888386665804	2.8579758092563545
FBP	1240272724.0	0.0	1240272724.0	1.0	0.40321835243765797	0.3501618698496676	0.28655935413509287	2.847059286508751	2.010531502839332	2.781665921471681
FBA	6685690486.0	1.0	6685690486.0	0.0	1.4770430091049038	1.4162782280159982	0.8295584122162971	0.9847338073302744	0.95973426988689	0.5560595814227548
TPI	8739328358.0	1.0	8739328358.0	0.0	2.7451333932139885	2.814189566925095	0.5884089814794516	1.9880826439736539	1.9738584080093367	0.22316124067664517
GAPD	8100480644.0	1.0	8100480644.0	0.0	5.736858860049406	5.866522531289158	1.1489015416187345	4.665667884103997	4.726999789973995	0.40708563810035986
PGK	4648498492.0	1.550841307669404e-163	4648498492.0	1.0	2.73192385711892	2.5014220347501848	1.7992535050318692	2.8010245664902373	3.028462716613349	1.405877401422278
DPGM	7047885601.0	1.0	7047885601.0	0.0	3.0049350029643405	2.951035279105271	1.5645737291214326	1.864643317613998	1.599451378188847	1.364024133475301
DPGase	7047885601.0	1.0	7047885601.0	0.0	3.0049350029644977	2.9510352791054797	1.5645737291214332	1.8646433176141084	1.5994513781889577	1.3640241334753052
PGM_f	7123442987.0	1.0	7123442987.0	0.0	7.218589821527345	7.382092616616326	1.5303809814967677	6.326204954270341	6.228051582957826	1.1515174442144627
ENO_f	8402959072.0	1.0	8402959072.0	0.0	7.642337290377841	7.838652059166717	1.5885913091328077	6.111405544831244	6.2372864799746495	0.8389111750802162
PYK	6042347949.0	1.0	6042347949.0	0.0	4.644662181963968	4.823559853648371	1.4851773072027143	4.379858503095853	4.436288214061447	0.46436278366443823
LDH_L	7107971485.0	1.0	7107971485.0	0.0	5.075879861646741	5.1748197263332525	0.9622978545066466	4.539708704469574	4.631657442740812	0.3789633462889858
r0407	5881331685.0	1.0	5881331685.0	0.0	1.2680903841092188	1.1764480107700321	0.7800262051755561	1.0033488366987229	0.9971116997672388	0.5581599632739824
PRPPS	2720438386.0	0.0	2720438386.0	1.0	0.004794344479099555	0.0049022678380744	0.0015856483245540861	0.006525208073552089	0.0067634304043091	0.002197998519619433
G6PDH2r	459366041.0	0.0	459366041.0	1.0	0.7445705651247432	0.748547169963133	0.40421835795238087	2.0750329961252074	2.2031985436415455	0.5754843610924115
PGL	459366041.0	0.0	459366041.0	1.0	0.7445705651629828	0.7485471700872078	0.40421835795533373	2.075032996125209	2.2031985436415336	0.5754843610924106
GND	459366041.0	0.0	459366041.0	1.0	0.7445705651400412	0.7485471700154775	0.4042183579632066	2.0750329961252163	2.203198543641549	0.5754843610924115
RPI	457346028.0	0.0	457346028.0	1.0	0.2513864180520386	0.2528154863147512	0.13466674160954867	0.6960278041385454	0.7387994861939264	0.1921177539226618
TKT2_f	2146628274.0	0.0	2146628274.0	1.0	0.5499758927494292	0.5507286401700344	0.16207172681895385	0.7462496276578336	0.7884068861367088	0.19972335353845225
RPE_f	598806925.0	0.0	598806925.0	1.0	0.7004173042135978	0.6885651959056319	0.31620683596871024	1.6103690016576682	1.6708714328680427	0.444825294440641
TKT1_f	1565993962.0	0.0	1565993962.0	1.0	0.48556520120291263	0.49362549651224163	0.1696182198295867	0.7471750627258721	0.7904973845106901	0.19711144499119918
TALA_f	1229004458.0	0.0	1229004458.0	1.0	1.0220904261896506	1.084404711437381	0.39650953047026	1.851296459930493	1.9023176584654937	0.5470395953765393
r0408	5881331685.0	1.0	5881331685.0	0.0	1.268090384131481	1.176448010690909	0.7800262051973834	1.003348836698683	0.9971116997671834	0.5581599632739779
PDHm	10000000000.0	1.0	10000000000.0	0.0	28.71177551695428	28.858424554216924	4.762002141949987	1.7340939370914383	1.6845095398996588	0.5666914753270649
PCm	9945779537.0	1.0	9945779537.0	0.0	77.46788521444515	74.9609049067868	34.07451721623676	8.036978652532612	7.185755883358608	4.955405779798355
PEPCK_re					0.0	0.0	0.0	0.0	0.0	0.0
CSm	9999712290.0	1.0	9999712290.0	0.0	53.157552593061176	53.17224593063881	8.456377888781063	26.13600560014186	26.267148934261627	1.5739990537565136
ACONTm_f	2218526412.0	0.0	2218526412.0	1.0	13.793407566157905	12.32545386427907	9.090211093666179	23.72134621795917	23.41770559218523	8.842347802861806
ICDHxm	6404684345.0	1.0	6404684345.0	0.0	19.283511537935794	14.086805279675858	16.88059446247183	11.695445759623766	8.155807296416874	11.511214726505322
ICDHym_f	717717199.0	0.0	717717199.0	1.0	7.850589062628964	7.796139289578462	4.634433869279872	40.1490417742307	37.694503829333755	23.11281014062341
AKGDm	2263440277.0	0.0	2263440277.0	1.0	7.909069320656909	7.60300850449653	4.350644591560659	11.3983518889526	11.543605653455412	0.6218881931093372
SUCOAS1m_f	1884732757.0	0.0	1884732757.0	1.0	7.558604217815621	7.601013737651247	3.801544839600684	12.45694980194434	12.870287861504867	3.9893397905698693
SUCD1m	10000000000.0	1.0	10000000000.0	0.0	44.696992171981336	44.668743821666595	4.728549008299417	11.632458991007663	11.779695395380074	0.6159864284043449
FUMm_f	9182391935.0	1.0	9182391935.0	0.0	191.2596220250307	198.67462160765518	59.29468019763413	87.57893481405063	88.88781936534421	37.23886925567059
MDHm_f	2147505680.0	0.0	2147505680.0	1.0	234.54344197576214	244.94501669205863	89.53494036296546	447.5617719179909	431.58391220537476	225.62729888020687
ME1m	9733454155.0	1.0	9733454155.0	0.0	52.646431736856016	48.97054946255575	33.073980207335225	3.0251439051229436	2.1706472166879	2.9016532894159304
ME2m	7424623426.0	1.0	7424623426.0	0.0	7.565507177414316	7.213163371030259	4.868349263558951	3.717847850232283	2.902818978197481	3.24830590823239
ME2	9670186541.0	1.0	9670186541.0	0.0	28.984131851846186	26.745015965270472	16.938758056649096	2.8615129295091295	1.9712130396434944	2.944808520535898
ACITL	8379054226.0	1.0	8379054226.0	0.0	23.904029366715765	24.093235037945497	7.270271412152453	16.654776534640618	16.612142790511378	1.4762155629865967
FUM_f	9841347764.0	1.0	9841347764.0	0.0	110.31535508548468	103.65953696903574	36.32917640140252	38.99628100246091	39.69135548638837	16.21405714359958
MDH_f	7321901185.0	1.0	7321901185.0	0.0	188.92791412441576	178.28347444545665	119.17662093904062	94.88633926831531	81.0335816882637	70.10074918987476
AKGMALtm_f	1018681903.0	0.0	1018681903.0	1.0	85.81786695753256	86.13908616275563	30.05800091622735	229.24364123516492	224.05558463189323	108.85685257069721
ACONT	8125227120.0	1.0	8125227120.0	0.0	65.31162941704171	65.36669629649828	20.967803631310375	43.950461618214895	43.704912619681465	7.797270126941459
ICDHyr	8125227120.0	1.0	8125227120.0	0.0	65.31162941702576	65.366696296423	20.967803631302008	43.95046161821229	43.70491261968394	7.797270126940645
PPA	9833054191.0	1.0	9833054191.0	0.0	22.611113778587704	21.82176834419691	8.433831774530343	6.600770711718722	6.303368437362609	2.4633704459416688
Complex1ROS	9999993135.0	1.0	9999993135.0	0.0	72.07360624527401	71.59567664559613	12.601693220762385	24.00670953990346	24.135133903104624	2.93904431633503
FADH2ETC	10000000000.0	1.0	10000000000.0	0.0	59.8224882459216	58.13519651204501	11.651640351908672	14.916945561967394	14.508168168369098	2.307421234330968
CYOR_u10mi	10000000000.0	1.0	10000000000.0	0.0	128.29242514658395	127.83833417726333	14.864822857452657	37.72334015851298	37.85638257626009	2.6656409949778954
CYOOm2i	10000000000.0	1.0	10000000000.0	0.0	64.14621257329208	63.91916708863178	7.432411428726351	18.86167007925655	18.928191288129877	1.3328204974889524
ATPS4mi	10000000000.0	1.0	10000000000.0	0.0	214.77601922596526	213.77445134655005	28.4556813828264	63.536581098354965	63.51851878460293	6.878305433523216
GLUCYS	4040713729.0	0.0	4040713729.0	1.0	0.042954524879982116	0.0347816581793027	0.03380125714368991	0.06345140407310158	0.0469065930887339	0.05214327784224092
GTHS	4040713729.0	0.0	4040713729.0	1.0	0.04295452487998626	0.0347816581793017	0.03380125714368713	0.06345140407310507	0.04690659308874665	0.052143277842239634
SPODMm	9999993135.0	1.0	9999993135.0	0.0	1.801840156131744	1.7898919161398628	0.31504233051903535	0.6001677384975861	0.6033783475776061	0.0734761079083758
GTHPi	6983027588.0	1.0	6983027588.0	0.0	0.04799369004408289	0.0463099831532968	0.027572471890904133	0.029468148732777227	0.03069430414157505	0.015557762328167845
GTHPm	9999993135.0	1.0	9999993135.0	0.0	1.8018401561317448	1.7898919161398659	0.3150423305190372	0.6001677384975848	0.6033783475776053	0.0734761079083757
GDR	4221567234.0	0.0	4221567234.0	1.0	0.042434401900906395	0.04041973427906795	0.02541733234294374	0.05492238046897298	0.04829594451286915	0.03862830024736911
GTHOr	3655443804.0	0.0	3655443804.0	1.0	0.04148777399084217	0.0361086286750631	0.029682525624429298	0.05986120938138424	0.0549548966143422	0.03953492443570817
GDRm	9046589096.0	1.0	9046589096.0	0.0	0.5680001451892723	0.5168360725799985	0.39247038327769534	0.08884244270635916	0.07267944092459894	0.07348706290785866
GTHOm	8689586124.0	1.0	8689586124.0	0.0	0.5203181254971735	0.4652106343790938	0.3628197231368951	0.11523772277366412	0.10287898741171644	0.0800528815430354
r0885	7213987883.0	1.0	7213987883.0	0.0	1.4270437708903374	1.3151200890478627	0.8992106183938187	0.792175146035009	0.8064049584492591	0.2618266539120386
PYRt2m_f	9775690463.0	1.0	9775690463.0	0.0	112.72824652788233	109.64602439655914	41.38987286731491	28.61060294112756	23.119510574741454	18.80165663894178
HMR_4964	8578063981.0	1.0	8578063981.0	0.0	89.21565878374103	89.16773394665447	24.0863324977107	60.605238152851065	60.54328722049344	8.446160578076741
r2420	9486384593.0	1.0	9486384593.0	0.0	115.22426060954542	117.72567584109522	35.1167238010066	54.04919557731624	54.197735667407144	7.771724281792591
ATPtm	9994144301.0	1.0	9994144301.0	0.0	137.304314346775	138.01468020631495	23.697917593991974	55.437934435681335	55.26555201022009	6.650807727846534
FUMtm_f	2962641540.0	0.0	2962641540.0	1.0	27.931268292048383	28.634782363476198	9.57055914236318	43.313398094210235	43.50141885912554	22.89059630384143
CO2tm_f	5738105862.0	1.0	5738105862.0	0.0	189.67221027786556	195.28600075912658	70.70574674758022	169.5968058718108	180.32922990647157	73.91824164898854
O2tm	10000000000.0	1.0	10000000000.0	0.0	65.94805272942344	65.70871120739817	7.638511310544839	19.46183781775238	19.528954568518788	1.3812405120285136
r0801_f	4082292671.0	0.0	4082292671.0	1.0	9.460983473952858	9.274258062032898	5.0886193079631985	11.11941250021009	11.59215416881209	5.0252709969434335
THD1m	8964959377.0	1.0	8964959377.0	0.0	148.04409512459236	128.44629597144277	81.28382319648063	54.51752494368546	52.34927216752031	17.845974524684475
H2Otm_f	1502329821.0	0.0	1502329821.0	1.0	7.8609221651945065	7.042652609862701	5.367624762167488	25.748519172714715	25.05303883550014	15.137206424565262
NH4tm_f	5813664051.0	1.0	5813664051.0	0.0	85.20310404466083	87.16916545365115	45.42045403772345	72.44265589519584	71.60055131617766	39.84655918454667
HCO3E	8379062136.0	1.0	8379062136.0	0.0	20.916010566400743	21.081563637384725	6.361487996334278	14.572893522549034	14.535587071947834	1.2916888626179197
HCO3Em	9945194134.0	1.0	9945194134.0	0.0	77.47163405449385	74.96595056047511	34.07406305561572	8.098585973534366	7.245871426339827	4.955470003657563
GLUN	7899454732.0	1.0	7899454732.0	0.0	12.823765445440548	9.26967105165191	12.043030302431681	3.5127151673091204	2.545906821683584	3.1524691832990652
GLNS	8682606219.0	1.0	8682606219.0	0.0	14.940453688803919	11.66756759836417	12.099939768581422	3.631813940180569	2.6808647487197463	3.202276689026324
GLUt2m	9033137167.0	1.0	9033137167.0	0.0	2.1532548313667585	1.6345699924270716	1.916629702536542	0.2667825681999035	0.18602585626312018	0.253331139064885
GLNtm_1	9162368608.0	1.0	9162368608.0	0.0	2.431834230276331	1.8290163541370001	2.154836832265199	0.25233761108136316	0.1691360870015424	0.2812825028299252
GLUNm	9162368608.0	1.0	9162368608.0	0.0	2.4318342302856584	1.829016354139958	2.154836832267137	0.2523376110813511	0.16913608700154895	0.281282502829926
GLUPRT	91803371.0	0.0	91803371.0	1.0	2.5990457232782245e-05	2.651595501340003e-05	2.2787221836326205e-06	4.9556070794497134e-05	5.058226782639274e-05	8.440132413516541e-06
PRAGSr	91803371.0	0.0	91803371.0	1.0	2.5990457233270163e-05	2.6515955014522873e-05	2.2787221836872597e-06	4.955607079448794e-05	5.058226782635398e-05	8.44013241351576e-06
GARFT	91803371.0	0.0	91803371.0	1.0	2.5990457233295547e-05	2.6515955012966284e-05	2.2787221836306258e-06	4.955607079289395e-05	5.0582267826601444e-05	8.4401324126325e-06
PRFGS	91803371.0	0.0	91803371.0	1.0	2.599045723324162e-05	2.651595501303196e-05	2.278722183617837e-06	4.9556070792964784e-05	5.058226782774414e-05	8.440132412625282e-06
PRAIS	91803371.0	0.0	91803371.0	1.0	2.5990457232782266e-05	2.651595501238685e-05	2.27872218361762e-06	4.955607079323322e-05	5.058226782555997e-05	8.440132412480793e-06
AIRCr	91803371.0	0.0	91803371.0	1.0	2.5990457232782273e-05	2.651595501238681e-05	2.278722183617613e-06	4.9556070793233225e-05	5.058226782556014e-05	8.44013241248087e-06
PRASCSi	91803371.0	0.0	91803371.0	1.0	2.599045723321687e-05	2.651595501323022e-05	2.2787221836297457e-06	4.95560707932263e-05	5.0582267826130344e-05	8.440132412373916e-06
ADSL2r	91803371.0	0.0	91803371.0	1.0	2.5990457234402392e-05	2.651595501390189e-05	2.2787221836048603e-06	4.955607079300838e-05	5.058226782445942e-05	8.440132412170869e-06
AICART	91803371.0	0.0	91803371.0	1.0	2.5990457234586937e-05	2.6515955013932623e-05	2.278722183661321e-06	4.955607079381728e-05	5.0582267824501154e-05	8.440132412398997e-06
IMPC	91803371.0	0.0	91803371.0	1.0	2.5990457234586927e-05	2.651595501393264e-05	2.2787221836613316e-06	4.955607079381748e-05	5.058226782450155e-05	8.440132412398992e-06
ADSS	91804572.0	0.0	91804572.0	1.0	1.539052458074364e-05	1.5701694987725082e-05	1.3493654848979774e-06	2.9345100999488386e-05	2.9952773846176104e-05	4.997905618107915e-06
ADSL1r	91804572.0	0.0	91804572.0	1.0	1.5390524581262574e-05	1.570169498715576e-05	1.3493654849948585e-06	2.9345101001204834e-05	2.995277385144883e-05	4.9979056180141885e-06
IMPDH2	91801629.0	0.0	91801629.0	1.0	1.0599932655170321e-05	1.0814262312496414e-05	9.293566996201678e-07	2.021096979322902e-05	2.0629493977762017e-05	3.44222679441467e-06
GMPS	2940324923.0	0.0	2940324923.0	1.0	6.0685928990207925e-06	6.261286542264897e-06	2.969219141427907e-06	9.541641175124183e-06	9.23303942616702e-06	4.9559853243566544e-06
GMPS2	1466918651.0	0.0	1466918651.0	1.0	4.531339756000405e-06	4.270309456627164e-06	2.9213229384569292e-06	1.0669328617874492e-05	1.0589785709235934e-05	4.891935462731688e-06
GK1	91801629.0	0.0	91801629.0	1.0	1.0599932655297772e-05	1.0814262312561441e-05	9.293566996159589e-07	2.0210969792998647e-05	2.062949397716384e-05	3.4422267944509195e-06
RNDR2	91801629.0	0.0	91801629.0	1.0	2.280085480860452e-06	2.3261885974429795e-06	1.9990813026461205e-07	4.347455809224054e-06	4.437481940545459e-06	7.404359624308611e-07
ADK1	9833055072.0	1.0	9833055072.0	0.0	22.61110097191711	21.82175443187615	8.43383178442025	6.600746292966798	6.303340351435638	2.4633702990717237
RNDR1	91801629.0	0.0	91801629.0	1.0	3.0368121719611534e-06	3.0982162320749047e-06	2.6625468599913385e-07	5.790312177510045e-06	5.910216652072123e-06	9.861757216334181e-07
CBPS	2839621608.0	0.0	2839621608.0	1.0	1.0967652271342058e-05	1.119244287285084e-05	6.526533230780107e-06	2.0533636604177964e-05	1.924433751840457e-05	1.3104704154255983e-05
ASPCT	2839621608.0	0.0	2839621608.0	1.0	1.0967652271460216e-05	1.11924428728987e-05	6.526533230629459e-06	2.053363660418985e-05	1.924433751841958e-05	1.3104704154247518e-05
DHORTS	2839621608.0	0.0	2839621608.0	1.0	1.0967652271481326e-05	1.1192442873849309e-05	6.526533230440832e-06	2.0533636604189853e-05	1.9244337518419613e-05	1.3104704154247542e-05
DHORD9	2839621608.0	0.0	2839621608.0	1.0	1.0967652271338889e-05	1.1192442873740538e-05	6.52653323007219e-06	2.053363660418984e-05	1.924433751841959e-05	1.3104704154247547e-05
ORPT	2839621608.0	0.0	2839621608.0	1.0	1.0967652271338892e-05	1.1192442873740526e-05	6.526533230072186e-06	2.0533636604189863e-05	1.924433751841962e-05	1.310470415424755e-05
