Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_CE2705_e	9149.0	1.0	9149.0	1.8966504071857446e-24	0.003915299999999999	0.00434	0.001586374084941423	0.001428	0.00155	0.0007533708759752243
EX_crtn_e	3817.5	0.0019379247753274972	3817.5	0.9980770765228231	0.023481700000000005	0.020915	0.013167000153429179	0.025379199999999998	0.027855	0.010634944846062337
EX_his__L_e_r	6685.5	0.9999810199039906	6685.5	1.9182369538021626e-05	0.11548489999999999	0.123525	0.024901795663418054	0.09931690000000001	0.090335	0.0270869957130276
EX_lys__L_e_r	5898.0	0.9859322368908523	5898.0	0.014155559122681623	0.025556300000000004	0.0274	0.007556255105687091	0.023030899999999997	0.025345	0.009346771829153775
EX_carn_e_r	9694.0	1.0	9694.0	9.54611250990723e-31	21.120210900000004	21.724925	3.5556430552775717	11.390668900000001	11.148454999999998	1.4850517661323182
EX_csn_e_r	2264.0	1.1634050546107886e-11	2264.0	0.9999999999885585	28.2598012	28.33961	9.037078572261661	47.489865	52.229965	23.444384665791446
EX_cys__L_e	0.0	1.280711066965257e-34	0.0	1.0	0.0342903	0.0349	0.005421902728933839	0.0849844	0.084385	0.011663539781833997
EX_cyan_e_r	8402.0	1.0	8402.0	4.7368396692855905e-17	0.12226330000000002	0.12267	0.026538078799599216	0.08637030000000001	0.09251000000000001	0.03191092746737836
EX_tcyntc	50.0	1.0767906720151771e-38	50.0	1.0	0.0	0.0	0.0	0.0092381	0.00722	0.01168059659253652
EX_tcynt_e	9143.0	1.0	9143.0	2.21242687011662e-24	0.12226330000000002	0.12267	0.026538078799599216	0.07713239999999999	0.084185	0.030148805129680923
EX_so3_e	369.0	5.5836731804940426e-30	369.0	1.0	0.0380373	0.041295	0.00841210597768466	0.1140844	0.089155	0.07556160719210878
EX_thr__L_e_r	0.0	1.280206158450399e-34	0.0	1.0	0.011705300000000004	0.012074999999999999	0.0033597908950685988	0.05179359999999999	0.04937	0.007043934351732358
EX_trp__L_e_r	10000.0	1.0	10000.0	1.2730860252152021e-34	0.0291468	0.028795	0.005951734978350872	0.0010502000000000003	0.00091	0.0004769261425572575
EX_anth_e	10000.0	1.0	10000.0	1.2741623499889215e-34	0.028603800000000002	0.028225	0.005901715515017817	0.0007180999999999999	0.000505	0.0006080548470078147
EX_tyr__L_e_r	300.0	7.273769525949176e-36	300.0	1.0	0.0	0.0	0.0	0.0010718	0.00122	0.0006376271986391769
EX_cystinex_r	7157.5	0.9999999328346321	7157.5	6.806569292676893e-08	0.07986750000000001	0.082405	0.011802103936300186	0.0733407	0.07272999999999999	0.012117648391307346
EX_3hydroxybutanoatex_r	2483.0	3.90385937325937e-10	2483.0	0.9999999996155821	13.0341643	12.4619	4.61064943792136	18.6525465	20.642879999999998	7.018435758838301
EX_gthrd_e_r	2062.0	3.551054880675464e-13	2062.0	0.9999999999996512	1.0287032	1.04265	0.6431413779096752	2.4550399	2.134145	1.662196599237332
EX_cmp_e_r	9190.0	1.0	9190.0	6.648905834495439e-25	0.0010519000000000001	0.00112	0.0004475199786748423	0.0003151	0.00032	0.00018492419959529254
HEX1	9810.0	1.0	9810.0	3.469682528259585e-32	24.0170885	21.395165	11.732994974839407	2.8506582000000003	1.96237	2.9652533460071893
G6PP	9558.0	1.0	9558.0	4.2019744033231694e-29	20.713600800000005	18.4428	11.491040726495541	2.7435761000000007	1.850055	2.9704342832822914
PGI	10000.0	1.0	10000.0	1.2809996731450625e-34	2.240428	2.313255	0.4424460453164449	0.040067700000000005	0.053239999999999996	0.02368071916798836
PFK	1887.0	1.4239918304585405e-14	1887.0	0.999999999999986	0.5688751999999999	0.540985	0.20251328607109492	5.9693819999999995	2.3148999999999997	6.986350892262727
FBP	257.0	2.3766878183181396e-31	257.0	1.0	0.2116799	0.20766	0.09380919473677203	5.957773599999999	2.31219	6.983397318381999
FBA	10000.0	1.0	10000.0	1.2804946538696245e-34	0.3571952000000001	0.342615	0.13387950869888396	0.0116083	0.01044	0.007568833898016099
TPI	10000.0	1.0	10000.0	1.2809996731450625e-34	2.939767	3.0493699999999997	0.5462953937507924	0.0509755	0.053245	0.015640965596726435
GAPD	10000.0	1.0	10000.0	1.2809996731450625e-34	6.2292037	6.49258	1.1547623563065852	0.10740400000000004	0.10352	0.047748634165245656
PGK	10000.0	1.0	10000.0	1.2809275156652627e-34	3.739223	3.629345	0.9558121895645619	0.032511200000000004	0.03483	0.020897602166833215
DPGM	9951.0	1.0	9951.0	5.54349309398441e-34	2.4899806	2.38083	1.055303741156368	0.07489340000000001	0.061815	0.05707435848438457
DPGase	9951.0	1.0	9951.0	5.54349309398441e-34	2.4899806	2.38083	1.055303741156368	0.07489340000000001	0.061815	0.05707435848438457
PGM_f	10000.0	1.0	10000.0	1.2810718345817004e-34	7.978325799999998	8.295695	1.1475126844519592	0.4064701	0.37766500000000003	0.11113389957768709
ENO_f	10000.0	1.0	10000.0	1.2810718345817004e-34	8.6843294	9.038145	1.2587601064032667	0.4600758	0.42762	0.12608064728801824
PYK	0.0	1.2810718345817004e-34	0.0	1.0	5.3089599	5.449434999999999	1.1107323968595333	80.63811319999999	76.29106	20.857159693303046
LDH_L	10000.0	1.0	10000.0	1.280711066965257e-34	5.597373200000001	5.828225	1.0369571144740477	0.07817759999999999	0.07859	0.002868546290053869
r0407	10000.0	1.0	10000.0	1.2809275156652627e-34	2.5825714000000004	2.7381200000000003	0.5132636642176232	0.039367	0.03686	0.017263406004282205
PRPPS	1288.0	6.021758451502837e-20	1288.0	1.0	0.007580099999999999	0.00792	0.0018838797785957627	0.0478037	0.049735	0.024404664426450874
G6PDH2r	10000.0	1.0	10000.0	1.2809996731450625e-34	1.0565886	1.099965	0.2593930295786296	0.06416470000000002	0.048045000000000004	0.031617558459492
PGL	10000.0	1.0	10000.0	1.2809996731450625e-34	1.0565886	1.099965	0.2593930295786296	0.06416470000000002	0.048045000000000004	0.031617558459492
GND	10000.0	1.0	10000.0	1.2809996731450625e-34	1.0565886	1.099965	0.2593930295786296	0.06416470000000002	0.048045000000000004	0.031617558459492
RPI	10000.0	1.0	10000.0	1.2809996731450625e-34	0.35725	0.37179	0.0872631089628291	0.053258	0.05484	0.00912534443794376
TKT2_f	9920.0	1.0	9920.0	1.3906160296227491e-33	0.7021966	0.7315	0.12820692472686174	0.14589449999999998	0.13229000000000002	0.04474499839720252
RPE_f	9986.0	1.0	9986.0	1.949842121986505e-34	1.1490118	1.189525	0.22377853779696003	0.18056080000000002	0.16686	0.05732847295606912
TKT1_f	9926.0	1.0	9926.0	1.1642842370302506e-33	0.7041365	0.7312799999999999	0.1296939198233341	0.1417457	0.129945	0.04489288828641982
TALA_f	9972.0	1.0	9972.0	2.9641237069462895e-34	1.1488406	1.16562	0.18283146429154337	0.18482189999999998	0.17512499999999998	0.04708147899153448
r0408	10000.0	1.0	10000.0	1.2809275156652627e-34	2.5825714000000004	2.7381200000000003	0.5132636642176232	0.039367	0.03686	0.017263406004282205
PDHm	9820.0	1.0	9820.0	2.5975850651643976e-32	25.650889300000003	25.339635	4.868186607491553	10.0738123	10.58513	2.221770046273214
PCm	1941.0	3.916217626816039e-14	1941.0	0.9999999999999616	100.82764499999999	100.926615	17.35876336577362	113.22681429999999	114.311515	5.47658671972103
PEPCK_re	0.0	2.8200076051853168e-39	0.0	1.0	0.0	0.0	0.0	82.0277675	78.492985	20.77842418755801
CSm	7319.0	0.9999999927526828	7319.0	7.351349657901635e-09	58.1492188	56.849835	10.674901804463966	47.4124342	50.142485	12.619289120846608
ACONTm_f	0.0	1.2810718345817004e-34	0.0	1.0	8.882848899999999	9.863579999999999	5.008495244762227	30.572115999999998	28.38337	9.803643038095789
ICDHxm	5874.0	0.9836905734137419	5874.0	0.016409107749990017	18.1185288	17.347375	8.842454698966419	15.346310600000002	13.91812	8.97791307563198
ICDHym_f	0.0	1.2810718345817004e-34	0.0	1.0	3.266026	2.27545	2.8612039159455627	132.6890024	124.61011500000001	39.24408496572919
AKGDm	0.0	1.2810718345817004e-34	0.0	1.0	11.897330800000004	10.885375	4.587168649049387	42.0525067	43.21904	6.207755664403964
SUCOAS1m_f	6879.0	0.9999978085812646	6879.0	2.217228066976179e-06	100.22866670000002	100.58404	22.93482728338597	89.17553999999998	85.435625	18.76629011077296
SUCD1m	5578.0	0.9212456885362621	5578.0	0.0791138916800943	45.5822629	46.40212	7.0909353509334565	44.1539639	45.66556	6.648094097918256
FUMm_f	9105.0	1.0	9105.0	5.689446422439395e-24	241.54898330000003	239.53951	53.78002608094632	145.06849329999997	138.20682	39.630542973677805
MDHm_f	1727.0	6.426833814694347e-16	1727.0	0.9999999999999993	239.7091117	239.279925	52.48520022850298	325.67119949999994	299.96655999999996	90.68677393369512
ME1m	9992.0	1.0	9992.0	1.6288410904180772e-34	74.67658180000001	74.66268500000001	17.32890766568514	16.9772369	16.91301	7.638851595401832
ME2m	4776.0	0.29249948787149327	4776.0	0.7083396906233064	3.527289099999999	2.7343200000000003	2.521066494768561	3.6445795	4.109215000000001	1.9894501808188998
ME2	8287.0	0.9999999999999996	8287.0	4.865790814183708e-16	31.693698700000006	32.778975	7.959658716663351	20.421744699999998	23.298325	9.65667567535395
ACITL	8495.0	1.0	8495.0	6.803332284346754e-18	23.4753248	23.542805	6.988782372592927	13.4637503	14.439345	6.251609312319001
FUM_f	7824.0	0.9999999999974245	7824.0	2.6201800374785473e-12	167.90138069999998	169.85502000000002	29.23748055561018	148.1150581	139.21438	36.91602976351928
MDH_f	9835.0	1.0	9835.0	1.6807652005433137e-32	287.6968537	299.92933	57.77978126001685	76.5940876	65.40129	32.31269885481124
AKGMALtm_f	1407.0	8.329645179338414e-19	1407.0	1.0	91.116062	89.83373	20.09661862910728	199.9416114	201.05361	84.28800022352065
ACONT	47.0	5.22403229901202e-34	47.0	1.0	74.9530263	75.39671	12.036943177445755	118.65523680000003	118.417355	18.14984239022226
ICDHyr	47.0	5.22403229901202e-34	47.0	1.0	74.9530263	75.39671	12.036943177445755	118.65523680000003	118.417355	18.14984239022226
PPA	4571.0	0.14755160209952484	4571.0	0.853011142911725	16.5379505	16.677125	4.786442640389429	20.193408299999998	16.697319999999998	11.030960346890968
Complex1ROS	6080.0	0.9958556977556728	6080.0	0.004174278726550364	72.2179172	71.052155	14.320258066101658	67.67309510000001	54.433125000000004	26.933073070069145
FADH2ETC	3275.0	1.2565268180969704e-05	3275.0	0.9999875700324871	58.4943305	58.823890000000006	10.303194557436575	73.3114976	82.76461	24.268765561222764
CYOR_u10mi	3043.0	8.743407308472795e-07	3043.0	0.9999991362246041	127.10165770000002	127.642725	19.309121044711876	137.6012173	136.54410000000001	10.51581127399962
CYOOm2i	3043.0	8.743407308472795e-07	3043.0	0.9999991362246041	63.5508293	63.821365	9.654560809344556	68.80060909999999	68.27205000000001	5.257905635458481
ATPS4mi	8636.0	1.0	8636.0	3.25579568219153e-19	213.46475320000002	212.228905	33.31826982225705	185.2740607	187.93597999999997	12.504936429559155
GLUCYS	6923.5	0.9999987062793524	6923.5	1.309292578442344e-06	0.0300146	0.029670000000000002	0.01563940183438528	0.0185589	0.016265	0.015882701910880873
GTHS	6923.5	0.9999987062793524	6923.5	1.309292578442344e-06	0.0300146	0.029670000000000002	0.01563940183438528	0.0185589	0.016265	0.015882701910880873
SPODMm	6080.0	0.9958556977556728	6080.0	0.004174278726550364	1.8054476	1.776305	0.3580062424971234	1.6918267999999999	1.360825	0.6733266736332522
GTHPi	5527.0	0.9012817599449214	5527.0	0.09914369544251989	0.031698	0.03124	0.011687506409008126	0.0349393	0.025849999999999998	0.0253438621364207
GTHPm	2970.0	3.5454432041516467e-07	2970.0	0.99999964988732	1.0054575	0.938245	0.5026543759054717	1.4994135999999998	1.241005	0.6973932142340047
GDR	5169.5	0.6610669320387075	5169.5	0.33982772621506496	0.053264699999999984	0.049975	0.02336258229357882	0.0629478	0.04877	0.046624805479703636
GTHOr	5144.5	0.6384399387986299	5144.5	0.3624759314461394	0.018520500000000002	0.018965000000000003	0.008485961595006142	0.0222837	0.01489	0.020278953345722252
GDRm	3766.0	0.001289463774268181	3766.0	0.9987208827983941	0.17935949999999998	0.19555499999999998	0.15115634210423765	0.2569276999999999	0.30254499999999995	0.169465244545299
GTHOm	9811.0	1.0	9811.0	3.361988576032503e-32	0.2967392	0.29286	0.2114479947127435	0.0056865	0.0031799999999999997	0.005000004924239999
r0885	2058.0	3.3059873868972296e-13	2058.0	0.9999999999996753	1.0587179	1.06061	0.6524891944804353	2.4735988	2.1678249999999997	1.6508893251919978
PYRt2m_f	9657.0	1.0	9657.0	2.7021102623650405e-30	196.16048489999997	202.00503	36.58689381159127	118.89420620000001	120.453915	11.123326453028247
HMR_4964	704.0	4.526148945763233e-26	704.0	1.0	98.42835130000002	98.523	17.143846132080274	132.1189866	133.87854	15.42743333869884
r2420	10000.0	1.0	10000.0	1.2810718345817004e-34	87.7148618	88.20184499999999	21.894163950415958	3.8618335999999998	2.7025550000000003	3.478212343466899
ATPtm	9608.0	1.0	9608.0	1.058550365101961e-29	112.63373600000001	116.51597000000001	20.805336038751932	72.0466284	73.526545	8.06228602385702
FUMtm_f	3796.0	0.0016377882865736104	3796.0	0.9983750829187816	15.457981100000001	16.413919999999997	4.631698561502031	21.358364200000004	17.580685	11.395157725664088
CO2tm_f	6865.0	0.9999974195925408	6865.0	2.6105881308930162e-06	211.78477180000002	210.50596000000002	44.64142124593263	216.8711751	175.90615	109.60156290499317
O2tm	3154.0	3.2524895635587416e-06	3154.0	0.9999967847613412	65.3562769	65.5496	9.964081307620392	70.49243659999999	69.807995	5.515281255395742
r0801_f	8355.0	0.9999999999999999	8355.0	1.239001156471964e-16	125.3863315	123.789	30.22664811749068	67.1286154	50.11784	45.028258009920556
THD1m	5643.0	0.942061908289778	5643.0	0.05822182280932735	140.62094729999998	128.10798	50.24095946224476	121.4018256	118.48503500000001	12.633700438240197
H2Otm_f	0.0	1.2810718345817004e-34	0.0	1.0	1.4122267000000002	1.0019550000000002	1.2023931575660798	34.260002300000004	28.06571	16.726931389882125
NH4tm_f	8361.0	0.9999999999999999	8361.0	1.0966930978404503e-16	138.0198346	142.539035	30.82446931228905	73.9042475	62.89623	44.21296822111266
HCO3E	8494.0	1.0	8494.0	6.94867557682458e-18	20.5367778	20.599235	6.115111798246182	11.780041200000003	12.634	5.469753175951626
HCO3Em	1941.0	3.916217626816039e-14	1941.0	0.9999999999999616	100.83097289999999	100.93142499999999	17.358840040334602	113.2272216	114.312045	5.47654604608713
GLUN	6237.0	0.9987514546105585	6237.0	0.001258665616261396	7.2536743	5.422505	5.1188513260027095	5.105093300000001	4.320805	4.166007875165083
GLNS	5608.0	0.9314664616326926	5608.0	0.06885688612168618	8.426113099999998	6.66126	5.3127720364693145	7.1639558	5.667605	5.169197920698715
GLUt2m	5456.0	0.8676619801693506	5456.0	0.13286202329312452	0.8524231	0.834015	0.5385726174435439	0.7637817000000002	0.80018	0.501948088066129
GLNtm_1	7376.0	0.9999999968144941	7376.0	3.2323038203807535e-09	1.4018883000000002	1.3309250000000001	0.7898633844105158	0.7606512000000002	0.7744	0.4983235749166774
GLUNm	7376.0	0.9999999968144941	7376.0	3.2323038203807535e-09	1.4018883000000002	1.3309250000000001	0.7898633844105158	0.7606512000000002	0.7744	0.4983235749166774
GLUPRT	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
PRAGSr	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
GARFT	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
PRFGS	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
PRAIS	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
AIRCr	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
PRASCSi	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
ADSL2r	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
AICART	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
IMPC	8889.5	1.0	8889.5	1.0151285595022863e-21	0.0026529	0.002935	0.0011029513162694926	0.0011679999999999998	0.00134	0.0005837046437292674
ADSS	8894.5	1.0	8894.5	8.970451092628942e-22	0.0015709	0.00174	0.0006528834180585057	0.0006918999999999999	0.00079	0.0003450360689679977
ADSL1r	8894.5	1.0	8894.5	8.970451092628942e-22	0.0015709	0.00174	0.0006528834180585057	0.0006918999999999999	0.00079	0.0003450360689679977
IMPDH2	8895.0	1.0	8895.0	8.834613627048693e-22	0.0010825	0.0012	0.000449229137725747	0.00047650000000000004	0.00055	0.0002384816237123625
GMPS	5278.5	0.7523967737211777	5278.5	0.2483767417928956	0.0003927	0.00038	0.00017009714989981578	0.00034930000000000003	0.00038	0.00018879872773925038
GMPS2	9170.0	1.0	9170.0	1.0055515904569848e-24	0.0006898000000000002	0.0009	0.0004005198137572238	0.0001275	0.00015	6.339510544150387e-05
GK1	8895.0	1.0	8895.0	8.834613627048693e-22	0.0010825	0.0012	0.000449229137725747	0.00047650000000000004	0.00055	0.0002384816237123625
RNDR2	8894.0	1.0	8894.0	7.758639105994516e-22	0.0002328	0.00026	9.653679886630556e-05	0.0001021	0.00012	5.187971713979414e-05
ADK1	4571.0	0.14755160209952484	4571.0	0.853011142911725	16.5366432	16.676054999999998	4.786179623952399	20.1928327	16.696894999999998	11.031187722763685
RNDR1	8874.5	1.0	8874.5	1.3349995411460089e-21	0.0003101	0.00034	0.00012957190585878865	0.00013639999999999998	0.00016	6.934790056758253e-05
CBPS	5190.5	0.6797655536544323	5190.5	0.32110966229977495	0.0003061	0.00027	0.00021393803974161503	0.0002796000000000001	0.00026	0.00016271633618234545
ASPCT	5190.5	0.6797655536544323	5190.5	0.32110966229977495	0.0003061	0.00027	0.00021393803974161503	0.0002796000000000001	0.00026	0.00016271633618234545
DHORTS	5190.5	0.6797655536544323	5190.5	0.32110966229977495	0.0003061	0.00027	0.00021393803974161503	0.0002796000000000001	0.00026	0.00016271633618234545
DHORD9	5190.5	0.6797655536544323	5190.5	0.32110966229977495	0.0003061	0.00027	0.00021393803974161503	0.0002796000000000001	0.00026	0.00016271633618234545
ORPT	5190.5	0.6797655536544323	5190.5	0.32110966229977495	0.0003061	0.00027	0.00021393803974161503	0.0002796000000000001	0.00026	0.00016271633618234545
OMPDC	5190.5	0.6797655536544323	5190.5	0.32110966229977495	0.0003061	0.00027	0.00021393803974161503	0.0002796000000000001	0.00026	0.00016271633618234545
UMPK	8275.0	0.9999999999999994	8275.0	6.136443842360771e-16	0.00155	0.00174	0.0006454033270331465	0.0008215	0.00093	0.0004160428663811779
RNDR4	8958.5	1.0	8958.5	1.6957887805820777e-22	0.0002061	0.00023	8.767357963295765e-05	8.130000000000002e-05	9e-05	4.189103228447092e-05
TMDS	8958.5	1.0	8958.5	1.6957887805820777e-22	0.0002061	0.00023	8.767357963295765e-05	8.130000000000002e-05	9e-05	4.189103228447092e-05
URIDK2r	8958.5	1.0	8958.5	1.6957887805820777e-22	0.0002061	0.00023	8.767357963295765e-05	8.130000000000002e-05	9e-05	4.189103228447092e-05
NDPK2	8157.5	0.999999999999994	8157.5	6.0566777982320925e-15	0.0013445000000000002	0.001505	0.000558378559905031	0.0007398000000000002	0.00084	0.00037654457661984484
NDPK3_f	324.5	1.5882384135214744e-30	324.5	1.0	0.000838	0.00089	0.00019865202305193437	0.0020876000000000002	0.00164	0.0013790255086601384
CYTK1_r	9190.0	1.0	9190.0	6.648905834495439e-25	0.0010519000000000001	0.00112	0.0004475199786748423	0.0003151	0.00032	0.00018492419959529254
CTPS1	2856.0	7.785071097189943e-08	2856.0	0.9999999231761552	8.74e-05	7e-05	7.378127653867726e-05	0.00018710000000000002	0.00017500000000000003	0.00012679654426033714
