	MCF102A_score	SKBR3_score	MCF7_score	MDAMB231_score	MDAMB361_score	totalScore
ADSL2r	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
RNDR1	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
RNDR2	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
GK1	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
PRASCSi	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
IMPDH2	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
ADSL1r	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
ADSS	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
IMPC	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
AICART	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
IPDDI	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
C14STR	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
DMATT	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
GRTT	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
NDPK4	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
DTMPK	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
NDPK7	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
NDPK8	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
NDPK5	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
DmBiomass	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
ILEtec_r	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
Biomass	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
DSMSTOLR	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
RE2410C	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1516	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
CHLSTI_1	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1509	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1505	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1504	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1503	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1502	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1500	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1494	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1493	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1490	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
GLUPRT	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1479	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1478	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1477	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
LNSTLS	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
SMO	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1467	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
HMR_1465	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
PRAGSr	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
MEVK1	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
EX_ile__L_e_r	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
EX_biomassx	0.08794376563775133	0.8323168593759707	0.9993053333333332	0.031241894713704803	0.6458796869268296	2.5966875399875895
r0801	0.4884600000000001	0.7505858138537103	0.21736	0.465097	0.6675323186363585	2.589035132490069
SUCOAS1m	0.4884600000000001	0.7505858138537103	0.21736	0.465097	0.6675323186363585	2.589035132490069
SPMS	0.7336696760488582	0.1329712962635653	0.7174066363682743	0.9210845053639962	0.041990236095195706	2.54712235013989
GLCt1_r	0.3723310000000002	0.1843493686987374	0.11289300000000001	0.8494840000000001	0.9999960000106667	2.5190533687094048
EX_glc__D_e_r	0.3723310000000002	0.1843493686987374	0.11289300000000001	0.8494840000000001	0.9999960000106667	2.5190533687094048
G5SADs	0.0	0.906371501944031	0.9993173333333335	0.4802674815818824	0.1266954153646715	2.5126517322239184
GLU5SAtmc	0.0	0.906371501944031	0.9993173333333335	0.4802674815818824	0.1266954153646715	2.5126517322239184
r0074	0.0	0.906371501944031	0.9993173333333335	0.4802674815818824	0.1266954153646715	2.5126517322239184
EX_leu__L_e_r	0.00201855760782983	0.8418819722097896	0.9989053333333334	0.0	0.6484594702439767	2.4912653333949293
LEUtec_r	0.00201855760782983	0.8418819722097896	0.9989053333333334	0.0	0.6484594702439767	2.4912653333949293
EX_pi_e_r	0.06742105018850993	0.8129694898002118	0.9989146666666666	0.0107261060304649	0.5833745676154003	2.4734058803012537
Dm2oxobutyrate	0.2838579079534035	0.2852498652247072	0.5479764506980258	0.455978887370848	0.8148434042774731	2.3879065155244574
EX_2obut_e	0.2838579079534035	0.2852498652247072	0.5479764506980258	0.455978887370848	0.8148434042774731	2.3879065155244574
PYK	0.3531142795160699	0.3368082672329002	0.5220538722340994	0.9183640000000001	0.21724593432612618	2.347586353309196
SUCFUMtm_r	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
BBHOX	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
TMABADH	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
CRNt	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
GHMT3	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
TMLYSOX	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
TMLYStd_r	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
EX_tmlys_e_r	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
EX_crn_e	0.9999639999999997	0.6501420000000001	0.0	0.0	0.6457120000000001	2.2958179999999997
O2t_r	0.8297866666666666	0.0070880141760283535	0.4401360000000002	1.0	0.0	2.277010680842695
EX_o2_e_r	0.8297866666666666	0.0070880141760283535	0.4401360000000002	1.0	0.0	2.277010680842695
GAPD	0.3340289999999999	0.16424932849865703	0.11762899999999998	0.656052	0.9999840000426665	2.2719433285413233
SERD_L	0.9980920000000003	0.5461724507677902	0.08347375096254019	0.2861657521661344	0.33835785172797095	2.2522618056244363
ORNDC	0.4282956701511166	0.6932689412945309	0.2451491945216001	0.431438984084023	0.4239915892478214	2.222144379299092
HMGCOASm	0.130147	0.466274	0.589765	0.015738	0.9405386666666666	2.142462666666667
PDHm	0.9992680000000004	0.13152426304852607	0.4705135567178309	0.431936471146802	0.08520193722130943	2.118444228134469
ACITL	0.6206364275703247	0.0909716836938262	0.9468186666666663	0.3641847585312364	0.07636211687632925	2.0989736533383825
HCO3E	0.6205597771935514	0.0908323553816672	0.9466440000000002	0.3639967478146254	0.07627590025120883	2.0983087806410534
r0762	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0692	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0764	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0693	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0694	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0695	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0765	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0763	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0766	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0761	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0760	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0682	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0768	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0681	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0691	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
AcetoacetylACPsynthesis	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
MCAT	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
FASN	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
ACCOAC	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0767	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0701	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0769	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0713	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
FA160ACPH	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0702	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0770	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0712	0.6205283855419758	0.09072631185826764	0.9465920000000003	0.36395174524947915	0.07619863124441381	2.0979970738941365
r0771	0.6205273851528245	0.09072631185826764	0.9465920000000003	0.3639517452494792	0.07619863124441381	2.0979960735049854
r0696	0.6205273851528245	0.09072631185826764	0.9465920000000003	0.3639517452494792	0.07619863124441381	2.0979960735049854
r0697	0.6205273851528245	0.09072631185826764	0.9465920000000003	0.3639517452494792	0.07619863124441381	2.0979960735049854
r0773	0.6205273851528245	0.09072631185826764	0.9465920000000003	0.3639517452494792	0.07619863124441381	2.0979960735049854
r0772	0.6205273851528245	0.09072631185826764	0.9465920000000003	0.3639517452494792	0.07619863124441381	2.0979960735049854
ATPtm	0.0	0.038361110054285254	0.2929500351149673	1.0000000000000002	0.717118	2.0484291451692527
VALt5m	0.7636714550329659	0.42673985347970683	0.5147700718663198	0.016127015328452742	0.32148408042102816	2.042792476128473
VALTAim	0.7636714550329659	0.42673985347970683	0.5147700718663198	0.016127015328452742	0.32148408042102816	2.042792476128473
DKMPPD	0.4499704074848793	0.05020967013318133	0.49407251533177293	0.9200756673879315	0.09945087389118763	2.0137791342289524
MDRPD	0.4499704074848793	0.05020967013318133	0.49407251533177293	0.9200756673879315	0.09945087389118763	2.0137791342289524
MTRI	0.4499704074848793	0.05020967013318133	0.49407251533177293	0.9200756673879315	0.09945087389118763	2.0137791342289524
ADPT	0.4499704074848793	0.05020967013318133	0.49407251533177293	0.9200756673879315	0.09945087389118763	2.0137791342289524
MTAP	0.4499704074848793	0.05020967013318133	0.49407251533177293	0.9200756673879315	0.09945087389118763	2.0137791342289524
ADMDC	0.4499704074848793	0.05020967013318133	0.49407251533177293	0.9200756673879315	0.09945087389118763	2.0137791342289524
ALAPAT4te	0.9883933333333336	0.0	0.0	0.0	0.9883179999999999	1.9767113333333335
CYSTGL	0.103197	0.0	0.7479813333333334	0.954834	0.15892299999999998	1.9649353333333333
CYSTS	0.103197	0.0	0.7479813333333334	0.954834	0.15892299999999998	1.9649353333333333
EX_phe__L_e_r	0.14953286951013942	0.5229292808855694	0.993604	0.0	0.28914081589323265	1.9552069662889418
PHEtec_r	0.14953286951013942	0.5229292808855694	0.993604	0.0	0.28914081589323265	1.9552069662889418
PGK	0.11011657703829354	0.0	0.0	0.9104453333333337	0.9297665143244043	1.9503284246960315
bBDH	0.002698355302585446	0.06320197049261315	0.9875000000000006	0.761821333653718	0.13355911249983743	1.9487807719487544
EX_3hydroxybutanoatex_r	0.002698355302585446	0.06320197049261315	0.9875000000000006	0.761821333653718	0.13355911249983743	1.9487807719487544
OCOAT1m	0.002698355302585446	0.06320197049261315	0.9875000000000006	0.761821333653718	0.13355911249983743	1.9487807719487544
Ex3HB	0.002698355302585446	0.06320197049261315	0.9875000000000006	0.761821333653718	0.13355911249983743	1.9487807719487544
Transport3HB_forward	0.002698355302585446	0.06320197049261315	0.9875000000000006	0.761821333653718	0.13355911249983743	1.9487807719487544
ACACT1m	0.0005281291907000791	0.0636208808737333	0.9874746666666671	0.7540684662780095	0.13437562517504903	1.940067768184159
ATPS4mi	0.0	0.06226512453024905	0.4561123636744967	0.9999999999999999	0.38685	1.9052274882047455
FUMtm	0.44404828581176353	0.0	0.5027760000000001	0.9571318126070891	0.0	1.9039560984188528
H2Otm	0.0	0.10954699999999999	0.5149466666666668	1.0	0.27013499999999996	1.8946286666666667
3MOBt2im	0.0	0.09551010841606769	0.0	0.909046905981356	0.8365674213903176	1.8411244357877412
VALTA	0.0	0.09551010841606769	0.0	0.909046905981356	0.8365674213903176	1.8411244357877412
C3STDH1	0.012674906376820618	0.8896110839041299	0.7981757081132985	0.13653604805473213	0.0	1.8369977464489813
PYRt2	0.9502239999999998	0.0	0.0	0.0	0.8752590000000001	1.825483
EX_pyr_e	0.9502239999999998	0.0	0.0	0.0	0.8752590000000001	1.825483
UMPK	0.0	0.6928545897448993	0.9948586666666668	0.0	0.13067007726337793	1.8183833336749442
GLUt4	0.618591	0.6723426666666672	0.0	0.0	0.524957	1.8158906666666672
TPI	0.158009372853574	0.13337226674453348	0.11159899999999999	0.41046593628996947	0.9999760000639997	1.8134225759520766
DmPalm	0.5907903822837457	0.009295095124099408	0.967972	0.24516299999999996	0.0	1.8132204774078453
EX_hdca_e	0.5907664760329449	0.009283362154604657	0.9679746666666663	0.24517	0.0	1.813194504854216
ME2	0.0	0.0	0.8696186666666668	0.9089752071155751	0.0	1.778593873782242
CO2t	0.16563880889792315	0.5654641309282619	0.041802999999999986	0.9840107093047749	0.016455782330068218	1.7733724314610282
EX_co2_e	0.16563880889792315	0.5654641309282619	0.041802999999999986	0.9840107093047749	0.016455782330068218	1.7733724314610282
SUCD1m	4.134027284580078e-05	0.6123212246424493	0.12088353707100008	0.9999986666702221	0.025816474809631274	1.7590612434661483
METtec_r	0.0	0.48775517353552034	0.9997626666666662	0.24405586149733016	0.0	1.7315737016995167
EX_met__L_e_r	0.0	0.48775517353552034	0.9997626666666662	0.24405586149733016	0.0	1.7315737016995167
MDH	0.20598011073747396	0.2543549682412206	0.5750874322869285	0.6307649999999999	0.0	1.666187511265623
NDPK2	0.0	0.6282398371214091	0.9922440000000003	0.0	0.03822492776029301	1.6587087648817025
TYRt_r	0.953262	0.20121499999999987	0.4862453333333331	0.0	0.0	1.6407223333333332
EX_tyr__L_e_r	0.953262	0.20121499999999987	0.4862453333333331	0.0	0.0	1.6407223333333332
5MTHFt	0.10086019601299487	0.4930787852112677	0.001451676335224709	0.7178067681042417	0.3229751007445758	1.6361725264083047
r0963_r	0.10086019601299487	0.4930787852112677	0.001451676335224709	0.7178067681042417	0.3229751007445758	1.6361725264083047
EX_fol_e_r	0.10086019601299487	0.4930787852112677	0.001451676335224709	0.7178067681042417	0.3229751007445758	1.6361725264083047
EX_5mthf_e	0.10086019601299487	0.4930787852112677	0.001451676335224709	0.7178067681042417	0.3229751007445758	1.6361725264083047
FTHFDH	0.22011682646707464	0.2183536418791334	0.5174610000000001	0.0	0.674942036456287	1.6308735048024952
MTHFC	0.21894110935908073	0.2160840378518589	0.5130010000000002	0.0	0.674836477267706	1.6228626244786457
EX_h2o_e	0.012397558517617082	0.364583187499125	0.9845413333333334	0.0	0.2190410734479079	1.5805631527979833
H2Ot	0.012397558517617084	0.36458318749912505	0.984541333333333	0.0	0.21904107344790796	1.5805631527979833
PYRt2m	0.14716099999999993	0.0	0.4321445045554291	0.9999973333333333	0.0	1.5793028378887621
AACOAT	0.07253399999999999	0.12273446859489992	0.37202399999999997	0.967269	3.5577583668662286e-05	1.5345970461785685
FUMAC	0.07253399999999999	0.12273446859489992	0.37202399999999997	0.967269	3.5577583668662286e-05	1.5345970461785685
MACACI	0.07253399999999999	0.12273446859489992	0.37202399999999997	0.967269	3.5577583668662286e-05	1.5345970461785685
HGNTOR	0.07253399999999999	0.12273446859489992	0.37202399999999997	0.967269	3.5577583668662286e-05	1.5345970461785685
34HPPOR	0.07253399999999999	0.12273446859489992	0.37202399999999997	0.967269	3.5577583668662286e-05	1.5345970461785685
TYRTA	0.07253399999999999	0.12273446859489992	0.37202399999999997	0.967269	3.5577583668662286e-05	1.5345970461785685
Complex1ROS	0.0	0.0	0.4780229197191283	0.999994666680889	0.051282282057051425	1.5292998684570687
SPODMm	0.0	0.0	0.4780229197191283	0.999994666680889	0.051282282057051425	1.5292998684570687
DHFR	0.15688219940079398	0.30111517471670607	0.9599186666666664	0.10290970057520918	0.0	1.5208257413593755
EX_asn__L_e	0.7074760000000001	0.0	0.0	0.0	0.7775969999999996	1.4850729999999999
r2532_r	0.7074760000000001	0.0	0.0	0.0	0.7775969999999996	1.4850729999999999
CYStec_r	0.762478	0.0	0.0	0.0	0.6932413333333334	1.4557193333333334
EX_cys__L_e	0.762478	0.0	0.0	0.0	0.6932413333333334	1.4557193333333334
PRPPS	0.6835513577427461	0.049173961212091694	0.014365999999999997	0.6489836825866802	0.057940681599317485	1.4540156831408355
FUM	0.0	0.060145	0.3890139144824939	0.9999973333333334	9.000702054760272e-06	1.449165248517882
AASAD3m	0.12854327279291228	0.0011680064387581835	0.06649093627338691	0.8070255040922995	0.43573048369459244	1.4389582032919495
r0525	0.12854327279291228	0.0011680064387581835	0.06649093627338691	0.8070255040922995	0.43573048369459244	1.4389582032919495
r0450	0.12854327279291228	0.0011680064387581835	0.06649093627338691	0.8070255040922995	0.43573048369459244	1.4389582032919495
SACCD3m	0.12854327279291228	0.0011680064387581835	0.06649093627338691	0.8070255040922995	0.43573048369459244	1.4389582032919495
LYStm	0.12854327279291228	0.0011680064387581835	0.06649093627338691	0.8070255040922995	0.43573048369459244	1.4389582032919495
ACONTm	0.20631656956664463	0.8211826650465777	0.0766255053207376	0.24706599999999995	0.0774760650054287	1.4286668049393887
PHLACHt	0.0	0.05016962650155219	0.9521589355982597	0.0	0.39769659168634375	1.4000251537861557
EX_gluIN__L_e	0.6572946666666668	0.0	0.0	0.0	0.7287639999999996	1.3860586666666666
ADK1	0.0	0.0	0.3748147496294994	0.999852000197333	0.0	1.3746667498268323
PPA	0.0	0.0	0.374035748071496	0.9998560001919997	0.0	1.3738917482634956
MMSAD1m	0.28897300000000004	0.0173057280799033	0.12258907075791685	0.926728	0.004227000000000001	1.3598227988378202
HACD1m	0.07528670615115014	0.0	0.03355407191354058	0.8069996875498683	0.4350116491494946	1.3508521147640535
2OXOADOXm	0.07528670615115014	0.0	0.03355407191354058	0.8069996875498683	0.4350116491494946	1.3508521147640535
3HBCDm	0.07528670615115014	0.0	0.03355407191354058	0.8069996875498683	0.4350116491494946	1.3508521147640535
GLUTCOADHm	0.07528670615115014	0.0	0.03355407191354058	0.8069996875498683	0.4350116491494946	1.3508521147640535
O2tm	0.0	0.05083410166820333	0.2603900447248622	0.9999999999999999	0.0	1.3112241463930654
ICDHyr	0.17423759911945572	0.33175849315894435	0.5080659999999999	0.2532021421265914	0.03939146827077862	1.30665570267577
ACONT	0.17423759911945572	0.33175849315894435	0.5080659999999999	0.2532021421265914	0.03939146827077862	1.30665570267577
EX_cystinex_r	0.5412719962240836	0.0	0.052420557477984346	0.2604551410433181	0.45004530292216505	1.3041929976675513
CYOOm2i	0.0	0.05592111184222369	0.24122119732500583	0.9999999999999999	0.0	1.2971423091672294
