	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_phe__L_e_r	1000000000000.0	1.0	1000000000000.0	0.0	5.199467677730009e-05	5.20351e-05	7.180746373632674e-06	5.491925117700122e-06	5.4417e-06	1.5129104755765276e-06
EX_ser__L_e_r	947303478655.0	1.0	947303478655.0	0.0	0.13534825913936555	0.1214600312	0.09189418685308187	0.01233319224718889	0.009553236350000001	0.010521773634293534
EX_ala__L_e_f	102708730679.5	0.0	102708730679.5	1.0	0.1727763709599356	0.1244716926	0.16298976529431525	1.1907758726546487	0.90212096735	1.0396947699078318
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.010546600992896234	0.010652929750000002	0.0011028674701161999
EX_fol_e_r	6063265478.5	0.0	6063265478.5	1.0	0.00027088672610841224	0.0002858321	8.045586860830692e-05	0.0014086086432155023	0.00146312435	0.00043291471972793253
EX_urea_e	702128231520.5	1.0	702128231520.5	0.0	0.0602547466385749	0.05141389355	0.044941700762596105	0.029260184718726902	0.02719064935	0.01868235321234905
EX_pyr_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007753934729095416	0.008086869850000001	0.0028013179781229713
PYRt2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007753934729095416	0.008086869850000001	0.0028013179781230632
EX_gudac_e	861462609113.5	1.0	861462609113.5	0.0	0.0830019910971009	0.07963376964999999	0.05002818304520599	0.02347485409989585	0.02036592165	0.017061056420570615
EX_hdca_e_f	638617039987.5	1.0	638617039987.5	0.0	0.3541501534044319	0.33914232990000004	0.10243193768858092	0.3131139970424057	0.2388949054	0.2756179951085918
EX_ptrcIN_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00032089881181309794	0.0003268829	9.639596132665741e-05
EX_ptrcOUT_e	917778201201.5	1.0	917778201201.5	0.0	0.09482865789952066	0.0912892153	0.05279165151706043	0.020230601418422773	0.0170303818	0.015247409018185266
EX_biomassx	1000000000000.0	1.0	1000000000000.0	0.0	0.00015271055952230682	0.0001539044	3.949077402786765e-06	1.4951166181400017e-05	1.51295e-05	3.3719347403046016e-06
EX_gthox_e	10960484618.5	0.0	10960484618.5	1.0	0.020881390067914576	0.0194584935	0.01150607419475249	0.5782502450397432	0.4892537148	0.42740449802218755
EX_2obut_e	984775098618.5	1.0	984775098618.5	0.0	0.48895214756809247	0.5135787574999999	0.20221531429080447	0.04741492645571052	0.048382001699999996	0.010795955549170276
EX_crn_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9380625020901152	0.982643699	0.206703583513894
EX_val__L_e_r	973414182729.0	1.0	973414182729.0	0.0	0.30250101762818393	0.30585945685	0.12421353175022941	0.07366612237479521	0.07635178355	0.018996901251661827
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.01714547722439735	0.01508554	0.012019091220649827
EX_sprm_e	20372139266.0	0.0	20372139266.0	1.0	0.0005157044554401899	0.0005159972000000001	0.00024056015613358844	0.013858296999416087	0.01223489405	0.00971126264681192
EX_5mthf_e	6063264978.0	0.0	6063264978.0	1.0	0.00027088672611381217	0.0002858321	8.045586860767365e-05	0.0014086086497399107	0.00146312435	0.000432914718765184
EX_tmlys_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9380625020901142	0.982643699	0.20670358351389298
EX_thbpt_e_r	937201010716.5	1.0	937201010716.5	0.0	1.23714787620005e-05	1.24425e-05	7.071880064927704e-06	1.6126058141000818e-06	1.5461e-06	9.098964578944122e-07
EX_CE2705_e	937201010716.5	1.0	937201010716.5	0.0	1.23714787620005e-05	1.24425e-05	7.071880064927704e-06	1.6126058141000818e-06	1.5461e-06	9.098964578944122e-07
EX_crtn_e	582362757612.5	1.0	582362757612.5	0.0	0.041115703754932155	0.029460197049999998	0.03816597632952884	0.025981143842878168	0.0228411811	0.017259493986368085
EX_his__L_e_r	469689938028.0	0.0	469689938028.0	1.0	0.09601742827905281	0.0973886338	0.0576866055710366	0.10241258460480819	0.10609560735	0.029844587534142805
EX_lys__L_e_r	950100079823.5	1.0	950100079823.5	0.0	0.14693272693304157	0.1530537643	0.07018785611154624	0.022631352991018292	0.0224517285	0.011360252008758967
EX_carn_e_r	67762165932.0	0.0	67762165932.0	1.0	7.914944686034193	7.9506534189	2.895303062089796	12.552804794616064	12.53022494705	1.1813706504570414
EX_csn_e_r	277720431691.0	0.0	277720431691.0	1.0	10.23746458539949	10.0496963143	3.698926322956846	21.826930331394454	19.12830928155	15.68065254065971
EX_cys__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.08336404357605638	0.0842045035	0.008717452371566795
EX_cyan_e_r	780169111551.0	1.0	780169111551.0	0.0	0.13581209231006497	0.1268959827	0.06843834447715332	0.0737126860814701	0.07066535185	0.034862820923390304
EX_tcyntc	727420308071.0	1.0	727420308071.0	0.0	0.07533992886353266	0.06000873265	0.06096196545377873	0.03244790256643412	0.02763235865	0.02425317192777944
EX_tcynt_e	604387391923.5	1.0	604387391923.5	0.0	0.06047216344657591	0.04878240145	0.04944532005071931	0.041264783515034334	0.034519938099999994	0.031591328424054606
EX_so3_e	877535184661.0	1.0	877535184661.0	0.0	0.1826241252148587	0.18830954705	0.06815259959629687	0.08459437756466627	0.0817536554	0.040932080308066235
EX_thr__L_e_r	985908241334.0	1.0	985908241334.0	0.0	0.489010609758928	0.5136381174	0.20221540755109363	0.04424444831548796	0.045160182849999994	0.010681070090467891
EX_trp__L_e_r	907611614609.5	1.0	907611614609.5	0.0	0.0051524290823722	0.005358601750000001	0.002718907577831735	0.001100506151214353	0.0010121544	0.0006087051198583697
EX_anth_e	930969078166.0	1.0	930969078166.0	0.0	0.005150397115651584	0.00535659225	0.002718908248124787	0.0008244038463368965	0.00074204475	0.0005453474936362999
EX_tyr__L_e_r	923621678230.5	1.0	923621678230.5	0.0	1.2011968964100155e-05	1.19208e-05	7.078159018826014e-06	1.7975995598999934e-06	1.7557e-06	9.521962674093842e-07
EX_cystinex_r	1000000000000.0	1.0	1000000000000.0	0.0	0.18410372515279444	0.18709024400000002	0.013427487710625498	0.06520827487257097	0.06634570545	0.012890483552878708
EX_3hydroxybutanoatex_r	2805063382.0	0.0	2805063382.0	1.0	1.215847649877598	1.01805505905	0.7717686926847288	7.897514618983489	8.150258768650001	1.926017646254071
EX_gthrd_e_r	15816773940.5	0.0	15816773940.5	1.0	0.02532680883439544	0.02027141215	0.02058546089192841	1.1229745938171714	0.9447480486	0.8563428386083812
EX_cmp_e_r	973399519668.0	1.0	973399519668.0	0.0	3.893172977299966e-06	3.9581e-06	2.0380064961155964e-06	2.957920070999917e-07	2.829e-07	1.807439943469144e-07
HEX1	167323687746.0	0.0	167323687746.0	1.0	2.9343888899964874	2.91743467365	0.19934272160927155	12.603250577567778	9.72029044445	10.832256266133705
G6PP	9948061641.5	0.0	9948061641.5	1.0	0.16288860373988787	0.1168732343	0.15612173870156695	12.500244104006285	9.61673158865	10.831636636517544
PGI	981595080875.5	1.0	981595080875.5	0.0	1.380345674169757	1.38664004375	0.7844509880001066	0.052359760204095815	0.0516668978	0.028976739071879212
PFK	72845949149.5	0.0	72845949149.5	1.0	1.206743437695713	1.14737814355	0.671102644977884	13.335454696712397	10.0870789907	11.927533883585873
FBP	10066593287.0	0.0	10066593287.0	1.0	0.15579889475282824	0.10706452085	0.15322959203799474	13.310349191639718	10.06362451305	11.927030184935349
FBA	990026421302.0	1.0	990026421302.0	0.0	1.0509445429430304	0.99668941255	0.6411391171125196	0.02510550507157054	0.0225861643	0.017124712380186285
TPI	1000000000000.0	1.0	1000000000000.0	0.0	2.3070505606554694	2.3058560043	0.2771711322772203	0.05621196048424434	0.056027041949999995	0.017312717571548022
GAPD	1000000000000.0	1.0	1000000000000.0	0.0	5.0774535645541805	5.07999656205	0.33398423953774836	0.11435002110725868	0.114832299	0.03715467997850472
PGK	1000000000000.0	1.0	1000000000000.0	0.0	4.921559136415951	4.9291436189999995	0.3625077963500755	0.06181851016031539	0.0569640056	0.04015917421057558
DPGM	741059198186.0	1.0	741059198186.0	0.0	0.15589442813809282	0.11135545315	0.14891585942198984	0.05253151094851988	0.04614240545	0.03742179292098898
DPGase	741059198186.0	1.0	741059198186.0	0.0	0.155894428138092	0.11135545315	0.14891585942198965	0.052531510948523166	0.04614240545	0.03742179292098856
PGM_f	1000000000000.0	1.0	1000000000000.0	0.0	21.174366267512216	21.926614972800003	7.343036691219268	0.45013364512564935	0.45701347135000003	0.12094438539015512
ENO_f	1000000000000.0	1.0	1000000000000.0	0.0	19.14448783982775	19.34728393145	7.243977197294736	0.5060419579369979	0.5132116414500001	0.14410423715996462
PYK	27020469.0	0.0	27020469.0	1.0	5.020764511917107	5.02322181605	0.33888755744245147	35.50653561768143	33.304309353899995	11.998188595420402
LDH_L	1000000000000.0	1.0	1000000000000.0	0.0	4.848763566523162	4.8935850233	0.20122395160285492	0.07178082930193161	0.0737795047	0.008025235414259148
r0407	991945767675.5	1.0	991945767675.5	0.0	1.256106017712407	1.26098684305	0.6593908077600389	0.03110645541271196	0.029220191450000002	0.019205081535107995
PRPPS	414683263.5	0.0	414683263.5	1.0	0.0010552573281416072	0.00105593435	0.0004812090023547922	0.04486429846870214	0.043345953650000005	0.019468626711110302
G6PDH2r	984657380030.5	1.0	984657380030.5	0.0	1.3911125870571113	1.37867403	0.7855212202506626	0.050642598889291804	0.04955767955	0.029450319861437098
PGL	984657380031.5	1.0	984657380031.5	0.0	1.3911125870571117	1.37867403	0.7855212202506656	0.050642598885192916	0.04955767955	0.029450319861786672
GND	984657380031.5	1.0	984657380031.5	0.0	1.3911125870569758	1.37867402995	0.7855212202506026	0.050642598885192916	0.04955767955	0.029450319861786672
RPI	956884283297.0	1.0	956884283297.0	0.0	0.4644077005713635	0.46028488545	0.26185013537954965	0.046790398608812046	0.046009875150000004	0.01591237828752828
TKT2_f	948981556234.0	1.0	948981556234.0	0.0	0.5218814333839118	0.51892030165	0.2612027765882302	0.10709654064277943	0.10576676005	0.0490960650427688
RPE_f	987891853767.0	1.0	987891853767.0	0.0	1.1186008518609298	1.1132819861	0.5267481511423465	0.1383646585535101	0.13586293695	0.055728595755599
TKT1_f	955419316546.0	1.0	955419316546.0	0.0	0.5343911189229347	0.531186436	0.2655969220343375	0.10475642157534022	0.10229093959999999	0.04658152000820998
TALA_f	987340328403.0	1.0	987340328403.0	0.0	1.932422687667338	1.91430853465	0.9626995806882293	0.12116766185822661	0.11762620145	0.06619618868260146
r0408	991945767675.5	1.0	991945767675.5	0.0	1.2561060177124102	1.26098684305	0.6593908077600388	0.031106455412711863	0.029220191450000002	0.01920508153510816
PDHm	5451650.0	0.0	5451650.0	1.0	0.8046296582070667	0.7981167103	0.331386860117502	7.773853864438925	7.76971632365	1.7671482343009235
PCm	6726559.0	0.0	6726559.0	1.0	1.6028173657172478	1.3834027477	1.1126985176168305	88.68348555201268	89.79064783979999	16.631460100002105
PEPCK_re	0.0	0.0	0.0	1.0	0.0	0.0	0.0	36.691725956894054	34.450648629599996	12.047560922356038
CSm	42702190.0	0.0	42702190.0	1.0	3.6669536789299624	3.30809353415	1.5254371700174567	23.61467895477594	23.9106763526	3.75463419952883
ACONTm_f	900445629581.5	1.0	900445629581.5	0.0	90.91195860565385	90.56098487784999	50.59803186614702	21.654737659684166	21.482768057999998	10.59081678379996
ICDHxm	43413136472.5	0.0	43413136472.5	1.0	2.821916202438623	2.07701092915	2.572199806539305	39.11712589104004	33.88174832265	28.52789076956955
ICDHym_f	3702827923.0	0.0	3702827923.0	1.0	4.524350447085378	5.02247836195	2.3973311981309737	120.61118018052129	123.3562641979	44.39768711389717
AKGDm	15856.0	0.0	15856.0	1.0	0.8697223146787267	0.6621158854	0.7682612188644666	29.290942862967963	29.220564405650002	3.8710967647668726
SUCOAS1m_f	12937679381.0	0.0	12937679381.0	1.0	11.229987217896491	10.7851534449	6.846767267764041	28.671991870791068	28.714274302299998	4.291643072208873
SUCD1m	14011.0	0.0	14011.0	1.0	1.1721801966207173	0.97275481495	0.7729866543991423	31.240729385330937	31.1684076361	3.8882504145322145
FUMm_f	836548679870.0	1.0	836548679870.0	0.0	163.54370505181333	165.10163015895	73.15924937646678	76.04611649359515	74.1394302884	41.89594144449005
MDHm_f	799828717441.0	1.0	799828717441.0	0.0	612.8471707567192	634.1754058705001	230.74395217578632	387.6646410456055	395.847705067	101.58630279221777
ME1m	34890882338.5	0.0	34890882338.5	1.0	0.7292658968283356	0.5347379322	0.677133547443322	16.553217829916296	13.0711771184	13.873353524221582
ME2m	18881670968.0	0.0	18881670968.0	1.0	1.020226831009785	0.7547452304	0.9273576889997038	23.25789477571165	22.0166862626	14.174583086862073
ME2	5031781262.0	0.0	5031781262.0	1.0	0.15298390795777947	0.10961268565	0.14469377877900427	19.996973159647105	17.03531270875	14.956555640641485
ACITL	658552552037.5	1.0	658552552037.5	0.0	2.9705004809826296	2.8495090533000003	0.8164198292139336	2.50418996610275	1.9104233996	2.204950113894063
FUM_f	156939310138.0	0.0	156939310138.0	1.0	47.28137900195871	42.4099003224	33.59553674844973	90.37545356876063	89.69854389425001	22.369128249398116
MDH_f	905675056672.0	1.0	905675056672.0	0.0	327.8237340795097	336.44098665859997	166.20873422789805	81.58689428193156	78.16850534935	46.02169611210969
AKGMALtm_f	652241058629.0	1.0	652241058629.0	0.0	344.910324073653	358.64325555920004	162.85680264169383	266.1681946503191	263.66605866764996	107.08744854273885
ACONT	27991008924.0	0.0	27991008924.0	1.0	9.160779401903188	8.47162217935	3.8024692382037637	61.97814486069273	59.319245408	32.02235810974248
ICDHyr	27991008924.0	0.0	27991008924.0	1.0	9.16077940190323	8.47162217935	3.8024692382037553	61.97814486068823	59.319245408	32.02235810974103
PPA	117068922.0	0.0	117068922.0	1.0	0.4658558172244024	0.451475766	0.1552340864516467	24.349562631755223	24.05823392315	7.781679118581738
Complex1ROS	163860269.0	0.0	163860269.0	1.0	1.9108218596147926	1.89249758055	0.4824172582524196	64.45774004588444	66.0361143201	15.902326635548283
FADH2ETC	4558.0	0.0	4558.0	1.0	2.04924048854516	1.89372669445	0.8514210801103088	55.05959637420764	50.6488312343	20.189063282921026
CYOR_u10mi	4892.0	0.0	4892.0	1.0	3.864527873874812	3.6799937910500002	1.08619678123339	116.29444995813893	116.30831350455	12.8635796709819
CYOOm2i	4892.0	0.0	4892.0	1.0	1.9322639369374146	1.8399968955500001	0.543098390616705	58.14722497906992	58.15415675225	6.431789835491001
ATPS4mi	9137.0	0.0	9137.0	1.0	4.111352595845075	3.93428445185	1.5134271699740012	180.58345830860637	184.12145370230002	16.44867148807708
GLUCYS	291734564398.0	0.0	291734564398.0	1.0	0.016435971301317524	0.0125010618	0.014402627717015695	0.033525896261821675	0.0277423848	0.02590995919710013
GTHS	291734564398.5	0.0	291734564398.5	1.0	0.016435971301318728	0.0125010618	0.014402627717016336	0.033525896261821675	0.0277423848	0.02590995919710013
SPODMm	163860269.0	0.0	163860269.0	1.0	0.04777054649035745	0.0473124395	0.01206043145631661	1.6114435011470163	1.650902858	0.39755816588869985
GTHPi	876030526780.5	1.0	876030526780.5	0.0	0.08902807913581862	0.08945477635	0.046314411345864434	0.027802705829591646	0.02681522305	0.015814469411047798
GTHPm	163860269.0	0.0	163860269.0	1.0	0.047770546490356953	0.0473124395	0.01206043145631681	1.6114435011470156	1.650902858	0.3975581658886995
GDR	895116595419.5	1.0	895116595419.5	0.0	0.10150322681258464	0.09744457570000001	0.05970148408492161	0.024646978313156168	0.020878758400000003	0.018582482843283163
GTHOr	777895838079.5	1.0	777895838079.5	0.0	0.07771636984624443	0.06489939585	0.05904422664316478	0.0271939096015754	0.0241976155	0.018604198738821635
GDRm	17303526388.5	0.0	17303526388.5	1.0	0.012993740886409741	0.01038829805	0.010934303935668233	0.5122240151792484	0.4342970378	0.38452608337304217
GTHOm	17583578205.5	0.0	17583578205.5	1.0	0.013895415536132629	0.01140116725	0.011095476350225652	0.5209692409281788	0.45092815384999996	0.3795871846813371
r0885	10960484620.5	0.0	10960484620.5	1.0	0.0417627801356864	0.038916986949999996	0.023012148389611617	1.1565004900801161	0.97850742955	0.8548089960444031
PYRt2m_f	1570721805.0	0.0	1570721805.0	1.0	19.016593075085755	18.214770938500003	9.164820625861942	72.59600578196974	71.8479682498	17.83239907964815
HMR_4964	30384037663.0	0.0	30384037663.0	1.0	12.131279882885739	11.3022652181	4.496302374893549	64.48233482679348	61.8742521868	31.952065688465176
r2420	2066197007.0	0.0	2066197007.0	1.0	2.252140672237633	2.0290661532499996	1.3989412348079355	62.78334373198657	64.63446035300001	21.004330121482003
ATPtm	27491854.0	0.0	27491854.0	1.0	2.4816899283771194	2.2459502767	1.3538142707640137	91.87651451106586	94.27763437215	12.239358350858462
FUMtm_f	106417443227.0	0.0	106417443227.0	1.0	9.43207038844855	9.89305063475	4.0076819133499635	29.680079831527085	28.411248397100003	15.775710478159242
CO2tm_f	438493428798.0	0.0	438493428798.0	1.0	135.29243539806254	131.21678503980002	71.79416583508942	151.08317941714768	146.168649126	67.48538631677319
O2tm	5340.0	0.0	5340.0	1.0	1.9800344834277117	1.8874937643499998	0.5512263952529115	59.75866848021923	59.84903949135	6.429859574903411
r0801_f	118753036.0	0.0	118753036.0	1.0	7.252367340683588	7.644777261450001	3.565434794436276	30.389551928740083	30.3907314379	5.084229428708526
THD1m	12639148116.0	0.0	12639148116.0	1.0	12.632084132210347	12.266144360550001	4.473756313640443	86.97137797209405	88.85442234195	33.17441954952247
H2Otm_f	0.0	0.0	0.0	1.0	0.0	0.0	0.0	41.167226652961624	41.887426550300006	16.14789720047519
NH4tm_f	605746478880.0	1.0	605746478880.0	0.0	123.21136517383583	129.35859710955	49.53230431670198	106.86636187058566	107.95035850655	43.44128483019816
HCO3E	658550339980.0	1.0	658550339980.0	0.0	2.599173587953242	2.49330810825	0.7143681085133253	2.19116549947467	1.67161958925	1.9293313461852213
HCO3Em	6820329.0	0.0	6820329.0	1.0	1.629579052824706	1.41047292295	1.1153526606583897	88.70666728721386	89.81340818965	16.63139607602074
GLUN	50989044621.5	0.0	50989044621.5	1.0	0.6263970742329003	0.6192824134	0.19865904603171866	9.701040773297475	7.3884028133	8.47116874576994
GLNS	323045922.0	0.0	323045922.0	1.0	0.14695594018019323	0.10497334935	0.1417464096838956	15.159014414318323	13.32816493155	9.188669970739577
GLUt2m	39375365231.5	0.0	39375365231.5	1.0	0.07331635994543657	0.052185959000000004	0.07118760039479226	1.533280609174884	1.1818837752	1.3168890499362456
GLNtm_1	73803523944.0	0.0	73803523944.0	1.0	0.11670338950380352	0.0843927741	0.10933629382110736	1.2804404786753947	0.97071873255	1.1327734761520292
GLUNm	73803523944.5	0.0	73803523944.5	1.0	0.11670338950386686	0.0843927741	0.10933629382110013	1.2804404786753942	0.97071873255	1.1327734761520292
GLUPRT	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721697400155e-05	1.73644e-05	4.455586210819109e-07	1.6868977027000446e-06	1.707e-06	3.8044322017170916e-07
PRAGSr	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721697500152e-05	1.73644e-05	4.4555862109055746e-07	1.686897713200044e-06	1.707e-06	3.8044321721212024e-07
GARFT	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721697700154e-05	1.73644e-05	4.455586211089579e-07	1.686897713300044e-06	1.707e-06	3.8044321703480713e-07
PRFGS	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721697700154e-05	1.73644e-05	4.455586211089579e-07	1.686897713300044e-06	1.707e-06	3.8044321703480713e-07
PRAIS	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721697300154e-05	1.73644e-05	4.4555862075333416e-07	1.686897713300044e-06	1.707e-06	3.8044321703480713e-07
AIRCr	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721697300154e-05	1.73644e-05	4.4555862075333416e-07	1.686897713300044e-06	1.707e-06	3.8044321703480713e-07
PRASCSi	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721697600157e-05	1.73644e-05	4.455586209126599e-07	1.686897713300044e-06	1.707e-06	3.8044321703480713e-07
ADSL2r	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721696000152e-05	1.73644e-05	4.455586203881892e-07	1.686897713300044e-06	1.707e-06	3.8044321703480713e-07
AICART	1000000000000.0	1.0	1000000000000.0	0.0	1.722972169480015e-05	1.73644e-05	4.455586203778061e-07	1.686897713300044e-06	1.707e-06	3.8044321703480713e-07
IMPC	1000000000000.0	1.0	1000000000000.0	0.0	1.7229721694900154e-05	1.73644e-05	4.4555862034608485e-07	1.686897713300044e-06	1.707e-06	3.8044321703480713e-07
ADSS	1000000000000.0	1.0	1000000000000.0	0.0	1.0202745307600572e-05	1.02825e-05	2.638418178491244e-07	9.989198615000512e-07	1.0108e-06	2.2528368280789942e-07
ADSL1r	1000000000000.0	1.0	1000000000000.0	0.0	1.0202745304700573e-05	1.02825e-05	2.638418167723492e-07	9.989198616000513e-07	1.0108e-06	2.252836829437023e-07
IMPDH2	1000000000000.0	1.0	1000000000000.0	0.0	7.026976417099305e-06	7.0819e-06	1.8171674112020432e-07	6.879778929000455e-07	6.962e-07	1.551595457906154e-07
GMPS	1000000000000.0	1.0	1000000000000.0	0.0	5.338630753599942e-06	5.4269e-06	9.296096205746052e-07	1.3305224330000382e-07	1.239e-07	1.048696683655451e-07
GMPS2	895361037045.0	1.0	895361037045.0	0.0	1.6883456482000095e-06	1.5963e-06	9.1184189590851e-07	5.549256967999579e-07	5.615e-07	1.7529439648568582e-07
GK1	1000000000000.0	1.0	1000000000000.0	0.0	7.026976417099305e-06	7.0819e-06	1.8171674112020432e-07	6.879778928000455e-07	6.962e-07	1.5515954568111487e-07
RNDR2	1000000000000.0	1.0	1000000000000.0	0.0	1.5115290853997123e-06	1.5233e-06	3.9087984504810534e-08	1.4798660869999964e-07	1.498e-07	3.337545196792724e-08
ADK1	117066873.0	0.0	117066873.0	1.0	0.46584732728101036	0.45146720954999997	0.15523407276833268	24.34956180052864	24.0582329668	7.7816791144111175
RNDR1	1000000000000.0	1.0	1000000000000.0	0.0	2.013183333199813e-06	2.0289e-06	5.206075467334738e-08	1.9710125140001011e-07	1.995e-07	4.445217858407287e-08
CBPS	962598138320.5	1.0	962598138320.5	0.0	6.618695617999867e-06	6.3515e-06	3.992813945442096e-06	5.403493798000005e-07	4.895e-07	3.4492862864950106e-07
ASPCT	962598138321.0	1.0	962598138321.0	0.0	6.618695617999867e-06	6.3515e-06	3.992813945442096e-06	5.403493798000005e-07	4.895e-07	3.449286287185009e-07
DHORTS	962598138320.5	1.0	962598138320.5	0.0	6.618695617999867e-06	6.3515e-06	3.992813945442096e-06	5.403493798000005e-07	4.895e-07	3.4492862864950106e-07
DHORD9	962598138339.5	1.0	962598138339.5	0.0	6.618695617999867e-06	6.3515e-06	3.992813945442096e-06	5.403493796000005e-07	4.895e-07	3.449286289391672e-07
ORPT	962598138339.5	1.0	962598138339.5	0.0	6.618695617999867e-06	6.3515e-06	3.992813945442096e-06	5.403493796000005e-07	4.895e-07	3.449286289391672e-07
OMPDC	962598138339.5	1.0	962598138339.5	0.0	6.618695617999867e-06	6.3515e-06	3.992813945442096e-06	5.403493796000005e-07	4.895e-07	3.449286289391672e-07
UMPK	1000000000000.0	1.0	1000000000000.0	0.0	1.3670832039599236e-05	1.35917e-05	2.0623864408093627e-06	1.3788138623000224e-06	1.3848e-06	3.428088714997058e-07
RNDR4	1000000000000.0	1.0	1000000000000.0	0.0	1.9991339460003034e-06	2.0148e-06	5.169733535167342e-08	1.6313487310000873e-07	1.623e-07	5.0351212950449794e-08
TMDS	1000000000000.0	1.0	1000000000000.0	0.0	1.9991339460003034e-06	2.0148e-06	5.169733535167342e-08	1.6313487310000873e-07	1.623e-07	5.0351212950449794e-08
URIDK2r	1000000000000.0	1.0	1000000000000.0	0.0	1.9991339460003034e-06	2.0148e-06	5.169733535167342e-08	1.6313487310000873e-07	1.623e-07	5.0351212950449794e-08
