	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MDAMB361	median_MDAMB361	std_MDAMB361
EX_nh4_e	1318769276.0	0.0	1318769276.0	1.0	39.84249556616157	39.42804008389011	12.062569927905297	76.61833413193828	70.55886376184012	32.62710268188646
EX_o2_e_r	0.0	0.0	0.0	1.0	2.231103654520801	2.1426804752263813	0.5473160117432094	61.25218062327895	61.19938837136992	6.7057100330510515
EX_arg__L_e_r	9951223139.0	1.0	9951223139.0	0.0	0.17944658375740102	0.18313032973345006	0.0330411329771791	0.07941181180357787	0.08209909000095156	0.011063698235878905
EX_pro__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.136209770925707e-06	5.128034449337825e-06	1.4146109295940845e-06
EX_leu__L_e_r	10000000000.0	1.0	10000000000.0	0.0	9.434589069262188e-05	9.452763438896479e-05	5.077681900355138e-06	8.508094165381734e-06	8.553702876895393e-06	1.8733416431462478e-06
EX_ile__L_e_r	10000000000.0	1.0	10000000000.0	0.0	4.370821592523154e-05	4.403577441894907e-05	1.08970800477461e-06	4.2956516736111475e-06	4.306724978761217e-06	9.69889795164121e-07
EX_met__L_e_r	21090894.0	0.0	21090894.0	1.0	2.3378741796068644e-05	2.3553946912085563e-05	5.828653060112229e-07	0.0032802290411290146	0.0032854944250081	0.001616926514739213
EX_gly_e_r	8174133398.0	1.0	8174133398.0	0.0	0.10678877815547776	0.09455933086046615	0.07091760549660298	0.03519972451332157	0.03580451009478135	0.013405141042574243
EX_phe__L_e_r	10000000000.0	1.0	10000000000.0	0.0	5.1430431039559196e-05	5.1125611008162423e-05	7.46413564765588e-06	5.476911641947004e-06	5.507940410440153e-06	1.4273434248444902e-06
EX_ser__L_e_r	9428021617.0	1.0	9428021617.0	0.0	0.14543387338257546	0.1329772870441236	0.09823961526716472	0.014050726560066824	0.0098601311313915	0.013300712729621047
EX_ala__L_e_f	1047951943.0	0.0	1047951943.0	1.0	0.17378493183947571	0.12647581882715236	0.16041514900157844	1.1390356171862817	0.8845307339309219	0.9680047348044212
EX_ribflv_e					0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.010609367678082961	0.0106609040986432	0.0009814518354385373
EX_fol_e_r	114910853.0	0.0	114910853.0	1.0	0.00027432853552473806	0.00028974386023704996	7.857598744891799e-05	0.0014063969246867626	0.0014786984743405001	0.00045754428126202744
EX_urea_e	6986528825.0	1.0	6986528825.0	0.0	0.059710951793911275	0.050996264469043	0.04362396755306438	0.029699203215474784	0.02768233760760995	0.01846299242268589
EX_pyr_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.007010437677756907	0.0072737295413914	0.003118629235265704
PYRt2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.00701043767775698	0.00727372954139145	0.0031186292352657157
EX_gudac_e	8553071070.0	1.0	8553071070.0	0.0	0.0792651666892013	0.075307990066545	0.048024107828980096	0.023694401408864123	0.02084187379219285	0.016740926297307116
EX_hdca_e_f	6371115659.0	1.0	6371115659.0	0.0	0.3542024806485465	0.3397469020900113	0.09731646719640195	0.3106002611394097	0.24152437394629075	0.2681433961854232
EX_ptrcIN_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0003124631712178075	0.00031097862597395	8.466052088343744e-05
EX_ptrcOUT_e	8953262235.0	1.0	8953262235.0	0.0	0.08943095677879552	0.0818350798874024	0.05404573626276099	0.0218236495744425	0.01901628471797315	0.015783641240340558
EX_biomassx	10000000000.0	1.0	10000000000.0	0.0	0.00015278426137352725	0.00015392925852015	3.809128995499872e-06	1.5015665914929104e-05	1.5054373208570178e-05	3.390298433169045e-06
EX_gthox_e	116154225.0	0.0	116154225.0	1.0	0.0210089919034179	0.0198484920845967	0.011305058316195975	0.5449346515446137	0.45287382495086537	0.41222405098187975
EX_2obut_e	9818876578.0	1.0	9818876578.0	0.0	0.45139713764599093	0.44815797032921084	0.1885810522325662	0.04909907988600087	0.049451461005796254	0.008996613796955563
EX_crn_e	0.0	0.0	0.0	1.0	3.038545699213232e-18	4.892603182656904e-18	1.3895159662170038e-17	0.9689450035212233	1.0097262555825468	0.1864785758431281
EX_val__L_e_r	9684690097.0	1.0	9684690097.0	0.0	0.29437034479012086	0.2946395718209805	0.12612250912582215	0.07369403812313326	0.0768358742586223	0.019373609226141824
EX_spmd_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.01652423894337156	0.013760093020690051	0.012049536081540784
EX_sprm_e	213227557.0	0.0	213227557.0	1.0	0.0004967073429303219	0.0004992002979561	0.000233053094559509	0.01349871778407612	0.0118261097902225	0.009585855206799802
EX_5mthf_e	114910856.0	0.0	114910856.0	1.0	0.00027432853551679075	0.0002897438602335	7.85759874494096e-05	0.0014063969323713185	0.00147869849221105	0.00045754428306916234
EX_tmlys_e_r	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9689450035212215	1.00972625558255	0.18647857584312746
EX_thbpt_e_r	9191060461.0	1.0	9191060461.0	0.0	1.1788109878003277e-05	1.1524669625680882e-05	7.353520018883998e-06	1.5808568696638059e-06	1.526750936605991e-06	8.247626430664323e-07
EX_CE2705_e	9191060461.0	1.0	9191060461.0	0.0	1.1788109878003277e-05	1.1524669625680882e-05	7.353520018883998e-06	1.5808568696638059e-06	1.526750936605991e-06	8.247626430664323e-07
EX_crtn_e	5753169100.0	1.0	5753169100.0	0.0	0.040415576000539265	0.02961261316726315	0.038096972088553054	0.026012812651632404	0.02331998278177115	0.016508206986894217
EX_his__L_e_r	4359277070.0	0.0	4359277070.0	1.0	0.08599314361377351	0.07942340088335495	0.06235288772319886	0.09731549553725061	0.09878528281494114	0.029125822247388047
EX_lys__L_e_r	9537772105.0	1.0	9537772105.0	0.0	0.1412122600924618	0.14690433326872354	0.06706915818519187	0.022090190728454095	0.021936763269062902	0.012263211224468055
EX_carn_e_r	690663989.0	0.0	690663989.0	1.0	8.326448613062485	8.22363899663203	2.677394051910405	12.609773003136278	12.568656275374924	1.1410138226259205
EX_csn_e_r	2730905953.0	0.0	2730905953.0	1.0	10.544730530534531	10.269035056677954	3.753492387187825	22.42840152694943	19.459739953832802	16.022679202599974
EX_cys__L_e	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.08386017353137937	0.08426753552528066	0.007757740492168396
EX_cyan_e_r	8116841755.0	1.0	8116841755.0	0.0	0.14723497432458968	0.13458531353261635	0.07787867932634715	0.06880896679545871	0.0659577389822424	0.03306081019089962
EX_tcyntc	7590310668.0	1.0	7590310668.0	0.0	0.08507197226542819	0.060412235230799805	0.07372673502231487	0.029350575784774836	0.024147658404603298	0.023080400077106482
EX_tcynt_e	6133100484.0	1.0	6133100484.0	0.0	0.062163002059160796	0.04976841520647745	0.05343506867801172	0.03945839101068489	0.0329378806592259	0.02988396673012062
EX_so3_e	8278774475.0	1.0	8278774475.0	0.0	0.17298530740108112	0.17607895170032117	0.07309005931806066	0.08802205933248416	0.08567412949038845	0.039964507769645254
EX_thr__L_e_r	9829857799.0	1.0	9829857799.0	0.0	0.45145594304212383	0.44821815253268804	0.18858177619716143	0.045826495741676736	0.04633914506815966	0.008901314731924877
EX_trp__L_e_r	9212761615.0	1.0	9212761615.0	0.0	0.004880907287480618	0.004840448478015499	0.0025837255239109227	0.001008606318597013	0.000928261614306	0.0005574955164610819
EX_anth_e	9428992850.0	1.0	9428992850.0	0.0	0.004878874340098704	0.0048384091068273995	0.0025837253038701463	0.0007469830029649282	0.00067385625163145	0.0004944231078650153
EX_tyr__L_e_r	9189716998.0	1.0	9189716998.0	0.0	1.2607105919777843e-05	1.2834935405608695e-05	7.350961558937364e-06	1.877695259746157e-06	1.8408895357748953e-06	9.67289732315262e-07
EX_cystinex_r	10000000000.0	1.0	10000000000.0	0.0	0.18511134264415957	0.1870114775245606	0.011596739902064983	0.06345477648211602	0.0650453867262295	0.013781033182785991
EX_3hydroxybutanoatex_r	10257348.0	0.0	10257348.0	1.0	1.2110393838347204	1.0162640248099692	0.7689555616437431	7.702052116779756	7.84596540122922	1.8530703010472986
EX_gthrd_e_r	165782145.0	0.0	165782145.0	1.0	0.025211782926175322	0.020599437451450202	0.02010283828735577	1.0570146866201617	0.8729370863466515	0.8238492698321032
EX_cmp_e_r	9793235761.0	1.0	9793235761.0	0.0	4.177141931333092e-06	4.331196901590321e-06	1.9478538422461944e-06	3.1955720014437146e-07	3.048753493677888e-07	1.8297242620823457e-07
HEX1	1627933793.0	0.0	1627933793.0	1.0	2.938563105976566	2.9189953445515355	0.19611735838921293	12.08496657233806	9.562053511197274	10.133769307499788
G6PP	81337223.0	0.0	81337223.0	1.0	0.16400087335927063	0.1184787609060117	0.15575010674409526	11.981845828985536	9.456652354202415	10.133059882961488
PGI	9818625874.0	1.0	9818625874.0	0.0	1.4300612048460448	1.4637341253404448	0.7899995275619801	0.05302694429879519	0.053979983670876946	0.028507971915507708
PFK	804646404.0	0.0	804646404.0	1.0	1.294676574206353	1.2695645254573318	0.7118367077539847	12.652411275633746	9.469774812112119	11.03763819029669
FBP	114316758.0	0.0	114316758.0	1.0	0.17189208559928365	0.1169302147833248	0.1765464998957911	12.62780138712615	9.44938665720009	11.036735201363495
FBA	9908815458.0	1.0	9908815458.0	0.0	1.1227844886070777	1.0974203341940156	0.6684390934123433	0.02460988850654389	0.021886413430232	0.017234603732563764
TPI	10000000000.0	1.0	10000000000.0	0.0	2.325689139466546	2.3324619306794006	0.27684785163792247	0.05740413816293497	0.057301300882838496	0.017446821151563593
GAPD	10000000000.0	1.0	10000000000.0	0.0	5.099192246242585	5.102093543891566	0.32835303527267373	0.11699687325426208	0.11704062944892205	0.03778115077224771
PGK	10000000000.0	1.0	10000000000.0	0.0	4.942534945050473	4.950198828232514	0.3528118135393287	0.06658030814846522	0.0633984453050991	0.041018388353981625
DPGM	7504630902.0	1.0	7504630902.0	0.0	0.15665730119219573	0.11089617715998759	0.148790650514608	0.0504165651101856	0.044791170244799755	0.03536736801385578
DPGase	7504630902.0	1.0	7504630902.0	0.0	0.1566573011921953	0.11089617715998795	0.14879065051460805	0.05041656511018762	0.04479117024480175	0.03536736801385574
PGM_f	10000000000.0	1.0	10000000000.0	0.0	22.446297364463376	23.812229694505294	7.276403689933484	0.4512477322600883	0.45296235780168376	0.12133477172897737
ENO_f	10000000000.0	1.0	10000000000.0	0.0	20.70079652317578	20.855189418395916	5.9069952183371175	0.46601566519480214	0.4597740004109344	0.14110924994994692
PYK	4123.0	0.0	4123.0	1.0	5.041290906380998	5.044906021241005	0.3348269547727162	35.067318820516824	33.22639829347502	11.36079944237009
LDH_L	10000000000.0	1.0	10000000000.0	0.0	4.853951629049484	4.895125033810164	0.19268823368846572	0.0721248669876536	0.07409311702789455	0.007701813123309542
r0407	9905202613.0	1.0	9905202613.0	0.0	1.2029046508594468	1.1900930207576215	0.6727772610268258	0.032794249656397496	0.031537190765590445	0.01982426426235366
PRPPS	499932.0	0.0	499932.0	1.0	0.0010170805283052265	0.00102244066116595	0.00046695577530363376	0.043523876040197876	0.04201302767549055	0.019757902783669817
G6PDH2r	9829548574.0	1.0	9829548574.0	0.0	1.3444589824588111	1.3138624307738693	0.7921495786677866	0.05008966683520434	0.048034594424527746	0.02950408989938264
PGL	9829548574.0	1.0	9829548574.0	0.0	1.3444589824588167	1.3138624307738844	0.7921495786677841	0.05008966683303609	0.04803459442701095	0.029504089898547862
GND	9829548574.0	1.0	9829548574.0	0.0	1.3444589824586568	1.3138624307753046	0.7921495786676235	0.05008966683303603	0.048034594427010996	0.029504089898547862
RPI	9525881236.0	1.0	9525881236.0	0.0	0.44883104783867517	0.43860759044772113	0.26398978871220363	0.04571247297228214	0.04423403390719205	0.016221861745291645
TKT2_f	9574732662.0	1.0	9574732662.0	0.0	0.5161259327032438	0.5092247455384957	0.2597465285975947	0.11018955173051567	0.111771119401981	0.04393009162649421
RPE_f	9951279928.0	1.0	9951279928.0	0.0	1.1196896918594201	1.1099939740535167	0.5190853017714006	0.14061086329362563	0.13926907771996694	0.05785314776529156
TKT1_f	9492536568.0	1.0	9492536568.0	0.0	0.5172205082394037	0.5111064713608073	0.26317212268628515	0.10756442212412991	0.10575349622763966	0.0486316842874426
TALA_f	9823311194.0	1.0	9823311194.0	0.0	1.8902059779598046	1.817698850053068	1.0136383286165815	0.1294375255458442	0.12541895803425102	0.06866962173486145
r0408	9905202613.0	1.0	9905202613.0	0.0	1.202904650859464	1.1900930207576281	0.672777261026833	0.03279424965639738	0.0315371907655903	0.019824264262353678
PDHm	0.0	0.0	0.0	1.0	0.8262279396268156	0.8315188013974439	0.34006066107350846	7.913957700197252	7.92601027512789	1.6645187492495641
PCm	0.0	0.0	0.0	1.0	1.5789786857005919	1.3446526689395217	1.1063032797016599	88.97219134832189	90.33695593481664	18.05721133799065
PEPCK_re	0.0	0.0	0.0	1.0	0.0	0.0	0.0	36.25758953559531	34.36043309889021	11.35279279511601
CSm	214800.0	0.0	214800.0	1.0	3.6733932963378635	3.309265128185838	1.490259117135554	23.36274637345454	23.56780565121391	3.7920560718824214
ACONTm_f	8922874181.0	1.0	8922874181.0	0.0	96.57854407006988	99.76093222360774	56.85414657429764	20.570925543466792	20.923371104874192	10.382206014946831
ICDHxm	396154943.0	0.0	396154943.0	1.0	2.406647509369885	1.7626376958791283	2.1597894069935193	35.6329637753175	31.98471482035233	24.723103252059264
ICDHym_f	89540203.0	0.0	89540203.0	1.0	4.45412039618432	4.765555625411981	2.366095139719307	126.11183126921169	132.89044223761087	47.96229741332078
AKGDm	0.0	0.0	0.0	1.0	0.8725598359692744	0.6669691308489214	0.7665669238378745	29.082171579871662	28.95057476139629	3.932781716070025
SUCOAS1m_f	206862501.0	0.0	206862501.0	1.0	11.045227522662193	9.62328169598964	7.379115942528879	28.65390989798374	28.83194986145476	4.398693656741104
SUCD1m	0.0	0.0	0.0	1.0	1.1668873392447143	0.9709332594100951	0.7701864617487736	31.093750982396816	30.985959260812564	3.9507545587419513
FUMm_f	8049432428.0	1.0	8049432428.0	0.0	151.4358041538583	151.20651258482403	68.1936678544727	80.38772749503423	79.79317505582407	39.4911505786812
MDHm_f	7282280237.0	1.0	7282280237.0	0.0	553.6482534808251	543.969860222833	241.57455734131568	374.4905552198452	380.5876522577453	105.28012063017681
ME1m	377716057.0	0.0	377716057.0	1.0	0.7421688312653169	0.5233713368286408	0.7095259090343023	16.607382535004973	12.757475374885864	14.223658259270056
ME2m	166415505.0	0.0	166415505.0	1.0	0.9827529874933121	0.719148015581363	0.9009152221462362	23.399032626434398	21.87478418996386	14.415819927400568
ME2	48595172.0	0.0	48595172.0	1.0	0.151636508938367	0.10929029034188675	0.14221786114297633	20.576332697428885	17.295527443357116	15.511154096770468
ACITL	6583255451.0	1.0	6583255451.0	0.0	2.976817248462647	2.861886196376604	0.770615035475233	2.484039636015725	1.9314785064781068	2.1451518239284986
FUM_f	2044503583.0	0.0	2044503583.0	1.0	51.51578911640025	47.35985363151856	36.76051952065188	90.55667261006353	89.71989498378696	23.233955277600643
MDH_f	8928575114.0	1.0	8928575114.0	0.0	326.8501774364675	344.5097437384959	167.84823669769622	78.48084403996081	74.59434811036753	47.98906349509592
AKGMALtm_f	6415401766.0	1.0	6415401766.0	0.0	331.4187057749649	352.63942029027476	149.5663831402064	270.2169816310782	270.0138280679039	104.0511415351165
ACONT	323473688.0	0.0	323473688.0	1.0	9.196847161492425	8.480511654828192	3.797527671065591	58.596991092020616	55.64813952844887	31.19752509412165
ICDHyr	323473688.0	0.0	323473688.0	1.0	9.196847161492473	8.48051165482843	3.797527671065602	58.59699109201351	55.64813952843515	31.197525094120387
PPA	127153.0	0.0	127153.0	1.0	0.46327587266057213	0.4484071433541082	0.15918288224906005	24.53593874854788	24.28008664474179	7.7509359854958495
Complex1ROS	180035.0	0.0	180035.0	1.0	1.9089556051717298	1.8916253145214164	0.464474992651144	61.82449081472218	62.891659523799554	15.565335735695573
FADH2ETC	0.0	0.0	0.0	1.0	2.016509873329238	1.8686271515067474	0.8520082461662047	56.4821812422896	51.851043655711194	20.948175311485258
CYOR_u10mi	0.0	0.0	0.0	1.0	3.830024126047701	3.641449866601126	1.0690339892006677	115.21544802362982	114.88535875627429	13.406647581993905
CYOOm2i	0.0	0.0	0.0	1.0	1.9150120630238505	1.8207249333005633	0.5345169946003339	57.607724011815016	57.442679378137356	6.703323790996969
ATPS4mi	0.0	0.0	0.0	1.0	4.088055243974465	3.909760889073424	1.5017484000956334	179.452735459702	182.96485667931063	16.89788763760383
GLUCYS	2913856162.0	0.0	2913856162.0	1.0	0.016806200880631304	0.01257830610972115	0.014862137505008343	0.03285461646830695	0.0283922339878502	0.02345494450190233
GTHS	2913856162.0	0.0	2913856162.0	1.0	0.01680620088063193	0.012578306109735	0.014862137505008397	0.03285461646830695	0.028392233987850297	0.023454944501902334
SPODMm	180035.0	0.0	180035.0	1.0	0.04772389012929003	0.0472906328630342	0.011611874816278789	1.5456122703680373	1.5722914880949967	0.38913339339238917
GTHPi	8779044739.0	1.0	8779044739.0	0.0	0.08946403036192965	0.0914163799932109	0.045515302296589163	0.027872274143978495	0.026996348532353	0.015825021282316446
GTHPm	180035.0	0.0	180035.0	1.0	0.04772389012929041	0.047290632863034546	0.011611874816278766	1.5456122703680366	1.5722914880949936	0.38913339339238934
GDR	9051527524.0	1.0	9051527524.0	0.0	0.10639471861884957	0.1000240801167484	0.06469537245626496	0.02319313683304175	0.0197065662487938	0.017326631392311293
GTHOr	7835779468.0	1.0	7835779468.0	0.0	0.08252277870883666	0.07127379164487316	0.0607543405855905	0.02807351642029798	0.02543308018293805	0.018732017123729367
GDRm	170267579.0	0.0	170267579.0	1.0	0.012875796465326599	0.0101283270847086	0.010952542992094593	0.49479393834328717	0.4434309915441454	0.3440264326772853
GTHOm	181178367.0	0.0	181178367.0	1.0	0.0138391017605476	0.01122114206612955	0.011189484630755904	0.5058836804802592	0.4295653318444179	0.3700389131325667
r0885	116154225.0	0.0	116154225.0	1.0	0.04201798380681169	0.03969698416913865	0.022610116632388697	1.0898693030898015	0.9057476499022219	0.8244481019637881
PYRt2m_f	13904099.0	0.0	13904099.0	1.0	17.214905424100465	16.51276416026914	9.212633765443995	72.88828178001404	72.43462103498442	18.27166098277984
HMR_4964	340051730.0	0.0	340051730.0	1.0	12.17366440995506	11.324395448423914	4.4366030521046085	61.0810307280325	58.205400857044836	30.959217081161654
r2420	19802805.0	0.0	19802805.0	1.0	2.2612744719371847	2.049030208067623	1.362135332722666	61.100299169734164	63.18889907498881	21.51547897848555
ATPtm	26128.0	0.0	26128.0	1.0	2.4843067608184337	2.259757053830719	1.3231402369888159	90.4573139058149	92.81605060694184	13.00018269110209
FUMtm_f	873369676.0	0.0	873369676.0	1.0	9.879527351214666	10.46638139136812	3.6675126793940547	30.304248977371024	29.03159136656484	15.057387819661892
CO2tm_f	5399302574.0	1.0	5399302574.0	2.3772048393992674e-210	157.81105922133543	157.29008099215875	76.35969361200834	148.94520951699636	142.67149072218638	66.9548336861138
O2tm	0.0	0.0	0.0	1.0	1.9627359531530835	1.8684672404680769	0.5421170190621698	59.153336282184355	59.1086567563714	6.6748779135444725
r0801_f	0.0	0.0	0.0	1.0	5.880592830810265	5.838773493763907	3.6617339193334484	30.843006571257316	31.013656777882268	5.486818561377936
THD1m	202310370.0	0.0	202310370.0	1.0	12.445012546953414	12.161438230278385	4.220127933732613	80.28908747770768	81.34983355081418	32.06479244226892
H2Otm_f	0.0	0.0	0.0	1.0	0.0	0.0	0.0	41.34573585579208	42.77998961083112	17.221517075588313
NH4tm_f	6147931417.0	1.0	6147931417.0	0.0	128.3580296698121	139.65344368901896	51.83697732992248	110.73307647104295	112.18684203834246	43.712537610549134
HCO3E	6583234107.0	1.0	6583234107.0	0.0	2.6047013853447973	2.504144039927624	0.6742887461719593	2.173533932276577	1.6900430523020948	1.8770078681069413
HCO3Em	0.0	0.0	0.0	1.0	1.6036701816597223	1.3703519008960101	1.1077232871563754	88.99512379531829	90.35698276363681	18.056499606564724
GLUN	568886495.0	0.0	568886495.0	1.0	0.620745613906658	0.6145011811500285	0.2009834179275678	8.695013446645548	6.518463629701719	7.545934437050742
GLNS	1218309.0	0.0	1218309.0	1.0	0.1444574160578937	0.10151773864176031	0.1410701445382084	14.514793164193936	12.841739891020453	8.499487992431266
GLUt2m	349475842.0	0.0	349475842.0	1.0	0.0706415881107011	0.05117247535483385	0.06585275026004911	1.5294185435454362	1.2195608585193587	1.265915112474862
GLNtm_1	629398765.0	0.0	629398765.0	1.0	0.11742333166772254	0.083383726552689	0.11339079303785055	1.379321886691519	1.101499676917012	1.133947176594513
GLUNm	629398765.0	0.0	629398765.0	1.0	0.11742333166773945	0.08338372655266935	0.11339079303785024	1.379321886691517	1.101499676917013	1.133947176594514
GLUPRT	10000000000.0	1.0	10000000000.0	0.0	1.7238037217416205e-05	1.7367222684084183e-05	4.297687889419367e-07	1.6941729460066898e-06	1.6985365862060233e-06	3.825174312459227e-07
PRAGSr	10000000000.0	1.0	10000000000.0	0.0	1.723803721766053e-05	1.7367222684846083e-05	4.297687889424859e-07	1.694172946678538e-06	1.6985366148989382e-06	3.825174334068403e-07
GARFT	10000000000.0	1.0	10000000000.0	0.0	1.7238037217531984e-05	1.736722268426924e-05	4.297687889597625e-07	1.6941729467560238e-06	1.6985366149840856e-06	3.825174334202532e-07
PRFGS	10000000000.0	1.0	10000000000.0	0.0	1.7238037217531984e-05	1.736722268426917e-05	4.2976878895976383e-07	1.6941729467560243e-06	1.6985366149840854e-06	3.8251743342025335e-07
PRAIS	10000000000.0	1.0	10000000000.0	0.0	1.7238037216969537e-05	1.736722268297379e-05	4.297687889599865e-07	1.694172946756024e-06	1.698536614984085e-06	3.8251743342025303e-07
AIRCr	10000000000.0	1.0	10000000000.0	0.0	1.7238037216969473e-05	1.7367222682973604e-05	4.2976878895998634e-07	1.6941729467560247e-06	1.6985366149840856e-06	3.8251743342025346e-07
PRASCSi	10000000000.0	1.0	10000000000.0	0.0	1.7238037217204097e-05	1.736722268335135e-05	4.297687889685151e-07	1.6941729467560243e-06	1.698536614984086e-06	3.8251743342025314e-07
ADSL2r	10000000000.0	1.0	10000000000.0	0.0	1.723803721573405e-05	1.7367222682276134e-05	4.2976878901311045e-07	1.6941729467560232e-06	1.6985366149840888e-06	3.825174334202533e-07
AICART	10000000000.0	1.0	10000000000.0	0.0	1.7238037215725463e-05	1.7367222682041384e-05	4.2976878901749887e-07	1.6941729467560247e-06	1.6985366149840894e-06	3.825174334202532e-07
IMPC	10000000000.0	1.0	10000000000.0	0.0	1.7238037215605936e-05	1.7367222682172413e-05	4.297687890206607e-07	1.6941729467560247e-06	1.6985366149840864e-06	3.825174334202537e-07
ADSS	10000000000.0	1.0	10000000000.0	0.0	1.0207669430995245e-05	1.0284167847667075e-05	2.5449171820605356e-07	1.0032270683514856e-06	1.0058105767258166e-06	2.2651284848432247e-07
ADSL1r	10000000000.0	1.0	10000000000.0	0.0	1.0207669429575252e-05	1.028416784902396e-05	2.5449171823098116e-07	1.0032270683913302e-06	1.0058105767193656e-06	2.2651284849367363e-07
IMPDH2	10000000000.0	1.0	10000000000.0	0.0	7.030367786694159e-06	7.083054833159285e-06	1.7527707074954412e-07	6.90945877700737e-07	6.927269274207624e-07	1.5600458508744737e-07
GMPS	10000000000.0	1.0	10000000000.0	0.0	5.3502255600680926e-06	5.527708988819098e-06	9.530417454935733e-07	1.3040893930896012e-07	1.311343274585695e-07	9.689387126041693e-08
GMPS2	9091117456.0	1.0	9091117456.0	0.0	1.6801422266260218e-06	1.504010664668068e-06	9.373744954678246e-07	5.605369390873969e-07	5.660693557649664e-07	1.685292479888757e-07
GK1	10000000000.0	1.0	10000000000.0	0.0	7.030367786694153e-06	7.083054833159319e-06	1.7527707074954631e-07	6.909458776168366e-07	6.92726927255973e-07	1.5600458506726405e-07
RNDR2	10000000000.0	1.0	10000000000.0	0.0	1.5122586190756754e-06	1.523591800833131e-06	3.7702758797457564e-08	1.486250612249317e-07	1.4900818601781153e-07	3.355717389126289e-08
ADK1	127151.0	0.0	127151.0	1.0	0.46326737861969086	0.4483989262964137	0.1591828716345746	24.53593791373884	24.28008574139636	7.75093598055958
RNDR1	10000000000.0	1.0	10000000000.0	0.0	2.014154917687927e-06	2.0292494150722364e-06	5.0215747547673564e-08	1.9795152375764362e-07	1.9846180200925353e-07	4.4694304244731926e-08
CBPS	9547514752.0	1.0	9547514752.0	0.0	6.427805226858401e-06	6.149870226227968e-06	3.928405253434293e-06	5.073571935973822e-07	4.6449930916345745e-07	2.883613481891827e-07
ASPCT	9547514752.0	1.0	9547514752.0	0.0	6.427805226858272e-06	6.149870226227721e-06	3.928405253434507e-06	5.073571937852387e-07	4.6449930898925824e-07	2.8836134827313264e-07
DHORTS	9547514752.0	1.0	9547514752.0	0.0	6.427805226858193e-06	6.1498702262277125e-06	3.928405253434493e-06	5.073571936075441e-07	4.6449930918243437e-07	2.8836134818942906e-07
DHORD9	9547514754.0	1.0	9547514754.0	0.0	6.427805226858194e-06	6.149870226227718e-06	3.928405253434505e-06	5.073571938973959e-07	4.6449930883482804e-07	2.8836134833087896e-07
ORPT	9547514754.0	1.0	9547514754.0	0.0	6.427805226858198e-06	6.149870226227724e-06	3.928405253434502e-06	5.073571939041294e-07	4.6449930884739446e-07	2.883613483310435e-07
