Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_SKBR3	std_SKBR3	mean_MDAMB361	std_MDAMB361	result	meanRatio	meanRatio_log
EX_pyr_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
PYRt2	5.540934338340451	0.9974063262117338	5.540934338340451	0.0025936737882661	28.81798	6.754841651768505	2.3327066666666667	0.2599208115732346	1.0	12.353880756546044	3.62689240542259
EX_gudac_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_hdca_e_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_hdca_e_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_ptrcIN_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_ptrcOUT_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_biomassx					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_h2o2_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_gthox_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_2obut_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_crn_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_val__L_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_spmd_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_sprm_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_5mthf_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_tmlys_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_thbpt_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_CE2705_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_crtn_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_his__L_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_lys__L_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_carn_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_csn_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_cys__L_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_cyan_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_tcyntc					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_tcynt_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_so3_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_thr__L_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_trp__L_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_anth_e					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_tyr__L_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_cystinex_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_3hydroxybutanoatex_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_gthrd_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
EX_cmp_e_r					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HEX1	10.55226562654004	0.999771874400092	10.55226562654004	0.0002281255999079	47.61937	3.098042834575834	22.90956333333333	1.1699843401041266	1.0	2.0785804298030417	1.0555985735254236
G6PP	-3.2069913687524103	0.0163411948123359	-3.2069913687524103	0.983658805187664	110.47779333333337	22.96988980041674	168.74265333333335	11.512691583538968	-1.0	0.65471172315334	-0.6110682830851611
PGI	7.276849442663721	0.999052548535556	7.276849442663721	0.0009474514644437	145.31741	15.866683136944529	62.39326666666667	2.822809318230488	1.0	2.3290559665092063	1.2197453074900284
PFK	-2.5349150566540475	0.0321637757798057	-2.5349150566540475	0.9678362242201944	83.20861000000001	11.643032756651795	108.70725666666664	8.173477604358842	-1.0	0.7654374928726778	-0.38564352565948196
FBP	-5.128966842890027	0.0034217044343772	-5.128966842890027	0.9965782955656228	9.7992	4.358891773497785	25.61529333333333	0.1350157700254149	-1.0	0.3825527146022663	-1.3862695343886706
FBA	9.481255850519924	0.9996547629987528	9.481255850519924	0.0003452370012473	85.80837666666666	9.73436043643455	18.020153333333337	2.734760255577971	1.0	4.7618005840127875	2.2515072042958035
TPI	3.9235790626065032	0.9914021311725726	3.9235790626065032	0.0085978688274274	2114.56979	108.49864973085543	1688.8471433333334	108.50864866773354	1.0	1.2520788505621674	0.32432541988471725
GAPD	3.207840801858933	0.9836720156639538	3.207840801858933	0.0163279843360462	6733.50629	600.4322801669891	5155.342196666667	351.49917052855403	1.0	1.3061220832932758	0.3852897519610181
PGK	-2.401542391346567	0.0371160280539949	-2.401542391346567	0.9628839719460052	13.098503333333332	0.931162526677749	14.978106666666667	0.5983857943018224	-1.0	0.8745099514135296	-0.19345329361835054
DPGM	-5.704580681841892	0.0023340481133856	-5.704580681841892	0.9976659518866144	98.14218666666666	10.03296504207782	150.92255333333333	8.399339911589614	-1.0	0.6502817802843958	-0.6208630922403335
DPGase	-5.704580681841892	0.0023340481133856	-5.704580681841892	0.9976659518866144	98.14218666666666	10.03296504207782	150.92255333333333	8.399339911589614	-1.0	0.6502817802843958	-0.6208630922403335
PGM_f	-5.704580681841892	0.0023340481133856	-5.704580681841892	0.9976659518866144	98.14218666666666	10.03296504207782	150.92255333333333	8.399339911589614	-1.0	0.6502817802843958	-0.6208630922403335
PGM_b	-5.704580681841892	0.0023340481133856	-5.704580681841892	0.9976659518866144	98.14218666666666	10.03296504207782	150.92255333333333	8.399339911589614	-1.0	0.6502817802843958	-0.6208630922403335
ENO_f	18.34303482768873	0.9999740175478452	18.34303482768873	2.598245215474716e-05	1029.90787	2.694843006534266	510.9323166666666	39.92118817964996	1.0	2.0157422742784035	1.011311192712225
ENO_b	18.34303482768873	0.9999740175478452	18.34303482768873	2.598245215474716e-05	1029.90787	2.694843006534266	510.9323166666666	39.92118817964996	1.0	2.0157422742784035	1.011311192712225
PYK	-6.976186705421109	0.0011101491506428	-6.976186705421109	0.9988898508493572	369.66841	23.335104252059104	549.8308366666666	28.09572515255937	-1.0	0.6723311705125596	-0.5727560577655569
LDH_L	11.948662776173808	0.9998594496190852	11.948662776173808	0.0001405503809147	1430.2387633333335	137.33228271687727	265.4733933333333	12.0358714442684	1.0	5.3875032272537355	2.4296168284136272
r0407	9.481255850519924	0.9996547629987528	9.481255850519924	0.0003452370012473	85.80837666666666	9.73436043643455	18.020153333333337	2.734760255577971	1.0	4.7618005840127875	2.2515072042958035
PRPPS	-2.0348078162015164	0.0558002847355443	-2.0348078162015164	0.9441997152644556	23.747116666666667	2.132317159028855	26.96447333333333	0.6733180808668535	0.0	0.8806816425860102	-0.1833075010165815
G6PDH2r	-12.169992429173728	0.0001308157880494	-12.169992429173728	0.9998691842119504	208.31254666666663	7.852620742123121	432.0868066666667	24.789670045915408	-1.0	0.4821080936807435	-1.0525714448357224
PGL	-0.7821611446035822	0.2389149152445022	-0.7821611446035822	0.7610850847554977	66.52174666666667	5.488501648242038	70.16816999999999	3.6530197643137208	0.0	0.9480330848968511	-0.07699068704681399
GND	-3.509320795263515	0.0123435317563206	-3.509320795263515	0.9876564682436794	67.94484666666666	6.829921440647924	87.66327333333334	4.061481628801106	-1.0	0.775066274428417	-0.3676084171440707
RPI	5.212053352086888	0.996768736933792	5.212053352086888	0.003231263066208	4.071886666666667	0.5730517530051037	1.8828466666666668	0.1562192871859581	1.0	2.1626225537926613	1.112781891241411
TKT2_f	12.473895225068416	0.9998812234304878	12.473895225068416	0.0001187765695122	312.54658666666666	13.999924958233004	172.16420666666667	7.570424739050125	1.0	1.815398175486031	0.8602860125721172
TKT2_b	12.473895225068416	0.9998812234304878	12.473895225068416	0.0001187765695122	312.54658666666666	13.999924958233004	172.16420666666667	7.570424739050125	1.0	1.815398175486031	0.8602860125721172
RPE_f	2.7325380319202948	0.9738470215492528	2.7325380319202948	0.0261529784507472	22.61764	3.00057168316306	16.219553333333334	1.4004627993472571	1.0	1.3944675007490959	0.47971431152329014
RPE_b	2.7325380319202948	0.9738470215492528	2.7325380319202948	0.0261529784507472	22.61764	3.00057168316306	16.219553333333334	1.4004627993472571	1.0	1.3944675007490959	0.47971431152329014
TKT1_f	12.473895225068416	0.9998812234304878	12.473895225068416	0.0001187765695122	312.54658666666666	13.999924958233004	172.16420666666667	7.570424739050125	1.0	1.815398175486031	0.8602860125721172
TKT1_b	12.473895225068416	0.9998812234304878	12.473895225068416	0.0001187765695122	312.54658666666666	13.999924958233004	172.16420666666667	7.570424739050125	1.0	1.815398175486031	0.8602860125721172
TALA_f	4.458104861008842	0.9944116928707056	4.458104861008842	0.0055883071292944	150.79038333333332	22.35272781890737	80.17222333333332	1.480554999818949	1.0	1.880830754891127	0.9113700348979928
TALA_b	4.458104861008842	0.9944116928707056	4.458104861008842	0.0055883071292944	150.79038333333332	22.35272781890737	80.17222333333332	1.480554999818949	1.0	1.880830754891127	0.9113700348979928
r0408	-2.5349150566540475	0.0321637757798057	-2.5349150566540475	0.9678362242201944	83.20861000000001	11.643032756651795	108.70725666666664	8.173477604358842	-1.0	0.7654374928726778	-0.38564352565948196
PDHm	3.955482338762121	0.9916295591966408	3.955482338762121	0.0083704408033593	5.1707600000000005	0.8712072296914591	2.7002399999999995	0.1456069135263387	1.0	1.914926080644684	0.9372887027791542
PCm	4.283341128717162	0.993593182879633	4.283341128717162	0.0064068171203669	3.73588	0.446569309514212	2.278213333333333	0.1794395408549136	1.0	1.6398288717474514	0.7135452668171137
PEPCK_re	2.547556975588623	0.968265157412804	2.547556975588623	0.031734842587196	0.8956733333333333	0.2216948473816105	0.3589233333333333	0.1990820784389081	1.0	2.4954447096408705	1.319296939098632
CSm	-0.2824537889274555	0.3958042166490116	-0.2824537889274555	0.6041957833509884	62.56732333333334	6.494093675919854	64.17082666666666	4.720642374679769	0.0	0.9750119576663292	-0.03650818252754735
ACONTm_f	-8.577805447878381	0.0005072906316155	-8.577805447878381	0.9994927093683844	5.524743333333333	0.8719669890285731	15.568353333333334	1.407696500962556	-1.0	0.3548701147156218	-1.4946370115197543
ACONTm_b	-8.577805447878381	0.0005072906316155	-8.577805447878381	0.9994927093683844	5.524743333333333	0.8719669890285731	15.568353333333334	1.407696500962556	-1.0	0.3548701147156218	-1.4946370115197543
ICDHxm	-0.2649088679279388	0.402085290903458	-0.2649088679279388	0.597914709096542	3.419033333333333	0.1935927950335159	3.4776933333333333	0.2461471713336466	0.0	0.9831324977858887	-0.024542231712099297
ICDHym_f	-9.860736432223325	0.0002966736181634	-9.860736432223325	0.9997033263818368	94.42838666666668	22.62408337098225	269.26517666666666	10.811999067857696	-1.0	0.3506891898745714	-1.5117351352253983
ICDHym_b	-9.860736432223325	0.0002966736181634	-9.860736432223325	0.9997033263818368	94.42838666666668	22.62408337098225	269.26517666666666	10.811999067857696	-1.0	0.3506891898745714	-1.5117351352253983
AKGDm	1.9838646277052567	0.9408612444006268	1.9838646277052567	0.0591387555993733	9.33438	0.8943764313009748	7.86356	0.5471863991365279	0.0	1.1870425100081896	0.24737160126443866
SUCOAS1m_f	-1.6045497259558994	0.0919306005961723	-1.6045497259558994	0.9080693994038276	1.1470066666666667	0.2725633295625481	1.5223566666666668	0.1874949859477728	0.0	0.7534414843652495	-0.40843262486148924
SUCOAS1m_b	-1.6045497259558994	0.0919306005961723	-1.6045497259558994	0.9080693994038276	1.1470066666666667	0.2725633295625481	1.5223566666666668	0.1874949859477728	0.0	0.7534414843652495	-0.40843262486148924
SUCD1m	4.907603628727735	0.99599990569084	4.907603628727735	0.0040000943091598	18.411526666666667	2.956023863518169	7.82373	0.7555829551192026	1.0	2.3532926962799925	1.2346807702902354
FUMm_f	4.288844461454661	0.9936210835047116	4.288844461454661	0.0063789164952884	77.67360333333333	8.47427954402549	47.10685	5.45672980216173	1.0	1.6488812844274947	0.7214875318662755
FUMm_b	4.288844461454661	0.9936210835047116	4.288844461454661	0.0063789164952884	77.67360333333333	8.47427954402549	47.10685	5.45672980216173	1.0	1.6488812844274947	0.7214875318662755
MDHm_f	1.1325290754791124	0.839650941861205	1.1325290754791124	0.160349058138795	159.29001333333335	41.51728970997853	125.50066666666667	7.523636876858302	0.0	1.269236391838556	0.3439607922461643
MDHm_b	1.1325290754791124	0.839650941861205	1.1325290754791124	0.160349058138795	159.29001333333335	41.51728970997853	125.50066666666667	7.523636876858302	0.0	1.269236391838556	0.3439607922461643
ME1m	7.9142609708790514	0.99931037445529	7.9142609708790514	0.0006896255447098	2.384703333333333	0.1994559136473242	1.2439133333333334	0.0420961806132363	1.0	1.9170976541774074	0.9389238276733368
ME2m	-3.639854428887821	0.0109837410238034	-3.639854428887821	0.9890162589761966	0.0288133333333333	0.0379824848523046	0.1437433333333333	0.0234807897841807	-1.0	0.2004498759362751	-2.318686570320485
ME2	2.386816741915237	0.962285910149808	2.386816741915237	0.037714089850192	1.3385166666666664	0.1951890245092917	0.9481733333333334	0.1240677990276105	1.0	1.411679299143616	0.49741237891681783
ACITL	12.867147386423486	0.999894827081692	12.867147386423486	0.0001051729183079	71.74485	6.27081249295496	14.385636666666665	0.6487934470658251	1.0	4.987255806775787	2.318246203745355
FUM_f	4.288844461454661	0.9936210835047116	4.288844461454661	0.0063789164952884	77.67360333333333	8.47427954402549	47.10685	5.45672980216173	1.0	1.6488812844274947	0.7214875318662755
FUM_b	4.288844461454661	0.9936210835047116	4.288844461454661	0.0063789164952884	77.67360333333333	8.47427954402549	47.10685	5.45672980216173	1.0	1.6488812844274947	0.7214875318662755
MDH_f	5.937232007938003	0.9979825128735332	5.937232007938003	0.0020174871264666	109.0522	12.347004519391197	52.49838	5.386422117181929	1.0	2.077248859869581	1.0546740651919775
MDH_b	5.937232007938003	0.9979825128735332	5.937232007938003	0.0020174871264666	109.0522	12.347004519391197	52.49838	5.386422117181929	1.0	2.077248859869581	1.0546740651919775
AKGMALtm_f	6.220927590287216	0.9983003511454442	6.220927590287216	0.0016996488545558	355.67994666666664	10.557831775139984	282.56275	12.838150846995063	1.0	1.2587644573344032	0.3320083481664153
AKGMALtm_b	6.220927590287216	0.9983003511454442	6.220927590287216	0.0016996488545558	355.67994666666664	10.557831775139984	282.56275	12.838150846995063	1.0	1.2587644573344032	0.3320083481664153
ACONT	-13.589774546057845	8.48702493299855e-05	-13.589774546057845	0.99991512975067	0.6552933333333334	0.1688691182214465	7.070703333333333	0.6459065098672478	-1.0	0.0926772489865459	-3.4316409696157177
ICDHyr	-6.798033640178049	0.0012229181105096	-6.798033640178049	0.9987770818894904	18.21964333333333	3.6888353002841177	37.547263333333326	1.599733652004469	-1.0	0.48524557360105874	-1.0432130421193202
PPA	7.064538819199889	0.9989410129392612	7.064538819199889	0.0010589870607387	161.15845000000002	25.674296665151324	32.884006666666664	0.4700243436485215	1.0	4.9008155129514845	2.293021838737142
Complex1ROS	-3.228263378176679	0.0160141290561252	-3.228263378176679	0.9839858709438748	0.2823566666666666	0.0882765881886144	0.6251733333333332	0.121494226291714	-1.0	0.4516454103395324	-1.1467375468232877
FADH2ETC	0.5133386773972203	0.6826166145130417	0.5133386773972203	0.3173833854869582	2.67759	0.2272488118047411	2.5555000000000003	0.2479700168703197	0.0	1.0477753864214439	0.0673294767733566
CYOR_u10mi	5.602528745897251	0.9975080056957168	5.602528745897251	0.0024919943042831	40.990476666666666	4.155480939869925	22.684906666666667	2.020760935758828	1.0	1.8069493196063402	0.853556042794677
CYOOm2i	2.764824959155937	0.9747006891419404	2.764824959155937	0.0252993108580596	110.64236	19.256786918410526	70.81716666666667	6.643811504497164	1.0	1.5623663753844994	0.6437328055738772
ATPS4mi	3.143441447189478	0.9826337681301308	3.143441447189478	0.017366231869869	55.029203333333335	19.644755480796626	11.10087	2.159261429717733	1.0	4.957197348796385	2.3095246944472314
GLUCYS	-4.606951797235373	0.0049892573395321	-4.606951797235373	0.995010742660468	2.3872066666666667	0.449067684158586	4.258399999999999	0.358164798475041	-1.0	0.560587701171019	-0.8349880017017872
GTHS	-26.711832157244288	5.837940337828476e-06	-26.711832157244288	0.9999941620596622	46.39675666666667	1.0054114631775837	72.57228333333333	0.953752690877231	-1.0	0.6393178571157906	-0.6453947038258162
SPODMm	3.4185651452401093	0.9865922578414088	3.4185651452401093	0.0134077421585911	5.281216666666666	0.924000431830106	2.7734566666666667	0.4716734141566834	1.0	1.9042001737903478	0.9291851459541584
GTHPi	-10.181813006392476	0.0002620573049478	-10.181813006392476	0.999737942695052	2041.61197	186.93731624498847	3995.9574966666655	196.8248256331188	-1.0	0.5109193407845466	-0.9688325450847357
GTHPm	-8.330986107041243	0.0005671921336075	-8.330986107041243	0.9994328078663924	1673.23915	242.72419270962217	3449.53514	178.90424477417395	-1.0	0.48506221333927335	-1.043758297855867
GDR	2.147560393874314	0.9508748975832084	2.147560393874314	0.0491251024167917	18.25948	3.285410259688533	13.088676666666666	0.8947993632963512	1.0	1.39505929170838	0.4803264396428831
GTHOr	2.147560393874314	0.9508748975832084	2.147560393874314	0.0491251024167917	18.25948	3.285410259688533	13.088676666666666	0.8947993632963512	1.0	1.39505929170838	0.4803264396428831
GDRm	2.147560393874314	0.9508748975832084	2.147560393874314	0.0491251024167917	18.25948	3.285410259688533	13.088676666666666	0.8947993632963512	1.0	1.39505929170838	0.4803264396428831
GTHOm	2.147560393874314	0.9508748975832084	2.147560393874314	0.0491251024167917	18.25948	3.285410259688533	13.088676666666666	0.8947993632963512	1.0	1.39505929170838	0.4803264396428831
r0885	12.593622884808315	0.999885585742364	12.593622884808315	0.000114414257636	98.73829	7.584394991524816	24.02408	3.5875974545741145	1.0	4.109971745015834	2.039128475788794
PYRt2m_f	8.450148419036944	0.9994627623137412	8.450148419036944	0.0005372376862588	109.67295333333334	14.782313472480848	21.32944	0.2888923973846777	1.0	5.141858076598979	2.3622897900602204
PYRt2m_b	8.450148419036944	0.9994627623137412	8.450148419036944	0.0005372376862588	109.67295333333334	14.782313472480848	21.32944	0.2888923973846777	1.0	5.141858076598979	2.3622897900602204
HMR_4964	-5.460498913884588	0.0027342189325003	-5.460498913884588	0.9972657810674996	676.97581	117.14826566299853	1214.8961233333332	75.4002508053505	-1.0	0.5572293770619408	-0.8436567762440191
r2420	-3.293085603634224	0.0150640663648184	-3.293085603634224	0.9849359336351816	391.41373	54.58222064458779	530.3994566666667	24.152826017880862	-1.0	0.7379602770709224	-0.43838493390677474
ATPtm	6.648106184269119	0.998671063435667	6.648106184269119	0.0013289365643328	1088.1770966666666	127.05221560059503	433.9773933333333	56.78377507520751	1.0	2.507451110087777	1.3262215716563863
FUMtm_f	12.593622884808315	0.999885585742364	12.593622884808315	0.000114414257636	98.73829	7.584394991524816	24.02408	3.5875974545741145	1.0	4.109971745015834	2.039128475788794
FUMtm_b	12.593622884808315	0.999885585742364	12.593622884808315	0.000114414257636	98.73829	7.584394991524816	24.02408	3.5875974545741145	1.0	4.109971745015834	2.039128475788794
CO2tm_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
CO2tm_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
O2tm					1.0	0.0	1.0	0.0	0.0	1.0	0.0
r0801_f	1.01959007476674	0.8172136909272704	1.01959007476674	0.1827863090727296	23.47272	8.783880639182208	17.092023333333334	1.082161088727347	0.0	1.3733142965129737	0.4576618382528611
r0801_b	1.01959007476674	0.8172136909272704	1.01959007476674	0.1827863090727296	23.47272	8.783880639182208	17.092023333333334	1.082161088727347	0.0	1.3733142965129737	0.4576618382528611
THD1m	-6.666663557320414	0.0013152161713881	-6.666663557320414	0.9986847838286118	0.3675366666666666	0.1750184326165548	1.56706	0.184708253379936	-1.0	0.23453898808384277	-2.092100328906501
H2Otm_f	-2.884828082175852	0.0223975458007021	-2.884828082175852	0.9776024541992978	0.0424133333333333	0.0303661767249169	0.1667433333333333	0.0528464885830227	-1.0	0.2543629930232092	-1.9750393050257653
H2Otm_b	-2.884828082175852	0.0223975458007021	-2.884828082175852	0.9776024541992978	0.0424133333333333	0.0303661767249169	0.1667433333333333	0.0528464885830227	-1.0	0.2543629930232092	-1.9750393050257653
NH4tm_f					1.0	0.0	1.0	0.0	0.0	1.0	0.0
NH4tm_b					1.0	0.0	1.0	0.0	0.0	1.0	0.0
HCO3E	-1.597706340246617	0.0926746406271541	-1.597706340246617	0.907325359372846	16.852446666666665	2.1622438326937647	19.525816666666667	0.9613873753533944	0.0	0.8630853681749546	-0.2124248307884188
HCO3Em	-15.538406639752171	5.007233199389392e-05	-15.538406639752171	0.9999499276680062	0.24128	0.0272992393056412	1.95326	0.1534041563974066	-1.0	0.12352682182607538	-3.017103761465328
GLUN	4.288065144322985	0.99361714148046	4.288065144322985	0.00638285851954	3.75809	0.5257760489029526	1.7534333333333334	0.4008316771691357	1.0	2.1432750983784197	1.0998170378793262
GLNS	-7.193675629957463	0.00098933207352	-7.193675629957463	0.99901066792648	356.25101333333333	106.89903748657868	1026.1141266666666	76.90673082745374	-1.0	0.3471845909485871	-1.526225176642352
GLUt2m	0.428692585015105	0.6548877158075784	0.428692585015105	0.3451122841924215	106.46234666666663	27.9912185652588	97.94218333333332	2.550305064815233	0.0	1.0869917643589389	0.12034100976400063
GLNtm_1					1.0	0.0	1.0	0.0	0.0	1.0	0.0
GLUNm	3.933976013072425	0.991477053591042	3.933976013072425	0.0085229464089578	3.873653333333333	0.5130781988698756	2.020173333333333	0.4250991362285064	1.0	1.9174856282959218	0.9392157646570723
GLUPRT	1.0914248848830617	0.8317898091998335	1.0914248848830617	0.1682101908001665	6.405283333333333	0.7469222034604553	5.628973333333334	0.6737574549907079	0.0	1.1379132488340087	0.1863905750016224
PRAGSr	8.661809754176417	0.9995112920926004	8.661809754176417	0.0004887079073997	17.341826666666666	1.2378112682293516	8.618896666666666	0.7043777457365392	1.0	2.012070377144174	1.0086807678577498
GARFT	8.661809754176417	0.9995112920926004	8.661809754176417	0.0004887079073997	17.341826666666666	1.2378112682293516	8.618896666666666	0.7043777457365392	1.0	2.012070377144174	1.0086807678577498
PRFGS	4.298940070419451	0.9936718852967962	4.298940070419451	0.0063281147032037	21.00678333333333	3.9684162600239183	8.598283333333333	0.9562364099019776	1.0	2.4431369052349594	1.2887347096835458
PRAIS	8.661809754176417	0.9995112920926004	8.661809754176417	0.0004887079073997	17.341826666666666	1.2378112682293516	8.618896666666666	0.7043777457365392	1.0	2.012070377144174	1.0086807678577498
AIRCr	3.8014496670402966	0.9904600736265982	3.8014496670402966	0.0095399263734018	141.06354000000002	10.118107080569304	110.22200333333336	5.4100510927490815	1.0	1.2798128843058285	0.3559328956805525
PRASCSi	3.8014496670402966	0.9904600736265982	3.8014496670402966	0.0095399263734018	141.06354000000002	10.118107080569304	110.22200333333336	5.4100510927490815	1.0	1.2798128843058285	0.3559328956805525
ADSL2r	6.734619639088847	0.9987335608119968	6.734619639088847	0.001266439188003	1.5962500000000002	0.2016641584417023	0.59309	0.0608865327200249	1.0	2.691412770405841	1.4283636678829834
AICART	4.547296415997976	0.994780484721268	4.547296415997976	0.0052195152787319	20.70601333333333	1.3017607375994855	16.043006666666667	0.6391382877141867	1.0	1.2906566557972714	0.3681052617924544
IMPC	4.547296415997976	0.994780484721268	4.547296415997976	0.0052195152787319	20.70601333333333	1.3017607375994855	16.043006666666667	0.6391382877141867	1.0	1.2906566557972714	0.3681052617924544
ADSS	-9.64433736139899	0.0003232420380185	-9.64433736139899	0.9996767579619816	8.064100000000002	0.3541704072900504	15.707263333333335	1.0633364284907922	-1.0	0.5133994273137756	-0.9618464082689993
ADSL1r	6.734619639088847	0.9987335608119968	6.734619639088847	0.001266439188003	1.5962500000000002	0.2016641584417023	0.59309	0.0608865327200249	1.0	2.691412770405841	1.4283636678829834
IMPDH2	8.022020303642028	0.9993449368766072	8.022020303642028	0.0006550631233928	562.84782	41.458913017945854	319.07803	11.312323490656848	1.0	1.763981744528133	0.8188356305014355
GMPS	6.759077147679854	0.998750568630638	6.759077147679854	0.0012494313693621	24.93334	2.2581606030277523	12.943550000000002	1.0927073445651712	1.0	1.9263138783409495	0.9458427986285415
GMPS2	6.759077147679854	0.998750568630638	6.759077147679854	0.0012494313693621	24.93334	2.2581606030277523	12.943550000000002	1.0927073445651712	1.0	1.9263138783409495	0.9458427986285415
GK1	-8.884841532780964	0.0004433100590818	-8.884841532780964	0.9995566899409182	204.6620533333333	31.22307109195841	419.2352966666666	13.84239157402683	-1.0	0.48817944233369215	-1.0345165516480526
RNDR2	1.7758846300267053	0.9247979909935716	1.7758846300267053	0.0752020090064284	10.058383333333332	1.9337847602449336	7.457783333333331	0.7412106565762676	0.0	1.3487095137742005	0.43157965283369576
ADK1	16.285143472244002	0.9999583978416196	16.285143472244002	4.1602158380408695e-05	36.33220333333333	1.3513303206429177	18.05934333333333	0.8318235386720486	1.0	2.0118230581658287	1.008503424262666
RNDR1	1.7758846300267053	0.9247979909935716	1.7758846300267053	0.0752020090064284	10.058383333333332	1.9337847602449336	7.457783333333331	0.7412106565762676	0.0	1.3487095137742005	0.43157965283369576
CBPS	0.1496071684815547	0.555842610324029	0.1496071684815547	0.4441573896759708	20.18209	5.295346328787192	19.57739666666667	2.1523938014736577	0.0	1.030887320905282	0.04388665040236184
