Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MDAMB231	median_MDAMB231	std_MDAMB231	mean_MCF7	median_MCF7	std_MCF7
EX_leu__L_e_r	14999.5	0.0	14999.5	1.0	0.022285285720008697	0.02307	0.004285261961658171	0.14300011968000198	0.14701	0.02290196964906755
EX_ile__L_e_r	0.0	0.0	0.0	1.0	0.010188760649997946	0.01058	0.0019076425174584131	0.06729741815999865	0.06974	0.010220082248984469
EX_met__L_e_r	0.0	0.0	0.0	1.0	0.005449785240001074	0.00566	0.0010203678620116416	0.05255023292999805	0.05226	0.011129311828060711
EX_gly_e_r	468242373684.5	0.0	468242373684.5	1.0	0.12888137567000546	0.12461	0.07753301889524684	0.1358394775000007	0.14601	0.06470995292525349
EX_phe__L_e_r	2529324.5	0.0	2529324.5	1.0	0.01254474526999961	0.01269	0.002895314239552607	0.08018702636999886	0.07965	0.016730979581407405
EX_ser__L_e_r	599500245539.5	1.0	599500245539.5	0.0	0.15703987489999566	0.14282	0.10151008263455231	0.11812360167999439	0.11628	0.07017716601546325
EX_ala__L_e_f	355879874797.5	0.0	355879874797.5	1.0	0.22792298830000685	0.16546	0.21321794971130653	0.408813095330011	0.29364	0.3870235067862232
EX_ala__L_e_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_ribflv_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_asn__L_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_fol_e_r	884998671886.0	1.0	884998671886.0	0.0	0.0002843271200003373	0.0003	7.601229644191087e-05	0.0001714492800007591	0.00018	4.396126158417996e-05
EX_urea_e	494001882749.0	3.60978277645709e-49	494001882749.0	1.0	0.0664102073499986	0.05818	0.04745907306896898	0.06807535737999902	0.05829	0.04954328938539321
EX_pyr_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
PYRt2	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_gudac_e	592193589597.0	1.0	592193589597.0	0.0	0.07703960120999781	0.07062	0.05080317134032114	0.06188056385999931	0.05002	0.049191629480301105
EX_hdca_e_f	0.0	0.0	0.0	1.0	0.459849882530004	0.43906	0.1317231385344055	6.949538924259874	7.03926	0.8797183228267974
EX_hdca_e_b	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcIN_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_ptrcOUT_e	138111604614.5	0.0	138111604614.5	1.0	0.08856726165999806	0.08221	0.05096267093662739	0.1704473510599993	0.17693	0.0512399199621091
EX_biomassx	0.0	0.0	0.0	1.0	0.03561532513999557	0.037	0.006668253620394628	0.23524151385000938	0.2438	0.03572480083601329
EX_h2o2_e	8712088713.0	0.0	8712088713.0	1.0	0.014842449029995288	0.01153	0.012633956663627465	0.90895534561998	0.815395	0.6152355833612164
EX_gthox_e	10608060763.0	0.0	10608060763.0	1.0	0.02247822108999963	0.0202	0.013524826833810155	0.6344268691399924	0.51148	0.49377582275242926
EX_2obut_e	808847375288.0	1.0	808847375288.0	0.0	0.46646142053999634	0.49515	0.2197165879309951	0.22823949227001078	0.22878	0.11650708731992626
EX_crn_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_val__L_e_r	575801493804.5	1.0	575801493804.5	0.0	0.33790679202999396	0.34695	0.11560716680901445	0.31574090031000157	0.32731	0.06238528420817989
EX_spmd_e	605000000.0	0.0	605000000.0	1.0	0.0	0.0	0.0	0.003237396540003312	0.00278	0.002352928365817923
EX_sprm_e	178567474183.5	0.0	178567474183.5	1.0	0.0006341116700008327	0.00068	0.00022331385388921614	0.0019468585600020381	0.00183	0.0012369556066464619
EX_5mthf_e	884998671886.0	1.0	884998671886.0	0.0	0.0002843271200003373	0.0003	7.601229644191087e-05	0.0001714492800007591	0.00018	4.396126158417996e-05
EX_tmlys_e_r	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_thbpt_e_r	92861164122.0	0.0	92861164122.0	1.0	0.003303784660003995	0.00334	0.0017143254733161604	0.019149853499997285	0.01845	0.01174045905103223
EX_CE2705_e	92861164122.0	0.0	92861164122.0	1.0	0.003303784660003995	0.00334	0.0017143254733161604	0.019149853499997285	0.01845	0.01174045905103223
EX_crtn_e	233591674328.5	0.0	233591674328.5	1.0	0.03689516799999762	0.02632	0.03456126130291891	0.07405818655999984	0.06465	0.045368022230526064
EX_his__L_e_r	490609548480.5	2.2354793142756323e-117	490609548480.5	1.0	0.10083125482000106	0.10204	0.05745657280585249	0.10268373613999723	0.10452	0.05775307444862289
EX_lys__L_e_r	573249127834.5	1.0	573249127834.5	0.0	0.15979466964000014	0.16191	0.07482356093354223	0.14323836874000148	0.14832	0.02130599610306939
EX_carn_e_r	568014810642.0	1.0	568014810642.0	0.0	6.4267112579297585	6.06601	3.9639032884309406	5.212680086249967	5.14187	0.9587688092511899
EX_csn_e_r	671334155490.5	1.0	671334155490.5	0.0	9.025795825749931	8.679175	4.705447499137983	6.2422121512602065	6.029955	3.6494683440422238
EX_cys__L_e	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
EX_cyan_e_r	294351246086.5	0.0	294351246086.5	1.0	0.13458539783999954	0.12612	0.06609206901861253	0.18493825563999536	0.18833	0.06955519945989752
EX_tcyntc	351804473169.0	0.0	351804473169.0	1.0	0.06740039273000277	0.05765	0.05094277115967865	0.10231155476000132	0.09388	0.06835360270513753
EX_tcynt_e	432064503867.5	0.0	432064503867.5	1.0	0.06718501255000027	0.05555	0.05179201285918976	0.08262670141999749	0.0701	0.062037695957488
EX_so3_e	945568322894.0	1.0	945568322894.0	0.0	0.19827828930999258	0.20684	0.06588792467678314	0.07192594989999881	0.07661	0.026396151292709943
EX_thr__L_e_r	751708583223.0	1.0	751708583223.0	0.0	0.48046135973000303	0.50922	0.21959286147523913	0.2999086249400026	0.30136	0.1145756848106968
EX_trp__L_e_r	96865121701.0	0.0	96865121701.0	1.0	0.0049666279200019075	0.00491	0.00263061755316564	0.01696863889999765	0.01553	0.009372161155187865
EX_anth_e	192231681003.5	0.0	192231681003.5	1.0	0.00449273039000327	0.00443	0.002638260819346167	0.013838518489996175	0.01236	0.009362483944218283
EX_tyr__L_e_r	76488351573.0	0.0	76488351573.0	1.0	0.0023829486400024085	0.00218	0.0016014606665159558	0.01853261792999726	0.01797	0.011659937688826937
EX_cystinex_r	863662178123.0	1.0	863662178123.0	0.0	0.19629046515999876	0.19777	0.004888891714252098	0.17561273926999788	0.18045	0.020831129747641813
EX_3hydroxybutanoatex_r	0.0	0.0	0.0	1.0	1.5606028040900224	1.30909	0.9931101749691177	50.547230063510554	51.23193	6.834060446177377
EX_gthrd_e_r	18383699139.5	0.0	18383699139.5	1.0	0.026724244329995442	0.02045	0.023438358412909432	1.2162040593199361	0.96923	0.9860654337289774
EX_cmp_e_r	54401038364.5	0.0	54401038364.5	1.0	0.0008431202900008657	0.0008	0.0005246209337393592	0.005244362749999966	0.00494	0.0030103510929336275
HEX1	249552193648.5	0.0	249552193648.5	1.0	4.3920662346298736	4.3791	0.2771900505842065	8.904998777659975	7.11801	6.180235852212309
G6PP	28490656550.5	0.0	28490656550.5	1.0	0.2011192059299942	0.1432	0.19575368703555857	6.464436362259985	4.653905	6.152687239546
PGI	923635392247.5	1.0	923635392247.5	0.0	2.232419703170081	2.130135	0.9638417144303412	0.6804438342600109	0.53068	0.5549465926419563
PFK	139142427237.5	0.0	139142427237.5	1.0	1.8949385492299804	1.8678	1.0639089842941434	7.433412962719912	5.652365	6.119509419225339
FBP	26282677748.5	0.0	26282677748.5	1.0	0.18316863547000575	0.12816	0.19974444285039009	6.4879989798500075	4.678965	6.101735316210946
FBA	715656941304.5	1.0	715656941304.5	0.0	1.7117699226899588	1.70439	1.0348305846129098	0.9454139877100243	0.92969	0.5635640238396874
TPI	999908935859.5	1.0	999908935859.5	0.0	3.526889373290085	3.506005	0.36837522335491985	1.780910675630024	1.81215	0.34242056185661757
GAPD	999994913387.0	1.0	999994913387.0	0.0	7.701013582200239	7.713865	0.4911288702062434	4.112054771660153	4.26754	0.7279540608188273
PGK	999999070858.0	1.0	999999070858.0	0.0	7.492535804869961	7.50875	0.5258973178790042	2.363192815140018	2.37726	1.2386875840250338
DPGM	73810478066.0	0.0	73810478066.0	1.0	0.20847778443000048	0.14621	0.2045998883904074	1.7488619567400105	1.598405	1.1806892841462153
DPGase	73810478066.0	0.0	73810478066.0	1.0	0.20847778443000048	0.14621	0.2045998883904074	1.7488619567400105	1.598405	1.1806892841462153
PGM_f	988486352310.5	1.0	988486352310.5	0.0	21.15784220524962	22.35636	7.041868196871469	6.237649448730051	6.06406	1.6308177353089477
ENO_f	999623695620.0	1.0	999623695620.0	0.0	19.679085238239903	19.197725	7.668048152893159	5.560721372670038	5.63444	1.0338300871500994
PYK	999998372290.0	1.0	999998372290.0	0.0	7.627440004449939	7.64009	0.4937584840381721	3.5373822915200797	3.65099	0.7800409639028455
LDH_L	999998245229.0	1.0	999998245229.0	0.0	7.33200739569999	7.37402	0.3230024996783662	4.125009051619845	4.29911	0.70423992556512
r0407	784451102477.5	1.0	784451102477.5	0.0	1.8151194522900211	1.81579	1.0040738883095717	0.8354966915699932	0.7905	0.514625548789568
PRPPS	39828.5	0.0	39828.5	1.0	0.007021684699998978	0.00697	0.0015587746024887908	0.04468126758999842	0.0442	0.009476983642285948
G6PDH2r	594433509734.0	1.0	594433509734.0	0.0	1.9487261930499478	2.056905	0.9407720152590303	1.6953815247199662	1.78505	0.6733301738628106
PGL	594433509734.0	1.0	594433509734.0	0.0	1.9487261930499478	2.056905	0.9407720152590303	1.6953815247199662	1.78505	0.6733301738628106
GND	594433509734.0	1.0	594433509734.0	0.0	1.9487261930499478	2.056905	0.9407720152590303	1.6953815247199662	1.78505	0.6733301738628106
RPI	571729769270.0	1.0	571729769270.0	0.0	0.6542565278900256	0.69041	0.3135923915373557	0.5949146891200063	0.62522	0.2247997499840618
TKT2_f	594966630006.5	1.0	594966630006.5	0.0	0.7095829254500283	0.74304	0.3169036647193226	0.621398360790013	0.6502	0.23143112267277546
RPE_f	610031156438.0	1.0	610031156438.0	0.0	1.5338718320098934	1.602525	0.6272705823090519	1.3263019523100443	1.383115	0.4575404012242323
TKT1_f	623821875307.5	1.0	623821875307.5	0.0	0.7320044919700124	0.7655	0.31666160580012953	0.6117949309900008	0.64084	0.22496659996890836
TALA_f	480723415723.5	0.0	480723415723.5	1.0	1.7454376424899865	1.66371	1.0481993018059326	1.773164124400031	1.8799	0.6561465234676725
r0408	784451102477.5	1.0	784451102477.5	0.0	1.8151194522900211	1.81579	1.0040738883095717	0.8354966915699932	0.7905	0.514625548789568
PDHm	161750781157.0	0.0	161750781157.0	1.0	1.1065530678499762	1.09183	0.3950018943379947	1.8874048204500462	1.83762	0.6812357268652778
PCm	24400.0	0.0	24400.0	1.0	2.2369601704999336	1.93529	1.5473594435916105	115.30144817830067	116.993065	24.338946983027068
PEPCK_re	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
CSm	0.0	0.0	0.0	1.0	4.686362380540127	4.21002	1.971620438877678	103.95942274092504	105.388835	13.719051335122188
ACONTm_f	931009069174.5	1.0	931009069174.5	0.0	134.73247300557082	142.08513499999998	68.2669353638942	24.471643129328868	24.2856	13.590899156199708
ICDHxm	136419653022.5	0.0	136419653022.5	1.0	4.553388154969999	3.35075	4.2615541228250615	26.027709914291595	19.10423	24.16151008358098
ICDHym_f	63281040035.0	0.0	63281040035.0	1.0	4.150876642350047	3.92653	2.5167167389483676	45.690439996329914	40.617385	32.144111026950384
AKGDm	0.0	0.0	0.0	1.0	1.173494461099956	0.91505	0.9919870477809196	49.983523546328215	50.6551	6.823085652569143
SUCOAS1m_f	774567385016.0	1.0	774567385016.0	0.0	134.15995163629546	140.42516	62.32987097684282	73.24147844463157	68.44551	45.90209488003211
SUCD1m	0.0	0.0	0.0	1.0	1.5017064274799874	1.24677	0.9947720031935002	50.23098215801845	50.905215	6.819361165040747
FUMm_f	663149900373.0	1.0	663149900373.0	0.0	196.90383622381023	191.00956	116.33827325214548	130.10950999127533	138.75574	49.64851839429891
MDHm_f	425151964857.0	0.0	425151964857.0	1.0	398.35945279077123	370.48576	249.8976273688886	469.329734194529	458.20359	270.9703945254821
ME1m	144186385945.5	0.0	144186385945.5	1.0	1.0953476610100088	0.82171	0.97684976453993	6.277649186119955	4.557425	5.898199057399236
ME2m	170188065530.5	0.0	170188065530.5	1.0	1.4497520572699603	1.08586	1.286666386171626	7.181041189790126	4.99101	7.025920886816959
ME2	0.0	0.0	0.0	1.0	0.20150547166000252	0.14398	0.19279617525742646	104.17334488935958	106.27701	22.632949935057656
ACITL	0.0	0.0	0.0	1.0	3.941727100080181	3.776185	1.0515426321891952	57.118194985259905	57.88771	7.064194092173401
FUM_f	154082023537.5	0.0	154082023537.5	1.0	85.86169317556693	81.40639999999999	47.989618321632356	150.40244909171588	149.28908	35.28072192488904
MDH_f	711632929186.0	1.0	711632929186.0	0.0	312.3171313626747	314.820975	156.97476842871217	197.9797711850613	200.58035	107.92032407706199
AKGMALtm_f	654054468911.5	1.0	654054468911.5	0.0	360.5721089804797	389.05310499999996	167.21674768399333	277.94210839823495	266.12429	133.8051106074734
ACONT	148326127.5	0.0	148326127.5	1.0	11.270049723679762	10.332615	4.887988879330401	56.14613722406807	58.28052	6.97712581357764
ICDHyr	148326127.5	0.0	148326127.5	1.0	11.270049723679762	10.332615	4.887988879330401	56.14613722406807	58.28052	6.97712581357764
PPA	155524.0	0.0	155524.0	1.0	0.6001558941200196	0.57833	0.19834382691984226	12.032497197910239	11.380984999999999	4.893498559004314
Complex1ROS	0.0	0.0	0.0	1.0	2.616900531759981	2.5922	0.6147902470952824	100.67053826433833	102.219165	13.123574536496017
FADH2ETC	0.0	0.0	0.0	1.0	2.4933325071100727	2.27613	1.0834718111940531	54.26166712430957	54.775774999999996	7.48117210153061
CYOR_u10mi	0.0	0.0	0.0	1.0	4.9811231577199875	4.73143	1.3821619715189053	149.90968726698713	151.98029	18.99592675977248
CYOOm2i	0.0	0.0	0.0	1.0	2.4905615748599708	2.365715	0.6910809843847143	74.95484363201076	75.990145	9.4979633767737
ATPS4mi	0.0	0.0	0.0	1.0	5.233295866600082	5.00382	2.023596618937669	280.01212615850693	284.32306500000004	37.61476953445164
GLUCYS	226419693198.5	0.0	226419693198.5	1.0	0.018232193689996484	0.01346	0.016499155372499397	0.052649692079999824	0.04194	0.043060066767871545
GTHS	226419693198.5	0.0	226419693198.5	1.0	0.018232193689996484	0.01346	0.016499155372499397	0.052649692079999824	0.04194	0.043060066767871545
SPODMm	0.0	0.0	0.0	1.0	0.06542251000999702	0.064805	0.01536975580247332	2.5167634565399792	2.55548	0.3280893637613327
GTHPi	877387826610.0	1.0	877387826610.0	0.0	0.09114361516000376	0.09161	0.04712617129653204	0.02838249336999781	0.02852	0.015848381708560275
GTHPm	37169107.5	0.0	37169107.5	1.0	0.05058006002999862	0.04996	0.016548430247415848	1.6078081000400637	1.6447	0.6038132234582275
GDR	817134508988.0	1.0	817134508988.0	0.0	0.11661576279999813	0.11199	0.07007544237596407	0.04325929970999897	0.03538	0.033781074391619696
GTHOr	616579477209.5	1.0	616579477209.5	0.0	0.08436170721999756	0.06912	0.0656173400298548	0.05570777353999591	0.04892	0.04022552428092391
GDRm	28107177088.5	0.0	28107177088.5	1.0	0.014227019249995924	0.01079	0.012397936065088341	0.43725654441001865	0.330365	0.3861564822872822
GTHOm	26386331933.0	0.0	26386331933.0	1.0	0.013874826079994662	0.01052	0.011925768118340301	0.5361246755499981	0.35991	0.5256584712952571
r0885	10608054002.0	0.0	10608054002.0	1.0	0.044956438930000675	0.04041	0.02704964275352674	1.2688537570399385	1.0229650000000001	0.9875516454013663
PYRt2m_f	51924140.0	0.0	51924140.0	1.0	21.409519506070147	19.58503	13.539500510361913	153.98166598785585	153.911245	35.73143310462163
HMR_4964	0.0	0.0	0.0	1.0	15.211776821550032	14.08952	5.797121661283184	113.26433221189863	114.65875	10.368276854382552
r2420	511893025.5	0.0	511893025.5	1.0	2.835805893540003	2.5223750000000003	1.8292583527552557	62.93203143105942	63.006675	20.512941649737428
ATPtm	0.0	0.0	0.0	1.0	2.99052596992001	2.66403	1.7780373785420367	164.6010853258542	165.67229	19.72254218857377
FUMtm_f	173950736134.0	0.0	173950736134.0	1.0	9.675683474029823	10.923115	4.920710626965334	32.81393275852009	30.096975	21.916989905421122
CO2tm_f	349400388220.5	0.0	349400388220.5	1.0	143.0765777772109	134.05469	83.27757908482081	188.0144509859345	184.39765	77.5200044073832
O2tm	0.0	0.0	0.0	1.0	2.55598409531991	2.4311	0.7014329120813738	77.47160709107919	78.546295	9.81710441918834
r0801_f	302458258383.5	0.0	302458258383.5	1.0	67.84896153814047	73.752555	37.546241712280164	106.5379079231177	107.001535	56.1944193309314
THD1m	130488431348.5	0.0	130488431348.5	1.0	17.13490635975973	16.59077	6.2788212958552405	54.649886437329556	47.408645	37.021942421983454
H2Otm_f	0.0	0.0	0.0	1.0	0.0	0.0	0.0	26.77506281549053	23.86192	18.275391041148353
H2Otm_b	0.0	0.0	0.0	1.0	0.0	0.0	0.0	290.5347062481316	294.172165	41.260026288487374
NH4tm_f	433057019476.5	0.0	433057019476.5	1.0	95.99600715561301	90.862465	60.2342516952269	110.21375179474047	117.804975	57.56159288946446
HCO3E	0.0	0.0	0.0	1.0	3.446818969070159	3.30196	0.9202222025869221	49.95255171778052	50.626535000000004	6.181472100845086
HCO3Em	24044.5	0.0	24044.5	1.0	2.242679119150084	1.9411049999999999	1.5472953863656844	115.41098077515288	117.10487	24.341342340690353
GLUN	119494716255.5	0.0	119494716255.5	1.0	0.9084193450700252	0.90255	0.2713205353169531	6.41202475798014	4.470695	6.178228791663542
GLNS	8188455547.0	0.0	8188455547.0	1.0	0.2002379960600012	0.14231	0.19159175408175075	7.8852232135198665	6.14381	6.392084619979822
GLUt2m	219824236721.0	0.0	219824236721.0	1.0	0.09873774045999989	0.0703	0.09580045480899672	0.344259940370013	0.24267	0.3254945659215929
GLNtm_1	339077904490.5	0.0	339077904490.5	1.0	0.16900461016000223	0.12035	0.16160665778487435	0.31787201320998604	0.23183	0.29526354208804545
GLUNm	339077904490.5	0.0	339077904490.5	1.0	0.16900461016000223	0.12035	0.16160665778487435	0.31787201320998604	0.23183	0.29526354208804545
GLUPRT	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
PRAGSr	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
GARFT	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
PRFGS	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
PRAIS	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
AIRCr	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
PRASCSi	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
ADSL2r	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
AICART	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
IMPC	0.0	0.0	0.0	1.0	0.0040183278900044715	0.00417	0.0007523540609216045	0.02654136196001394	0.02751	0.004030690611834756
ADSS	0.0	0.0	0.0	1.0	0.0023795024800030437	0.00247	0.0004455293983236828	0.015716718709999355	0.01629	0.0023868128791994414
ADSL1r	0.0	0.0	0.0	1.0	0.0023795024800030437	0.00247	0.0004455293983236828	0.015716718709999355	0.01629	0.0023868128791994414
IMPDH2	0.0	0.0	0.0	1.0	0.0016388237500019366	0.0017	0.0003068449684932693	0.010824638589997609	0.01122	0.0016438811046809048
GMPS	79394361524.0	0.0	79394361524.0	1.0	0.0007543841800006938	0.00069	0.0004973872762347543	0.0052121474000007256	0.00485	0.0033490222683092404
GMPS2	79797672319.5	0.0	79797672319.5	1.0	0.0008844485700009761	0.00089	0.0005191711968741689	0.005612491019998517	0.00552	0.0033226570336806487
GK1	0.0	0.0	0.0	1.0	0.0016388237500019366	0.0017	0.0003068449684932693	0.010824638589997609	0.01122	0.0016438811046809048
RNDR2	0.0	0.0	0.0	1.0	0.00035255224000038947	0.00037	6.610361745515888e-05	0.002328415100002809	0.00241	0.0003536056454992576
ADK1	175075.5	0.0	175075.5	1.0	0.5981758622400101	0.57634	0.19837204553963955	12.019418945389376	11.36779	4.893517396453425
RNDR1	0.0	0.0	0.0	1.0	0.000469495150000708	0.00049	8.793203147030811e-05	0.003101180860003849	0.00321	0.0004709636512270186
CBPS	91122023882.5	0.0	91122023882.5	1.0	0.0017351332800019175	0.0017	0.001033015594634458	0.01100879618999695	0.01059	0.007071088713036155
ASPCT	91122023882.5	0.0	91122023882.5	1.0	0.0017351332800019175	0.0017	0.001033015594634458	0.01100879618999695	0.01059	0.007071088713036155
DHORTS	91122023882.5	0.0	91122023882.5	1.0	0.0017351332800019175	0.0017	0.001033015594634458	0.01100879618999695	0.01059	0.007071088713036155
DHORD9	91122023882.5	0.0	91122023882.5	1.0	0.0017351332800019175	0.0017	0.001033015594634458	0.01100879618999695	0.01059	0.007071088713036155
ORPT	91122023882.5	0.0	91122023882.5	1.0	0.0017351332800019175	0.0017	0.001033015594634458	0.01100879618999695	0.01059	0.007071088713036155
OMPDC	91122023882.5	0.0	91122023882.5	1.0	0.0017351332800019175	0.0017	0.001033015594634458	0.01100879618999695	0.01059	0.007071088713036155
UMPK	3206177.0	0.0	3206177.0	1.0	0.003253167100003941	0.00322	0.0008009444969466508	0.02181195118000719	0.02198	0.004433555571312976
RNDR4	0.0	0.0	0.0	1.0	0.0004662549900005913	0.00048	8.735426738787614e-05	0.003079553750004218	0.00319	0.00046768132899089714
TMDS	0.0	0.0	0.0	1.0	0.0004662549900005913	0.00048	8.735426738787614e-05	0.003079553750004218	0.00319	0.00046768132899089714
URIDK2r	0.0	0.0	0.0	1.0	0.0004662549900005913	0.00048	8.735426738787614e-05	0.003079553750004218	0.00319	0.00046768132899089714
NDPK2	4885022.0	0.0	4885022.0	1.0	0.0027869321500034916	0.00273	0.0007351771116413045	0.01873239657000361	0.01883	0.0040923954241559495
NDPK3_f	213627339347.0	0.0	213627339347.0	1.0	0.0005669228600006146	0.00059	0.0003188854096652489	0.0013387162700012603	0.00134	0.0007741742117144824
CYTK1_r	54401038364.5	0.0	54401038364.5	1.0	0.0008431202900008657	0.0008	0.0005246209337393592	0.005244362749999966	0.00494	0.0030103510929336275
CTPS1	42254422008.5	0.0	42254422008.5	1.0	0.0008834324500009737	0.00084	0.0005349653134315967	0.006159676129999003	0.00624	0.003067723924660071
RNDR3	0.0	0.0	0.0	1.0	0.00033631081000040847	0.00035	6.307353926513667e-05	0.002221155030002292	0.0023	0.000337333954709074
GDHm	122718861542.0	0.0	122718861542.0	1.0	4.002415818870137	2.9064750000000004	3.7239155237553256	26.765021962481722	19.24113	26.21146022355114
GLUDym_f	536229810474.0	1.0	536229810474.0	0.0	134.3498491664072	143.479495	76.04490118751431	128.69586797020077	133.980005	54.4899714228599
ASPTA_f	580482619893.0	1.0	580482619893.0	0.0	146.12477066863968	151.021905	78.27975205510472	124.33744557023758	118.77327	74.46245594100299
ASPTAm	342480900135.5	0.0	342480900135.5	1.0	2.1472311296200273	1.60829	1.857495276252314	4.130908393659995	2.97145	3.9014874622335944
ASPGLUm	327147044972.0	0.0	327147044972.0	1.0	2.0148872618699576	1.4769	1.8549764746351873	4.097253126210114	2.938465	3.90138397795162
ASPT	216862076249.5	0.0	216862076249.5	1.0	0.09832050547000296	0.07059	0.09414818448182125	0.34520523404000153	0.2472	0.3250222348018614
CBPSam	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
OCBTm	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ORNt4m	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
ARGSS	135861167362.5	0.0	135861167362.5	1.0	0.0498922612199999	0.03545	0.04816387509130031	0.3091446450600089	0.21879	0.29980719666057526
ARGSL	135861167362.5	0.0	135861167362.5	1.0	0.0498922612199999	0.03545	0.04816387509130031	0.3091446450600089	0.21879	0.29980719666057526
ARGN	494001882749.0	3.60978277645709e-49	494001882749.0	1.0	0.0664102073499986	0.05818	0.04745907306896898	0.06807535737999902	0.05829	0.04954328938539321
ORNDC	323785179940.5	0.0	323785179940.5	1.0	0.1803449807800027	0.1888	0.03246269308562998	0.20401410992000146	0.2123	0.04699575342975848
SPMS	1308825190.0	0.0	1308825190.0	1.0	0.0006341116700008327	0.00068	0.00022331385388921614	0.005184253910001222	0.00505	0.0017866023724653758
