Rxn	statistic_less	pvalue_less	statistic_greater	pvalue_greater	mean_MCF102A	median_MCF102A	std_MCF102A	mean_MCF7	median_MCF7	std_MCF7
EX_lys__L_e_r	935.0	1.5233123983330004e-23	935.0	1.0	0.025556300000000004	0.0274	0.007556255105687091	0.0822473	0.09206	0.02927251373410099
EX_carn_e_r	9888.0	1.0	9888.0	3.571454579149605e-33	21.120210900000004	21.724925	3.5556430552775717	5.8376325	5.043225	2.0328863289150347
EX_csn_e_r	9655.0	1.0	9655.0	2.8577777384796588e-30	28.2598012	28.33961	9.037078572261661	10.660259899999998	10.006755	3.8197151290815303
EX_cys__L_e	10000.0	1.0	10000.0	2.8193857487981478e-39	0.0342903	0.0349	0.005421902728933839	0.0	0.0	0.0
EX_cyan_e_r	0.0	1.2809275156652627e-34	0.0	1.0	0.12226330000000002	0.12267	0.026538078799599216	0.2609942	0.26195999999999997	0.026769358451012373
EX_tcyntc	0.0	2.8200076051853168e-39	0.0	1.0	0.0	0.0	0.0	0.043798999999999984	0.023794999999999997	0.07666860967893582
EX_tcynt_e	792.0	4.31114062833181e-25	792.0	1.0	0.12226330000000002	0.12267	0.026538078799599216	0.21719469999999996	0.23585	0.06224460371653339
EX_so3_e	0.0	1.2806389253109373e-34	0.0	1.0	0.0380373	0.041295	0.00841210597768466	0.08824969999999997	0.08763499999999999	0.009760413910642862
EX_thr__L_e_r	0.0	1.280566787612476e-34	0.0	1.0	0.011705300000000004	0.012074999999999999	0.0033597908950685988	0.3707996999999999	0.37865	0.053313699955446665
EX_trp__L_e_r	2482.0	3.8431729108161873e-10	2482.0	0.9999999996215602	0.0291468	0.028795	0.005951734978350872	0.0332307	0.033409999999999995	0.0013699511566903294
EX_anth_e	3349.5	2.7697517219175156e-05	3349.5	0.9999725890818116	0.028603800000000002	0.028225	0.005901715515017817	0.03139399999999999	0.031485	0.0014039827907662103
EX_tyr__L_e_r	0.0	2.8185568152966837e-39	0.0	1.0	0.0	0.0	0.0	0.007838	0.007915	0.0037900139921385597
EX_cystinex_r	0.0	1.2808553621421803e-34	0.0	1.0	0.07986750000000001	0.082405	0.011802103936300186	0.192677	0.19396000000000002	0.007142865268393647
EX_3hydroxybutanoatex_r	0.0	1.2810718345817004e-34	0.0	1.0	13.0341643	12.4619	4.61064943792136	50.093222499999996	48.779875000000004	6.074268696396877
EX_gthrd_e_r	1110.0	1.014163549365457e-21	1110.0	1.0	1.0287032	1.04265	0.6431413779096752	2.3888736	2.60383	0.8482158687379223
EX_cmp_e_r	953.0	2.359795004061896e-23	953.0	1.0	0.0010519000000000001	0.00112	0.0004475199786748423	0.004322200000000001	0.00473	0.001741890636606957
HEX1	9560.0	1.0	9560.0	3.977656087660451e-29	24.0170885	21.395165	11.732994974839407	6.2026658999999995	6.49488	1.6243665236670854
G6PP	9494.0	1.0	9494.0	2.401360824006866e-28	20.713600800000005	18.4428	11.491040726495541	3.7241216	4.1111450000000005	1.6641571813642795
PGI	9819.0	1.0	9819.0	2.673810506557913e-32	2.240428	2.313255	0.4424460453164449	0.8792332999999999	0.925435	0.34019664191733034
PFK	124.0	5.0790143584097596e-33	124.0	1.0	0.5688751999999999	0.540985	0.20251328607109492	10.803580099999998	6.40487	10.175896592691997
FBP	442.0	4.2019744033231694e-29	442.0	1.0	0.2116799	0.20766	0.09380919473677203	10.270868799999999	6.10002	10.128008602083897
FBA	3755.0	0.0011797624306620284	3755.0	0.9988297753847266	0.3571952000000001	0.342615	0.13387950869888396	0.5327111999999999	0.43735500000000005	0.4347734348613905
TPI	9388.0	1.0	9388.0	4.083852707985773e-27	2.939767	3.0493699999999997	0.5462953937507924	1.9026971999999998	1.85754	0.1910048016588255
GAPD	9220.0	1.0	9220.0	3.179052541661224e-25	6.2292037	6.49258	1.1547623563065852	4.3171256	4.132705	0.49824258576251096
PGK	5950.0	0.9898954027677057	5950.0	0.010170499572374866	3.739223	3.629345	0.9558121895645619	3.4939027	3.20801	0.8121748623206495
DPGM	9425.0	1.0	9425.0	1.5303806730541549e-27	2.4899806	2.38083	1.055303741156368	0.8232225000000001	0.90466	0.4291141653732604
DPGase	9425.0	1.0	9425.0	1.5303806730541549e-27	2.4899806	2.38083	1.055303741156368	0.8232225000000001	0.90466	0.4291141653732604
PGM_f	2671.0	6.373168143665105e-09	2671.0	0.9999999937173868	7.978325799999998	8.295695	1.1475126844519592	8.4111006	8.710329999999999	0.9782831628680683
ENO_f	9393.0	1.0	9393.0	3.5782580165478094e-27	8.6843294	9.038145	1.2587601064032667	6.786459200000001	6.913785000000001	0.5461156382902912
PYK	8729.0	1.0	8729.0	4.112312504345174e-20	5.3089599	5.449434999999999	1.1107323968595333	4.1694742	3.973805	0.5631682447594273
LDH_L	9077.0	1.0	9077.0	1.1348805863567731e-23	5.597373200000001	5.828225	1.0369571144740477	4.1207666	3.9612100000000003	0.5284799613857681
r0407	9474.0	1.0	9474.0	4.119464108354227e-28	2.5825714000000004	2.7381200000000003	0.5132636642176232	1.3699857999999998	1.4517	0.3772744042141093
PRPPS	33.0	3.43823351571879e-34	33.0	1.0	0.007580099999999999	0.00792	0.0018838797785957627	0.026121299999999997	0.027025	0.007133936487527823
G6PDH2r	2022.0	1.7296608035287696e-13	2022.0	0.9999999999998301	1.0565886	1.099965	0.2593930295786296	1.5613166	1.560085	0.5669894347139214
PGL	2022.0	1.7296608035287696e-13	2022.0	0.9999999999998301	1.0565886	1.099965	0.2593930295786296	1.5613166	1.560085	0.5669894347139214
GND	2022.0	1.7296608035287696e-13	2022.0	0.9999999999998301	1.0565886	1.099965	0.2593930295786296	1.5613166	1.560085	0.5669894347139214
RPI	1814.0	3.5296210199910643e-15	1814.0	0.9999999999999966	0.35725	0.37179	0.0872631089628291	0.5378533	0.53417	0.1859209395787588
TKT2_f	7226.5	0.9999999735725844	7226.5	2.6792377310171432e-08	0.7021966	0.7315	0.12820692472686174	0.6101392999999999	0.6095200000000001	0.171205361872368
RPE_f	2258.0	1.0524839468069465e-11	2258.0	0.9999999999896497	1.1490118	1.189525	0.22377853779696003	1.4311408	1.4404750000000002	0.3100775092892587
TKT1_f	7196.0	0.9999999599501003	7196.0	4.059580670605908e-08	0.7041365	0.7312799999999999	0.1296939198233341	0.6159922	0.61427	0.16840296081504244
TALA_f	473.0	9.804898361705814e-29	473.0	1.0	1.1488406	1.16562	0.18283146429154337	2.3582334000000005	2.5464849999999997	0.4269635464609421
r0408	9474.0	1.0	9474.0	4.119464108354227e-28	2.5825714000000004	2.7381200000000003	0.5132636642176232	1.3699857999999998	1.4517	0.3772744042141093
PDHm	10000.0	1.0	10000.0	1.2810718345817004e-34	25.650889300000003	25.339635	4.868186607491553	1.0240070000000001	0.87619	0.6655911056422712
PCm	1726.0	6.300601235558925e-16	1726.0	0.9999999999999993	100.82764499999999	100.926615	17.35876336577362	119.14348610000003	113.92832	16.722333081135123
PEPCK_re	nan	nan	nan	nan	0.0	0.0	0.0	0.0	0.0	0.0
CSm	0.0	1.2810718345817004e-34	0.0	1.0	58.1492188	56.849835	10.674901804463966	101.38035950000001	98.881625	11.736925602903586
ACONTm_f	287.0	5.577152779054782e-31	287.0	1.0	8.882848899999999	9.863579999999999	5.008495244762227	25.3329031	25.007255	9.225047858328209
ICDHxm	4240.0	0.03174432498056105	4240.0	0.9684294957031079	18.1185288	17.347375	8.842454698966419	23.8756869	27.998745	18.286162781229518
ICDHym_f	0.0	1.2810718345817004e-34	0.0	1.0	3.266026	2.27545	2.8612039159455627	80.14193890000001	84.015615	11.827007414933787
AKGDm	0.0	1.2810718345817004e-34	0.0	1.0	11.897330800000004	10.885375	4.587168649049387	49.7751949	48.34274	6.144864688877792
SUCOAS1m_f	917.0	9.791734714816459e-24	917.0	1.0	100.22866670000002	100.58404	22.93482728338597	133.249269	144.29341	36.37786801393157
SUCD1m	3066.0	1.1545897712522657e-06	3066.0	0.999998859210959	45.5822629	46.40212	7.0909353509334565	49.84978279999999	48.420895	6.130174684799754
FUMm_f	9721.0	1.0	9721.0	4.44482802231299e-31	241.54898330000003	239.53951	53.78002608094632	142.6530079	154.50896	39.83496826675739
MDHm_f	776.0	2.8715178764270945e-25	776.0	1.0	239.7091117	239.279925	52.48520022850298	711.8491573000001	757.1987750000001	198.5629898177114
ME1m	10000.0	1.0	10000.0	1.2810718345817004e-34	74.67658180000001	74.66268500000001	17.32890766568514	8.202563799999998	8.426565	3.9416299031194204
ME2m	4622.0	0.17816538034573098	4622.0	0.8224709280024872	3.527289099999999	2.7343200000000003	2.521066494768561	4.8738527	4.627745	4.439597771186137
ME2	0.0	1.2810718345817004e-34	0.0	1.0	31.693698700000006	32.778975	7.959658716663351	106.81872809999999	101.14813000000001	20.432029530750686
ACITL	0.0	1.2810718345817004e-34	0.0	1.0	23.4753248	23.542805	6.988782372592927	52.88913039999999	51.64502	5.106626238669373
FUM_f	5617.0	0.9343241086159503	5617.0	0.06598877082749023	167.90138069999998	169.85502000000002	29.23748055561018	166.28660680000002	164.100595	12.168645733610827
MDH_f	7363.0	0.9999999961511946	7363.0	3.905052423011233e-09	287.6968537	299.92933	57.77978126001685	241.2068873	256.951285	69.30662461431756
AKGMALtm_f	776.0	2.8715178764270945e-25	776.0	1.0	91.116062	89.83373	20.09661862910728	349.02862409999994	363.655765	93.71656397944456
ACONT	9716.0	1.0	9716.0	5.122391345845591e-31	74.9530263	75.39671	12.036943177445755	45.719162000000004	47.239235	6.661248922867546
ICDHyr	9716.0	1.0	9716.0	5.122391345845591e-31	74.9530263	75.39671	12.036943177445755	45.719162000000004	47.239235	6.661248922867546
PPA	5676.0	0.9508297428087787	5676.0	0.0494194172949883	16.5379505	16.677125	4.786442640389429	15.6153503	15.42984	4.807109313033293
Complex1ROS	346.0	2.938916718078416e-30	346.0	1.0	72.2179172	71.052155	14.320258066101658	103.43555119999998	99.85816	15.726388987322563
FADH2ETC	8218.0	0.9999999999999981	8218.0	1.896230689873538e-15	58.4943305	58.823890000000006	10.303194557436575	50.999375900000004	50.033339999999995	5.887884395760037
CYOR_u10mi	1706.0	4.2319814935236264e-16	1706.0	0.9999999999999996	127.10165770000002	127.642725	19.309121044711876	149.268782	144.30194	20.702124184337347
CYOOm2i	1706.0	4.2319814935236264e-16	1706.0	0.9999999999999996	63.5508293	63.821365	9.654560809344556	74.6343909	72.15097	10.351061347989031
ATPS4mi	239.0	1.4210056738426e-31	239.0	1.0	213.46475320000002	212.228905	33.31826982225705	277.8560766	272.25937999999996	23.064369600756216
GLUCYS	9193.0	1.0	9193.0	6.29825570711236e-25	0.0300146	0.029670000000000002	0.01563940183438528	0.0070061	0.005325	0.0051240307080431995
GTHS	9193.0	1.0	9193.0	6.29825570711236e-25	0.0300146	0.029670000000000002	0.01563940183438528	0.0070061	0.005325	0.0051240307080431995
SPODMm	346.5	2.9801938752200513e-30	346.5	1.0	1.8054476	1.776305	0.3580062424971234	2.5858882	2.496455	0.3931593971411133
GTHPi	8010.0	0.9999999999999051	8010.0	9.662110389313391e-14	0.031698	0.03124	0.011687506409008126	0.0190671	0.01641	0.012880532667870566
GTHPm	2862.0	8.814563703609363e-08	2862.0	0.9999999130104685	1.0054575	0.938245	0.5026543759054717	1.3902269999999999	1.47491	0.48078293351847073
GDR	1344.0	2.0953201146414277e-19	1344.0	1.0	0.053264699999999984	0.049975	0.02336258229357882	0.0984363	0.09606999999999999	0.03397275615723858
GTHOr	4640.5	0.1901947338390111	4640.5	0.8104680251851917	0.018520500000000002	0.018965000000000003	0.008485961595006142	0.0322263	0.01939	0.03414316302162429
GDRm	7211.0	0.9999999673670417	7211.0	3.3080674040546023e-08	0.17935949999999998	0.19555499999999998	0.15115634210423765	0.089084	0.03007	0.0868356741846985
GTHOm	7535.0	0.9999999997090236	7535.0	2.955248042073303e-10	0.2967392	0.29286	0.2114479947127435	0.1032031	0.075555	0.06108576498851695
r0885	1164.0	3.571448354826855e-21	1164.0	1.0	1.0587179	1.06061	0.6524891944804353	2.3958794	2.60938	0.8503023678072561
PYRt2m_f	8229.0	0.9999999999999984	8229.0	1.529433657843294e-15	196.16048489999997	202.00503	36.58689381159127	171.34587520000002	174.29566499999999	16.46384382338588
HMR_4964	4953.0	0.45477047409706994	4953.0	0.546197890275419	98.42835130000002	98.523	17.143846132080274	98.60829229999999	98.5119	4.334721245944209
r2420	8855.0	1.0	8855.0	2.2978791294014987e-21	87.7148618	88.20184499999999	21.894163950415958	54.56710249999999	57.432995000000005	18.389245789883727
ATPtm	44.0	4.777625389573313e-34	44.0	1.0	112.63373600000001	116.51597000000001	20.805336038751932	158.6953825	159.480245	10.387749584169267
FUMtm_f	781.0	3.2609025987450205e-25	781.0	1.0	15.457981100000001	16.413919999999997	4.631698561502031	42.70761069999999	42.514005	17.250021124069352
CO2tm_f	2585.0	1.8223338387114187e-09	2585.0	0.999999998204458	211.78477180000002	210.50596000000002	44.64142124593263	256.07746019999996	262.86231499999997	70.86492818968438
O2tm	1598.0	4.737461871454757e-17	1598.0	1.0	65.3562769	65.5496	9.964081307620392	77.22027969999999	74.649595	10.74333524708042
r0801_f	4370.0	0.0620104567611827	4370.0	0.9382876426218205	125.3863315	123.789	30.22664811749068	129.7946054	134.02745499999997	44.52177240067922
THD1m	9097.0	1.0	9097.0	6.933547914912329e-24	140.62094729999998	128.10798	50.24095946224476	64.59397910000001	43.52587	78.86654383591959
H2Otm_f	0.0	1.2810718345817004e-34	0.0	1.0	1.4122267000000002	1.0019550000000002	1.2023931575660798	43.0045176	43.815445	14.259293251278756
NH4tm_f	5353.0	0.8061340753532821	5353.0	0.194537909285804	138.0198346	142.539035	30.82446931228905	131.76835219999998	134.85052000000002	43.44534219921126
HCO3E	0.0	1.2810718345817004e-34	0.0	1.0	20.5367778	20.599235	6.115111798246182	46.26019169999999	45.17676	4.472259578405135
HCO3Em	1726.0	6.300601235558925e-16	1726.0	0.9999999999999993	100.83097289999999	100.93142499999999	17.358840040334602	119.16060910000004	113.947355	16.71763146237499
GLUN	8268.0	0.9999999999999993	8268.0	7.096335113294062e-16	7.2536743	5.422505	5.1188513260027095	2.0934861999999996	1.69002	0.97701478851103
GLNS	8543.0	1.0	8543.0	2.4493679539644103e-18	8.426113099999998	6.66126	5.3127720364693145	2.5074356000000004	1.95836	2.015790890515054
GLUt2m	9417.5	1.0	9417.5	1.865115761349146e-27	0.8524231	0.834015	0.5385726174435439	0.0423865	0.0471	0.03558395718351718
GLNtm_1	9532.0	1.0	9532.0	8.553749175333152e-29	1.4018883000000002	1.3309250000000001	0.7898633844105158	0.1577195	0.13740000000000002	0.12683313765265836
GLUNm	9532.0	1.0	9532.0	8.553749175333152e-29	1.4018883000000002	1.3309250000000001	0.7898633844105158	0.1577195	0.13740000000000002	0.12683313765265836
GLUPRT	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
PRAGSr	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
GARFT	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
PRFGS	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
PRAIS	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
AIRCr	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
PRASCSi	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
ADSL2r	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
AICART	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
IMPC	811.0	6.964368043321728e-25	811.0	1.0	0.0026529	0.002935	0.0011029513162694926	0.015577299999999999	0.017435	0.005532096403368402
ADSS	811.0	6.95498610169297e-25	811.0	1.0	0.0015709	0.00174	0.0006528834180585057	0.009224000000000001	0.010325	0.0032762191808870357
ADSL1r	811.0	6.95498610169297e-25	811.0	1.0	0.0015709	0.00174	0.0006528834180585057	0.009224000000000001	0.010325	0.0032762191808870357
IMPDH2	811.0	6.949748550724356e-25	811.0	1.0	0.0010825	0.0012	0.000449229137725747	0.006352600000000002	0.00711	0.0022564849844057206
GMPS	790.5	4.120275507676733e-25	790.5	1.0	0.0003927	0.00038	0.00017009714989981578	0.0031363000000000003	0.003275	0.0014651560092062317
GMPS2	1404.5	7.855592626501149e-19	1404.5	1.0	0.0006898000000000002	0.0009	0.0004005198137572238	0.0032167000000000003	0.0031450000000000002	0.0017241007347119665
GK1	811.0	6.949748550724356e-25	811.0	1.0	0.0010825	0.0012	0.000449229137725747	0.006352600000000002	0.00711	0.0022564849844057206
RNDR2	810.5	6.709388216047369e-25	810.5	1.0	0.0002328	0.00026	9.653679886630556e-05	0.0013671	0.00153	0.00048441216067945833
ADK1	5678.0	0.951325052750455	5678.0	0.0489221013668592	16.5366432	16.676054999999998	4.786179623952399	15.607674600000001	15.421315	4.8083124301368905
RNDR1	813.0	7.224865469096008e-25	813.0	1.0	0.0003101	0.00034	0.00012957190585878865	0.0018200000000000002	0.00204	0.0006463995074505575
CBPS	753.0	1.5717226828097344e-25	753.0	1.0	0.0003061	0.00027	0.00021393803974161503	0.005632500000000001	0.00531	0.0030225761221417424
ASPCT	753.0	1.5717226828097344e-25	753.0	1.0	0.0003061	0.00027	0.00021393803974161503	0.005632500000000001	0.00531	0.0030225761221417424
DHORTS	753.0	1.5717226828097344e-25	753.0	1.0	0.0003061	0.00027	0.00021393803974161503	0.005632500000000001	0.00531	0.0030225761221417424
DHORD9	753.0	1.5717226828097344e-25	753.0	1.0	0.0003061	0.00027	0.00021393803974161503	0.005632500000000001	0.00531	0.0030225761221417424
ORPT	753.0	1.5717226828097344e-25	753.0	1.0	0.0003061	0.00027	0.00021393803974161503	0.005632500000000001	0.00531	0.0030225761221417424
OMPDC	753.0	1.5717226828097344e-25	753.0	1.0	0.0003061	0.00027	0.00021393803974161503	0.005632500000000001	0.00531	0.0030225761221417424
UMPK	800.0	5.266492478873654e-25	800.0	1.0	0.00155	0.00174	0.0006454033270331465	0.011557600000000001	0.01259	0.004232585980320788
RNDR4	797.0	4.693765714346627e-25	797.0	1.0	0.0002061	0.00023	8.767357963295765e-05	0.0018073	0.00202	0.0006418452801387291
TMDS	797.0	4.693765714346627e-25	797.0	1.0	0.0002061	0.00023	8.767357963295765e-05	0.0018073	0.00202	0.0006418452801387291
URIDK2r	797.0	4.693765714346627e-25	797.0	1.0	0.0002061	0.00023	8.767357963295765e-05	0.0018073	0.00202	0.0006418452801387291
NDPK2	800.0	5.261247451675684e-25	800.0	1.0	0.0013445000000000002	0.001505	0.000558378559905031	0.009749800000000001	0.01055	0.0036075305580511342
NDPK3_f	776.0	2.845820018567955e-25	776.0	1.0	0.000838	0.00089	0.00019865202305193437	0.0018545	0.00202	0.0005491561478736943
CYTK1_r	953.0	2.359795004061896e-23	953.0	1.0	0.0010519000000000001	0.00112	0.0004475199786748423	0.004322200000000001	0.00473	0.001741890636606957
CTPS1	745.0	1.218747674093195e-25	745.0	1.0	8.74e-05	7e-05	7.378127653867726e-05	0.0023702	0.00244	0.0012449566784885052
RNDR3	810.5	6.722450089336372e-25	810.5	1.0	0.000222	0.00025	9.265990819042822e-05	0.0013039999999999998	0.00146	0.00046351533377706573
GDHm	8693.0	1.0	8693.0	9.216330809034434e-20	87.7170081	84.69762499999999	40.89077227612949	48.45722549999999	19.971725	95.8558793472229
GLUDym_f	5949.0	0.9898295004276252	5949.0	0.010236776550856787	166.1372212	165.87381	45.19754303065479	165.28576259999997	147.08401500000002	69.93469318611517
ASPTA_f	5028.0	0.5277585408221553	5028.0	0.47321395148349793	175.42921459999997	181.35162000000003	41.68731171950756	173.34392770000002	177.58907	54.27755193494925
ASPTAm	8803.0	1.0	8803.0	7.64326076284618e-21	18.910093799999995	19.911925	10.065157332337865	4.1531157	4.662845000000001	2.0288716588431805
